#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2594798,55636404,GKQ38_RS00005,GKQ38_RS00005,GKQ38_00005,-,-,-,S-layer protein,protein-coding,-,-,-,S-layer protein,20210522,-
2594798,55636729,GKQ38_RS01630,GKQ38_RS01630,GKQ38_01625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636730,GKQ38_RS01635,GKQ38_RS01635,GKQ38_01630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636731,GKQ38_RS01640,GKQ38_RS01640,GKQ38_01635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636732,GKQ38_RS01645,GKQ38_RS01645,GKQ38_01640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636733,GKQ38_RS01650,GKQ38_RS01650,GKQ38_01645,-,-,-,-,pseudo,-,-,-,-,20200624,-
2594798,55636734,GKQ38_RS01655,GKQ38_RS01655,GKQ38_01650,-,-,-,phosphotransferase,protein-coding,-,-,-,phosphotransferase,20210522,-
2594798,55636735,GKQ38_RS01660,GKQ38_RS01660,GKQ38_01655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636736,GKQ38_RS01665,GKQ38_RS01665,GKQ38_01660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636737,GKQ38_RS01670,GKQ38_RS01670,GKQ38_01665,-,-,-,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,protein-coding,-,-,-,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,20210522,-
2594798,55636738,nrdR,GKQ38_RS01675,GKQ38_01670,-,-,-,transcriptional repressor NrdR,protein-coding,-,-,-,transcriptional repressor NrdR,20210522,-
2594798,55636739,GKQ38_RS01680,GKQ38_RS01680,GKQ38_01675,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210522,-
2594798,55636740,tadA,GKQ38_RS01685,GKQ38_01680,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20210522,-
2594798,55636741,GKQ38_RS01690,GKQ38_RS01690,GKQ38_01685,-,-,-,TIGR00341 family protein,protein-coding,-,-,-,TIGR00341 family protein,20200624,-
2594798,55636742,GKQ38_RS01695,GKQ38_RS01695,GKQ38_01690,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210522,-
2594798,55636743,GKQ38_RS01700,GKQ38_RS01700,GKQ38_01695,-,-,-,NYN domain-containing protein,protein-coding,-,-,-,NYN domain-containing protein,20210522,-
2594798,55636744,GKQ38_RS01705,GKQ38_RS01705,GKQ38_01700,-,-,-,DNA-3-methyladenine glycosylase 2 family protein,protein-coding,-,-,-,DNA-3-methyladenine glycosylase 2 family protein,20210522,-
2594798,55636745,GKQ38_RS01710,GKQ38_RS01710,GKQ38_01705,-,-,-,deoxyribonuclease IV,protein-coding,-,-,-,deoxyribonuclease IV,20210522,-
2594798,55636746,GKQ38_RS01715,GKQ38_RS01715,GKQ38_01710,-,-,-,MMPL family transporter,protein-coding,-,-,-,MMPL family transporter,20210522,-
2594798,55636747,GKQ38_RS01720,GKQ38_RS01720,GKQ38_01715,-,-,-,MMPL family transporter,protein-coding,-,-,-,MMPL family transporter,20210522,-
2594798,55636748,GKQ38_RS01725,GKQ38_RS01725,GKQ38_01720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636749,GKQ38_RS01730,GKQ38_RS01730,GKQ38_01725,-,-,-,DUF2892 domain-containing protein,protein-coding,-,-,-,DUF2892 domain-containing protein,20200624,-
2594798,55636750,GKQ38_RS01735,GKQ38_RS01735,GKQ38_01730,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210522,-
2594798,55636751,GKQ38_RS01740,GKQ38_RS01740,GKQ38_01735,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210522,-
2594798,55636752,GKQ38_RS01745,GKQ38_RS01745,GKQ38_01740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636753,GKQ38_RS01750,GKQ38_RS01750,GKQ38_01745,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210522,-
2594798,55636754,GKQ38_RS01755,GKQ38_RS01755,GKQ38_01750,-,-,-,metalloregulator ArsR/SmtB family transcription factor,protein-coding,-,-,-,metalloregulator ArsR/SmtB family transcription factor,20200624,-
2594798,55636755,GKQ38_RS01760,GKQ38_RS01760,GKQ38_01755,-,-,-,thioredoxin family protein,protein-coding,-,-,-,thioredoxin family protein,20210522,-
2594798,55636756,GKQ38_RS01765,GKQ38_RS01765,GKQ38_01760,-,-,-,permease,protein-coding,-,-,-,permease,20210522,-
2594798,55636757,GKQ38_RS01770,GKQ38_RS01770,GKQ38_01765,-,-,-,DUF2892 domain-containing protein,protein-coding,-,-,-,DUF2892 domain-containing protein,20210522,-
2594798,55636758,GKQ38_RS01775,GKQ38_RS01775,GKQ38_01770,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210522,-
2594798,55636759,GKQ38_RS01780,GKQ38_RS01780,GKQ38_01775,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210522,-
2594798,55636760,GKQ38_RS01785,GKQ38_RS01785,GKQ38_01780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636761,GKQ38_RS01790,GKQ38_RS01790,GKQ38_01785,-,-,-,OsmC family protein,protein-coding,-,-,-,OsmC family protein,20210522,-
2594798,55636762,GKQ38_RS01795,GKQ38_RS01795,GKQ38_01790,-,-,-,glutathione S-transferase N-terminal domain-containing protein,protein-coding,-,-,-,glutathione S-transferase N-terminal domain-containing protein,20210522,-
2594798,55636763,GKQ38_RS01800,GKQ38_RS01800,GKQ38_01795,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210522,-
2594798,55636764,GKQ38_RS01805,GKQ38_RS01805,GKQ38_01800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636765,GKQ38_RS01810,GKQ38_RS01810,GKQ38_01805,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210522,-
2594798,55636766,GKQ38_RS01815,GKQ38_RS01815,GKQ38_01810,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210522,-
2594798,55636767,GKQ38_RS01820,GKQ38_RS01820,GKQ38_01815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636768,GKQ38_RS01825,GKQ38_RS01825,GKQ38_01820,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636769,GKQ38_RS01830,GKQ38_RS01830,GKQ38_01825,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20210522,-
2594798,55636770,GKQ38_RS01835,GKQ38_RS01835,GKQ38_01830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636771,GKQ38_RS01840,GKQ38_RS01840,GKQ38_01835,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636772,GKQ38_RS01845,GKQ38_RS01845,GKQ38_01840,-,-,-,mRNA cleavage and polyadenylation specificity factor-like protein,protein-coding,-,-,-,mRNA cleavage and polyadenylation specificity factor-like protein,20210522,-
2594798,55636773,GKQ38_RS01850,GKQ38_RS01850,GKQ38_01845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636774,GKQ38_RS01855,GKQ38_RS01855,GKQ38_01850,-,-,-,toprim domain-containing protein,protein-coding,-,-,-,toprim domain-containing protein,20210522,-
2594798,55636775,GKQ38_RS01860,GKQ38_RS01860,GKQ38_01855,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636776,GKQ38_RS01865,GKQ38_RS01865,GKQ38_01860,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210522,-
2594798,55636777,glmS,GKQ38_RS01870,GKQ38_01865,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),protein-coding,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),20200624,-
2594798,55636778,GKQ38_RS01875,GKQ38_RS01875,GKQ38_01870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636779,GKQ38_RS01880,GKQ38_RS01880,GKQ38_01875,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210522,-
2594798,55636780,GKQ38_RS01885,GKQ38_RS01885,GKQ38_01880,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210522,-
2594798,55636781,GKQ38_RS01890,GKQ38_RS01890,GKQ38_01885,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636782,GKQ38_RS01895,GKQ38_RS01895,GKQ38_01890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636783,GKQ38_RS01900,GKQ38_RS01900,GKQ38_01895,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210522,-
2594798,55636784,GKQ38_RS01905,GKQ38_RS01905,GKQ38_01900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636785,GKQ38_RS01910,GKQ38_RS01910,GKQ38_01905,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210522,-
2594798,55636786,GKQ38_RS01915,GKQ38_RS01915,GKQ38_01910,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210522,-
2594798,55636787,GKQ38_RS01920,GKQ38_RS01920,GKQ38_01915,-,-,-,4a-hydroxytetrahydrobiopterin dehydratase,protein-coding,-,-,-,4a-hydroxytetrahydrobiopterin dehydratase,20210522,-
2594798,55636788,GKQ38_RS01925,GKQ38_RS01925,GKQ38_01920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636789,GKQ38_RS01930,GKQ38_RS01930,GKQ38_01925,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636790,GKQ38_RS01935,GKQ38_RS01935,GKQ38_01930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636791,GKQ38_RS01940,GKQ38_RS01940,GKQ38_01935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636792,GKQ38_RS01945,GKQ38_RS01945,GKQ38_01940,-,-,-,DUF3578 domain-containing protein,protein-coding,-,-,-,DUF3578 domain-containing protein,20210522,-
2594798,55636793,GKQ38_RS01950,GKQ38_RS01950,GKQ38_01945,-,-,-,nucleotide pyrophosphohydrolase,protein-coding,-,-,-,nucleotide pyrophosphohydrolase,20210522,-
2594798,55636794,GKQ38_RS01955,GKQ38_RS01955,GKQ38_01950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636795,GKQ38_RS01960,GKQ38_RS01960,GKQ38_01955,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210522,-
2594798,55636796,GKQ38_RS01965,GKQ38_RS01965,GKQ38_01960,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636797,GKQ38_RS01970,GKQ38_RS01970,GKQ38_01965,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20200624,-
2594798,55636798,GKQ38_RS01975,GKQ38_RS01975,GKQ38_01970,-,-,-,SLATT domain-containing protein,protein-coding,-,-,-,SLATT domain-containing protein,20200624,-
2594798,55636799,GKQ38_RS01980,GKQ38_RS01980,GKQ38_01975,-,-,-,VRR-NUC domain-containing protein,protein-coding,-,-,-,VRR-NUC domain-containing protein,20210522,-
2594798,55636800,GKQ38_RS01985,GKQ38_RS01985,GKQ38_01980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636801,GKQ38_RS01990,GKQ38_RS01990,GKQ38_01985,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636802,GKQ38_RS01995,GKQ38_RS01995,GKQ38_01990,-,-,-,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,protein-coding,-,-,-,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,20200624,-
2594798,55636803,GKQ38_RS02000,GKQ38_RS02000,GKQ38_01995,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636804,GKQ38_RS02005,GKQ38_RS02005,GKQ38_02000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636805,GKQ38_RS02010,GKQ38_RS02010,GKQ38_02005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636806,GKQ38_RS02015,GKQ38_RS02015,GKQ38_02010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636807,GKQ38_RS02020,GKQ38_RS02020,GKQ38_02015,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636808,GKQ38_RS02025,GKQ38_RS02025,GKQ38_02020,-,-,-,anion permease,protein-coding,-,-,-,anion permease,20200624,-
2594798,55636809,GKQ38_RS02030,GKQ38_RS02030,GKQ38_02025,-,-,-,archaeal proteasome endopeptidase complex subunit alpha,protein-coding,-,-,-,archaeal proteasome endopeptidase complex subunit alpha,20210522,-
2594798,55636810,GKQ38_RS02035,GKQ38_RS02035,GKQ38_02030,-,-,-,ribosome assembly factor SBDS,protein-coding,-,-,-,ribosome assembly factor SBDS,20210522,-
2594798,55636811,GKQ38_RS02040,GKQ38_RS02040,GKQ38_02035,-,-,-,YbaK/EbsC family protein,protein-coding,-,-,-,YbaK/EbsC family protein,20210522,-
2594798,55636812,GKQ38_RS02045,GKQ38_RS02045,GKQ38_02040,-,-,-,RNA-binding protein,protein-coding,-,-,-,RNA-binding protein,20210522,-
2594798,55636813,GKQ38_RS02050,GKQ38_RS02050,GKQ38_02045,-,-,-,exosome complex exonuclease Rrp41,protein-coding,-,-,-,exosome complex exonuclease Rrp41,20210522,-
2594798,55636814,GKQ38_RS02055,GKQ38_RS02055,GKQ38_02050,-,-,-,exosome complex protein Rrp42,protein-coding,-,-,-,exosome complex protein Rrp42,20210522,-
2594798,55636815,GKQ38_RS02060,GKQ38_RS02060,GKQ38_02055,-,-,-,50S ribosomal protein L37ae,protein-coding,-,-,-,50S ribosomal protein L37ae,20210522,-
2594798,55636816,GKQ38_RS02065,GKQ38_RS02065,GKQ38_02060,-,-,-,DNA-directed RNA polymerase subunit P,protein-coding,-,-,-,DNA-directed RNA polymerase subunit P,20210522,-
2594798,55636817,GKQ38_RS02070,GKQ38_RS02070,GKQ38_02065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636818,GKQ38_RS02075,GKQ38_RS02075,GKQ38_02070,-,-,-,prefoldin subunit beta,protein-coding,-,-,-,prefoldin subunit beta,20210522,-
2594798,55636819,GKQ38_RS02080,GKQ38_RS02080,GKQ38_02075,-,-,-,UPF0147 family protein,protein-coding,-,-,-,UPF0147 family protein,20210522,-
2594798,55636820,GKQ38_RS02085,GKQ38_RS02085,GKQ38_02080,-,-,-,cell division protein SepF,protein-coding,-,-,-,cell division protein SepF,20210522,-
2594798,55636821,GKQ38_RS02090,GKQ38_RS02090,GKQ38_02085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636822,GKQ38_RS02095,GKQ38_RS02095,GKQ38_02090,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20200624,-
2594798,55636823,GKQ38_RS02100,GKQ38_RS02100,GKQ38_02095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636824,thiI,GKQ38_RS02105,GKQ38_02100,-,-,-,tRNA 4-thiouridine(8) synthase ThiI,protein-coding,-,-,-,tRNA 4-thiouridine(8) synthase ThiI,20210522,-
2594798,55636825,GKQ38_RS02110,GKQ38_RS02110,GKQ38_02105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636826,GKQ38_RS02115,GKQ38_RS02115,GKQ38_02110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636827,GKQ38_RS02120,GKQ38_RS02120,GKQ38_02115,-,-,-,redox-regulated ATPase YchF,protein-coding,-,-,-,redox-regulated ATPase YchF,20210522,-
2594798,55636828,GKQ38_RS02125,GKQ38_RS02125,GKQ38_02120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636829,GKQ38_RS02130,GKQ38_RS02130,GKQ38_02125,-,-,-,DUF4186 family protein,protein-coding,-,-,-,DUF4186 family protein,20210522,-
2594798,55636830,GKQ38_RS02135,GKQ38_RS02135,GKQ38_02130,-,-,-,histidine--tRNA ligase,protein-coding,-,-,-,histidine--tRNA ligase,20210522,-
2594798,55636831,GKQ38_RS02140,GKQ38_RS02140,GKQ38_02135,-,-,-,phosphatase PAP2 family protein,protein-coding,-,-,-,phosphatase PAP2 family protein,20210522,-
2594798,55636832,GKQ38_RS02145,GKQ38_RS02145,GKQ38_02140,-,-,-,50S ribosomal protein L40e,protein-coding,-,-,-,50S ribosomal protein L40e,20210522,-
2594798,55636833,GKQ38_RS02150,GKQ38_RS02150,GKQ38_02145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636834,GKQ38_RS02155,GKQ38_RS02155,GKQ38_02150,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636835,GKQ38_RS02160,GKQ38_RS02160,GKQ38_02155,-,-,-,cation diffusion facilitator family transporter,protein-coding,-,-,-,cation diffusion facilitator family transporter,20200624,-
2594798,55636836,GKQ38_RS02165,GKQ38_RS02165,GKQ38_02160,-,-,-,metalloregulator ArsR/SmtB family transcription factor,protein-coding,-,-,-,metalloregulator ArsR/SmtB family transcription factor,20200624,-
2594798,55636837,GKQ38_RS02170,GKQ38_RS02170,GKQ38_02165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636838,GKQ38_RS02175,GKQ38_RS02175,GKQ38_02170,-,-,-,cold shock domain-containing protein,protein-coding,-,-,-,cold shock domain-containing protein,20210522,-
2594798,55636839,GKQ38_RS02180,GKQ38_RS02180,GKQ38_02175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636840,GKQ38_RS02185,GKQ38_RS02185,GKQ38_02180,-,-,-,inorganic phosphate transporter,protein-coding,-,-,-,inorganic phosphate transporter,20210522,-
2594798,55636841,GKQ38_RS02190,GKQ38_RS02190,GKQ38_02185,-,-,-,NAD(P)H-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)H-dependent oxidoreductase,20200624,-
2594798,55636842,GKQ38_RS02195,GKQ38_RS02195,GKQ38_02190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636843,GKQ38_RS02200,GKQ38_RS02200,GKQ38_02195,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20210522,-
2594798,55636844,GKQ38_RS02205,GKQ38_RS02205,GKQ38_02200,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20210522,-
2594798,55636845,GKQ38_RS02210,GKQ38_RS02210,GKQ38_02205,-,-,-,mechanosensitive ion channel,protein-coding,-,-,-,mechanosensitive ion channel,20210522,-
2594798,55636846,GKQ38_RS02215,GKQ38_RS02215,GKQ38_02210,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,protein-coding,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,20210522,-
2594798,55636847,GKQ38_RS02220,GKQ38_RS02220,GKQ38_02215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636848,GKQ38_RS02225,GKQ38_RS02225,GKQ38_02220,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210522,-
2594798,55636849,GKQ38_RS02230,GKQ38_RS02230,GKQ38_02225,-,-,-,glucose 1-dehydrogenase,protein-coding,-,-,-,glucose 1-dehydrogenase,20210522,-
2594798,55636850,GKQ38_RS02235,GKQ38_RS02235,GKQ38_02230,-,-,-,hydroxyacid dehydrogenase,protein-coding,-,-,-,hydroxyacid dehydrogenase,20210522,-
2594798,55636851,GKQ38_RS02240,GKQ38_RS02240,GKQ38_02235,-,-,-,disulfide bond formation protein B,protein-coding,-,-,-,disulfide bond formation protein B,20210522,-
2594798,55636852,GKQ38_RS02245,GKQ38_RS02245,GKQ38_02240,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210522,-
2594798,55636853,GKQ38_RS02250,GKQ38_RS02250,GKQ38_02245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636854,GKQ38_RS02255,GKQ38_RS02255,GKQ38_02250,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210522,-
2594798,55636855,GKQ38_RS02260,GKQ38_RS02260,GKQ38_02255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636856,GKQ38_RS02265,GKQ38_RS02265,GKQ38_02260,-,-,-,UvrD-helicase domain-containing protein,protein-coding,-,-,-,UvrD-helicase domain-containing protein,20210522,-
2594798,55636857,GKQ38_RS02270,GKQ38_RS02270,GKQ38_02265,-,-,-,PD-(D/E)XK nuclease family protein,protein-coding,-,-,-,PD-(D/E)XK nuclease family protein,20210522,-
2594798,55636858,GKQ38_RS02275,GKQ38_RS02275,GKQ38_02270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636859,GKQ38_RS02280,GKQ38_RS02280,GKQ38_02275,-,-,-,undecaprenyl diphosphate synthase family protein,protein-coding,-,-,-,undecaprenyl diphosphate synthase family protein,20210522,-
2594798,55636860,GKQ38_RS02285,GKQ38_RS02285,GKQ38_02280,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210522,-
2594798,55636861,GKQ38_RS02290,GKQ38_RS02290,GKQ38_02285,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210522,-
2594798,55636862,GKQ38_RS02295,GKQ38_RS02295,GKQ38_02290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636863,GKQ38_RS02300,GKQ38_RS02300,GKQ38_02295,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200624,-
2594798,55636864,GKQ38_RS02305,GKQ38_RS02305,GKQ38_02300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636865,GKQ38_RS02310,GKQ38_RS02310,GKQ38_02305,-,-,-,geranylgeranyl reductase family protein,protein-coding,-,-,-,geranylgeranyl reductase family protein,20210522,-
2594798,55636866,GKQ38_RS02315,GKQ38_RS02315,GKQ38_02310,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,protein-coding,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,20210522,-
2594798,55636867,GKQ38_RS02320,GKQ38_RS02320,GKQ38_02315,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20210522,-
2594798,55636868,GKQ38_RS02325,GKQ38_RS02325,GKQ38_02320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636869,GKQ38_RS02330,GKQ38_RS02330,GKQ38_02325,-,-,-,site-2 protease family protein,protein-coding,-,-,-,site-2 protease family protein,20210522,-
2594798,55636870,lysS,GKQ38_RS02335,GKQ38_02330,-,-,-,lysine--tRNA ligase,protein-coding,-,-,-,lysine--tRNA ligase,20210522,-
2594798,55636871,GKQ38_RS02340,GKQ38_RS02340,GKQ38_02335,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210522,-
2594798,55636872,GKQ38_RS02345,GKQ38_RS02345,GKQ38_02340,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20210522,-
2594798,55636873,GKQ38_RS02350,GKQ38_RS02350,GKQ38_02345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636874,GKQ38_RS02355,GKQ38_RS02355,GKQ38_02350,-,-,-,TraB family protein,protein-coding,-,-,-,TraB family protein,20210522,-
2594798,55636875,GKQ38_RS02360,GKQ38_RS02360,GKQ38_02355,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210522,-
2594798,55636876,GKQ38_RS02365,GKQ38_RS02365,GKQ38_02360,-,-,-,polymer-forming cytoskeletal protein,protein-coding,-,-,-,polymer-forming cytoskeletal protein,20200624,-
2594798,55636877,GKQ38_RS02370,GKQ38_RS02370,GKQ38_02365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636878,GKQ38_RS02375,GKQ38_RS02375,GKQ38_02370,-,-,-,DUF378 domain-containing protein,protein-coding,-,-,-,DUF378 domain-containing protein,20210522,-
2594798,55636879,GKQ38_RS02380,GKQ38_RS02380,GKQ38_02375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636880,GKQ38_RS02385,GKQ38_RS02385,GKQ38_02380,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636881,GKQ38_RS02390,GKQ38_RS02390,GKQ38_02385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636882,GKQ38_RS02395,GKQ38_RS02395,GKQ38_02390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636883,GKQ38_RS02400,GKQ38_RS02400,GKQ38_02395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636884,GKQ38_RS02405,GKQ38_RS02405,GKQ38_02400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636885,GKQ38_RS02410,GKQ38_RS02410,GKQ38_02405,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636886,GKQ38_RS02415,GKQ38_RS02415,GKQ38_02410,-,-,-,pirin family protein,protein-coding,-,-,-,pirin family protein,20210522,-
2594798,55636887,GKQ38_RS02420,GKQ38_RS02420,GKQ38_02415,-,-,-,metallophosphoesterase family protein,protein-coding,-,-,-,metallophosphoesterase family protein,20210522,-
2594798,55636888,GKQ38_RS02425,GKQ38_RS02425,GKQ38_02420,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210522,-
