#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5741,3974679,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Giardia duodenalis; Giardia lamblia; Lamblia intestinalis).,other,-,-,-,-,20201024,-
5741,5699901,GL50803_0090872,GL50803_0090872,GL50803_90872,-,2,-,Phosphoglycerate kinase,protein-coding,-,-,-,Phosphoglycerate kinase,20201210,-
5741,5699903,GL50803_0011487,GL50803_0011487,GL50803_11487,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699904,GL50803_0011486,GL50803_0011486,GL50803_11486,-,2,-,20S proteasome alpha subunit 7,protein-coding,-,-,-,20S proteasome alpha subunit 7,20210424,-
5741,5699906,GL50803_0093275,GL50803_0093275,GL50803_93275,-,2,-,Translational activator GCN1,protein-coding,-,-,-,Translational activator GCN1,20201210,-
5741,5699907,GL50803_001643,GL50803_001643,GL50803_1643,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699908,GL50803_0024451,GL50803_0024451,GL50803_24451,-,2,-,Fibroblast growth factor family protein,protein-coding,-,-,-,Fibroblast growth factor family protein,20201210,-
5741,5699911,GL50803_0024452,GL50803_0024452,GL50803_24452,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699912,GL50803_0024453,GL50803_0024453,GL50803_24453,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699914,GL50803_0011380,GL50803_0011380,GL50803_11380,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699917,GL50803_0011381,GL50803_0011381,GL50803_11381,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699919,GL50803_00480,GL50803_00480,GL50803_480,-,2,-,Translation initiation inhibitor,protein-coding,-,-,-,Translation initiation inhibitor,20201210,-
5741,5699920,GL50803_0011383,GL50803_0011383,GL50803_11383,-,2,-,E2F/DP family winged-helix DNA-binding domain-containing protein,protein-coding,-,-,-,E2F/DP family winged-helix DNA-binding domain-containing protein,20201210,-
5741,5699921,GL50803_0011384,GL50803_0011384,GL50803_11384,-,2,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20201210,-
5741,5699922,GL50803_0011389,GL50803_0011389,GL50803_11389,-,2,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5699924,GL50803_0011390,GL50803_0011390,GL50803_11390,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699925,GL50803_0015409,GL50803_0015409,GL50803_15409,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699926,GL50803_0015410,GL50803_0015410,GL50803_15410,-,2,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210417,-
5741,5699927,GL50803_0015411,GL50803_0015411,GL50803_15411,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699929,GL50803_0015412,GL50803_0015412,GL50803_15412,-,2,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5699930,GL50803_0015413,GL50803_0015413,GL50803_15413,-,2,-,RER1-like protein-retention of ER protein,protein-coding,-,-,-,RER1-like protein-retention of ER protein,20210424,-
5741,5699931,GL50803_0011397,GL50803_0011397,GL50803_11397,-,2,-,TCP-1 chaperonin subunit beta,protein-coding,-,-,-,TCP-1 chaperonin subunit beta,20201210,-
5741,5699932,GL50803_0016424,GL50803_0016424,GL50803_16424,-,2,-,Disc-associated protein,protein-coding,-,-,-,Disc-associated protein,20201210,-
5741,5699933,GL50803_0016425,GL50803_0016425,GL50803_16425,-,2,-,Kinesin-5,protein-coding,-,-,-,Kinesin-5,20201210,-
5741,5699934,GL50803_00112150,GL50803_00112150,GL50803_112150,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699936,GL50803_0014679,GL50803_0014679,GL50803_14679,-,2,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5699938,GL50803_0014681,GL50803_0014681,GL50803_14681,-,2,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5699939,GL50803_0016429,GL50803_0016429,GL50803_16429,-,2,-,Translation machinery-associated protein 16,protein-coding,-,-,-,Translation machinery-associated protein 16,20201210,-
5741,5699940,GL50803_008325,GL50803_008325,GL50803_8325,-,2,-,"Zinc finger, C3HC4 type (RING finger) domain-containing protein",protein-coding,-,-,-,"Zinc finger, C3HC4 type (RING finger) domain-containing protein",20201210,-
5741,5699941,GL50803_0016430,GL50803_0016430,GL50803_16430,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699944,GL50803_008329,GL50803_008329,GL50803_8329,-,2,-,Vacuolar protein sorting 25,protein-coding,-,-,-,Vacuolar protein sorting 25,20201210,-
5741,5699945,GL50803_0016431,GL50803_0016431,GL50803_16431,-,2,-,Ribosomal protein L19,protein-coding,-,-,-,Ribosomal protein L19,20201210,-
5741,5699948,GL50803_009130,GL50803_009130,GL50803_9130,-,2,-,Histone methyltransferase HMT1,protein-coding,-,-,-,Histone methyltransferase HMT1,20210424,-
5741,5699949,GL50803_009133,GL50803_009133,GL50803_9133,-,2,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20201210,-
5741,5699951,GL50803_009134,GL50803_009134,GL50803_9134,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699952,GL50803_00112135,GL50803_00112135,GL50803_112135,-,2,-,High cysteine membrane protein VSP-like,protein-coding,-,-,-,High cysteine membrane protein VSP-like,20201210,-
5741,5699954,GL50803_00d117392,GL50803_00d117392,GL50803_117391,-,1,-,"GNAT acetyltransferase, Mec-17",pseudo,-,-,-,-,20201210,-
5741,5699960,GL50803_00112673,GL50803_00112673,GL50803_112673,-,1,-,High cysteine membrane protein VSP-like,protein-coding,-,-,-,High cysteine membrane protein VSP-like,20201210,-
5741,5699963,GL50803_002107,GL50803_002107,GL50803_2107,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699964,GL50803_0027027,GL50803_0027027,GL50803_27027,-,1,-,WD-repeat protein,protein-coding,-,-,-,WD-repeat protein,20201210,-
5741,5699965,GL50803_004255,GL50803_004255,GL50803_4255,-,1,-,ATP-dependent NAD(P)H-hydrate dehydratase,protein-coding,-,-,-,ATP-dependent NAD(P)H-hydrate dehydratase,20201210,-
5741,5699966,GL50803_0027028,GL50803_0027028,GL50803_27028,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699967,GL50803_004257,GL50803_004257,GL50803_4257,-,1,-,CBF/Mak21 family protein,protein-coding,-,-,-,CBF/Mak21 family protein,20201210,-
5741,5699968,GL50803_004259,GL50803_004259,GL50803_4259,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699970,GL50803_0094322,GL50803_0094322,GL50803_94322,-,1,-,Spastin,protein-coding,-,-,-,Spastin,20201210,-
5741,5699971,GL50803_005926,GL50803_005926,GL50803_5926,-,1,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5699972,GL50803_005927,GL50803_005927,GL50803_5927,-,1,-,Qc-SNARE 1,protein-coding,-,-,-,Qc-SNARE 1,20210424,-
5741,5699975,GL50803_0016068,GL50803_0016068,GL50803_16068,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699976,GL50803_0016067,GL50803_0016067,GL50803_16067,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699977,GL50803_0016069,GL50803_0016069,GL50803_16069,-,1,-,Phosphoglucosamine mutase,protein-coding,-,-,-,Phosphoglucosamine mutase,20201210,-
5741,5699978,GL50803_002340,GL50803_002340,GL50803_2340,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699979,GL50803_002341,GL50803_002341,GL50803_2341,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699980,GL50803_002342,GL50803_002342,GL50803_2342,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699981,GL50803_0016070,GL50803_0016070,GL50803_16070,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699982,GL50803_0015955,GL50803_0015955,GL50803_15955,-,1,-,DNA-directed RNA polymerase II RPB6,protein-coding,-,-,-,DNA-directed RNA polymerase II RPB6,20201210,-
5741,5699983,GL50803_004571,GL50803_004571,GL50803_4571,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699984,GL50803_0027141,GL50803_0027141,GL50803_27141,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699985,GL50803_0015956,GL50803_0015956,GL50803_15956,-,1,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20201210,-
5741,5699986,GL50803_0024485,GL50803_0024485,GL50803_24485,-,1,-,GYF domain-containing protein,protein-coding,-,-,-,GYF domain-containing protein,20201210,-
5741,5699987,GL50803_004577,GL50803_004577,GL50803_4577,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699989,GL50803_0094287,GL50803_0094287,GL50803_94287,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699990,GL50803_009485,GL50803_009485,GL50803_9485,-,1,-,KH domain-containing protein,protein-coding,-,-,-,KH domain-containing protein,20201210,-
5741,5699991,GL50803_009483,GL50803_009483,GL50803_9483,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699992,GL50803_009481,GL50803_009481,GL50803_9481,-,1,-,Dynein-like protein,protein-coding,-,-,-,Dynein-like protein,20201210,-
5741,5699993,GL50803_009480,GL50803_009480,GL50803_9480,-,1,-,Histone-like transcription factor,protein-coding,-,-,-,Histone-like transcription factor,20201210,-
5741,5699994,GL50803_0014961,GL50803_0014961,GL50803_14961,-,1,-,Vacuolar ATP synthase subunit H,protein-coding,-,-,-,Vacuolar ATP synthase subunit H,20201210,-
5741,5699995,GL50803_009478,GL50803_009478,GL50803_9478,-,1,-,Processing peptidase,protein-coding,-,-,-,Processing peptidase,20201210,-
5741,5699997,GL50803_009477,GL50803_009477,GL50803_9477,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699998,GL50803_0014960,GL50803_0014960,GL50803_14960,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700000,GL50803_00t0030,GL50803_00t0030,GL50803_t0030,-,1,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5700001,GL50803_00115694,GL50803_00115694,GL50803_115694,-,1,-,SprT-like family protein,protein-coding,-,-,-,SprT-like family protein,20210424,-
5741,5700007,GL50803_00112647,GL50803_00112647,GL50803_112647,-,1,-,VSP,protein-coding,-,-,-,VSP,20210424,-
5741,5700009,GL50803_0022454,GL50803_0022454,GL50803_22454,-,2,-,GTPase activating protein for ARF,protein-coding,-,-,-,GTPase activating protein for ARF,20201210,-
5741,5700010,GL50803_0022451,GL50803_0022451,GL50803_22451,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700011,GL50803_002098,GL50803_002098,GL50803_2098,-,2,-,putative ATP-dependent RNA helicase p54,protein-coding,-,-,-,putative ATP-dependent RNA helicase p54,20201210,-
5741,5700012,GL50803_0016894,GL50803_0016894,GL50803_16894,-,2,-,Calcineurin-like phosphoesterase,protein-coding,-,-,-,Calcineurin-like phosphoesterase,20201210,-
5741,5700013,GL50803_0016893,GL50803_0016893,GL50803_16893,-,2,-,Kelch motif-containing protein,protein-coding,-,-,-,Kelch motif-containing protein,20201210,-
5741,5700015,GL50803_004248,GL50803_004248,GL50803_4248,-,2,-,Diphthamide biosynthesis protein 1,protein-coding,-,-,-,Diphthamide biosynthesis protein 1,20210424,-
5741,5700016,GL50803_004246,GL50803_004246,GL50803_4246,-,2,-,RNA cap guanine-N2 methyltransferase,protein-coding,-,-,-,RNA cap guanine-N2 methyltransferase,20201210,-
5741,5700018,GL50803_007962,GL50803_007962,GL50803_7962,-,2,-,20S proteasome alpha subunit 6,protein-coding,-,-,-,20S proteasome alpha subunit 6,20201210,-
5741,5700019,GL50803_0016891,GL50803_0016891,GL50803_16891,-,2,-,Leucine rich repeat protein,protein-coding,-,-,-,Leucine rich repeat protein,20201210,-
5741,5700020,GL50803_0026435,GL50803_0026435,GL50803_26435,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700021,GL50803_0016889,GL50803_0016889,GL50803_16889,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700022,GL50803_0016888,GL50803_0016888,GL50803_16888,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700024,GL50803_0016350,GL50803_0016350,GL50803_16350,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700025,GL50803_003331,GL50803_003331,GL50803_3331,-,2,-,malate dehydrogenase,protein-coding,-,-,-,malate dehydrogenase,20201210,-
5741,5700026,GL50803_0016351,GL50803_0016351,GL50803_16351,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700028,GL50803_0037452,GL50803_0037452,GL50803_37452,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700029,GL50803_0091451,GL50803_0091451,GL50803_91451,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700032,GL50803_007968,GL50803_007968,GL50803_7968,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700033,GL50803_0014593,GL50803_0014593,GL50803_14593,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700034,GL50803_00102858,GL50803_00102858,GL50803_102858,-,2,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20201210,-
5741,5700038,GL50803_00119989,GL50803_00119989,GL50803_119989,-,2,-,"Kinase, NEK",pseudo,-,-,-,-,20201210,-
5741,5700040,GL50803_00101010,GL50803_00101010,GL50803_101010,-,2,-,VSP with INR,protein-coding,-,-,-,VSP with INR,20201210,-
5741,5700041,GL50803_00t0027,GL50803_00t0027,GL50803_t0027,-,2,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5700042,GL50803_0016887,GL50803_0016887,GL50803_16887,-,2,-,putative ATP-dependent RNA helicase HAS1,protein-coding,-,-,-,putative ATP-dependent RNA helicase HAS1,20201210,-
5741,5700043,GL50803_006072,GL50803_006072,GL50803_6072,-,2,-,Kelch motif-containing protein,protein-coding,-,-,-,Kelch motif-containing protein,20201210,-
5741,5700045,GL50803_0091463,GL50803_0091463,GL50803_91463,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700046,GL50803_00114336,GL50803_00114336,GL50803_114336,-,2,-,PP-loop family protein,protein-coding,-,-,-,PP-loop family protein,20201210,-
5741,5700049,GL50803_00137619,GL50803_00137619,GL50803_137619,-,2,-,RNA polymerase III subunit C11,protein-coding,-,-,-,RNA polymerase III subunit C11,20201210,-
5741,5700050,GL50803_0027717,GL50803_0027717,GL50803_27717,-,2,-,High cysteine membrane protein Group 3,protein-coding,-,-,-,High cysteine membrane protein Group 3,20201210,-
5741,5700053,GL50803_0015930,GL50803_0015930,GL50803_15930,-,2,-,putative RNA helicase,protein-coding,-,-,-,putative RNA helicase,20201210,-
5741,5700054,GL50803_0012820,GL50803_0012820,GL50803_12820,-,2,-,ABC transporter family protein,protein-coding,-,-,-,ABC transporter family protein,20210424,-
5741,5700055,GL50803_0018470,GL50803_0018470,GL50803_18470,-,2,-,putative Vacuolar H+-transporting ATPase subunit a,protein-coding,-,-,-,putative Vacuolar H+-transporting ATPase subunit a,20201210,-
5741,5700057,GL50803_0018471,GL50803_0018471,GL50803_18471,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700058,GL50803_0021367,GL50803_0021367,GL50803_21367,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700059,GL50803_0021366,GL50803_0021366,GL50803_21366,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700060,GL50803_009823,GL50803_009823,GL50803_9823,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700061,GL50803_009824,GL50803_009824,GL50803_9824,-,2,-,Proteasome subunit beta type 9,protein-coding,-,-,-,Proteasome subunit beta type 9,20201210,-
5741,5700062,GL50803_009825,GL50803_009825,GL50803_9825,-,2,-,TBP-interacting protein TIP49,protein-coding,-,-,-,TBP-interacting protein TIP49,20201210,-
5741,5700064,GL50803_009826,GL50803_009826,GL50803_9826,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700065,GL50803_009827,GL50803_009827,GL50803_9827,-,2,-,Thioredoxin reductase,protein-coding,-,-,-,Thioredoxin reductase,20201210,-
5741,5700066,GL50803_009829,GL50803_009829,GL50803_9829,-,2,-,CDP-diacylglycerol-inositol 3-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol-inositol 3-phosphatidyltransferase,20201210,-
5741,5700067,GL50803_0016603,GL50803_0016603,GL50803_16603,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700069,GL50803_009834,GL50803_009834,GL50803_9834,-,2,-,Endonuclease/Exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/Exonuclease/phosphatase,20201210,-
5741,5700070,GL50803_009835,GL50803_009835,GL50803_9835,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700071,GL50803_0016604,GL50803_0016604,GL50803_16604,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700073,GL50803_0016605,GL50803_0016605,GL50803_16605,-,2,-,ABC transporter family protein,protein-coding,-,-,-,ABC transporter family protein,20201210,-
5741,5700074,GL50803_005806,GL50803_005806,GL50803_5806,-,2,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5700075,GL50803_0016606,GL50803_0016606,GL50803_16606,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700076,GL50803_005800,GL50803_005800,GL50803_5800,-,2,-,Lipid binding protein,protein-coding,-,-,-,Lipid binding protein,20210424,-
5741,5700078,GL50803_0016607,GL50803_0016607,GL50803_16607,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5700079,GL50803_005795,GL50803_005795,GL50803_5795,-,2,-,Leucine-rich repeat protein 1 virus receptor protein,protein-coding,-,-,-,Leucine-rich repeat protein 1 virus receptor protein,20201210,-
5741,5700080,GL50803_00t0028,GL50803_00t0028,GL50803_t0028,-,2,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5700081,GL50803_003786,GL50803_003786,GL50803_3786,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700082,GL50803_0016269,GL50803_0016269,GL50803_16269,-,2,-,FAD synthetase,protein-coding,-,-,-,FAD synthetase,20201210,-
5741,5700083,GL50803_0087817,GL50803_0087817,GL50803_87817,-,2,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20210424,-
5741,5700084,GL50803_0031439,GL50803_0031439,GL50803_31439,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700085,GL50803_006254,GL50803_006254,GL50803_6254,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700086,GL50803_0016272,GL50803_0016272,GL50803_16272,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700087,GL50803_0016273,GL50803_0016273,GL50803_16273,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700089,GL50803_006248,GL50803_006248,GL50803_6248,-,2,-,Fip1 motif-containing protein,protein-coding,-,-,-,Fip1 motif-containing protein,20201210,-
5741,5700090,GL50803_00114307,GL50803_00114307,GL50803_114307,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20210424,-
5741,5700091,GL50803_0013000,GL50803_0013000,GL50803_13000,-,2,-,Vacuolar ATP synthase subunit d,protein-coding,-,-,-,Vacuolar ATP synthase subunit d,20201210,-
5741,5700093,GL50803_002404,GL50803_002404,GL50803_2404,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700094,GL50803_0012999,GL50803_0012999,GL50803_12999,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700097,GL50803_002401,GL50803_002401,GL50803_2401,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700098,GL50803_002400,GL50803_002400,GL50803_2400,-,2,-,putative Ribonuclease P protein subunit,protein-coding,-,-,-,putative Ribonuclease P protein subunit,20201210,-
5741,5700100,GL50803_0021342,GL50803_0021342,GL50803_21342,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700101,GL50803_0021341,GL50803_0021341,GL50803_21341,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700103,GL50803_00101011,GL50803_00101011,GL50803_101011,-,2,-,Zinc finger protein,protein-coding,-,-,-,Zinc finger protein,20201210,-
5741,5700104,GL50803_0023017,GL50803_0023017,GL50803_23017,-,2,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20201210,-
5741,5700105,GL50803_0023015,GL50803_0023015,GL50803_23015,-,2,-,Serine palmitoyltransferase 1,protein-coding,-,-,-,Serine palmitoyltransferase 1,20210424,-
5741,5700107,GL50803_008805,GL50803_008805,GL50803_8805,-,2,-,"Kinase, SCY1",protein-coding,-,-,-,"Kinase, SCY1",20201210,-
5741,5700108,GL50803_008803,GL50803_008803,GL50803_8803,-,2,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5700111,GL50803_008799,GL50803_008799,GL50803_8799,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700112,GL50803_0016217,GL50803_0016217,GL50803_16217,-,2,-,UDP-N-acetylglucosamine pyrophosphorylase,protein-coding,-,-,-,UDP-N-acetylglucosamine pyrophosphorylase,20201210,-
5741,5700113,GL50803_008794,GL50803_008794,GL50803_8794,-,2,-,putative Nucleolar GAR1-like protein,protein-coding,-,-,-,putative Nucleolar GAR1-like protein,20201210,-
5741,5700116,GL50803_008789,GL50803_008789,GL50803_8789,-,2,-,Kelch motif-containing protein,protein-coding,-,-,-,Kelch motif-containing protein,20201210,-
5741,5700117,GL50803_00101594,GL50803_00101594,GL50803_101594,-,2,-,CCAAT-box-binding transcription factor,protein-coding,-,-,-,CCAAT-box-binding transcription factor,20201210,-
5741,5700118,GL50803_0023004,GL50803_0023004,GL50803_23004,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700119,GL50803_00t0029,GL50803_00t0029,GL50803_t0029,-,2,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5700120,GL50803_0015953,GL50803_0015953,GL50803_15953,-,2,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700121,GL50803_0015954,GL50803_0015954,GL50803_15954,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700122,GL50803_005568,GL50803_005568,GL50803_5568,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700125,GL50803_0017474,GL50803_0017474,GL50803_17474,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700127,GL50803_003559,GL50803_003559,GL50803_3559,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700128,GL50803_0017476,GL50803_0017476,GL50803_17476,-,4,-,High cysteine membrane protein,protein-coding,-,-,-,High cysteine membrane protein,20201210,-
5741,5700130,GL50803_00107659,GL50803_00107659,GL50803_107659,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700131,GL50803_0012993,GL50803_0012993,GL50803_12993,-,4,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5700132,GL50803_00114442,GL50803_00114442,GL50803_114442,-,4,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5700134,GL50803_00104994,GL50803_00104994,GL50803_104994,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700135,GL50803_0021924,GL50803_0021924,GL50803_21924,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700136,GL50803_00114440,GL50803_00114440,GL50803_114440,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5700137,GL50803_003021,GL50803_003021,GL50803_3021,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700138,GL50803_0013225,GL50803_0013225,GL50803_13225,-,4,-,Zinc finger domain,protein-coding,-,-,-,Zinc finger domain,20201210,-
5741,5700140,GL50803_00135231,GL50803_00135231,GL50803_135231,-,4,-,histone H3,protein-coding,-,-,-,histone H3,20210417,-
5741,5700141,GL50803_0011364,GL50803_0011364,GL50803_11364,-,4,-,"Kinase, AGC Akt",protein-coding,-,-,-,"Kinase, AGC Akt",20201210,-
5741,5700143,GL50803_0094582,GL50803_0094582,GL50803_94582,-,4,-,Ornithine decarboxylase,protein-coding,-,-,-,Ornithine decarboxylase,20201210,-
5741,5700145,GL50803_0015406,GL50803_0015406,GL50803_15406,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700147,GL50803_0011359,GL50803_0011359,GL50803_11359,-,4,-,Ribosomal protein S4,protein-coding,-,-,-,Ribosomal protein S4,20201210,-
5741,5700150,GL50803_0011355,GL50803_0011355,GL50803_11355,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700151,GL50803_0011354,GL50803_0011354,GL50803_11354,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700152,GL50803_0017478,GL50803_0017478,GL50803_17478,-,4,-,CytoDHC cytoplasmic dynein heavy chain,protein-coding,-,-,-,CytoDHC cytoplasmic dynein heavy chain,20201210,-
5741,5700154,GL50803_005425,GL50803_005425,GL50803_5425,-,4,-,TMP-1 protein,protein-coding,-,-,-,TMP-1 protein,20201210,-
5741,5700156,GL50803_0021942,GL50803_0021942,GL50803_21942,-,4,-,NADP-specific glutamate dehydrogenase,protein-coding,-,-,-,NADP-specific glutamate dehydrogenase,20201210,-
5741,5700157,GL50803_0013914,GL50803_0013914,GL50803_13914,-,4,-,VID27 cytoplasmic protein,protein-coding,-,-,-,VID27 cytoplasmic protein,20210424,-
