#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4781,36395056,PHALS_00001,PHALS_00001,-,-,Unknown,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",protein-coding,-,-,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",20201008,-
4781,36403733,PHALS_08678,PHALS_08678,-,-,Unknown,-,mudra protein,protein-coding,-,-,-,mudra protein,20201008,-
4781,36403734,PHALS_08679,PHALS_08679,-,-,Unknown,-,"Zinc finger, SWIM-type",protein-coding,-,-,-,"Zinc finger, SWIM-type",20201008,-
4781,36403735,PHALS_08680,PHALS_08680,-,-,Unknown,-,na proline symporter,protein-coding,-,-,-,na proline symporter,20201008,-
4781,36403736,PHALS_08681,PHALS_08681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36403737,PHALS_08682,PHALS_08682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403738,PHALS_08683,PHALS_08683,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201008,-
4781,36403739,PHALS_08684,PHALS_08684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403740,PHALS_08685,PHALS_08685,-,-,Unknown,-,ck1 ck1 ck1-d protein kinase,protein-coding,-,-,-,ck1 ck1 ck1-d protein kinase,20201008,-
4781,36403741,PHALS_08686,PHALS_08686,-,-,Unknown,-,"Putative 4-mercaptohistidine N1-methyltranferase, OvoA C-terminal domain",protein-coding,-,-,-,"Putative 4-mercaptohistidine N1-methyltranferase, OvoA C-terminal domain",20201008,-
4781,36403742,PHALS_08687,PHALS_08687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403743,PHALS_08688,PHALS_08688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403744,PHALS_08689,PHALS_08689,-,-,Unknown,-,CLIP-associating protein,protein-coding,-,-,-,CLIP-associating protein,20201008,-
4781,36403745,PHALS_08690,PHALS_08690,-,-,Unknown,-,hypothetical protein F443_20886,protein-coding,-,-,-,hypothetical protein F443_20886,20201008,-
4781,36403746,PHALS_08691,PHALS_08691,-,-,Unknown,-,KRR1-interacting protein involved in 40S ribosome biogenesis,protein-coding,-,-,-,KRR1-interacting protein involved in 40S ribosome biogenesis,20201008,-
4781,36403747,PHALS_08692,PHALS_08692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403748,PHALS_08693,PHALS_08693,-,-,Unknown,-,imidazoleglycerol phosphate cyclase subunit,protein-coding,-,-,-,imidazoleglycerol phosphate cyclase subunit,20201008,-
4781,36403749,PHALS_08694,PHALS_08694,-,-,Unknown,-,"Anaphase-promoting complex (APC), subunit 4",protein-coding,-,-,-,"Anaphase-promoting complex (APC), subunit 4",20201008,-
4781,36403750,PHALS_08695,PHALS_08695,-,-,Unknown,-,potassium sodium hyperpolarization-activated cyclic nucleotide-gated,protein-coding,-,-,-,potassium sodium hyperpolarization-activated cyclic nucleotide-gated,20201008,-
4781,36403751,PHALS_08696,PHALS_08696,-,-,Unknown,-,signal recognition particle protein srp54,protein-coding,-,-,-,signal recognition particle protein srp54,20201008,-
4781,36403752,PHALS_08697,PHALS_08697,-,-,Unknown,-,methionine-r-sulfoxide reductase,protein-coding,-,-,-,methionine-r-sulfoxide reductase,20201008,-
4781,36403753,PHALS_08698,PHALS_08698,-,-,Unknown,-,probable protein s-acyltransferase 14-like isoform x1,protein-coding,-,-,-,probable protein s-acyltransferase 14-like isoform x1,20201008,-
4781,36403754,PHALS_08699,PHALS_08699,-,-,Unknown,-,Ankyrin repeat-containing domain,protein-coding,-,-,-,Ankyrin repeat-containing domain,20201008,-
4781,36403755,PHALS_08700,PHALS_08700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403756,PHALS_08701,PHALS_08701,-,-,Unknown,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",protein-coding,-,-,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",20201008,-
4781,36403757,PHALS_08702,PHALS_08702,-,-,Unknown,-,glucan-beta,protein-coding,-,-,-,glucan-beta,20201008,-
4781,36403758,PHALS_08703,PHALS_08703,-,-,Unknown,-,camk protein kinase,protein-coding,-,-,-,camk protein kinase,20201008,-
4781,36403759,PHALS_08704,PHALS_08704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403760,PHALS_08705,PHALS_08705,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403761,PHALS_08706,PHALS_08706,-,-,Unknown,-,"Dimerization-anchoring domain of cAMP-dependent protein kinase, regulatory subunit",protein-coding,-,-,-,"Dimerization-anchoring domain of cAMP-dependent protein kinase, regulatory subunit",20201008,-
4781,36403762,PHALS_08707,PHALS_08707,-,-,Unknown,-,cmgc ck2 protein kinase,protein-coding,-,-,-,cmgc ck2 protein kinase,20201008,-
4781,36403763,PHALS_08708,PHALS_08708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403764,PHALS_08709,PHALS_08709,-,-,Unknown,-,Aspartic peptidase domain,protein-coding,-,-,-,Aspartic peptidase domain,20201008,-
4781,36403765,PHALS_08710,PHALS_08710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403766,PHALS_08711,PHALS_08711,-,-,Unknown,-,Tetratricopeptide TPR1,protein-coding,-,-,-,Tetratricopeptide TPR1,20201008,-
4781,36403767,PHALS_08712,PHALS_08712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403768,PHALS_08713,PHALS_08713,-,-,Unknown,-,hypothetical protein PHYSODRAFT_299370,protein-coding,-,-,-,hypothetical protein PHYSODRAFT_299370,20201008,-
4781,36403769,PHALS_08714,PHALS_08714,-,-,Unknown,-,serine protease family,protein-coding,-,-,-,serine protease family,20201008,-
4781,36403770,PHALS_08715,PHALS_08715,-,-,Unknown,-,zinc (zn2)-iron (fe2) permease family,protein-coding,-,-,-,zinc (zn2)-iron (fe2) permease family,20201008,-
4781,36403771,PHALS_08716,PHALS_08716,-,-,Unknown,-,aspartyl protease family,protein-coding,-,-,-,aspartyl protease family,20201008,-
4781,36403772,PHALS_08717,PHALS_08717,-,-,Unknown,-,rna polymerase ii 15kd isoform a,protein-coding,-,-,-,rna polymerase ii 15kd isoform a,20201008,-
4781,36403773,PHALS_08718,PHALS_08718,-,-,Unknown,-,probable 8-oxo-dgtp diphosphatase nudt15-like,protein-coding,-,-,-,probable 8-oxo-dgtp diphosphatase nudt15-like,20201008,-
4781,36403774,PHALS_08719,PHALS_08719,-,-,Unknown,-,C2 domain,protein-coding,-,-,-,C2 domain,20201008,-
4781,36403775,PHALS_08720,PHALS_08720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403776,PHALS_08721,PHALS_08721,-,-,Unknown,-,drug metabolite transporter superfamily,protein-coding,-,-,-,drug metabolite transporter superfamily,20201008,-
4781,36403777,PHALS_08722,PHALS_08722,-,-,Unknown,-,-bisphosphoglycerate-dependent phosphoglycerate mutase,protein-coding,-,-,-,-bisphosphoglycerate-dependent phosphoglycerate mutase,20201008,-
4781,36403778,PHALS_08723,PHALS_08723,-,-,Unknown,-,F21B23.6 PROTEIN-RELATED,protein-coding,-,-,-,F21B23.6 PROTEIN-RELATED,20201008,-
4781,36403779,PHALS_08724,PHALS_08724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403780,PHALS_08725,PHALS_08725,-,-,Unknown,-,peptidase m12a astacin,protein-coding,-,-,-,peptidase m12a astacin,20201008,-
4781,36403781,PHALS_08726,PHALS_08726,-,-,Unknown,-,carnitine o-acetyltransferase,protein-coding,-,-,-,carnitine o-acetyltransferase,20201008,-
4781,36403782,PHALS_08727,PHALS_08727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403783,PHALS_08728,PHALS_08728,-,-,Unknown,-,signal recognition particle 68 kda protein,protein-coding,-,-,-,signal recognition particle 68 kda protein,20201008,-
4781,36403784,PHALS_08729,PHALS_08729,-,-,Unknown,-,exosome complex exonuclease mtr3-like protein,protein-coding,-,-,-,exosome complex exonuclease mtr3-like protein,20201008,-
4781,36403785,PHALS_08730,PHALS_08730,-,-,Unknown,-,lipoyl mitochondrial,protein-coding,-,-,-,lipoyl mitochondrial,20201008,-
4781,36403786,PHALS_08731,PHALS_08731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403787,PHALS_08732,PHALS_08732,-,-,Unknown,-,40s ribosomal protein s7,protein-coding,-,-,-,40s ribosomal protein s7,20201008,-
4781,36403788,PHALS_08733,PHALS_08733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403789,PHALS_08734,PHALS_08734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403790,PHALS_08735,PHALS_08735,-,-,Unknown,-,polyribonucleotide nucleotidyltransferase,protein-coding,-,-,-,polyribonucleotide nucleotidyltransferase,20201008,-
4781,36403791,PHALS_08736,PHALS_08736,-,-,Unknown,-,serine arginine-rich splicing factor 1-like,protein-coding,-,-,-,serine arginine-rich splicing factor 1-like,20201008,-
4781,36403792,PHALS_08737,PHALS_08737,-,-,Unknown,-,60s ribosomal protein l38,protein-coding,-,-,-,60s ribosomal protein l38,20201008,-
4781,36403793,PHALS_08738,PHALS_08738,-,-,Unknown,-,Ankyrin,protein-coding,-,-,-,Ankyrin,20201008,-
4781,36403794,PHALS_08739,PHALS_08739,-,-,Unknown,-,t-complex protein beta partial,protein-coding,-,-,-,t-complex protein beta partial,20201008,-
4781,36403795,PHALS_08740,PHALS_08740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403796,PHALS_08741,PHALS_08741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403797,PHALS_08742,PHALS_08742,-,-,Unknown,-,alpha beta hydrolase fold-1 domain-containing protein,protein-coding,-,-,-,alpha beta hydrolase fold-1 domain-containing protein,20201008,-
4781,36403798,PHALS_08743,PHALS_08743,-,-,Unknown,-,cytochrome oxidase assembly,protein-coding,-,-,-,cytochrome oxidase assembly,20201008,-
4781,36403799,PHALS_08744,PHALS_08744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403800,PHALS_08745,PHALS_08745,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403801,PHALS_08746,PHALS_08746,-,-,Unknown,-,spermidine synthase,protein-coding,-,-,-,spermidine synthase,20201008,-
4781,36403802,PHALS_08747,PHALS_08747,-,-,Unknown,-,Glucose-repressible alcohol dehydrogenase transcriptional effector CCR4 and related proteins,protein-coding,-,-,-,Glucose-repressible alcohol dehydrogenase transcriptional effector CCR4 and related proteins,20201008,-
4781,36403803,PHALS_08748,PHALS_08748,-,-,Unknown,-,60s ribosomal protein l32-1-like,protein-coding,-,-,-,60s ribosomal protein l32-1-like,20201008,-
4781,36403804,PHALS_08749,PHALS_08749,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403805,PHALS_08750,PHALS_08750,-,-,Unknown,-,Putative esterase,protein-coding,-,-,-,Putative esterase,20201008,-
4781,36403806,PHALS_08751,PHALS_08751,-,-,Unknown,-,phospholipidtransporting atpase,protein-coding,-,-,-,phospholipidtransporting atpase,20201008,-
4781,36403807,PHALS_08752,PHALS_08752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403808,PHALS_08753,PHALS_08753,-,-,Unknown,-,Decapping enzyme complex component DCP1,protein-coding,-,-,-,Decapping enzyme complex component DCP1,20201008,-
4781,36403809,PHALS_08754,PHALS_08754,-,-,Unknown,-,endonuclease iii-like protein 1-like,protein-coding,-,-,-,endonuclease iii-like protein 1-like,20201008,-
4781,36403810,PHALS_08755,PHALS_08755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403811,PHALS_08756,PHALS_08756,-,-,Unknown,-,FOG: TPR repeat,protein-coding,-,-,-,FOG: TPR repeat,20201008,-
4781,36403812,PHALS_08757,PHALS_08757,-,-,Unknown,-,HAD-like domain,protein-coding,-,-,-,HAD-like domain,20201008,-
4781,36403813,PHALS_08758,PHALS_08758,-,-,Unknown,-,OTU (ovarian tumor)-like cysteine protease,protein-coding,-,-,-,OTU (ovarian tumor)-like cysteine protease,20201008,-
4781,36403814,PHALS_08759,PHALS_08759,-,-,Unknown,-,Armadillo-type fold,protein-coding,-,-,-,Armadillo-type fold,20201008,-
4781,36403815,PHALS_08760,PHALS_08760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403816,PHALS_08761,PHALS_08761,-,-,Unknown,-,histidine triad nucleotide-binding protein 3-like,protein-coding,-,-,-,histidine triad nucleotide-binding protein 3-like,20201008,-
4781,36403817,PHALS_08762,PHALS_08762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403818,PHALS_08763,PHALS_08763,-,-,Unknown,-,pre-rrna processing protein esf1,protein-coding,-,-,-,pre-rrna processing protein esf1,20201008,-
4781,36403819,PHALS_08764,PHALS_08764,-,-,Unknown,-,protein,protein-coding,-,-,-,protein,20201008,-
4781,36403820,PHALS_08765,PHALS_08765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36403821,PHALS_08766,PHALS_08766,-,-,Unknown,-,Complex 1 LYR protein,protein-coding,-,-,-,Complex 1 LYR protein,20201008,-
4781,36403822,PHALS_08767,PHALS_08767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403823,PHALS_08768,PHALS_08768,-,-,Unknown,-,ammonium transporter 1,protein-coding,-,-,-,ammonium transporter 1,20201008,-
4781,36403824,PHALS_08769,PHALS_08769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403825,PHALS_08770,PHALS_08770,-,-,Unknown,-,cmgc cdkl protein kinase,protein-coding,-,-,-,cmgc cdkl protein kinase,20201008,-
4781,36403826,PHALS_08771,PHALS_08771,-,-,Unknown,-,ubiquitin-protein pub49,protein-coding,-,-,-,ubiquitin-protein pub49,20201008,-
4781,36403827,PHALS_08772,PHALS_08772,-,-,Unknown,-,Armadillo-type fold,protein-coding,-,-,-,Armadillo-type fold,20201008,-
4781,36403828,PHALS_08773,PHALS_08773,-,-,Unknown,-,ac transferase,protein-coding,-,-,-,ac transferase,20201008,-
4781,36403829,PHALS_08774,PHALS_08774,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403830,PHALS_08775,PHALS_08775,-,-,Unknown,-,serine threonine protein phosphatase 2a 59 kda regulatory subunit b,protein-coding,-,-,-,serine threonine protein phosphatase 2a 59 kda regulatory subunit b,20201008,-
4781,36403831,PHALS_08776,PHALS_08776,-,-,Unknown,-,serine threonine protein kinase,protein-coding,-,-,-,serine threonine protein kinase,20201008,-
4781,36403832,PHALS_08777,PHALS_08777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403833,PHALS_08778,PHALS_08778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403834,PHALS_08779,PHALS_08779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403835,PHALS_08780,PHALS_08780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403836,PHALS_08781,PHALS_08781,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403837,PHALS_08782,PHALS_08782,-,-,Unknown,-,hypothetical protein L916_05437,protein-coding,-,-,-,hypothetical protein L916_05437,20201008,-
4781,36403838,PHALS_08783,PHALS_08783,-,-,Unknown,-,hypothetical protein F443_05634,protein-coding,-,-,-,hypothetical protein F443_05634,20201008,-
4781,36403839,PHALS_08784,PHALS_08784,-,-,Unknown,-,ribosome-associated gtpase,protein-coding,-,-,-,ribosome-associated gtpase,20201008,-
4781,36403840,PHALS_08785,PHALS_08785,-,-,Unknown,-,Zinc finger protein 706,protein-coding,-,-,-,Zinc finger protein 706,20201008,-
4781,36403841,PHALS_08786,PHALS_08786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403842,PHALS_08787,PHALS_08787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403843,PHALS_08788,PHALS_08788,-,-,Unknown,-,Pleckstrin homology-like domain,protein-coding,-,-,-,Pleckstrin homology-like domain,20201008,-
4781,36403844,PHALS_08789,PHALS_08789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403845,PHALS_08790,PHALS_08790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403846,PHALS_08791,PHALS_08791,-,-,Unknown,-,Transcriptional effector CCR4-related protein,protein-coding,-,-,-,Transcriptional effector CCR4-related protein,20201008,-
4781,36403847,PHALS_08792,PHALS_08792,-,-,Unknown,-,dna excision repair protein ercc-3,protein-coding,-,-,-,dna excision repair protein ercc-3,20201008,-
4781,36403848,PHALS_08793,PHALS_08793,-,-,Unknown,-,hypothetical protein F443_09828,protein-coding,-,-,-,hypothetical protein F443_09828,20201008,-
4781,36403849,PHALS_08794,PHALS_08794,-,-,Unknown,-,glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,glyceraldehyde-3-phosphate dehydrogenase,20201008,-
4781,36403850,PHALS_08795,PHALS_08795,-,-,Unknown,-,chloride channel family,protein-coding,-,-,-,chloride channel family,20201008,-
4781,36403851,PHALS_08796,PHALS_08796,-,-,Unknown,-,chloride channel family,protein-coding,-,-,-,chloride channel family,20201008,-
4781,36403852,PHALS_08797,PHALS_08797,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36403853,PHALS_08798,PHALS_08798,-,-,Unknown,-,n-adenine-specific dna methyltransferase,protein-coding,-,-,-,n-adenine-specific dna methyltransferase,20201008,-
4781,36403854,PHALS_08799,PHALS_08799,-,-,Unknown,-,n-adenine-specific dna methyltransferase 2,protein-coding,-,-,-,n-adenine-specific dna methyltransferase 2,20201008,-
4781,36403855,PHALS_08800,PHALS_08800,-,-,Unknown,-,Lysosomal trafficking regulator LYST and related BEACH and WD40 repeat proteins,protein-coding,-,-,-,Lysosomal trafficking regulator LYST and related BEACH and WD40 repeat proteins,20201008,-
4781,36403856,PHALS_08801,PHALS_08801,-,-,Unknown,-,translocation protein sec63,protein-coding,-,-,-,translocation protein sec63,20201008,-
4781,36403857,PHALS_08802,PHALS_08802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403858,PHALS_08803,PHALS_08803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403859,PHALS_08804,PHALS_08804,-,-,Unknown,-,gag-pol polyprotein,protein-coding,-,-,-,gag-pol polyprotein,20201008,-
4781,36403860,PHALS_08805,PHALS_08805,-,-,Unknown,-,cell 5a endo--betaglucanase,protein-coding,-,-,-,cell 5a endo--betaglucanase,20201008,-
4781,36403861,PHALS_08806,PHALS_08806,-,-,Unknown,-,cell 5a endo--betaglucanase,protein-coding,-,-,-,cell 5a endo--betaglucanase,20201008,-
4781,36403862,PHALS_08807,PHALS_08807,-,-,Unknown,-,hypothetical protein L914_16740,protein-coding,-,-,-,hypothetical protein L914_16740,20201008,-
4781,36403863,PHALS_08808,PHALS_08808,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403864,PHALS_08809,PHALS_08809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403865,PHALS_08810,PHALS_08810,-,-,Unknown,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",protein-coding,-,-,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",20201008,-
4781,36403866,PHALS_08811,PHALS_08811,-,-,Unknown,-,"ATP:guanido phosphotransferase, N-terminal",protein-coding,-,-,-,"ATP:guanido phosphotransferase, N-terminal",20201008,-
4781,36403867,PHALS_08812,PHALS_08812,-,-,Unknown,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20201008,-
4781,36403868,PHALS_08813,PHALS_08813,-,-,Unknown,-,ptype atpase,protein-coding,-,-,-,ptype atpase,20201008,-
4781,36403869,PHALS_08814,PHALS_08814,-,-,Unknown,-,"Histone H4 acetyltransferase, NuA4 complex, Eaf6",protein-coding,-,-,-,"Histone H4 acetyltransferase, NuA4 complex, Eaf6",20201008,-
4781,36403870,PHALS_08815,PHALS_08815,-,-,Unknown,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein-coding,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,20201008,-
4781,36403871,PHALS_08816,PHALS_08816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403872,PHALS_08817,PHALS_08817,-,-,Unknown,-,"Cell-cycle nuclear protein, contains WD-40 repeats",protein-coding,-,-,-,"Cell-cycle nuclear protein, contains WD-40 repeats",20201008,-
4781,36403873,PHALS_08818,PHALS_08818,-,-,Unknown,-,Vacuolar protein sorting-associated protein,protein-coding,-,-,-,Vacuolar protein sorting-associated protein,20201008,-
4781,36403874,PHALS_08819,PHALS_08819,-,-,Unknown,-,atp-binding cassette superfamily,protein-coding,-,-,-,atp-binding cassette superfamily,20201008,-
4781,36403875,PHALS_08820,PHALS_08820,-,-,Unknown,-,Armadillo-type fold,protein-coding,-,-,-,Armadillo-type fold,20201008,-
4781,36403876,PHALS_08821,PHALS_08821,-,-,Unknown,-,serine protease family,protein-coding,-,-,-,serine protease family,20201008,-
4781,36403877,PHALS_08822,PHALS_08822,-,-,Unknown,-,serine protease family,protein-coding,-,-,-,serine protease family,20201008,-
4781,36403878,PHALS_08823,PHALS_08823,-,-,Unknown,-,CAP domain,protein-coding,-,-,-,CAP domain,20201008,-
4781,36403879,PHALS_08824,PHALS_08824,-,-,Unknown,-,"Zinc finger, C2H2",protein-coding,-,-,-,"Zinc finger, C2H2",20201008,-
4781,36403880,PHALS_08825,PHALS_08825,-,-,Unknown,-,Ca2-modulated nonselective cation channel polycystin,protein-coding,-,-,-,Ca2-modulated nonselective cation channel polycystin,20201008,-
4781,36403881,PHALS_08826,PHALS_08826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403882,PHALS_08827,PHALS_08827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403883,PHALS_08828,PHALS_08828,-,-,Unknown,-,retroelement pol polyprotein,protein-coding,-,-,-,retroelement pol polyprotein,20201008,-
4781,36403884,PHALS_08829,PHALS_08829,-,-,Unknown,-,retrotransposon protein,protein-coding,-,-,-,retrotransposon protein,20201008,-
4781,36403885,PHALS_08830,PHALS_08830,-,-,Unknown,-,WD40 repeat-containing protein,protein-coding,-,-,-,WD40 repeat-containing protein,20201008,-
4781,36403886,PHALS_08831,PHALS_08831,-,-,Unknown,-,alkylated dna repair protein alkb 8,protein-coding,-,-,-,alkylated dna repair protein alkb 8,20201008,-
4781,36403887,PHALS_08832,PHALS_08832,-,-,Unknown,-,Protein predicted to be involved in carbohydrate metabolism,protein-coding,-,-,-,Protein predicted to be involved in carbohydrate metabolism,20201008,-
4781,36403888,PHALS_08833,PHALS_08833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403889,PHALS_08834,PHALS_08834,-,-,Unknown,-,deoxyribonuclease tatdn1-like protein,protein-coding,-,-,-,deoxyribonuclease tatdn1-like protein,20201008,-
4781,36403890,PHALS_08835,PHALS_08835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403891,PHALS_08836,PHALS_08836,-,-,Unknown,-,triacylglycerol lipase,protein-coding,-,-,-,triacylglycerol lipase,20201008,-
4781,36403892,PHALS_08837,PHALS_08837,-,-,Unknown,-,"G-protein beta subunit-like protein GNB1L, contains WD repeats",protein-coding,-,-,-,"G-protein beta subunit-like protein GNB1L, contains WD repeats",20201008,-
4781,36403893,PHALS_08838,PHALS_08838,-,-,Unknown,-,sbds family rrna metabolism protein,protein-coding,-,-,-,sbds family rrna metabolism protein,20201008,-
4781,36403894,PHALS_08839,PHALS_08839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403895,PHALS_08840,PHALS_08840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403896,PHALS_08841,PHALS_08841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403897,PHALS_08842,PHALS_08842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403898,PHALS_08843,PHALS_08843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36403899,PHALS_08844,PHALS_08844,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403900,PHALS_08845,PHALS_08845,-,-,Unknown,-,mannosyl-oligosaccharide alpha-,protein-coding,-,-,-,mannosyl-oligosaccharide alpha-,20201008,-
4781,36403901,PHALS_08846,PHALS_08846,-,-,Unknown,-,Interferon-related protein PC4 like,protein-coding,-,-,-,Interferon-related protein PC4 like,20201008,-
4781,36403902,PHALS_08847,PHALS_08847,-,-,Unknown,-,carnitine o-acetyltransferase,protein-coding,-,-,-,carnitine o-acetyltransferase,20201008,-
4781,36403903,PHALS_08848,PHALS_08848,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403904,PHALS_08849,PHALS_08849,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403905,PHALS_08850,PHALS_08850,-,-,Unknown,-,hypothetical protein F444_08474,protein-coding,-,-,-,hypothetical protein F444_08474,20201008,-
4781,36403906,PHALS_08851,PHALS_08851,-,-,Unknown,-,hypothetical protein F443_08422,protein-coding,-,-,-,hypothetical protein F443_08422,20201008,-
