#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1150837,54344117,M421DRAFT_100004,M421DRAFT_100004,-,-,Unknown,-,3-ketoacyl-CoA thiolase B,protein-coding,-,-,-,3-ketoacyl-CoA thiolase B,20210320,-
1150837,54351648,M421DRAFT_425109,M421DRAFT_425109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351649,M421DRAFT_425110,M421DRAFT_425110,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54351650,M421DRAFT_425112,M421DRAFT_425112,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54351651,M421DRAFT_425113,M421DRAFT_425113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351652,M421DRAFT_425115,M421DRAFT_425115,-,-,Unknown,-,DUF221-domain-containing protein,protein-coding,-,-,-,DUF221-domain-containing protein,20210320,-
1150837,54351653,M421DRAFT_425120,M421DRAFT_425120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351654,M421DRAFT_425121,M421DRAFT_425121,-,-,Unknown,-,UPF0057-domain-containing protein,protein-coding,-,-,-,UPF0057-domain-containing protein,20210320,-
1150837,54351655,M421DRAFT_425124,M421DRAFT_425124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351656,M421DRAFT_425127,M421DRAFT_425127,-,-,Unknown,-,glycoside hydrolase family 72 protein,protein-coding,-,-,-,glycoside hydrolase family 72 protein,20210320,-
1150837,54351657,M421DRAFT_425129,M421DRAFT_425129,-,-,Unknown,-,t-SNARE,protein-coding,-,-,-,t-SNARE,20210320,-
1150837,54351658,M421DRAFT_425133,M421DRAFT_425133,-,-,Unknown,-,glycoside hydrolase family 20 protein,protein-coding,-,-,-,glycoside hydrolase family 20 protein,20210320,-
1150837,54351659,M421DRAFT_425134,M421DRAFT_425134,-,-,Unknown,-,24-dehydrocholesterol reductase precursor,protein-coding,-,-,-,24-dehydrocholesterol reductase precursor,20210320,-
1150837,54351660,M421DRAFT_425138,M421DRAFT_425138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351661,M421DRAFT_425139,M421DRAFT_425139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351662,M421DRAFT_425144,M421DRAFT_425144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351663,M421DRAFT_425149,M421DRAFT_425149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351664,M421DRAFT_425161,M421DRAFT_425161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351665,M421DRAFT_425164,M421DRAFT_425164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351666,M421DRAFT_425165,M421DRAFT_425165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351667,M421DRAFT_425172,M421DRAFT_425172,-,-,Unknown,-,iron reductase domain protein,protein-coding,-,-,-,iron reductase domain protein,20210320,-
1150837,54351668,M421DRAFT_425173,M421DRAFT_425173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351669,M421DRAFT_425175,M421DRAFT_425175,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54351670,M421DRAFT_425189,M421DRAFT_425189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351671,M421DRAFT_425209,M421DRAFT_425209,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54351672,M421DRAFT_425212,M421DRAFT_425212,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210320,-
1150837,54351673,M421DRAFT_425213,M421DRAFT_425213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351674,M421DRAFT_425216,M421DRAFT_425216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351675,M421DRAFT_425217,M421DRAFT_425217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351676,M421DRAFT_425225,M421DRAFT_425225,-,-,Unknown,-,cell division protease ftsH,protein-coding,-,-,-,cell division protease ftsH,20210320,-
1150837,54351677,M421DRAFT_425226,M421DRAFT_425226,-,-,Unknown,-,UcrQ-domain-containing protein,protein-coding,-,-,-,UcrQ-domain-containing protein,20210320,-
1150837,54351678,M421DRAFT_425227,M421DRAFT_425227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351679,M421DRAFT_425228,M421DRAFT_425228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351680,M421DRAFT_425229,M421DRAFT_425229,-,-,Unknown,-,calcium/proton exchanger,protein-coding,-,-,-,calcium/proton exchanger,20210320,-
1150837,54351681,M421DRAFT_425230,M421DRAFT_425230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351682,M421DRAFT_425233,M421DRAFT_425233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351683,M421DRAFT_425235,M421DRAFT_425235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351684,M421DRAFT_425243,M421DRAFT_425243,-,-,Unknown,-,HSP20-like chaperone,protein-coding,-,-,-,HSP20-like chaperone,20210320,-
1150837,54351685,M421DRAFT_425245,M421DRAFT_425245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351686,M421DRAFT_425248,M421DRAFT_425248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351687,M421DRAFT_425251,M421DRAFT_425251,-,-,Unknown,-,nucleolar protein NOP52 ,protein-coding,-,-,-,nucleolar protein NOP52 ,20210320,-
1150837,54351688,M421DRAFT_425252,M421DRAFT_425252,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210320,-
1150837,54351689,M421DRAFT_425261,M421DRAFT_425261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351690,M421DRAFT_425262,M421DRAFT_425262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351691,M421DRAFT_425265,M421DRAFT_425265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351692,M421DRAFT_425267,M421DRAFT_425267,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210320,-
1150837,54351693,M421DRAFT_425270,M421DRAFT_425270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351694,M421DRAFT_425273,M421DRAFT_425273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351695,M421DRAFT_425275,M421DRAFT_425275,-,-,Unknown,-,CRO1 protein,protein-coding,-,-,-,CRO1 protein,20210320,-
1150837,54351696,M421DRAFT_425277,M421DRAFT_425277,-,-,Unknown,-,SAICAR synthase-like protein,protein-coding,-,-,-,SAICAR synthase-like protein,20210320,-
1150837,54351697,M421DRAFT_425279,M421DRAFT_425279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351698,M421DRAFT_425280,M421DRAFT_425280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351699,M421DRAFT_425283,M421DRAFT_425283,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20210320,-
1150837,54351700,M421DRAFT_425284,M421DRAFT_425284,-,-,Unknown,-,DNAJ domain-containing protein,protein-coding,-,-,-,DNAJ domain-containing protein,20210320,-
1150837,54351701,M421DRAFT_425288,M421DRAFT_425288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351702,M421DRAFT_425290,M421DRAFT_425290,-,-,Unknown,-,"replication protein A, subunit RPA32",protein-coding,-,-,-,"replication protein A, subunit RPA32",20210320,-
1150837,54351703,M421DRAFT_425292,M421DRAFT_425292,-,-,Unknown,-,CIA30 family protein,protein-coding,-,-,-,CIA30 family protein,20210320,-
1150837,54351704,M421DRAFT_425295,M421DRAFT_425295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351705,M421DRAFT_425297,M421DRAFT_425297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351706,M421DRAFT_425299,M421DRAFT_425299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351707,M421DRAFT_425300,M421DRAFT_425300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351708,M421DRAFT_425301,M421DRAFT_425301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351709,M421DRAFT_425305,M421DRAFT_425305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351710,M421DRAFT_425306,M421DRAFT_425306,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54351711,M421DRAFT_425307,M421DRAFT_425307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351712,M421DRAFT_425308,M421DRAFT_425308,-,-,Unknown,-,threonine synthase,protein-coding,-,-,-,threonine synthase,20210320,-
1150837,54351713,M421DRAFT_425309,M421DRAFT_425309,-,-,Unknown,-,"ESCRT-II complex, vps25 subunit",protein-coding,-,-,-,"ESCRT-II complex, vps25 subunit",20210320,-
1150837,54351714,M421DRAFT_425310,M421DRAFT_425310,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54351715,M421DRAFT_425311,M421DRAFT_425311,-,-,Unknown,-,glycoside hydrolase family 10 protein,protein-coding,-,-,-,glycoside hydrolase family 10 protein,20210320,-
1150837,54351716,M421DRAFT_425312,M421DRAFT_425312,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20210320,-
1150837,54351717,M421DRAFT_425319,M421DRAFT_425319,-,-,Unknown,-,Ssk2-type MAP kinase,protein-coding,-,-,-,Ssk2-type MAP kinase,20210320,-
1150837,54351718,M421DRAFT_425320,M421DRAFT_425320,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1150837,54351719,M421DRAFT_425321,M421DRAFT_425321,-,-,Unknown,-,YWTD domain-containing protein,protein-coding,-,-,-,YWTD domain-containing protein,20200919,-
1150837,54351720,M421DRAFT_425324,M421DRAFT_425324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351721,M421DRAFT_425327,M421DRAFT_425327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351722,M421DRAFT_425329,M421DRAFT_425329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351723,M421DRAFT_425350,M421DRAFT_425350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351724,M421DRAFT_425361,M421DRAFT_425361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351725,M421DRAFT_425366,M421DRAFT_425366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351726,M421DRAFT_425369,M421DRAFT_425369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351727,M421DRAFT_425378,M421DRAFT_425378,-,-,Unknown,-,betaine aldehyde dehydrogenase,protein-coding,-,-,-,betaine aldehyde dehydrogenase,20210320,-
1150837,54351728,M421DRAFT_425384,M421DRAFT_425384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351729,M421DRAFT_425386,M421DRAFT_425386,-,-,Unknown,-,Zn-dependent exopeptidase,protein-coding,-,-,-,Zn-dependent exopeptidase,20210320,-
1150837,54351730,M421DRAFT_425390,M421DRAFT_425390,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54351731,M421DRAFT_425391,M421DRAFT_425391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351732,M421DRAFT_425393,M421DRAFT_425393,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351733,M421DRAFT_4254,M421DRAFT_4254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351734,M421DRAFT_425412,M421DRAFT_425412,-,-,Unknown,-,L-lactate dehydrogenase,protein-coding,-,-,-,L-lactate dehydrogenase,20210320,-
1150837,54351735,M421DRAFT_425431,M421DRAFT_425431,-,-,Unknown,-,oxalate decarboxylase oxdD,protein-coding,-,-,-,oxalate decarboxylase oxdD,20210320,-
1150837,54351736,M421DRAFT_425432,M421DRAFT_425432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351737,M421DRAFT_425434,M421DRAFT_425434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351738,M421DRAFT_425435,M421DRAFT_425435,-,-,Unknown,-,acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase,protein-coding,-,-,-,acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase,20210320,-
1150837,54351739,M421DRAFT_425436,M421DRAFT_425436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351740,M421DRAFT_425437,M421DRAFT_425437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351741,M421DRAFT_425438,M421DRAFT_425438,-,-,Unknown,-,UPF0061-domain-containing protein,protein-coding,-,-,-,UPF0061-domain-containing protein,20210320,-
1150837,54351742,M421DRAFT_425444,M421DRAFT_425444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351743,M421DRAFT_425449,M421DRAFT_425449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351744,M421DRAFT_425450,M421DRAFT_425450,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
1150837,54351745,M421DRAFT_425454,M421DRAFT_425454,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
1150837,54351746,M421DRAFT_425455,M421DRAFT_425455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351747,M421DRAFT_425457,M421DRAFT_425457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351748,M421DRAFT_425458,M421DRAFT_425458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351749,M421DRAFT_425461,M421DRAFT_425461,-,-,Unknown,-,Mis6-domain-containing protein,protein-coding,-,-,-,Mis6-domain-containing protein,20210320,-
1150837,54351750,M421DRAFT_425462,M421DRAFT_425462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351751,M421DRAFT_425466,M421DRAFT_425466,-,-,Unknown,-,ribosomal protein S7e,protein-coding,-,-,-,ribosomal protein S7e,20210320,-
1150837,54351752,M421DRAFT_425470,M421DRAFT_425470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351753,M421DRAFT_425471,M421DRAFT_425471,-,-,Unknown,-,"ADP,ATP carrier protein",protein-coding,-,-,-,"ADP,ATP carrier protein",20210320,-
1150837,54351754,M421DRAFT_425475,M421DRAFT_425475,-,-,Unknown,-,glycosyltransferase family 32 protein,protein-coding,-,-,-,glycosyltransferase family 32 protein,20210320,-
1150837,54351755,M421DRAFT_425482,M421DRAFT_425482,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54351756,M421DRAFT_425483,M421DRAFT_425483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351757,M421DRAFT_425485,M421DRAFT_425485,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351758,M421DRAFT_425486,M421DRAFT_425486,-,-,Unknown,-,ER lumen protein retaining receptor 2,protein-coding,-,-,-,ER lumen protein retaining receptor 2,20210320,-
1150837,54351759,M421DRAFT_425487,M421DRAFT_425487,-,-,Unknown,-,glycoside hydrolase family 85 protein,protein-coding,-,-,-,glycoside hydrolase family 85 protein,20210320,-
1150837,54351760,M421DRAFT_425490,M421DRAFT_425490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351761,M421DRAFT_425499,M421DRAFT_425499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351762,M421DRAFT_425500,M421DRAFT_425500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351763,M421DRAFT_425506,M421DRAFT_425506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351764,M421DRAFT_425510,M421DRAFT_425510,-,-,Unknown,-,glycoside hydrolase family 63 protein,protein-coding,-,-,-,glycoside hydrolase family 63 protein,20210320,-
1150837,54351765,M421DRAFT_425511,M421DRAFT_425511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351766,M421DRAFT_425521,M421DRAFT_425521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351767,M421DRAFT_425522,M421DRAFT_425522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351768,M421DRAFT_425527,M421DRAFT_425527,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54351769,M421DRAFT_425537,M421DRAFT_425537,-,-,Unknown,-,aflatoxin biosynthesis ketoreductase nor-1,protein-coding,-,-,-,aflatoxin biosynthesis ketoreductase nor-1,20210320,-
1150837,54351770,M421DRAFT_425538,M421DRAFT_425538,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351771,M421DRAFT_425541,M421DRAFT_425541,-,-,Unknown,-,urease,protein-coding,-,-,-,urease,20210320,-
1150837,54351772,M421DRAFT_425543,M421DRAFT_425543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351773,M421DRAFT_425544,M421DRAFT_425544,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351774,M421DRAFT_425545,M421DRAFT_425545,-,-,Unknown,-,dynein light chain type 1,protein-coding,-,-,-,dynein light chain type 1,20210320,-
1150837,54351775,M421DRAFT_425552,M421DRAFT_425552,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351776,M421DRAFT_425554,M421DRAFT_425554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351777,M421DRAFT_425555,M421DRAFT_425555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351778,M421DRAFT_425556,M421DRAFT_425556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351779,M421DRAFT_425560,M421DRAFT_425560,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210320,-
1150837,54351780,M421DRAFT_425563,M421DRAFT_425563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351781,M421DRAFT_425565,M421DRAFT_425565,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351782,M421DRAFT_425568,M421DRAFT_425568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351783,M421DRAFT_425571,M421DRAFT_425571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351784,M421DRAFT_425576,M421DRAFT_425576,-,-,Unknown,-,kelch repeat protein,protein-coding,-,-,-,kelch repeat protein,20210320,-
1150837,54351785,M421DRAFT_425578,M421DRAFT_425578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351786,M421DRAFT_425581,M421DRAFT_425581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351787,M421DRAFT_425586,M421DRAFT_425586,-,-,Unknown,-,glycosyltransferase family 1 protein,protein-coding,-,-,-,glycosyltransferase family 1 protein,20210320,-
1150837,54351788,M421DRAFT_425588,M421DRAFT_425588,-,-,Unknown,-,carbohydrate-binding module family 35 protein,protein-coding,-,-,-,carbohydrate-binding module family 35 protein,20210320,-
1150837,54351789,M421DRAFT_425590,M421DRAFT_425590,-,-,Unknown,-,oxidoreductase domain-containing protein,protein-coding,-,-,-,oxidoreductase domain-containing protein,20210320,-
1150837,54351790,M421DRAFT_425591,M421DRAFT_425591,-,-,Unknown,-,regulator of G protein signaling superfamily,protein-coding,-,-,-,regulator of G protein signaling superfamily,20210320,-
1150837,54351791,M421DRAFT_425592,M421DRAFT_425592,-,-,Unknown,-,DUF155-domain-containing protein,protein-coding,-,-,-,DUF155-domain-containing protein,20210320,-
1150837,54351792,M421DRAFT_425594,M421DRAFT_425594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351793,M421DRAFT_425596,M421DRAFT_425596,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54351794,M421DRAFT_425598,M421DRAFT_425598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351795,M421DRAFT_425599,M421DRAFT_425599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351796,M421DRAFT_425604,M421DRAFT_425604,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54351797,M421DRAFT_425606,M421DRAFT_425606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351798,M421DRAFT_425610,M421DRAFT_425610,-,-,Unknown,-,Cloroperoxidase,protein-coding,-,-,-,Cloroperoxidase,20210320,-
1150837,54351799,M421DRAFT_425612,M421DRAFT_425612,-,-,Unknown,-,SMAD/FHA domain-containing protein,protein-coding,-,-,-,SMAD/FHA domain-containing protein,20210320,-
1150837,54351800,M421DRAFT_425614,M421DRAFT_425614,-,-,Unknown,-,protein-L-isoaspartate O-methyltransferase,protein-coding,-,-,-,protein-L-isoaspartate O-methyltransferase,20210320,-
1150837,54351801,M421DRAFT_425615,M421DRAFT_425615,-,-,Unknown,-,pre-rRNA processing protein Utp22,protein-coding,-,-,-,pre-rRNA processing protein Utp22,20210320,-
1150837,54351802,M421DRAFT_425619,M421DRAFT_425619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351803,M421DRAFT_425621,M421DRAFT_425621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351804,M421DRAFT_425622,M421DRAFT_425622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351805,M421DRAFT_425623,M421DRAFT_425623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351806,M421DRAFT_425625,M421DRAFT_425625,-,-,Unknown,-,DUF1961-domain-containing protein,protein-coding,-,-,-,DUF1961-domain-containing protein,20210320,-
1150837,54351807,M421DRAFT_425629,M421DRAFT_425629,-,-,Unknown,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210320,-
1150837,54351808,M421DRAFT_425635,M421DRAFT_425635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351809,M421DRAFT_425637,M421DRAFT_425637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351810,M421DRAFT_425642,M421DRAFT_425642,-,-,Unknown,-,Nop-domain-containing protein,protein-coding,-,-,-,Nop-domain-containing protein,20210320,-
1150837,54351811,M421DRAFT_425643,M421DRAFT_425643,-,-,Unknown,-,T-complex protein 1 subunit zeta,protein-coding,-,-,-,T-complex protein 1 subunit zeta,20210320,-
1150837,54351812,M421DRAFT_425645,M421DRAFT_425645,-,-,Unknown,-,pyruvate decarboxylase,protein-coding,-,-,-,pyruvate decarboxylase,20210320,-
1150837,54351813,M421DRAFT_425646,M421DRAFT_425646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351814,M421DRAFT_425648,M421DRAFT_425648,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351815,M421DRAFT_425649,M421DRAFT_425649,-,-,Unknown,-,acetylcholinesterase precursor,protein-coding,-,-,-,acetylcholinesterase precursor,20210320,-
1150837,54351816,M421DRAFT_425650,M421DRAFT_425650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54351817,M421DRAFT_425653,M421DRAFT_425653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54351818,M421DRAFT_425657,M421DRAFT_425657,-,-,Unknown,-,aldolase,protein-coding,-,-,-,aldolase,20210320,-
1150837,54351819,M421DRAFT_425658,M421DRAFT_425658,-,-,Unknown,-,glutathione transferase omega-1,protein-coding,-,-,-,glutathione transferase omega-1,20210320,-
