#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
209559,43621699,BDW43DRAFT_100089,BDW43DRAFT_100089,-,-,Unknown,-,XRCC4-like factor-domain-containing protein,protein-coding,-,-,-,XRCC4-like factor-domain-containing protein,20210306,-
209559,43627724,BDW43DRAFT_292769,BDW43DRAFT_292769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627725,BDW43DRAFT_292772,BDW43DRAFT_292772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627726,BDW43DRAFT_292774,BDW43DRAFT_292774,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627727,BDW43DRAFT_292777,BDW43DRAFT_292777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627728,BDW43DRAFT_292778,BDW43DRAFT_292778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627729,BDW43DRAFT_292784,BDW43DRAFT_292784,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627730,BDW43DRAFT_292804,BDW43DRAFT_292804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627731,BDW43DRAFT_292809,BDW43DRAFT_292809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627732,BDW43DRAFT_292825,BDW43DRAFT_292825,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627733,BDW43DRAFT_292830,BDW43DRAFT_292830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627734,BDW43DRAFT_292831,BDW43DRAFT_292831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627735,BDW43DRAFT_29286,BDW43DRAFT_29286,-,-,Unknown,-,putative ATP-dependent protease,protein-coding,-,-,-,putative ATP-dependent protease,20210306,-
209559,43627736,BDW43DRAFT_292863,BDW43DRAFT_292863,-,-,Unknown,-,Redoxin,protein-coding,-,-,-,Redoxin,20201217,-
209559,43627737,BDW43DRAFT_292874,BDW43DRAFT_292874,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
209559,43627738,BDW43DRAFT_292875,BDW43DRAFT_292875,-,-,Unknown,-,"putative zinc finger motif, C2HC5-type-domain-containing protein",protein-coding,-,-,-,"putative zinc finger motif, C2HC5-type-domain-containing protein",20210306,-
209559,43627739,BDW43DRAFT_292885,BDW43DRAFT_292885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43627740,BDW43DRAFT_292886,BDW43DRAFT_292886,-,-,Unknown,-,ribosomal protein S5 domain 2-type protein,protein-coding,-,-,-,ribosomal protein S5 domain 2-type protein,20210306,-
209559,43627741,BDW43DRAFT_292887,BDW43DRAFT_292887,-,-,Unknown,-,signal peptide peptidase-domain-containing protein,protein-coding,-,-,-,signal peptide peptidase-domain-containing protein,20210306,-
209559,43627742,BDW43DRAFT_292890,BDW43DRAFT_292890,-,-,Unknown,-,GDP dissociation inhibitor,protein-coding,-,-,-,GDP dissociation inhibitor,20210306,-
209559,43627743,BDW43DRAFT_292896,BDW43DRAFT_292896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627744,BDW43DRAFT_292930,BDW43DRAFT_292930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627745,BDW43DRAFT_292948,BDW43DRAFT_292948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43627746,BDW43DRAFT_292954,BDW43DRAFT_292954,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210306,-
209559,43627747,BDW43DRAFT_292959,BDW43DRAFT_292959,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210306,-
209559,43627748,BDW43DRAFT_292979,BDW43DRAFT_292979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627749,BDW43DRAFT_292988,BDW43DRAFT_292988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43627750,BDW43DRAFT_292993,BDW43DRAFT_292993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627751,BDW43DRAFT_292994,BDW43DRAFT_292994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627752,BDW43DRAFT_293030,BDW43DRAFT_293030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627753,BDW43DRAFT_293048,BDW43DRAFT_293048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627754,BDW43DRAFT_293055,BDW43DRAFT_293055,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627755,BDW43DRAFT_293064,BDW43DRAFT_293064,-,-,Unknown,-,POT family-domain-containing protein,protein-coding,-,-,-,POT family-domain-containing protein,20210306,-
209559,43627756,BDW43DRAFT_293078,BDW43DRAFT_293078,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627757,BDW43DRAFT_293094,BDW43DRAFT_293094,-,-,Unknown,-,ABC-2 type transporter-domain-containing protein,protein-coding,-,-,-,ABC-2 type transporter-domain-containing protein,20210306,-
209559,43627758,BDW43DRAFT_293102,BDW43DRAFT_293102,-,-,Unknown,-,nucleotide-diphospho-sugar transferase,protein-coding,-,-,-,nucleotide-diphospho-sugar transferase,20210306,-
209559,43627759,BDW43DRAFT_293105,BDW43DRAFT_293105,-,-,Unknown,-,type I 3-dehydroquinase-domain-containing protein,protein-coding,-,-,-,type I 3-dehydroquinase-domain-containing protein,20210306,-
209559,43627760,BDW43DRAFT_293106,BDW43DRAFT_293106,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
209559,43627761,BDW43DRAFT_293127,BDW43DRAFT_293127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627762,BDW43DRAFT_293130,BDW43DRAFT_293130,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
209559,43627763,BDW43DRAFT_293131,BDW43DRAFT_293131,-,-,Unknown,-,cytidine deaminase-like protein,protein-coding,-,-,-,cytidine deaminase-like protein,20201217,-
209559,43627764,BDW43DRAFT_293135,BDW43DRAFT_293135,-,-,Unknown,-,vacuolar protein sorting protein,protein-coding,-,-,-,vacuolar protein sorting protein,20210306,-
209559,43627765,BDW43DRAFT_293137,BDW43DRAFT_293137,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627766,BDW43DRAFT_293138,BDW43DRAFT_293138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627767,BDW43DRAFT_293142,BDW43DRAFT_293142,-,-,Unknown,-,Undecaprenyl diphosphate synthase,protein-coding,-,-,-,Undecaprenyl diphosphate synthase,20210306,-
209559,43627768,BDW43DRAFT_293143,BDW43DRAFT_293143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627769,BDW43DRAFT_293146,BDW43DRAFT_293146,-,-,Unknown,-,ELMO/CED-12 family-domain-containing protein,protein-coding,-,-,-,ELMO/CED-12 family-domain-containing protein,20210306,-
209559,43627770,BDW43DRAFT_293187,BDW43DRAFT_293187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627771,BDW43DRAFT_293205,BDW43DRAFT_293205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627772,BDW43DRAFT_293207,BDW43DRAFT_293207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627773,BDW43DRAFT_293208,BDW43DRAFT_293208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627774,BDW43DRAFT_293210,BDW43DRAFT_293210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627775,BDW43DRAFT_293237,BDW43DRAFT_293237,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210306,-
209559,43627776,BDW43DRAFT_293253,BDW43DRAFT_293253,-,-,Unknown,-,putative FMN-binding domain-containing protein,protein-coding,-,-,-,putative FMN-binding domain-containing protein,20210306,-
209559,43627777,BDW43DRAFT_293255,BDW43DRAFT_293255,-,-,Unknown,-,maltose acetyltransferase-domain-containing protein,protein-coding,-,-,-,maltose acetyltransferase-domain-containing protein,20210306,-
209559,43627778,BDW43DRAFT_293264,BDW43DRAFT_293264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627779,BDW43DRAFT_293267,BDW43DRAFT_293267,-,-,Unknown,-,actin interacting protein 3-domain-containing protein,protein-coding,-,-,-,actin interacting protein 3-domain-containing protein,20210306,-
209559,43627780,BDW43DRAFT_293280,BDW43DRAFT_293280,-,-,Unknown,-,armadillo-type protein,protein-coding,-,-,-,armadillo-type protein,20210306,-
209559,43627781,BDW43DRAFT_293283,BDW43DRAFT_293283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627782,BDW43DRAFT_293289,BDW43DRAFT_293289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627783,BDW43DRAFT_293291,BDW43DRAFT_293291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627784,BDW43DRAFT_293293,BDW43DRAFT_293293,-,-,Unknown,-,quinon protein alcohol dehydrogenase-like superfamily,protein-coding,-,-,-,quinon protein alcohol dehydrogenase-like superfamily,20210306,-
209559,43627785,BDW43DRAFT_293296,BDW43DRAFT_293296,-,-,Unknown,-,Tctex-1,protein-coding,-,-,-,Tctex-1,20210306,-
209559,43627786,BDW43DRAFT_293300,BDW43DRAFT_293300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627787,BDW43DRAFT_293305,BDW43DRAFT_293305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627788,BDW43DRAFT_293306,BDW43DRAFT_293306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627789,BDW43DRAFT_293333,BDW43DRAFT_293333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627790,BDW43DRAFT_293339,BDW43DRAFT_293339,-,-,Unknown,-,vacuolar protein sorting-associated protein 29,protein-coding,-,-,-,vacuolar protein sorting-associated protein 29,20201217,-
209559,43627791,BDW43DRAFT_293342,BDW43DRAFT_293342,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627792,BDW43DRAFT_293344,BDW43DRAFT_293344,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210306,-
209559,43627793,BDW43DRAFT_293396,BDW43DRAFT_293396,-,-,Unknown,-,ribosomal protein S12/S23,protein-coding,-,-,-,ribosomal protein S12/S23,20200918,-
209559,43627794,BDW43DRAFT_293399,BDW43DRAFT_293399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627795,BDW43DRAFT_293404,BDW43DRAFT_293404,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
209559,43627796,BDW43DRAFT_293408,BDW43DRAFT_293408,-,-,Unknown,-,HSP20-like chaperone,protein-coding,-,-,-,HSP20-like chaperone,20201217,-
209559,43627797,BDW43DRAFT_293423,BDW43DRAFT_293423,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20201217,-
209559,43627798,BDW43DRAFT_293431,BDW43DRAFT_293431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627799,BDW43DRAFT_293481,BDW43DRAFT_293481,-,-,Unknown,-,putative oxalocrotonate tautomerase,protein-coding,-,-,-,putative oxalocrotonate tautomerase,20201217,-
209559,43627800,BDW43DRAFT_293486,BDW43DRAFT_293486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627801,BDW43DRAFT_293490,BDW43DRAFT_293490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627802,BDW43DRAFT_293492,BDW43DRAFT_293492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627803,BDW43DRAFT_293523,BDW43DRAFT_293523,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627804,BDW43DRAFT_293530,BDW43DRAFT_293530,-,-,Unknown,-,dihydroxy-acid/6-phosphogluconate dehydratase,protein-coding,-,-,-,dihydroxy-acid/6-phosphogluconate dehydratase,20201217,-
209559,43627805,BDW43DRAFT_293534,BDW43DRAFT_293534,-,-,Unknown,-,cupin domain protein,protein-coding,-,-,-,cupin domain protein,20201217,-
209559,43627806,BDW43DRAFT_293570,BDW43DRAFT_293570,-,-,Unknown,-,Mg2+ transporter MgtC family protein,protein-coding,-,-,-,Mg2+ transporter MgtC family protein,20201217,-
209559,43627807,BDW43DRAFT_293571,BDW43DRAFT_293571,-,-,Unknown,-,nucleoside phosphorylase domain-containing protein,protein-coding,-,-,-,nucleoside phosphorylase domain-containing protein,20201217,-
209559,43627808,BDW43DRAFT_293577,BDW43DRAFT_293577,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627809,BDW43DRAFT_293587,BDW43DRAFT_293587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627810,BDW43DRAFT_293596,BDW43DRAFT_293596,-,-,Unknown,-,pyrroline-5-carboxylate reductase dimerization-domain-containing protein,protein-coding,-,-,-,pyrroline-5-carboxylate reductase dimerization-domain-containing protein,20201217,-
209559,43627811,BDW43DRAFT_293597,BDW43DRAFT_293597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43627812,BDW43DRAFT_293598,BDW43DRAFT_293598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43627813,BDW43DRAFT_293599,BDW43DRAFT_293599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627814,BDW43DRAFT_293607,BDW43DRAFT_293607,-,-,Unknown,-,AhpD-like protein,protein-coding,-,-,-,AhpD-like protein,20201217,-
209559,43627815,BDW43DRAFT_293608,BDW43DRAFT_293608,-,-,Unknown,-,putative BNR/Asp-box repeat protein,protein-coding,-,-,-,putative BNR/Asp-box repeat protein,20210306,-
209559,43627816,BDW43DRAFT_293615,BDW43DRAFT_293615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627817,BDW43DRAFT_293657,BDW43DRAFT_293657,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627818,BDW43DRAFT_293673,BDW43DRAFT_293673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43627819,BDW43DRAFT_293680,BDW43DRAFT_293680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627820,BDW43DRAFT_293682,BDW43DRAFT_293682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627821,BDW43DRAFT_293684,BDW43DRAFT_293684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627822,BDW43DRAFT_293706,BDW43DRAFT_293706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627823,BDW43DRAFT_293708,BDW43DRAFT_293708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627824,BDW43DRAFT_293710,BDW43DRAFT_293710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627825,BDW43DRAFT_293715,BDW43DRAFT_293715,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20210306,-
209559,43627826,BDW43DRAFT_293716,BDW43DRAFT_293716,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627827,BDW43DRAFT_293717,BDW43DRAFT_293717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627828,BDW43DRAFT_293719,BDW43DRAFT_293719,-,-,Unknown,-,DNA polymerase family B-domain-containing protein,protein-coding,-,-,-,DNA polymerase family B-domain-containing protein,20210306,-
209559,43627829,BDW43DRAFT_293731,BDW43DRAFT_293731,-,-,Unknown,-,ATP-dependent RNA helicase DBP2,protein-coding,-,-,-,ATP-dependent RNA helicase DBP2,20201217,-
209559,43627830,BDW43DRAFT_293747,BDW43DRAFT_293747,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627831,BDW43DRAFT_293748,BDW43DRAFT_293748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627832,BDW43DRAFT_293757,BDW43DRAFT_293757,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
209559,43627833,BDW43DRAFT_293764,BDW43DRAFT_293764,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
209559,43627834,BDW43DRAFT_293785,BDW43DRAFT_293785,-,-,Unknown,-,ETC complex I subunit conserved region-domain-containing protein,protein-coding,-,-,-,ETC complex I subunit conserved region-domain-containing protein,20210306,-
209559,43627835,BDW43DRAFT_293786,BDW43DRAFT_293786,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20201217,-
209559,43627836,BDW43DRAFT_293788,BDW43DRAFT_293788,-,-,Unknown,-,ubiquinol-cytochrome-c reductase complex subunit-domain-containing protein,protein-coding,-,-,-,ubiquinol-cytochrome-c reductase complex subunit-domain-containing protein,20210306,-
209559,43627837,BDW43DRAFT_293791,BDW43DRAFT_293791,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20201217,-
209559,43627838,BDW43DRAFT_293805,BDW43DRAFT_293805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627839,BDW43DRAFT_293810,BDW43DRAFT_293810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627840,BDW43DRAFT_293818,BDW43DRAFT_293818,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627841,BDW43DRAFT_293821,BDW43DRAFT_293821,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627842,BDW43DRAFT_293829,BDW43DRAFT_293829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627843,BDW43DRAFT_293830,BDW43DRAFT_293830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627844,BDW43DRAFT_293832,BDW43DRAFT_293832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627845,BDW43DRAFT_293843,BDW43DRAFT_293843,-,-,Unknown,-,apoptosis antagonizing transcription factor-domain-containing protein,protein-coding,-,-,-,apoptosis antagonizing transcription factor-domain-containing protein,20210306,-
209559,43627846,BDW43DRAFT_293852,BDW43DRAFT_293852,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627847,BDW43DRAFT_293866,BDW43DRAFT_293866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627848,BDW43DRAFT_293867,BDW43DRAFT_293867,-,-,Unknown,-,CheY-like superfamily,protein-coding,-,-,-,CheY-like superfamily,20201217,-
209559,43627849,BDW43DRAFT_293871,BDW43DRAFT_293871,-,-,Unknown,-,"putative glucan 1,3-beta-glucosidase D",protein-coding,-,-,-,"putative glucan 1,3-beta-glucosidase D",20201217,-
209559,43627850,BDW43DRAFT_293881,BDW43DRAFT_293881,-,-,Unknown,-,DHS-like NAD/FAD-binding domain-containing protein,protein-coding,-,-,-,DHS-like NAD/FAD-binding domain-containing protein,20201217,-
209559,43627851,BDW43DRAFT_293883,BDW43DRAFT_293883,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627852,BDW43DRAFT_293885,BDW43DRAFT_293885,-,-,Unknown,-,"peptidase M24, structural domain-containing protein",protein-coding,-,-,-,"peptidase M24, structural domain-containing protein",20210306,-
209559,43627853,BDW43DRAFT_293917,BDW43DRAFT_293917,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627854,BDW43DRAFT_293919,BDW43DRAFT_293919,-,-,Unknown,-,phosphopentothenoylcysteine decarboxylase,protein-coding,-,-,-,phosphopentothenoylcysteine decarboxylase,20210306,-
209559,43627855,BDW43DRAFT_293920,BDW43DRAFT_293920,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
209559,43627856,BDW43DRAFT_293927,BDW43DRAFT_293927,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627857,BDW43DRAFT_293930,BDW43DRAFT_293930,-,-,Unknown,-,"ribosomal protein L6, alpha-beta domain-containing protein",protein-coding,-,-,-,"ribosomal protein L6, alpha-beta domain-containing protein",20201217,-
209559,43627858,BDW43DRAFT_293941,BDW43DRAFT_293941,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627859,BDW43DRAFT_293944,BDW43DRAFT_293944,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43627860,BDW43DRAFT_293959,BDW43DRAFT_293959,-,-,Unknown,-,glycosyl hydrolase,protein-coding,-,-,-,glycosyl hydrolase,20210306,-
209559,43627861,BDW43DRAFT_293973,BDW43DRAFT_293973,-,-,Unknown,-,ferric reductase NAD binding domain-containing protein,protein-coding,-,-,-,ferric reductase NAD binding domain-containing protein,20210306,-
209559,43627862,BDW43DRAFT_293993,BDW43DRAFT_293993,-,-,Unknown,-,HAD-like domain-containing protein,protein-coding,-,-,-,HAD-like domain-containing protein,20201217,-
209559,43627863,BDW43DRAFT_293996,BDW43DRAFT_293996,-,-,Unknown,-,ATP-NAD kinase-like domain-containing protein,protein-coding,-,-,-,ATP-NAD kinase-like domain-containing protein,20210306,-
209559,43627864,BDW43DRAFT_293999,BDW43DRAFT_293999,-,-,Unknown,-,GAF domain-like protein,protein-coding,-,-,-,GAF domain-like protein,20201217,-
209559,43627865,BDW43DRAFT_294035,BDW43DRAFT_294035,-,-,Unknown,-,ZIP zinc transporter,protein-coding,-,-,-,ZIP zinc transporter,20210306,-
209559,43627866,BDW43DRAFT_294037,BDW43DRAFT_294037,-,-,Unknown,-,ribosome biogenesis protein Nop16,protein-coding,-,-,-,ribosome biogenesis protein Nop16,20210306,-
209559,43627867,BDW43DRAFT_294039,BDW43DRAFT_294039,-,-,Unknown,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20210306,-
209559,43627868,BDW43DRAFT_294049,BDW43DRAFT_294049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627869,BDW43DRAFT_294053,BDW43DRAFT_294053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627870,BDW43DRAFT_294058,BDW43DRAFT_294058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43627871,BDW43DRAFT_294059,BDW43DRAFT_294059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43627872,BDW43DRAFT_294062,BDW43DRAFT_294062,-,-,Unknown,-,Catenin-beta-like protein,protein-coding,-,-,-,Catenin-beta-like protein,20210306,-
209559,43627873,BDW43DRAFT_294067,BDW43DRAFT_294067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627874,BDW43DRAFT_294091,BDW43DRAFT_294091,-,-,Unknown,-,UTP--glucose-1-phosphate uridylyltransferase-domain-containing protein,protein-coding,-,-,-,UTP--glucose-1-phosphate uridylyltransferase-domain-containing protein,20210306,-
209559,43627875,BDW43DRAFT_294102,BDW43DRAFT_294102,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
209559,43627876,BDW43DRAFT_294116,BDW43DRAFT_294116,-,-,Unknown,-,sulfite efflux pump SSU1,protein-coding,-,-,-,sulfite efflux pump SSU1,20201217,-
209559,43627877,BDW43DRAFT_294124,BDW43DRAFT_294124,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
209559,43627878,BDW43DRAFT_294125,BDW43DRAFT_294125,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43627879,BDW43DRAFT_294137,BDW43DRAFT_294137,-,-,Unknown,-,origin recognition complex subunit 4 C-terminus-domain-containing protein,protein-coding,-,-,-,origin recognition complex subunit 4 C-terminus-domain-containing protein,20210306,-
209559,43627880,BDW43DRAFT_294143,BDW43DRAFT_294143,-,-,Unknown,-,MRP-L47-domain-containing protein,protein-coding,-,-,-,MRP-L47-domain-containing protein,20210306,-
209559,43627881,BDW43DRAFT_294147,BDW43DRAFT_294147,-,-,Unknown,-,NOT2 family protein,protein-coding,-,-,-,NOT2 family protein,20210306,-
