#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1434118,24869519,MSSAC_RS00005,MSSAC_RS00005,MSSAC_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20201210,-
1434118,24872216,MSSAC_RS13490,MSSAC_RS13490,MSSAC_2564,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872217,MSSAC_RS13495,MSSAC_RS13495,MSSAC_2565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872218,MSSAC_RS13500,MSSAC_RS13500,MSSAC_2566,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872220,MSSAC_RS13510,MSSAC_RS13510,MSSAC_2569,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201210,-
1434118,24872223,MSSAC_RS13525,MSSAC_RS13525,MSSAC_2572,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872224,MSSAC_RS13530,MSSAC_RS13530,MSSAC_2573,-,-,-,PKD domain-containing protein,protein-coding,-,-,-,PKD domain-containing protein,20210605,-
1434118,24872231,MSSAC_RS13565,MSSAC_RS13565,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872232,MSSAC_RS13570,MSSAC_RS13570,MSSAC_2577,-,-,-,iron ABC transporter substrate-binding protein,protein-coding,-,-,-,iron ABC transporter substrate-binding protein,20201210,-
1434118,24872233,MSSAC_RS13575,MSSAC_RS13575,MSSAC_2578,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24872234,MSSAC_RS13580,MSSAC_RS13580,MSSAC_2579,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20201210,-
1434118,24872235,MSSAC_RS13585,MSSAC_RS13585,MSSAC_2580,-,-,-,CooT family nickel-binding protein,protein-coding,-,-,-,CooT family nickel-binding protein,20201210,-
1434118,24872236,MSSAC_RS13590,MSSAC_RS13590,MSSAC_2581,-,-,-,DUF89 domain-containing protein,protein-coding,-,-,-,DUF89 domain-containing protein,20201210,-
1434118,24872237,MSSAC_RS13595,MSSAC_RS13595,MSSAC_2582,-,-,-,alkaline phosphatase family protein,protein-coding,-,-,-,alkaline phosphatase family protein,20210424,-
1434118,24872238,MSSAC_RS13600,MSSAC_RS13600,MSSAC_2583,-,-,-,cation transporter,protein-coding,-,-,-,cation transporter,20201210,-
1434118,24872239,MSSAC_RS13605,MSSAC_RS13605,MSSAC_2584,-,-,-,acylphosphatase,protein-coding,-,-,-,acylphosphatase,20201210,-
1434118,24872241,MSSAC_RS13615,MSSAC_RS13615,MSSAC_2586,-,-,-,right-handed parallel beta-helix repeat-containing protein,protein-coding,-,-,-,right-handed parallel beta-helix repeat-containing protein,20210424,-
1434118,24872242,MSSAC_RS13620,MSSAC_RS13620,MSSAC_2587,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872243,anfO,MSSAC_RS13625,MSSAC_2588,-,-,-,Fe-only nitrogenase accessory protein AnfO,protein-coding,-,-,-,Fe-only nitrogenase accessory protein AnfO,20201210,-
1434118,24872245,ilvD,MSSAC_RS13635,MSSAC_2589,-,-,-,dihydroxy-acid dehydratase,protein-coding,-,-,-,dihydroxy-acid dehydratase,20201210,-
1434118,24872246,MSSAC_RS13640,MSSAC_RS13640,-,-,-,-,C69 family dipeptidase,protein-coding,-,-,-,C69 family dipeptidase,20201210,-
1434118,24872247,MSSAC_RS13645,MSSAC_RS13645,MSSAC_2590,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20201210,-
1434118,24872248,MSSAC_RS13650,MSSAC_RS13650,MSSAC_2591,-,-,-,SAM-dependent methyltransferase,protein-coding,-,-,-,SAM-dependent methyltransferase,20201210,-
1434118,24872249,MSSAC_RS13655,MSSAC_RS13655,MSSAC_2595,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872250,MSSAC_RS13660,MSSAC_RS13660,MSSAC_2596,-,-,-,glycosidase,protein-coding,-,-,-,glycosidase,20201210,-
1434118,24872251,MSSAC_RS13665,MSSAC_RS13665,MSSAC_2597,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20201210,-
1434118,24872252,MSSAC_RS13670,MSSAC_RS13670,MSSAC_2598,-,-,-,DUF1269 domain-containing protein,protein-coding,-,-,-,DUF1269 domain-containing protein,20210605,-
1434118,24872253,MSSAC_RS13675,MSSAC_RS13675,MSSAC_2599,-,-,-,glycogen debranching enzyme N-terminal domain-containing protein,protein-coding,-,-,-,glycogen debranching enzyme N-terminal domain-containing protein,20201210,-
1434118,24872254,MSSAC_RS13680,MSSAC_RS13680,MSSAC_2600,-,-,-,alpha/beta hydrolase fold domain-containing protein,protein-coding,-,-,-,alpha/beta hydrolase fold domain-containing protein,20201210,-
1434118,24872255,MSSAC_RS13685,MSSAC_RS13685,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872256,MSSAC_RS13690,MSSAC_RS13690,MSSAC_2603,-,-,-,LURP-one-related family protein,protein-coding,-,-,-,LURP-one-related family protein,20201210,-
1434118,24872257,MSSAC_RS13695,MSSAC_RS13695,MSSAC_2604,-,-,-,bile acid:sodium symporter family protein,protein-coding,-,-,-,bile acid:sodium symporter family protein,20201210,-
1434118,24872260,MSSAC_RS13710,MSSAC_RS13710,MSSAC_2608,-,-,-,AI-2E family transporter,protein-coding,-,-,-,AI-2E family transporter,20201210,-
1434118,24872261,MSSAC_RS13715,MSSAC_RS13715,MSSAC_2609,-,-,-,DUF1269 domain-containing protein,protein-coding,-,-,-,DUF1269 domain-containing protein,20201210,-
1434118,24872262,MSSAC_RS13720,MSSAC_RS13720,MSSAC_2610,-,-,-,DUF1269 domain-containing protein,protein-coding,-,-,-,DUF1269 domain-containing protein,20201210,-
1434118,24872265,MSSAC_RS13735,MSSAC_RS13735,MSSAC_2613,-,-,-,DUF1269 domain-containing protein,protein-coding,-,-,-,DUF1269 domain-containing protein,20201210,-
1434118,24872266,MSSAC_RS13740,MSSAC_RS13740,MSSAC_2614,-,-,-,mechanosensitive ion channel family protein,protein-coding,-,-,-,mechanosensitive ion channel family protein,20201210,-
1434118,24872267,MSSAC_RS13745,MSSAC_RS13745,MSSAC_2616,-,-,-,DUF1269 domain-containing protein,protein-coding,-,-,-,DUF1269 domain-containing protein,20210605,-
1434118,24872268,MSSAC_RS13750,MSSAC_RS13750,MSSAC_2617,-,-,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20201210,-
1434118,24872269,MSSAC_RS13755,MSSAC_RS13755,MSSAC_2618,-,-,-,AI-2E family transporter,protein-coding,-,-,-,AI-2E family transporter,20201217,-
1434118,24872270,MSSAC_RS13760,MSSAC_RS13760,MSSAC_2619,-,-,-,anaerobic sulfatase maturase,protein-coding,-,-,-,anaerobic sulfatase maturase,20201210,-
1434118,24872271,MSSAC_RS13765,MSSAC_RS13765,MSSAC_2620,-,-,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20201210,-
1434118,24872273,MSSAC_RS13775,MSSAC_RS13775,MSSAC_2621,-,-,-,haloacid dehalogenase-like hydrolase,protein-coding,-,-,-,haloacid dehalogenase-like hydrolase,20201210,-
1434118,24872274,MSSAC_RS13780,MSSAC_RS13780,MSSAC_2622,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872275,MSSAC_RS13785,MSSAC_RS13785,MSSAC_2623,-,-,-,YqhA family protein,protein-coding,-,-,-,YqhA family protein,20201210,-
1434118,24872277,pepD,MSSAC_RS13795,MSSAC_2625,-,-,-,beta-Ala-His dipeptidase,protein-coding,-,-,-,beta-Ala-His dipeptidase,20201210,-
1434118,24872278,MSSAC_RS13800,MSSAC_RS13800,MSSAC_2626,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872279,MSSAC_RS13805,MSSAC_RS13805,-,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210424,-
1434118,24872280,MSSAC_RS13810,MSSAC_RS13810,MSSAC_2627,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872281,MSSAC_RS13815,MSSAC_RS13815,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872282,MSSAC_RS13820,MSSAC_RS13820,MSSAC_2628,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201211,-
1434118,24872283,MSSAC_RS13825,MSSAC_RS13825,MSSAC_2629,-,-,-,"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family",protein-coding,-,-,-,"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family",20210605,-
1434118,24872284,MSSAC_RS13830,MSSAC_RS13830,MSSAC_2630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872285,MSSAC_RS13835,MSSAC_RS13835,MSSAC_2631,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872286,MSSAC_RS13840,MSSAC_RS13840,MSSAC_2632,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872287,MSSAC_RS13845,MSSAC_RS13845,MSSAC_2633,-,-,-,topoisomerase DNA-binding C4 zinc finger domain-containing protein,protein-coding,-,-,-,topoisomerase DNA-binding C4 zinc finger domain-containing protein,20201210,-
1434118,24872289,thiC,MSSAC_RS13855,MSSAC_2635,-,-,-,phosphomethylpyrimidine synthase ThiC,protein-coding,-,-,-,phosphomethylpyrimidine synthase ThiC,20201210,-
1434118,24872290,MSSAC_RS13860,MSSAC_RS13860,MSSAC_2636,-,-,-,DUF2156 domain-containing protein,protein-coding,-,-,-,DUF2156 domain-containing protein,20201210,-
1434118,24872291,MSSAC_RS13865,MSSAC_RS13865,MSSAC_2637,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20201210,-
1434118,24872292,MSSAC_RS13870,MSSAC_RS13870,MSSAC_2638,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872293,MSSAC_RS13875,MSSAC_RS13875,MSSAC_2639,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201210,-
1434118,24872295,MSSAC_RS13885,MSSAC_RS13885,MSSAC_2641,-,-,-,DUF1699 family protein,protein-coding,-,-,-,DUF1699 family protein,20201210,-
1434118,24872296,MSSAC_RS13890,MSSAC_RS13890,MSSAC_2642,-,-,-,winged helix-turn-helix domain-containing protein,protein-coding,-,-,-,winged helix-turn-helix domain-containing protein,20201210,-
1434118,24872297,MSSAC_RS13895,MSSAC_RS13895,MSSAC_2643,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872298,MSSAC_RS13900,MSSAC_RS13900,MSSAC_2644,-,-,-,FprA family A-type flavoprotein,protein-coding,-,-,-,FprA family A-type flavoprotein,20201210,-
1434118,24872299,MSSAC_RS13905,MSSAC_RS13905,MSSAC_2645,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20201210,-
1434118,24872301,tnpA,MSSAC_RS13915,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872302,MSSAC_RS13920,MSSAC_RS13920,MSSAC_2646,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872303,ilvD,MSSAC_RS13925,MSSAC_2647,-,-,-,dihydroxy-acid dehydratase,protein-coding,-,-,-,dihydroxy-acid dehydratase,20201210,-
1434118,24872304,MSSAC_RS13930,MSSAC_RS13930,MSSAC_2648,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872305,mtrH,MSSAC_RS13935,MSSAC_2649,-,-,-,tetrahydromethanopterin S-methyltransferase subunit H,protein-coding,-,-,-,tetrahydromethanopterin S-methyltransferase subunit H,20201210,-
1434118,24872306,MSSAC_RS13940,MSSAC_RS13940,MSSAC_2650,-,-,-,tetrahydromethanopterin S-methyltransferase subunit A,protein-coding,-,-,-,tetrahydromethanopterin S-methyltransferase subunit A,20201210,-
1434118,24872307,mtxX,MSSAC_RS13945,MSSAC_2651,-,-,-,methanogenesis marker protein Mmp4/MtxX,protein-coding,-,-,-,methanogenesis marker protein Mmp4/MtxX,20201210,-
1434118,24872308,MSSAC_RS13950,MSSAC_RS13950,MSSAC_2652,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872309,MSSAC_RS13955,MSSAC_RS13955,MSSAC_2653,-,-,-,replication factor C large subunit,protein-coding,-,-,-,replication factor C large subunit,20210417,-
1434118,24872310,MSSAC_RS13960,MSSAC_RS13960,MSSAC_4445,-,-,-,tRNA,tRNA,-,-,-,-,20201210,-
1434118,24872311,MSSAC_RS13965,MSSAC_RS13965,MSSAC_2654,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872312,MSSAC_RS13970,MSSAC_RS13970,MSSAC_2655,-,-,-,flavodoxin family protein,protein-coding,-,-,-,flavodoxin family protein,20201210,-
1434118,24872313,MSSAC_RS13975,MSSAC_RS13975,MSSAC_2656,-,-,-,CDC48 family AAA ATPase,protein-coding,-,-,-,CDC48 family AAA ATPase,20201210,-
1434118,24872314,MSSAC_RS13980,MSSAC_RS13980,MSSAC_2658,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872315,MSSAC_RS13985,MSSAC_RS13985,-,-,-,-,PGF-pre-PGF domain-containing protein,protein-coding,-,-,-,PGF-pre-PGF domain-containing protein,20201210,-
1434118,24872316,MSSAC_RS13990,MSSAC_RS13990,MSSAC_2660,-,-,-,PGF-pre-PGF domain-containing protein,protein-coding,-,-,-,PGF-pre-PGF domain-containing protein,20201210,-
1434118,24872317,MSSAC_RS13995,MSSAC_RS13995,MSSAC_2661,-,-,-,DUF4386 domain-containing protein,protein-coding,-,-,-,DUF4386 domain-containing protein,20201210,-
1434118,24872318,MSSAC_RS14000,MSSAC_RS14000,MSSAC_2662,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872319,MSSAC_RS14005,MSSAC_RS14005,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872320,MSSAC_RS14010,MSSAC_RS14010,MSSAC_2664,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20201210,-
1434118,24872321,MSSAC_RS14015,MSSAC_RS14015,MSSAC_2665,-,-,-,phosphotransferase,protein-coding,-,-,-,phosphotransferase,20201210,-
1434118,24872322,MSSAC_RS14020,MSSAC_RS14020,MSSAC_2666,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20210424,-
1434118,24872323,MSSAC_RS14025,MSSAC_RS14025,MSSAC_2667,-,-,-,PstS family phosphate ABC transporter substrate-binding protein,protein-coding,-,-,-,PstS family phosphate ABC transporter substrate-binding protein,20201210,-
1434118,24872325,MSSAC_RS14035,MSSAC_RS14035,MSSAC_2670,-,-,-,PstS family phosphate ABC transporter substrate-binding protein,protein-coding,-,-,-,PstS family phosphate ABC transporter substrate-binding protein,20201210,-
1434118,24872326,MSSAC_RS14040,MSSAC_RS14040,MSSAC_2671,-,-,-,CHAD domain-containing protein,protein-coding,-,-,-,CHAD domain-containing protein,20201210,-
1434118,24872327,MSSAC_RS14045,MSSAC_RS14045,MSSAC_2672,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872328,istA,MSSAC_RS14050,MSSAC_2673,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872329,ltrA,MSSAC_RS14055,MSSAC_2674,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872330,ltrA,MSSAC_RS14060,MSSAC_2676,-,-,-,group II intron reverse transcriptase/maturase,protein-coding,-,-,-,group II intron reverse transcriptase/maturase,20210424,-
1434118,24872333,istB,MSSAC_RS14075,MSSAC_2677,-,-,-,IS21-like element ISMac9 family helper ATPase IstB,protein-coding,-,-,-,IS21-like element ISMac9 family helper ATPase IstB,20201210,-
1434118,24872336,MSSAC_RS14090,MSSAC_RS14090,MSSAC_2680,-,-,-,DUF1670 domain-containing protein,protein-coding,-,-,-,DUF1670 domain-containing protein,20201210,-
1434118,24872337,MSSAC_RS14095,MSSAC_RS14095,MSSAC_2681,-,-,-,DUF1670 domain-containing protein,protein-coding,-,-,-,DUF1670 domain-containing protein,20201210,-
1434118,24872339,MSSAC_RS14105,MSSAC_RS14105,-,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24872340,MSSAC_RS14110,MSSAC_RS14110,MSSAC_2683,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872342,MSSAC_RS14120,MSSAC_RS14120,MSSAC_2684,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872343,MSSAC_RS14125,MSSAC_RS14125,MSSAC_2685,-,-,-,PGF-pre-PGF domain-containing protein,protein-coding,-,-,-,PGF-pre-PGF domain-containing protein,20201210,-
1434118,24872345,MSSAC_RS14135,MSSAC_RS14135,MSSAC_2687,-,-,-,oligosaccharide flippase family protein,protein-coding,-,-,-,oligosaccharide flippase family protein,20201210,-
1434118,24872346,MSSAC_RS14140,MSSAC_RS14140,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872347,MSSAC_RS14145,MSSAC_RS14145,MSSAC_2688,-,-,-,DUF2121 domain-containing protein,protein-coding,-,-,-,DUF2121 domain-containing protein,20201210,-
1434118,24872348,MSSAC_RS14150,MSSAC_RS14150,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872349,ade,MSSAC_RS14155,MSSAC_2689,-,-,-,adenine deaminase,protein-coding,-,-,-,adenine deaminase,20201210,-
1434118,24872351,MSSAC_RS14165,MSSAC_RS14165,MSSAC_2691,-,-,-,peptidase C45,protein-coding,-,-,-,peptidase C45,20201210,-
1434118,24872352,MSSAC_RS14170,MSSAC_RS14170,MSSAC_2692,-,-,-,DUF1670 domain-containing protein,protein-coding,-,-,-,DUF1670 domain-containing protein,20201210,-
1434118,24872353,MSSAC_RS14175,MSSAC_RS14175,MSSAC_2693,-,-,-,DUF1670 domain-containing protein,protein-coding,-,-,-,DUF1670 domain-containing protein,20201210,-
1434118,24872354,MSSAC_RS14180,MSSAC_RS14180,MSSAC_2694,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20201210,-
1434118,24872355,MSSAC_RS14185,MSSAC_RS14185,MSSAC_2695,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201210,-
1434118,24872356,MSSAC_RS14190,MSSAC_RS14190,MSSAC_2696,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872357,MSSAC_RS14195,MSSAC_RS14195,MSSAC_2697,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872358,MSSAC_RS14200,MSSAC_RS14200,MSSAC_2698,-,-,-,protease inhibitor I42 family protein,protein-coding,-,-,-,protease inhibitor I42 family protein,20201210,-
1434118,24872359,MSSAC_RS14205,MSSAC_RS14205,MSSAC_2699,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1434118,24872360,MSSAC_RS14210,MSSAC_RS14210,MSSAC_2700,-,-,-,DUF1998 domain-containing protein,protein-coding,-,-,-,DUF1998 domain-containing protein,20201210,-
1434118,24872361,MSSAC_RS14215,MSSAC_RS14215,MSSAC_2701,-,-,-,phospholipase D family protein,protein-coding,-,-,-,phospholipase D family protein,20201210,-
1434118,24872362,MSSAC_RS14220,MSSAC_RS14220,MSSAC_2702,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872363,MSSAC_RS14225,MSSAC_RS14225,MSSAC_2703,-,-,-,DNA glycosylase,protein-coding,-,-,-,DNA glycosylase,20201210,-
1434118,24872364,MSSAC_RS14230,MSSAC_RS14230,MSSAC_2704,-,-,-,DNA cytosine methyltransferase,protein-coding,-,-,-,DNA cytosine methyltransferase,20201210,-
1434118,24872365,MSSAC_RS14235,MSSAC_RS14235,MSSAC_2705,-,-,-,M1 family metallopeptidase,protein-coding,-,-,-,M1 family metallopeptidase,20201210,-
1434118,24872366,MSSAC_RS14240,MSSAC_RS14240,MSSAC_2706,-,-,-,DUF1622 domain-containing protein,protein-coding,-,-,-,DUF1622 domain-containing protein,20201210,-
1434118,24872367,MSSAC_RS14245,MSSAC_RS14245,MSSAC_2707,-,-,-,DUF1622 domain-containing protein,protein-coding,-,-,-,DUF1622 domain-containing protein,20201210,-
1434118,24872368,MSSAC_RS14250,MSSAC_RS14250,MSSAC_2708,-,-,-,DUF1622 domain-containing protein,protein-coding,-,-,-,DUF1622 domain-containing protein,20201210,-
1434118,24872369,MSSAC_RS14255,MSSAC_RS14255,MSSAC_2709,-,-,-,threonine synthase,protein-coding,-,-,-,threonine synthase,20201210,-
1434118,24872370,leuS,MSSAC_RS14260,MSSAC_2710,-,-,-,leucine--tRNA ligase,protein-coding,-,-,-,leucine--tRNA ligase,20201210,-
1434118,24872371,MSSAC_RS14265,MSSAC_RS14265,MSSAC_2712,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872372,MSSAC_RS14270,MSSAC_RS14270,MSSAC_2714,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872373,MSSAC_RS14275,MSSAC_RS14275,-,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24872374,MSSAC_RS14280,MSSAC_RS14280,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872375,MSSAC_RS14285,MSSAC_RS14285,MSSAC_2718,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872376,MSSAC_RS14290,MSSAC_RS14290,MSSAC_2719,-,-,-,type III PLP-dependent enzyme,protein-coding,-,-,-,type III PLP-dependent enzyme,20201210,-
1434118,24872377,MSSAC_RS14295,MSSAC_RS14295,MSSAC_2720,-,-,-,cytochrome-c peroxidase,protein-coding,-,-,-,cytochrome-c peroxidase,20201210,-
1434118,24872378,MSSAC_RS14300,MSSAC_RS14300,MSSAC_2721,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,20201210,-
1434118,24872379,MSSAC_RS14305,MSSAC_RS14305,MSSAC_2722,-,-,-,3-methyl-2-oxobutanoate dehydrogenase subunit VorB,protein-coding,-,-,-,3-methyl-2-oxobutanoate dehydrogenase subunit VorB,20201210,-
1434118,24872380,MSSAC_RS14310,MSSAC_RS14310,MSSAC_2723,-,-,-,ferredoxin family protein,protein-coding,-,-,-,ferredoxin family protein,20201210,-
1434118,24872381,MSSAC_RS14315,MSSAC_RS14315,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872382,MSSAC_RS14320,MSSAC_RS14320,MSSAC_2726,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20201210,-
1434118,24872383,MSSAC_RS14325,MSSAC_RS14325,MSSAC_2727,-,-,-,PKD domain-containing protein,protein-coding,-,-,-,PKD domain-containing protein,20201210,-
1434118,24872384,MSSAC_RS14330,MSSAC_RS14330,MSSAC_2728,-,-,-,alkaline phosphatase family protein,protein-coding,-,-,-,alkaline phosphatase family protein,20201210,-
1434118,24872385,MSSAC_RS14335,MSSAC_RS14335,MSSAC_2729,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872386,MSSAC_RS14340,MSSAC_RS14340,MSSAC_2730,-,-,-,PepSY domain-containing protein,protein-coding,-,-,-,PepSY domain-containing protein,20201210,-
1434118,24872387,MSSAC_RS14345,MSSAC_RS14345,MSSAC_2731,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872388,MSSAC_RS14350,MSSAC_RS14350,MSSAC_2732,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201210,-
1434118,24872389,MSSAC_RS14355,MSSAC_RS14355,MSSAC_2733,-,-,-,cache domain-containing protein,protein-coding,-,-,-,cache domain-containing protein,20201210,-
1434118,24872390,MSSAC_RS14360,MSSAC_RS14360,MSSAC_2734,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20201210,-
1434118,24872391,MSSAC_RS14365,MSSAC_RS14365,MSSAC_2735,-,-,-,cytochrome C,protein-coding,-,-,-,cytochrome C,20201210,-
1434118,24872393,MSSAC_RS14375,MSSAC_RS14375,MSSAC_2737,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210605,-
1434118,24872394,MSSAC_RS14380,MSSAC_RS14380,MSSAC_2738,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24872395,MSSAC_RS14385,MSSAC_RS14385,-,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24872396,MSSAC_RS14390,MSSAC_RS14390,-,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24872397,MSSAC_RS14395,MSSAC_RS14395,MSSAC_2740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24872400,MSSAC_RS14410,MSSAC_RS14410,MSSAC_2742,-,-,-,F0F1 ATP synthase subunit gamma,protein-coding,-,-,-,F0F1 ATP synthase subunit gamma,20201210,-
1434118,24872401,MSSAC_RS14415,MSSAC_RS14415,MSSAC_2743,-,-,-,"alternate F1F0 ATPase, F1 subunit alpha",protein-coding,-,-,-,"alternate F1F0 ATPase, F1 subunit alpha",20201210,-
1434118,24872402,MSSAC_RS14420,MSSAC_RS14420,MSSAC_2744,-,-,-,ATP synthase subunit B,protein-coding,-,-,-,ATP synthase subunit B,20201210,-
1434118,24872403,MSSAC_RS14425,MSSAC_RS14425,MSSAC_2745,-,-,-,F0F1 ATP synthase subunit C,protein-coding,-,-,-,F0F1 ATP synthase subunit C,20201210,-
1434118,24872404,MSSAC_RS14430,MSSAC_RS14430,MSSAC_2746,-,-,-,F0F1 ATP synthase subunit A,protein-coding,-,-,-,F0F1 ATP synthase subunit A,20201210,-
1434118,24872405,MSSAC_RS14435,MSSAC_RS14435,-,-,-,-,ATPase F0F1,protein-coding,-,-,-,ATPase F0F1,20201210,-
1434118,24872406,MSSAC_RS14440,MSSAC_RS14440,MSSAC_2747,-,-,-,AtpZ/AtpI family protein,protein-coding,-,-,-,AtpZ/AtpI family protein,20201210,-
1434118,24872407,MSSAC_RS14445,MSSAC_RS14445,MSSAC_2748,-,-,-,F0F1 ATP synthase subunit epsilon,protein-coding,-,-,-,F0F1 ATP synthase subunit epsilon,20201210,-
1434118,24872408,MSSAC_RS14450,MSSAC_RS14450,MSSAC_2749,-,-,-,F0F1 ATP synthase subunit beta,protein-coding,-,-,-,F0F1 ATP synthase subunit beta,20201210,-
1434118,24872409,MSSAC_RS14455,MSSAC_RS14455,MSSAC_2750,-,-,-,DUF1269 domain-containing protein,protein-coding,-,-,-,DUF1269 domain-containing protein,20210605,-
