#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1104324,11593814,P186_RS10315,P186_RS10315,P186_2210,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20201217,-
1104324,11595193,P186_RS04365,P186_RS04365,P186_0934,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201028,-
1104324,11595194,P186_RS04370,P186_RS04370,P186_0935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595195,P186_RS04375,P186_RS04375,P186_0936,-,-,-,thiazole biosynthesis protein,protein-coding,-,-,-,thiazole biosynthesis protein,20200905,-
1104324,11595196,P186_RS04380,P186_RS04380,P186_0937,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201217,-
1104324,11595197,P186_RS04385,P186_RS04385,P186_0938,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595198,P186_RS04390,P186_RS04390,P186_0939,-,-,-,DUF3782 domain-containing protein,protein-coding,-,-,-,DUF3782 domain-containing protein,20200905,-
1104324,11595199,cas6,P186_RS04395,P186_0940,-,-,-,CRISPR-associated endoribonuclease Cas6,protein-coding,-,-,-,CRISPR-associated endoribonuclease Cas6,20200218,-
1104324,11595211,P186_RS04400,P186_RS04400,P186_0952,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595212,P186_RS04405,P186_RS04405,P186_0953,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595213,cas4,P186_RS04410,P186_0954,-,-,-,CRISPR-associated protein Cas4,protein-coding,-,-,-,CRISPR-associated protein Cas4,20200905,-
1104324,11595214,cas2,P186_RS04415,P186_0955,-,-,-,CRISPR-associated endonuclease Cas2,protein-coding,-,-,-,CRISPR-associated endonuclease Cas2,20200905,-
1104324,11595215,cas1,P186_RS04420,P186_0956,-,-,-,CRISPR-associated endonuclease Cas1,protein-coding,-,-,-,CRISPR-associated endonuclease Cas1,20200218,-
1104324,11595216,cas4a,P186_RS04425,P186_0957,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,20200905,-
1104324,11595217,P186_RS04430,P186_RS04430,P186_0958,-,-,-,CRISPR locus-related DNA-binding protein,protein-coding,-,-,-,CRISPR locus-related DNA-binding protein,20200905,-
1104324,11595218,P186_RS04435,P186_RS04435,P186_0959,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595219,P186_RS04440,P186_RS04440,P186_0960,-,-,-,DevR family CRISPR-associated autoregulator,protein-coding,-,-,-,DevR family CRISPR-associated autoregulator,20200905,-
1104324,11595220,cas5,P186_RS04445,P186_0961,-,-,-,CRISPR-associated protein Cas5,protein-coding,-,-,-,CRISPR-associated protein Cas5,20200218,-
1104324,11595221,P186_RS04450,P186_RS04450,P186_0962,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595222,cas3,P186_RS04455,P186_0963,-,-,-,CRISPR-associated helicase Cas3',protein-coding,-,-,-,CRISPR-associated helicase Cas3',20200905,-
1104324,11595224,P186_RS04465,P186_RS04465,P186_0965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595226,P186_RS04475,P186_RS04475,P186_0967,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595227,P186_RS04480,P186_RS04480,P186_0968,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595228,P186_RS04485,P186_RS04485,P186_0969,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200905,-
1104324,11595229,P186_RS04495,P186_RS04495,P186_0970,-,-,-,phosphoribosylamine--glycine ligase,protein-coding,-,-,-,phosphoribosylamine--glycine ligase,20201217,-
1104324,11595230,P186_RS04500,P186_RS04500,P186_0971,-,-,-,amidophosphoribosyltransferase,protein-coding,-,-,-,amidophosphoribosyltransferase,20200905,-
1104324,11595231,P186_RS04505,P186_RS04505,P186_0972,-,-,-,phosphoribosylglycinamide formyltransferase,protein-coding,-,-,-,phosphoribosylglycinamide formyltransferase,20200218,-
1104324,11595232,P186_RS04510,P186_RS04510,P186_0973,-,-,-,"bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase",protein-coding,-,-,-,"bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase",20200905,-
1104324,11595233,P186_RS04515,P186_RS04515,P186_0974,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,protein-coding,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,20200905,-
1104324,11595234,purQ,P186_RS04520,P186_0975,-,-,-,phosphoribosylformylglycinamidine synthase I,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase I,20200905,-
1104324,11595235,P186_RS04525,P186_RS04525,P186_0976,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurS,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurS,20201217,-
1104324,11595236,purL,P186_RS04530,P186_0977,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurL,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurL,20201217,-
1104324,11595237,P186_RS04535,P186_RS04535,P186_0978,-,-,-,amidophosphoribosyltransferase,protein-coding,-,-,-,amidophosphoribosyltransferase,20200905,-
1104324,11595239,P186_RS04540,P186_RS04540,P186_0980,-,-,-,ATP-grasp domain-containing protein,protein-coding,-,-,-,ATP-grasp domain-containing protein,20200905,-
1104324,11595240,purE,P186_RS04545,P186_0981,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595241,P186_RS04550,P186_RS04550,P186_0983,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200218,-
1104324,11595242,P186_RS04555,P186_RS04555,P186_0984,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200218,-
1104324,11595243,P186_RS04560,P186_RS04560,P186_0985,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595244,P186_RS04565,P186_RS04565,P186_0986,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595246,P186_RS04570,P186_RS04570,P186_0988,-,-,-,DUF108 domain-containing protein,protein-coding,-,-,-,DUF108 domain-containing protein,20200905,-
1104324,11595248,P186_RS04575,P186_RS04575,P186_0990,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201217,-
1104324,11595249,P186_RS04580,P186_RS04580,P186_0991,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595250,P186_RS04585,P186_RS04585,P186_0992,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595251,P186_RS04590,P186_RS04590,P186_0993,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595252,P186_RS04595,P186_RS04595,P186_0994,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595253,P186_RS04600,P186_RS04600,P186_0995,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210529,-
1104324,11595254,P186_RS04605,P186_RS04605,P186_0996,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595255,P186_RS04610,P186_RS04610,P186_0997,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595257,P186_RS04615,P186_RS04615,P186_0999,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595258,P186_RS04620,P186_RS04620,P186_1000,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20200905,-
1104324,11595263,cas6,P186_RS04625,P186_1005,-,-,-,CRISPR-associated endoribonuclease Cas6,protein-coding,-,-,-,CRISPR-associated endoribonuclease Cas6,20200218,-
1104324,11595264,P186_RS04630,P186_RS04630,P186_1006,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200905,-
1104324,11595265,P186_RS04635,P186_RS04635,P186_1007,-,-,-,putative CRISPR-associated protein,protein-coding,-,-,-,putative CRISPR-associated protein,20200905,-
1104324,11595266,P186_RS04640,P186_RS04640,P186_1008,-,-,-,CRISPR-associated protein,protein-coding,-,-,-,CRISPR-associated protein,20200905,-
1104324,11595267,P186_RS04645,P186_RS04645,P186_1009,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20210208,-
1104324,11595268,P186_RS04650,P186_RS04650,P186_1010,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595270,cas2,P186_RS04655,P186_1013,-,-,-,CRISPR-associated endonuclease Cas2,protein-coding,-,-,-,CRISPR-associated endonuclease Cas2,20210605,-
1104324,11595272,cas4a,P186_RS04665,P186_1015,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,20210313,-
1104324,11595273,cas4,P186_RS04670,P186_1016,-,-,-,CRISPR-associated protein Cas4,protein-coding,-,-,-,CRISPR-associated protein Cas4,20201217,-
1104324,11595274,P186_RS04675,P186_RS04675,P186_1017,-,-,-,gamma-glutamylcyclotransferase,protein-coding,-,-,-,gamma-glutamylcyclotransferase,20210313,-
1104324,11595277,P186_RS04680,P186_RS04680,P186_1020,-,-,-,CRISPR-associated protein,protein-coding,-,-,-,CRISPR-associated protein,20200905,-
1104324,11595278,cas10,P186_RS04685,P186_1021,-,-,-,type III-B CRISPR-associated protein Cas10/Cmr2,protein-coding,-,-,-,type III-B CRISPR-associated protein Cas10/Cmr2,20200905,-
1104324,11595279,cmr4,P186_RS04690,P186_1022,-,-,-,type III-B CRISPR module RAMP protein Cmr4,protein-coding,-,-,-,type III-B CRISPR module RAMP protein Cmr4,20200905,-
1104324,11595280,cmr5,P186_RS04695,P186_1023,-,-,-,type III-B CRISPR module-associated protein Cmr5,protein-coding,-,-,-,type III-B CRISPR module-associated protein Cmr5,20200905,-
1104324,11595281,P186_RS04700,P186_RS04700,P186_1024,-,-,-,CRISPR-associated protein Cmr1,protein-coding,-,-,-,CRISPR-associated protein Cmr1,20200905,-
1104324,11595282,cmr6,P186_RS04705,P186_1025,-,-,-,type III-B CRISPR module RAMP protein Cmr6,protein-coding,-,-,-,type III-B CRISPR module RAMP protein Cmr6,20210529,-
1104324,11595283,P186_RS04710,P186_RS04710,P186_1026,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210313,-
1104324,11595284,P186_RS04715,P186_RS04715,P186_1027,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595285,P186_RS04720,P186_RS04720,P186_1028,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595286,P186_RS04725,P186_RS04725,P186_1029,-,-,-,TIGR01897 family CRISPR-associated protein,protein-coding,-,-,-,TIGR01897 family CRISPR-associated protein,20201217,-
1104324,11595287,P186_RS04730,P186_RS04730,P186_1030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595288,P186_RS04735,P186_RS04735,P186_1031,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595291,P186_RS04745,P186_RS04745,P186_1034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595292,P186_RS04750,P186_RS04750,P186_1035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595293,P186_RS04755,P186_RS04755,P186_1036,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595294,P186_RS04760,P186_RS04760,P186_1037,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595295,P186_RS04765,P186_RS04765,P186_1038,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595296,P186_RS04770,P186_RS04770,P186_1039,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200905,-
1104324,11595297,P186_RS04775,P186_RS04775,P186_1040,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,20201217,-
1104324,11595298,P186_RS04780,P186_RS04780,P186_1041,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20201028,-
1104324,11595299,P186_RS04785,P186_RS04785,P186_1042,-,-,-,primosomal protein,protein-coding,-,-,-,primosomal protein,20200905,-
1104324,11595300,P186_RS04790,P186_RS04790,P186_1043,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595301,P186_RS04795,P186_RS04795,P186_1044,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595303,P186_RS04800,P186_RS04800,P186_1046,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20201217,-
1104324,11595304,P186_RS04805,P186_RS04805,P186_1047,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200905,-
1104324,11595305,P186_RS04810,P186_RS04810,P186_1048,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20200905,-
1104324,11595306,P186_RS04815,P186_RS04815,P186_1049,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200218,-
1104324,11595307,P186_RS04820,P186_RS04820,P186_1050,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20201217,-
1104324,11595308,P186_RS04825,P186_RS04825,P186_1051,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20200905,-
1104324,11595309,P186_RS04830,P186_RS04830,P186_1052,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595310,P186_RS04835,P186_RS04835,P186_1053,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595311,P186_RS04840,P186_RS04840,P186_1054,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595314,P186_RS04855,P186_RS04855,P186_1057,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595315,P186_RS04860,P186_RS04860,P186_1058,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595316,P186_RS04865,P186_RS04865,P186_1059,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595317,P186_RS04875,P186_RS04875,P186_1061,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595318,P186_RS04880,P186_RS04880,P186_1062,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595319,P186_RS04885,P186_RS04885,P186_1063,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595320,P186_RS04890,P186_RS04890,P186_1064,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595321,P186_RS04895,P186_RS04895,P186_1065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595322,P186_RS04900,P186_RS04900,P186_1066,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595324,P186_RS04905,P186_RS04905,P186_1068,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595325,P186_RS04910,P186_RS04910,P186_1069,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595326,P186_RS04915,P186_RS04915,P186_1070,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200905,-
1104324,11595327,P186_RS04920,P186_RS04920,P186_1071,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595328,P186_RS04925,P186_RS04925,P186_1072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595329,P186_RS04935,P186_RS04935,P186_1073,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200905,-
1104324,11595330,P186_RS04940,P186_RS04940,P186_1074,-,-,-,tRNA-ribosyltransferase,protein-coding,-,-,-,tRNA-ribosyltransferase,20200905,-
1104324,11595331,P186_RS04945,P186_RS04945,P186_1075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595332,P186_RS04950,P186_RS04950,P186_1076,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200218,-
1104324,11595333,P186_RS04955,P186_RS04955,P186_1077,-,-,-,chlorohydrolase,protein-coding,-,-,-,chlorohydrolase,20201217,-
1104324,11595334,P186_RS04960,P186_RS04960,P186_1078,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595335,P186_RS04965,P186_RS04965,P186_1079,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595336,P186_RS04970,P186_RS04970,P186_1080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595337,P186_RS04975,P186_RS04975,P186_1081,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11595338,P186_RS04980,P186_RS04980,P186_1082,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595339,P186_RS04985,P186_RS04985,P186_1083,-,-,-,NADPH-dependent 7-cyano-7-deazaguanine reductase,protein-coding,-,-,-,NADPH-dependent 7-cyano-7-deazaguanine reductase,20200218,-
1104324,11595340,P186_RS04990,P186_RS04990,P186_1084,-,-,-,alpha-amylase,protein-coding,-,-,-,alpha-amylase,20201217,-
1104324,11595341,P186_RS04995,P186_RS04995,P186_1085,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200905,-
1104324,11595342,P186_RS05000,P186_RS05000,P186_1086,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20201217,-
1104324,11595343,P186_RS05005,P186_RS05005,P186_1087,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11595344,P186_RS05010,P186_RS05010,P186_1088,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20201217,-
1104324,11595345,P186_RS05015,P186_RS05015,P186_1089,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20200905,-
1104324,11595349,P186_RS05025,P186_RS05025,P186_1093,-,-,-,elongation factor EF-2,protein-coding,-,-,-,elongation factor EF-2,20200905,-
1104324,11595350,P186_RS05030,P186_RS05030,P186_1094,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20201217,-
1104324,11595351,P186_RS05035,P186_RS05035,P186_1095,-,-,-,iron chelate uptake ABC transporter family permease subunit,protein-coding,-,-,-,iron chelate uptake ABC transporter family permease subunit,20200905,-
1104324,11595352,P186_RS05040,P186_RS05040,P186_1096,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200905,-
1104324,11595353,P186_RS05045,P186_RS05045,P186_1097,-,-,-,insulinase family protein,protein-coding,-,-,-,insulinase family protein,20200905,-
1104324,11595355,P186_RS05050,P186_RS05050,P186_1099,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11595356,P186_RS05055,P186_RS05055,P186_1100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595357,P186_RS05060,P186_RS05060,P186_1101,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595358,P186_RS05070,P186_RS05070,P186_1104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595359,P186_RS05075,P186_RS05075,P186_1105,-,-,-,DUF504 domain-containing protein,protein-coding,-,-,-,DUF504 domain-containing protein,20200905,-
1104324,11595360,P186_RS05080,P186_RS05080,P186_1106,-,-,-,aspartate aminotransferase family protein,protein-coding,-,-,-,aspartate aminotransferase family protein,20200905,-
1104324,11595361,P186_RS05085,P186_RS05085,P186_1108,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20200905,-
1104324,11595362,P186_RS05090,P186_RS05090,P186_1107,-,-,-,vitamin K epoxide reductase family protein,protein-coding,-,-,-,vitamin K epoxide reductase family protein,20200218,-
1104324,11595363,P186_RS05095,P186_RS05095,P186_1109,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200905,-
1104324,11595364,P186_RS05100,P186_RS05100,P186_1110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210208,-
1104324,11595365,P186_RS05105,P186_RS05105,P186_1111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595366,P186_RS05110,P186_RS05110,P186_1112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595367,P186_RS05115,P186_RS05115,P186_1113,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20201217,-
1104324,11595368,P186_RS05120,P186_RS05120,P186_1114,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201217,-
1104324,11595369,P186_RS05125,P186_RS05125,P186_1115,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200905,-
1104324,11595373,P186_RS05130,P186_RS05130,P186_1119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595374,P186_RS05135,P186_RS05135,P186_1120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595375,P186_RS05140,P186_RS05140,P186_1121,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20200905,-
1104324,11595376,P186_RS05145,P186_RS05145,P186_1122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595377,P186_RS05150,P186_RS05150,P186_1123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595378,P186_RS05155,P186_RS05155,P186_1124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595379,P186_RS05160,P186_RS05160,P186_1125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595380,P186_RS05165,P186_RS05165,P186_1126,-,-,-,Nramp family divalent metal transporter,protein-coding,-,-,-,Nramp family divalent metal transporter,20210424,-
1104324,11595381,P186_RS05170,P186_RS05170,P186_1127,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201217,-
1104324,11595382,P186_RS05175,P186_RS05175,P186_1128,-,-,-,N-(5'-phosphoribosyl)anthranilate isomerase,protein-coding,-,-,-,N-(5'-phosphoribosyl)anthranilate isomerase,20200218,-
1104324,11595383,P186_RS05180,P186_RS05180,P186_1129,-,-,-,short-chain fatty acid transporter,protein-coding,-,-,-,short-chain fatty acid transporter,20201217,-
1104324,11595384,P186_RS05185,P186_RS05185,P186_1130,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20201028,-
1104324,11595385,P186_RS05190,P186_RS05190,P186_1131,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20200905,-
1104324,11595386,P186_RS05195,P186_RS05195,P186_1132,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20200905,-
1104324,11595387,P186_RS05200,P186_RS05200,P186_1133,-,-,-,thiolase domain-containing protein,protein-coding,-,-,-,thiolase domain-containing protein,20200905,-
1104324,11595388,P186_RS05205,P186_RS05205,P186_1134,-,-,-,thiolase domain-containing protein,protein-coding,-,-,-,thiolase domain-containing protein,20200905,-
1104324,11595389,P186_RS05210,P186_RS05210,P186_1135,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20200905,-
1104324,11595390,P186_RS05215,P186_RS05215,P186_1136,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20200218,-
1104324,11595391,P186_RS05220,P186_RS05220,P186_1137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595392,P186_RS05225,P186_RS05225,P186_1138,-,-,-,acyl-CoA thioesterase,protein-coding,-,-,-,acyl-CoA thioesterase,20200218,-
1104324,11595393,P186_RS05230,P186_RS05230,P186_1139,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20201028,-
1104324,11595394,P186_RS05235,P186_RS05235,P186_1140,-,-,-,thiolase domain-containing protein,protein-coding,-,-,-,thiolase domain-containing protein,20201217,-
1104324,11595395,P186_RS05240,P186_RS05240,P186_1141,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20200905,-
1104324,11595396,P186_RS05245,P186_RS05245,P186_1142,-,-,-,acyl--CoA ligase,protein-coding,-,-,-,acyl--CoA ligase,20200905,-
1104324,11595397,P186_RS05250,P186_RS05250,P186_1143,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,protein-coding,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,20200905,-
1104324,11595398,P186_RS05255,P186_RS05255,P186_1144,-,-,-,FAD binding domain-containing protein,protein-coding,-,-,-,FAD binding domain-containing protein,20201028,-
1104324,11595399,P186_RS05260,P186_RS05260,P186_1145,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20200905,-
1104324,11595400,P186_RS05265,P186_RS05265,P186_1146,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20200218,-
1104324,11595401,P186_RS05270,P186_RS05270,P186_1147,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20210605,-
1104324,11595402,P186_RS05275,P186_RS05275,P186_1148,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210313,-
1104324,11595403,P186_RS05280,P186_RS05280,P186_1149,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11595404,P186_RS05285,P186_RS05285,P186_1150,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
