#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2565781,42364381,LC1Nh_RS00005,LC1Nh_RS00005,LC1Nh_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20191110,-
2565781,42364695,LC1Nh_RS01575,LC1Nh_RS01575,LC1Nh_0312,-,-,-,winged helix DNA-binding protein,protein-coding,-,-,-,winged helix DNA-binding protein,20200926,-
2565781,42364696,LC1Nh_RS01580,LC1Nh_RS01580,LC1Nh_0313,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364697,LC1Nh_RS01585,LC1Nh_RS01585,LC1Nh_0314,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20191110,-
2565781,42364698,LC1Nh_RS01590,LC1Nh_RS01590,LC1Nh_0315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364699,LC1Nh_RS01595,LC1Nh_RS01595,LC1Nh_0316,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364700,LC1Nh_RS01600,LC1Nh_RS01600,LC1Nh_0317,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364701,LC1Nh_RS01605,LC1Nh_RS01605,LC1Nh_0318,-,-,-,inorganic pyrophosphatase,protein-coding,-,-,-,inorganic pyrophosphatase,20200926,-
2565781,42364702,LC1Nh_RS01610,LC1Nh_RS01610,LC1Nh_0319,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364703,LC1Nh_RS01615,LC1Nh_RS01615,LC1Nh_0320,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364704,LC1Nh_RS01620,LC1Nh_RS01620,LC1Nh_0321,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364705,gatE,LC1Nh_RS01625,LC1Nh_0322,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,20200926,-
2565781,42364706,LC1Nh_RS01630,LC1Nh_RS01630,LC1Nh_0323,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364707,LC1Nh_RS01635,LC1Nh_RS01635,LC1Nh_0324,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20191110,-
2565781,42364708,LC1Nh_RS01640,LC1Nh_RS01640,LC1Nh_0325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364709,gatD,LC1Nh_RS01645,LC1Nh_0326,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,20200926,-
2565781,42364710,LC1Nh_RS01650,LC1Nh_RS01650,LC1Nh_0327,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200926,-
2565781,42364711,LC1Nh_RS01655,LC1Nh_RS01655,LC1Nh_0328,-,-,-,DUF192 domain-containing protein,protein-coding,-,-,-,DUF192 domain-containing protein,20200926,-
2565781,42364712,LC1Nh_RS01660,LC1Nh_RS01660,LC1Nh_0329,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364713,LC1Nh_RS01665,LC1Nh_RS01665,LC1Nh_0330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364714,LC1Nh_RS01670,LC1Nh_RS01670,LC1Nh_0331,-,-,-,cryptochrome/photolyase family protein,protein-coding,-,-,-,cryptochrome/photolyase family protein,20200926,-
2565781,42364715,LC1Nh_RS01675,LC1Nh_RS01675,LC1Nh_0332,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364716,LC1Nh_RS01680,LC1Nh_RS01680,LC1Nh_0333,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364717,LC1Nh_RS01685,LC1Nh_RS01685,LC1Nh_0334,-,-,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20200926,-
2565781,42364718,LC1Nh_RS01690,LC1Nh_RS01690,LC1Nh_0335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364719,LC1Nh_RS01695,LC1Nh_RS01695,LC1Nh_0336,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364720,LC1Nh_RS01700,LC1Nh_RS01700,LC1Nh_0337,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364721,LC1Nh_RS01705,LC1Nh_RS01705,LC1Nh_0338,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364722,LC1Nh_RS01710,LC1Nh_RS01710,LC1Nh_0339,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364723,LC1Nh_RS01715,LC1Nh_RS01715,LC1Nh_0340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364724,LC1Nh_RS01720,LC1Nh_RS01720,LC1Nh_0341,-,-,-,mechanosensitive ion channel,protein-coding,-,-,-,mechanosensitive ion channel,20200926,-
2565781,42364725,LC1Nh_RS01725,LC1Nh_RS01725,LC1Nh_0342,-,-,-,glutamate--tRNA ligase,protein-coding,-,-,-,glutamate--tRNA ligase,20191110,-
2565781,42364726,LC1Nh_RS01730,LC1Nh_RS01730,LC1Nh_0343,-,-,-,thermosome subunit,protein-coding,-,-,-,thermosome subunit,20200926,-
2565781,42364727,LC1Nh_RS01735,LC1Nh_RS01735,LC1Nh_0344,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364728,LC1Nh_RS01740,LC1Nh_RS01740,LC1Nh_0345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364729,LC1Nh_RS01745,LC1Nh_RS01745,LC1Nh_0346,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364730,LC1Nh_RS01750,LC1Nh_RS01750,LC1Nh_0347,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364731,LC1Nh_RS01755,LC1Nh_RS01755,LC1Nh_0348,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364732,LC1Nh_RS01760,LC1Nh_RS01760,LC1Nh_0349,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364733,LC1Nh_RS01765,LC1Nh_RS01765,LC1Nh_0350,-,-,-,type IV secretion system protein VirB11,protein-coding,-,-,-,type IV secretion system protein VirB11,20200926,-
2565781,42364734,LC1Nh_RS01770,LC1Nh_RS01770,LC1Nh_0351,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364735,LC1Nh_RS01775,LC1Nh_RS01775,LC1Nh_0352,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364736,LC1Nh_RS01780,LC1Nh_RS01780,LC1Nh_0353,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364737,LC1Nh_RS01785,LC1Nh_RS01785,LC1Nh_0354,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364738,LC1Nh_RS01790,LC1Nh_RS01790,LC1Nh_0355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364739,LC1Nh_RS01795,LC1Nh_RS01795,LC1Nh_0356,-,-,-,replication factor C large subunit,protein-coding,-,-,-,replication factor C large subunit,20200926,-
2565781,42364740,LC1Nh_RS01800,LC1Nh_RS01800,LC1Nh_0357,-,-,-,replication factor C small subunit,protein-coding,-,-,-,replication factor C small subunit,20200926,-
2565781,42364741,LC1Nh_RS01805,LC1Nh_RS01805,LC1Nh_0358,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20191110,-
2565781,42364742,LC1Nh_RS01810,LC1Nh_RS01810,LC1Nh_0359,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364743,LC1Nh_RS01815,LC1Nh_RS01815,LC1Nh_0360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364744,LC1Nh_RS01820,LC1Nh_RS01820,LC1Nh_0361,-,-,-,twin-arginine translocation signal domain-containing protein,protein-coding,-,-,-,twin-arginine translocation signal domain-containing protein,20200926,-
2565781,42364745,trxA,LC1Nh_RS01825,LC1Nh_0362,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20200926,-
2565781,42364746,LC1Nh_RS01830,LC1Nh_RS01830,LC1Nh_0363,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20191110,-
2565781,42364747,LC1Nh_RS01835,LC1Nh_RS01835,LC1Nh_0364,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364748,LC1Nh_RS01840,LC1Nh_RS01840,LC1Nh_0365,-,-,-,mechanosensitive ion channel,protein-coding,-,-,-,mechanosensitive ion channel,20200926,-
2565781,42364749,LC1Nh_RS01845,LC1Nh_RS01845,LC1Nh_0366,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364750,LC1Nh_RS01850,LC1Nh_RS01850,LC1Nh_0367,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364751,LC1Nh_RS01855,LC1Nh_RS01855,LC1Nh_0368,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20200926,-
2565781,42364752,LC1Nh_RS01860,LC1Nh_RS01860,LC1Nh_0369,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364753,LC1Nh_RS01865,LC1Nh_RS01865,LC1Nh_0370,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20200926,-
2565781,42364754,LC1Nh_RS01870,LC1Nh_RS01870,LC1Nh_0371,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364755,LC1Nh_RS01875,LC1Nh_RS01875,LC1Nh_0372,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364756,LC1Nh_RS01880,LC1Nh_RS01880,LC1Nh_0373,-,-,-,TIGR00288 family NYN domain-containing protein,protein-coding,-,-,-,TIGR00288 family NYN domain-containing protein,20200926,-
2565781,42364757,LC1Nh_RS01885,LC1Nh_RS01885,LC1Nh_0374,-,-,-,YchF/TatD family DNA exonuclease,protein-coding,-,-,-,YchF/TatD family DNA exonuclease,20200926,-
2565781,42364758,LC1Nh_RS01890,LC1Nh_RS01890,LC1Nh_0375,-,-,-,methionine adenosyltransferase,protein-coding,-,-,-,methionine adenosyltransferase,20200926,-
2565781,42364759,LC1Nh_RS01895,LC1Nh_RS01895,LC1Nh_0376,-,-,-,dCTP deaminase,protein-coding,-,-,-,dCTP deaminase,20200926,-
2565781,42364760,LC1Nh_RS01900,LC1Nh_RS01900,LC1Nh_0377,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364761,LC1Nh_RS01905,LC1Nh_RS01905,LC1Nh_0378,-,-,-,DUF368 domain-containing protein,protein-coding,-,-,-,DUF368 domain-containing protein,20200926,-
2565781,42364762,LC1Nh_RS01910,LC1Nh_RS01910,LC1Nh_0379,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364763,prf1,LC1Nh_RS01915,LC1Nh_0380,-,-,-,peptide chain release factor 1,protein-coding,-,-,-,peptide chain release factor 1,20200926,-
2565781,42364764,LC1Nh_RS01920,LC1Nh_RS01920,LC1Nh_0381,-,-,-,valine--tRNA ligase,protein-coding,-,-,-,valine--tRNA ligase,20200926,-
2565781,42364765,LC1Nh_RS01925,LC1Nh_RS01925,LC1Nh_0382,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364766,LC1Nh_RS01930,LC1Nh_RS01930,LC1Nh_0383,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364767,LC1Nh_RS01935,LC1Nh_RS01935,LC1Nh_0384,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364768,LC1Nh_RS01940,LC1Nh_RS01940,LC1Nh_0385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364769,LC1Nh_RS01945,LC1Nh_RS01945,LC1Nh_0386,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364770,metG,LC1Nh_RS01950,LC1Nh_0387,-,-,-,methionine--tRNA ligase,protein-coding,-,-,-,methionine--tRNA ligase,20191110,-
2565781,42364771,LC1Nh_RS01955,LC1Nh_RS01955,LC1Nh_0388,-,-,-,HAD hydrolase-like protein,protein-coding,-,-,-,HAD hydrolase-like protein,20200926,-
2565781,42364772,LC1Nh_RS01960,LC1Nh_RS01960,LC1Nh_0389,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20191110,-
2565781,42364773,LC1Nh_RS01965,LC1Nh_RS01965,LC1Nh_0390,-,-,-,30S ribosomal protein S17e,protein-coding,-,-,-,30S ribosomal protein S17e,20200926,-
2565781,42364774,LC1Nh_RS01970,LC1Nh_RS01970,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364775,LC1Nh_RS01975,LC1Nh_RS01975,LC1Nh_0391,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364776,LC1Nh_RS01980,LC1Nh_RS01980,LC1Nh_0392,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42364777,LC1Nh_RS01985,LC1Nh_RS01985,LC1Nh_0393,-,-,-,ribosome biogenesis/translation initiation ATPase RLI,protein-coding,-,-,-,ribosome biogenesis/translation initiation ATPase RLI,20200926,-
2565781,42364778,LC1Nh_RS01990,LC1Nh_RS01990,LC1Nh_0394,-,-,-,transcription elongation factor NusA,protein-coding,-,-,-,transcription elongation factor NusA,20191110,-
2565781,42364779,LC1Nh_RS01995,LC1Nh_RS01995,LC1Nh_0395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364780,ftsZ,LC1Nh_RS02000,LC1Nh_0396,-,-,-,cell division protein FtsZ,protein-coding,-,-,-,cell division protein FtsZ,20200926,-
2565781,42364781,gatC,LC1Nh_RS02005,LC1Nh_0397,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,20191110,-
2565781,42364782,LC1Nh_RS02010,LC1Nh_RS02010,LC1Nh_0398,-,-,-,YfcE family phosphodiesterase,protein-coding,-,-,-,YfcE family phosphodiesterase,20200926,-
2565781,42364783,LC1Nh_RS02015,LC1Nh_RS02015,LC1Nh_0399,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364784,LC1Nh_RS02020,LC1Nh_RS02020,LC1Nh_0400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364785,LC1Nh_RS02025,LC1Nh_RS02025,LC1Nh_0401,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364786,LC1Nh_RS02030,LC1Nh_RS02030,LC1Nh_0402,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364787,LC1Nh_RS02035,LC1Nh_RS02035,LC1Nh_0403,-,-,-,twin-arginine translocation signal domain-containing protein,protein-coding,-,-,-,twin-arginine translocation signal domain-containing protein,20200926,-
2565781,42364788,LC1Nh_RS02040,LC1Nh_RS02040,LC1Nh_0404,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364789,LC1Nh_RS02045,LC1Nh_RS02045,LC1Nh_0405,-,-,-,isoleucine--tRNA ligase,protein-coding,-,-,-,isoleucine--tRNA ligase,20200926,-
2565781,42364790,LC1Nh_RS02050,LC1Nh_RS02050,LC1Nh_0406,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364791,LC1Nh_RS02055,LC1Nh_RS02055,LC1Nh_0407,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364792,LC1Nh_RS02060,LC1Nh_RS02060,LC1Nh_0408,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200926,-
2565781,42364793,LC1Nh_RS02065,LC1Nh_RS02065,LC1Nh_0409,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364794,LC1Nh_RS02070,LC1Nh_RS02070,LC1Nh_0410,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364795,LC1Nh_RS02075,LC1Nh_RS02075,LC1Nh_0411,-,-,-,cysteine--tRNA ligase,protein-coding,-,-,-,cysteine--tRNA ligase,20200926,-
2565781,42364796,LC1Nh_RS02080,LC1Nh_RS02080,LC1Nh_0412,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364797,LC1Nh_RS02085,LC1Nh_RS02085,LC1Nh_0413,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42364798,LC1Nh_RS02090,LC1Nh_RS02090,LC1Nh_0414,-,-,-,riboflavin synthase,protein-coding,-,-,-,riboflavin synthase,20200926,-
2565781,42364799,LC1Nh_RS02095,LC1Nh_RS02095,LC1Nh_0415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364800,LC1Nh_RS02100,LC1Nh_RS02100,LC1Nh_0416,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364801,LC1Nh_RS02105,LC1Nh_RS02105,LC1Nh_0417,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364802,LC1Nh_RS02110,LC1Nh_RS02110,LC1Nh_0418,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364803,LC1Nh_RS02115,LC1Nh_RS02115,LC1Nh_0419,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364804,LC1Nh_RS02120,LC1Nh_RS02120,LC1Nh_0420,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364805,LC1Nh_RS02125,LC1Nh_RS02125,LC1Nh_0421,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364806,LC1Nh_RS02130,LC1Nh_RS02130,LC1Nh_0422,-,-,-,twin-arginine translocation signal domain-containing protein,protein-coding,-,-,-,twin-arginine translocation signal domain-containing protein,20191110,-
2565781,42364807,LC1Nh_RS02135,LC1Nh_RS02135,LC1Nh_0423,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364808,LC1Nh_RS02140,LC1Nh_RS02140,LC1Nh_0424,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364809,LC1Nh_RS02145,LC1Nh_RS02145,LC1Nh_0425,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200926,-
2565781,42364810,LC1Nh_RS02150,LC1Nh_RS02150,LC1Nh_0426,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200926,-
2565781,42364811,LC1Nh_RS02155,LC1Nh_RS02155,LC1Nh_0427,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364812,LC1Nh_RS02160,LC1Nh_RS02160,LC1Nh_0428,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364813,LC1Nh_RS02165,LC1Nh_RS02165,LC1Nh_0429,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364814,LC1Nh_RS02170,LC1Nh_RS02170,LC1Nh_0430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364815,LC1Nh_RS02175,LC1Nh_RS02175,LC1Nh_0431,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364816,tatA,LC1Nh_RS02180,LC1Nh_0432,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20200926,-
2565781,42364817,tatC,LC1Nh_RS02185,LC1Nh_0433,-,-,-,twin-arginine translocase subunit TatC,protein-coding,-,-,-,twin-arginine translocase subunit TatC,20200926,-
2565781,42364818,LC1Nh_RS02190,LC1Nh_RS02190,LC1Nh_0434,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364819,LC1Nh_RS02195,LC1Nh_RS02195,LC1Nh_0435,-,-,-,twin-arginine translocation signal domain-containing protein,protein-coding,-,-,-,twin-arginine translocation signal domain-containing protein,20200926,-
2565781,42364820,LC1Nh_RS02200,LC1Nh_RS02200,LC1Nh_0436,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364821,LC1Nh_RS02205,LC1Nh_RS02205,LC1Nh_0437,-,-,-,tRNA pseudouridine(54/55) synthase Pus10,protein-coding,-,-,-,tRNA pseudouridine(54/55) synthase Pus10,20200926,-
2565781,42364822,LC1Nh_RS02210,LC1Nh_RS02210,LC1Nh_0438,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364823,LC1Nh_RS02215,LC1Nh_RS02215,LC1Nh_0439,-,-,-,50S ribosomal protein L21e,protein-coding,-,-,-,50S ribosomal protein L21e,20200926,-
2565781,42364824,LC1Nh_RS02220,LC1Nh_RS02220,LC1Nh_0440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364825,LC1Nh_RS02225,LC1Nh_RS02225,LC1Nh_0441,-,-,-,DUF655 domain-containing protein,protein-coding,-,-,-,DUF655 domain-containing protein,20200926,-
2565781,42364826,rsmA,LC1Nh_RS02230,LC1Nh_0442,-,-,-,ribosomal RNA small subunit methyltransferase A,protein-coding,-,-,-,ribosomal RNA small subunit methyltransferase A,20200926,-
2565781,42364827,LC1Nh_RS02235,LC1Nh_RS02235,LC1Nh_0443,-,-,-,DUF86 domain-containing protein,protein-coding,-,-,-,DUF86 domain-containing protein,20200926,-
2565781,42364828,LC1Nh_RS02240,LC1Nh_RS02240,LC1Nh_0444,-,-,-,DNA polymerase subunit beta,protein-coding,-,-,-,DNA polymerase subunit beta,20200926,-
2565781,42364829,LC1Nh_RS02245,LC1Nh_RS02245,LC1Nh_0445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364830,LC1Nh_RS02250,LC1Nh_RS02250,LC1Nh_0446,-,-,-,CTP synthase,protein-coding,-,-,-,CTP synthase,20200926,-
2565781,42364831,LC1Nh_RS02255,LC1Nh_RS02255,LC1Nh_0447,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200926,-
2565781,42364832,LC1Nh_RS02260,LC1Nh_RS02260,LC1Nh_0448,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364833,LC1Nh_RS02265,LC1Nh_RS02265,LC1Nh_0449,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364834,LC1Nh_RS02270,LC1Nh_RS02270,LC1Nh_0450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364835,LC1Nh_RS02275,LC1Nh_RS02275,LC1Nh_0451,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364836,LC1Nh_RS02280,LC1Nh_RS02280,LC1Nh_0452,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200926,-
2565781,42364837,LC1Nh_RS02285,LC1Nh_RS02285,LC1Nh_0453,-,-,-,DUF1512 domain-containing protein,protein-coding,-,-,-,DUF1512 domain-containing protein,20200926,-
2565781,42364838,LC1Nh_RS02290,LC1Nh_RS02290,LC1Nh_0454,-,-,-,DUF433 domain-containing protein,protein-coding,-,-,-,DUF433 domain-containing protein,20200926,-
2565781,42364839,LC1Nh_RS02295,LC1Nh_RS02295,LC1Nh_0455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364840,LC1Nh_RS02300,LC1Nh_RS02300,LC1Nh_0456,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364841,LC1Nh_RS02305,LC1Nh_RS02305,LC1Nh_0457,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364842,LC1Nh_RS02310,LC1Nh_RS02310,LC1Nh_0458,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200926,-
2565781,42364843,LC1Nh_RS02315,LC1Nh_RS02315,LC1Nh_0459,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364844,LC1Nh_RS02320,LC1Nh_RS02320,LC1Nh_0460,-,-,-,proline--tRNA ligase,protein-coding,-,-,-,proline--tRNA ligase,20200926,-
2565781,42364845,LC1Nh_RS02325,LC1Nh_RS02325,LC1Nh_0461,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200926,-
2565781,42364846,LC1Nh_RS02330,LC1Nh_RS02330,LC1Nh_0462,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364847,LC1Nh_RS02335,LC1Nh_RS02335,LC1Nh_0463,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364848,LC1Nh_RS02340,LC1Nh_RS02340,LC1Nh_0464,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200926,-
2565781,42364849,LC1Nh_RS02345,LC1Nh_RS02345,LC1Nh_0465,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20200926,-
2565781,42364850,LC1Nh_RS02350,LC1Nh_RS02350,LC1Nh_0466,-,-,-,M20/M25/M40 family metallo-hydrolase,protein-coding,-,-,-,M20/M25/M40 family metallo-hydrolase,20200926,-
2565781,42364851,menC,LC1Nh_RS02355,LC1Nh_0467,-,-,-,o-succinylbenzoate synthase,protein-coding,-,-,-,o-succinylbenzoate synthase,20200926,-
2565781,42364852,LC1Nh_RS02360,LC1Nh_RS02360,LC1Nh_0468,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364853,LC1Nh_RS02365,LC1Nh_RS02365,LC1Nh_0469,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
