#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
41875,18158058,Rps12,BathyMg00251,-,-,MT,-,ribosomal protein S12,protein-coding,-,-,-,-,20160827,-
41875,19014480,Bathy08g05000,Bathy08g05000,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014481,Bathy08g05010,Bathy08g05010,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014482,Bathy08g05020,Bathy08g05020,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014483,Bathy08g05030,Bathy08g05030,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014484,Bathy08g05040,Bathy08g05040,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014485,Bathy08g05050,Bathy08g05050,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014486,Bathy08g05060,Bathy08g05060,-,-,8,-,translation elongation factor 1-alpha,protein-coding,-,-,-,-,20170826,-
41875,19014487,Bathy08g05070,Bathy08g05070,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014488,Bathy08g05080,Bathy08g05080,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014489,Bathy08g05090,Bathy08g05090,-,-,8,-,polynucleotide phosphorylase/polyadenylase,protein-coding,-,-,-,-,20170826,-
41875,19014490,Bathy08g01700,Bathy08g01700,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014491,Bathy08g00010,Bathy08g00010,-,-,8,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014492,Bathy07g00020,Bathy07g00020,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014493,Bathy07g00030,Bathy07g00030,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014494,Bathy07g00040,Bathy07g00040,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014495,Bathy07g00050,Bathy07g00050,-,-,7,-,DUF563 domain protein,protein-coding,-,-,-,-,20170826,-
41875,19014496,Bathy07g00060,Bathy07g00060,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014497,Bathy07g00070,Bathy07g00070,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014498,Bathy07g00080,Bathy07g00080,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014499,Bathy07g00090,Bathy07g00090,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014500,Bathy07g00100,Bathy07g00100,-,-,7,-,hypothetical protein CHLNCDRAFT_136965,protein-coding,-,-,-,-,20170826,-
41875,19014501,Bathy07g00110,Bathy07g00110,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014502,Bathy07g00120,Bathy07g00120,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014503,Bathy07g00130,Bathy07g00130,-,-,7,-,CPD photolyase,protein-coding,-,-,-,-,20170826,-
41875,19014504,Bathy07g00140,Bathy07g00140,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014505,Bathy07g00150,Bathy07g00150,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014506,Bathy07g00160,Bathy07g00160,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014507,Bathy07g00170,Bathy07g00170,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014508,Bathy07g00180,Bathy07g00180,-,-,7,-,30S ribosomal protein S13,protein-coding,-,-,-,-,20170826,-
41875,19014509,Bathy07g00190,Bathy07g00190,-,-,7,-,peptide deformylase,protein-coding,-,-,-,-,20170826,-
41875,19014510,Bathy07g00200,Bathy07g00200,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014511,Bathy07g00210,Bathy07g00210,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014512,Bathy07g00220,Bathy07g00220,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014513,Bathy07g00230,Bathy07g00230,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014514,Bathy07g00240,Bathy07g00240,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014515,Bathy07g00250,Bathy07g00250,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014516,Bathy07g00260,Bathy07g00260,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014517,Bathy07g00270,Bathy07g00270,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014518,Bathy07g00280,Bathy07g00280,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014519,Bathy07g00290,Bathy07g00290,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014520,Bathy07g00300,Bathy07g00300,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014521,Bathy07g00310,Bathy07g00310,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014522,Bathy07g00320,Bathy07g00320,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014523,Bathy07g00330,Bathy07g00330,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014524,Bathy07g00340,Bathy07g00340,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014525,Bathy07g00350,Bathy07g00350,-,-,7,-,hydroxyacylglutathione hydrolase,protein-coding,-,-,-,-,20170826,-
41875,19014526,Bathy07g00360,Bathy07g00360,-,-,7,-,"chloroplast sedoheptulose-1,7-bisphosphatase",protein-coding,-,-,-,-,20170826,-
41875,19014527,Bathy07g00370,Bathy07g00370,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014528,Bathy07g00380,Bathy07g00380,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014529,Bathy07g00390,Bathy07g00390,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014530,Bathy07g00400,Bathy07g00400,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014531,Bathy07g00410,Bathy07g00410,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014532,Bathy07g00420,Bathy07g00420,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014533,Bathy07g00430,Bathy07g00430,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014534,Bathy07g00440,Bathy07g00440,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014535,Bathy07g00450,Bathy07g00450,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014536,Bathy07g00460,Bathy07g00460,-,-,7,-,chromosome segregation protein SMC,protein-coding,-,-,-,-,20170826,-
41875,19014537,Bathy07g00470,Bathy07g00470,-,-,7,-,60S ribosomal protein L12,protein-coding,-,-,-,-,20170826,-
41875,19014538,Bathy07g00480,Bathy07g00480,-,-,7,-,chaperone protein DnaJ,protein-coding,-,-,-,-,20170826,-
41875,19014539,Bathy07g00490,Bathy07g00490,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014540,Bathy07g00500,Bathy07g00500,-,-,7,-,tRNA modification GTPase TrmE,protein-coding,-,-,-,-,20170826,-
41875,19014541,Bathy07g00510,Bathy07g00510,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014542,Bathy07g00520,Bathy07g00520,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014543,Bathy07g00530,Bathy07g00530,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014544,Bathy07g00540,Bathy07g00540,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014545,Bathy07g00550,Bathy07g00550,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014546,Bathy07g00560,Bathy07g00560,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014547,Bathy07g00570,Bathy07g00570,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014548,Bathy07g00580,Bathy07g00580,-,-,7,-,envelope membrane protein (Partial),protein-coding,-,-,-,-,20170826,-
41875,19014549,Bathy07g00590,Bathy07g00590,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014550,Bathy07g00600,Bathy07g00600,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014551,Bathy07g00610,Bathy07g00610,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014552,Bathy07g00620,Bathy07g00620,-,-,7,-,ORF73,protein-coding,-,-,-,-,20170826,-
41875,19014553,Bathy07g00630,Bathy07g00630,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014554,Bathy07g00640,Bathy07g00640,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014555,Bathy07g00650,Bathy07g00650,-,-,7,-,myosin-7B,protein-coding,-,-,-,-,20170826,-
41875,19014556,Bathy07g00660,Bathy07g00660,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014557,Bathy07g00670,Bathy07g00670,-,-,7,-,plasminogen,protein-coding,-,-,-,-,20170826,-
41875,19014558,Bathy07g00680,Bathy07g00680,-,-,7,-,pentapeptide repeat-containing protein,protein-coding,-,-,-,-,20170826,-
41875,19014559,Bathy07g00690,Bathy07g00690,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014560,Bathy07g00700,Bathy07g00700,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014561,Bathy07g00710,Bathy07g00710,-,-,7,-,"Protein phosphatase 1, regulatory subunit, and related proteins (ISS)",protein-coding,-,-,-,-,20170826,-
41875,19014562,Bathy07g00720,Bathy07g00720,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014563,Bathy07g00730,Bathy07g00730,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014564,Bathy07g00740,Bathy07g00740,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014565,Bathy07g00750,Bathy07g00750,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014566,Bathy07g00760,Bathy07g00760,-,-,7,-,oligoendopeptidase F,protein-coding,-,-,-,-,20170826,-
41875,19014567,Bathy07g00770,Bathy07g00770,-,-,7,-,cysteinyl-tRNA synthetase,protein-coding,-,-,-,-,20170826,-
41875,19014568,Bathy07g00780,Bathy07g00780,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014569,Bathy07g00790,Bathy07g00790,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014570,Bathy07g00800,Bathy07g00800,-,-,7,-,unnamed protein product (Partial),protein-coding,-,-,-,-,20170826,-
41875,19014571,Bathy07g00810,Bathy07g00810,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014572,Bathy07g00820,Bathy07g00820,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014573,Bathy07g00830,Bathy07g00830,-,-,7,-,cytoplasmic asparaginase I,protein-coding,-,-,-,-,20170826,-
41875,19014574,Bathy07g00840,Bathy07g00840,-,-,7,-,chaperone protein DnaJ,protein-coding,-,-,-,-,20170826,-
41875,19014575,Bathy07g00850,Bathy07g00850,-,-,7,-,OHCU decarboxylase,protein-coding,-,-,-,-,20170826,-
41875,19014576,Bathy07g00860,Bathy07g00860,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014577,Bathy07g00870,Bathy07g00870,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014578,Bathy07g00880,Bathy07g00880,-,-,7,-,"radical SAM enzyme, Cfr family",protein-coding,-,-,-,-,20170826,-
41875,19014579,Bathy07g00890,Bathy07g00890,-,-,7,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19014580,Bathy07g00900,Bathy07g00900,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014581,Bathy07g00910,Bathy07g00910,-,-,7,-,"cobalamin synthesis protein, P47K",protein-coding,-,-,-,-,20170826,-
41875,19014582,Bathy07g00920,Bathy07g00920,-,-,7,-,DNA repair and recombination protein RadA,protein-coding,-,-,-,-,20170826,-
41875,19014583,Bathy07g00930,Bathy07g00930,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014584,Bathy07g00940,Bathy07g00940,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014585,Bathy07g00950,Bathy07g00950,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014586,Bathy07g00960,Bathy07g00960,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014587,Bathy07g00970,Bathy07g00970,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014588,Bathy07g00980,Bathy07g00980,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014589,Bathy07g00990,Bathy07g00990,-,-,7,-,ribosomal biogenesis GTPase,protein-coding,-,-,-,-,20170826,-
41875,19014590,Bathy07g01000,Bathy07g01000,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014591,Bathy07g01010,Bathy07g01010,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014592,Bathy07g01020,Bathy07g01020,-,-,7,-,light-harvesting protein of photosystem I,protein-coding,-,-,-,-,20170826,-
41875,19014593,Bathy07g01030,Bathy07g01030,-,-,7,-,exostosin family protein (ISS),protein-coding,-,-,-,-,20170826,-
41875,19014594,Bathy07g01040,Bathy07g01040,-,-,7,-,"RNA recognition motif family protein, expressed",protein-coding,-,-,-,-,20170826,-
41875,19014595,Bathy07g01050,Bathy07g01050,-,-,7,-,tRNA 2-selenouridine synthase,protein-coding,-,-,-,-,20170826,-
41875,19014596,Bathy07g01060,Bathy07g01060,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014597,Bathy07g01070,Bathy07g01070,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014598,Bathy07g01080,Bathy07g01080,-,-,7,-,sarcoplasmic/endoplasmic reticulum calcium ATPase 1,protein-coding,-,-,-,-,20170826,-
41875,19014599,Bathy07g01090,Bathy07g01090,-,-,7,-,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein,protein-coding,-,-,-,-,20170826,-
41875,19014600,Bathy07g01100,Bathy07g01100,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014601,Bathy07g01110,Bathy07g01110,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014602,Bathy07g01120,Bathy07g01120,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014603,Bathy07g01130,Bathy07g01130,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014604,Bathy07g01140,Bathy07g01140,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014605,Bathy07g01150,Bathy07g01150,-,-,7,-,translation initiation factor IF-3,protein-coding,-,-,-,-,20170826,-
41875,19014606,Bathy07g01160,Bathy07g01160,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014607,Bathy07g01170,Bathy07g01170,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014608,Bathy07g01180,Bathy07g01180,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014609,Bathy07g01190,Bathy07g01190,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014610,Bathy07g01200,Bathy07g01200,-,-,7,-,eukaryotic translation initiation factor 5B,protein-coding,-,-,-,-,20170826,-
41875,19014611,Bathy07g01210,Bathy07g01210,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014612,Bathy07g01220,Bathy07g01220,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014613,Bathy07g01230,Bathy07g01230,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014614,Bathy07g01240,Bathy07g01240,-,-,7,-,Solute:Sodium symporter family,protein-coding,-,-,-,-,20170826,-
41875,19014615,Bathy07g01250,Bathy07g01250,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014616,Bathy07g01260,Bathy07g01260,-,-,7,-,mitochondrial carrier family,protein-coding,-,-,-,-,20170826,-
41875,19014617,Bathy07g01270,Bathy07g01270,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014618,Bathy07g01280,Bathy07g01280,-,-,7,-,agmatinase,protein-coding,-,-,-,-,20170826,-
41875,19014619,Bathy07g01290,Bathy07g01290,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014620,Bathy07g01300,Bathy07g01300,-,-,7,-,FeS assembly ATPase SufC,protein-coding,-,-,-,-,20170826,-
41875,19014621,Bathy07g01310,Bathy07g01310,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014622,Bathy07g01320,Bathy07g01320,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014623,Bathy07g01330,Bathy07g01330,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014624,Bathy07g01340,Bathy07g01340,-,-,7,-,lipase maturation factor 2,protein-coding,-,-,-,-,20170826,-
41875,19014625,Bathy07g01350,Bathy07g01350,-,-,7,-,PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein,protein-coding,-,-,-,-,20170826,-
41875,19014626,Bathy07g01360,Bathy07g01360,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014627,Bathy07g01370,Bathy07g01370,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014628,Bathy07g01380,Bathy07g01380,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014629,Bathy07g01390,Bathy07g01390,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014630,Bathy07g01400,Bathy07g01400,-,-,7,-,methionine synthase,protein-coding,-,-,-,-,20170826,-
41875,19014631,Bathy07g01410,Bathy07g01410,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014632,Bathy07g01420,Bathy07g01420,-,-,7,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19014633,Bathy07g01430,Bathy07g01430,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014634,Bathy07g01440,Bathy07g01440,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014635,Bathy07g01450,Bathy07g01450,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014636,Bathy07g01460,Bathy07g01460,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014637,Bathy07g01470,Bathy07g01470,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014638,Bathy07g01480,Bathy07g01480,-,-,7,-,potassium efflux system protein,protein-coding,-,-,-,-,20170826,-
41875,19014639,Bathy07g01490,Bathy07g01490,-,-,7,-,Predicted E3 ubiquitin ligase (ISS),protein-coding,-,-,-,-,20170826,-
41875,19014640,Bathy07g01500,Bathy07g01500,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014641,Bathy07g01510,Bathy07g01510,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014642,Bathy07g01520,Bathy07g01520,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014643,Bathy07g01530,Bathy07g01530,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014644,Bathy07g01540,Bathy07g01540,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014645,Bathy07g01550,Bathy07g01550,-,-,7,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19014646,Bathy07g01560,Bathy07g01560,-,-,7,-,enhanced disease resistance 1,protein-coding,-,-,-,-,20170826,-
41875,19014647,Bathy07g01570,Bathy07g01570,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014648,Bathy07g01580,Bathy07g01580,-,-,7,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19014649,Bathy07g01590,Bathy07g01590,-,-,7,-,"carotene biosynthesis related or early light induced-like protein, chloroplast percursor",protein-coding,-,-,-,-,20170826,-
41875,19014650,Bathy07g01600,Bathy07g01600,-,-,7,-,peptide methionine sulfoxide reductase,protein-coding,-,-,-,-,20170826,-
41875,19014651,Bathy07g01610,Bathy07g01610,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014652,Bathy07g01620,Bathy07g01620,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014653,Bathy07g01630,Bathy07g01630,-,-,7,-,Drug/Metabolite transporter superfamily,protein-coding,-,-,-,-,20170826,-
41875,19014654,Bathy07g01640,Bathy07g01640,-,-,7,-,2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase,protein-coding,-,-,-,-,20170826,-
41875,19014655,Bathy07g01650,Bathy07g01650,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014656,Bathy07g01660,Bathy07g01660,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014657,Bathy07g01670,Bathy07g01670,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014658,Bathy07g01680,Bathy07g01680,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014659,Bathy07g01690,Bathy07g01690,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014660,Bathy07g01700,Bathy07g01700,-,-,7,-,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",protein-coding,-,-,-,-,20170826,-
41875,19014661,Bathy07g01710,Bathy07g01710,-,-,7,-,40S ribosomal protein S15,protein-coding,-,-,-,-,20170826,-
41875,19014662,Bathy07g01720,Bathy07g01720,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014663,Bathy07g01730,Bathy07g01730,-,-,7,-,"mitochondrial phosphate carrier protein, putative",protein-coding,-,-,-,-,20170826,-
41875,19014664,Bathy07g01740,Bathy07g01740,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014665,Bathy07g01750,Bathy07g01750,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014666,Bathy07g01760,Bathy07g01760,-,-,7,-,50S ribosomal protein L1,protein-coding,-,-,-,-,20170826,-
41875,19014667,Bathy07g01770,Bathy07g01770,-,-,7,-,ADP-ribosylation factor,protein-coding,-,-,-,-,20170826,-
41875,19014668,Bathy07g01780,Bathy07g01780,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014669,Bathy07g01790,Bathy07g01790,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014670,Bathy07g01800,Bathy07g01800,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014671,QPRT,Bathy07g01810,-,-,7,-,putative quinolinate phosphoribosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19014672,Bathy07g01830,Bathy07g01830,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014673,Bathy07g01840,Bathy07g01840,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014674,Bathy07g01850,Bathy07g01850,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014675,Bathy07g01860,Bathy07g01860,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014676,Bathy07g01870,Bathy07g01870,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014677,Bathy07g01880,Bathy07g01880,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014678,Bathy07g01890,Bathy07g01890,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014679,Bathy07g01900,Bathy07g01900,-,-,7,-,peptidase putative,protein-coding,-,-,-,-,20170826,-
41875,19014680,Bathy07g01910,Bathy07g01910,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014681,Bathy07g01920,Bathy07g01920,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014682,Bathy07g01930,Bathy07g01930,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014683,Bathy07g01940,Bathy07g01940,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014684,Bathy07g01950,Bathy07g01950,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014685,Bathy07g01960,Bathy07g01960,-,-,7,-,60S ribosomal protein L10,protein-coding,-,-,-,-,20170826,-
41875,19014686,Bathy07g01970,Bathy07g01970,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014687,Bathy07g01980,Bathy07g01980,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014688,Bathy07g01990,Bathy07g01990,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014689,Bathy07g02000,Bathy07g02000,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014690,Bathy07g02010,Bathy07g02010,-,-,7,-,zeta-carotene desaturase,protein-coding,-,-,-,-,20170826,-
41875,19014691,Bathy07g02020,Bathy07g02020,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014692,Bathy07g02030,Bathy07g02030,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014693,Bathy07g02040,Bathy07g02040,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014694,Bathy07g02050,Bathy07g02050,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19014695,Bathy07g02060,Bathy07g02060,-,-,7,-,THO complex subunit 3,protein-coding,-,-,-,-,20170826,-
41875,19014696,Bathy07g02070,Bathy07g02070,-,-,7,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
