#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
215250,37039739,FA10DRAFT_100211,FA10DRAFT_100211,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200918,-
215250,37044552,FA10DRAFT_269139,FA10DRAFT_269139,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20200918,-
215250,37044553,FA10DRAFT_269141,FA10DRAFT_269141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044554,FA10DRAFT_269142,FA10DRAFT_269142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044555,FA10DRAFT_269144,FA10DRAFT_269144,-,-,Unknown,-,Phosphoenolpyruvate/pyruvate domain-containing protein,protein-coding,-,-,-,Phosphoenolpyruvate/pyruvate domain-containing protein,20200918,-
215250,37044556,FA10DRAFT_269145,FA10DRAFT_269145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044557,FA10DRAFT_269150,FA10DRAFT_269150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044558,FA10DRAFT_269153,FA10DRAFT_269153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044559,FA10DRAFT_269154,FA10DRAFT_269154,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200918,-
215250,37044560,FA10DRAFT_269156,FA10DRAFT_269156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044561,FA10DRAFT_269159,FA10DRAFT_269159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044562,FA10DRAFT_269163,FA10DRAFT_269163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044563,FA10DRAFT_269164,FA10DRAFT_269164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044564,FA10DRAFT_269166,FA10DRAFT_269166,-,-,Unknown,-,sugar transporter,protein-coding,-,-,-,sugar transporter,20200918,-
215250,37044565,FA10DRAFT_269172,FA10DRAFT_269172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044566,FA10DRAFT_269173,FA10DRAFT_269173,-,-,Unknown,-,PLC-like phosphodiesterase,protein-coding,-,-,-,PLC-like phosphodiesterase,20200918,-
215250,37044567,FA10DRAFT_269174,FA10DRAFT_269174,-,-,Unknown,-,"putative SSB2-heat shock protein of HSP70 family, cytosolic",protein-coding,-,-,-,"putative SSB2-heat shock protein of HSP70 family, cytosolic",20200918,-
215250,37044568,FA10DRAFT_269176,FA10DRAFT_269176,-,-,Unknown,-,ribosomal protein S2,protein-coding,-,-,-,ribosomal protein S2,20200918,-
215250,37044569,FA10DRAFT_269177,FA10DRAFT_269177,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20200918,-
215250,37044570,FA10DRAFT_269178,FA10DRAFT_269178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044571,FA10DRAFT_269181,FA10DRAFT_269181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044572,FA10DRAFT_269184,FA10DRAFT_269184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044573,FA10DRAFT_269185,FA10DRAFT_269185,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044574,FA10DRAFT_269189,FA10DRAFT_269189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044575,FA10DRAFT_269192,FA10DRAFT_269192,-,-,Unknown,-,ENTH-domain-containing protein,protein-coding,-,-,-,ENTH-domain-containing protein,20200918,-
215250,37044576,FA10DRAFT_269196,FA10DRAFT_269196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044577,FA10DRAFT_269199,FA10DRAFT_269199,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20200918,-
215250,37044578,FA10DRAFT_269200,FA10DRAFT_269200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044579,FA10DRAFT_269201,FA10DRAFT_269201,-,-,Unknown,-,eukaryotic phosphomannomutase,protein-coding,-,-,-,eukaryotic phosphomannomutase,20200918,-
215250,37044580,FA10DRAFT_269203,FA10DRAFT_269203,-,-,Unknown,-,putative RPN7-subunit of the regulatory particle of the proteasome,protein-coding,-,-,-,putative RPN7-subunit of the regulatory particle of the proteasome,20200918,-
215250,37044581,FA10DRAFT_269204,FA10DRAFT_269204,-,-,Unknown,-,PCI-domain-containing protein,protein-coding,-,-,-,PCI-domain-containing protein,20200918,-
215250,37044582,FA10DRAFT_269207,FA10DRAFT_269207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044583,FA10DRAFT_269211,FA10DRAFT_269211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044584,FA10DRAFT_269220,FA10DRAFT_269220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044585,FA10DRAFT_269223,FA10DRAFT_269223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044586,FA10DRAFT_269226,FA10DRAFT_269226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044587,FA10DRAFT_269232,FA10DRAFT_269232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044588,FA10DRAFT_269233,FA10DRAFT_269233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044589,FA10DRAFT_269235,FA10DRAFT_269235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044590,FA10DRAFT_269237,FA10DRAFT_269237,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044591,FA10DRAFT_269243,FA10DRAFT_269243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044592,FA10DRAFT_269245,FA10DRAFT_269245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044593,FA10DRAFT_269246,FA10DRAFT_269246,-,-,Unknown,-,putative oxalate decarboxylase OxdC,protein-coding,-,-,-,putative oxalate decarboxylase OxdC,20200918,-
215250,37044594,FA10DRAFT_269247,FA10DRAFT_269247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044595,FA10DRAFT_269249,FA10DRAFT_269249,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044596,FA10DRAFT_269250,FA10DRAFT_269250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044597,FA10DRAFT_269254,FA10DRAFT_269254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044598,FA10DRAFT_269258,FA10DRAFT_269258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044599,FA10DRAFT_269259,FA10DRAFT_269259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044600,FA10DRAFT_269260,FA10DRAFT_269260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044601,FA10DRAFT_269263,FA10DRAFT_269263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044602,FA10DRAFT_269264,FA10DRAFT_269264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044603,FA10DRAFT_269272,FA10DRAFT_269272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044604,FA10DRAFT_269274,FA10DRAFT_269274,-,-,Unknown,-,DUF1857-domain-containing protein,protein-coding,-,-,-,DUF1857-domain-containing protein,20200918,-
215250,37044605,FA10DRAFT_269276,FA10DRAFT_269276,-,-,Unknown,-,putative short-chain dehydrogenases/reductase,protein-coding,-,-,-,putative short-chain dehydrogenases/reductase,20200918,-
215250,37044606,FA10DRAFT_269283,FA10DRAFT_269283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044607,FA10DRAFT_269289,FA10DRAFT_269289,-,-,Unknown,-,RmlC-like cupin,protein-coding,-,-,-,RmlC-like cupin,20200918,-
215250,37044608,FA10DRAFT_269292,FA10DRAFT_269292,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37044609,FA10DRAFT_269296,FA10DRAFT_269296,-,-,Unknown,-,Cullin-domain-containing protein,protein-coding,-,-,-,Cullin-domain-containing protein,20200918,-
215250,37044610,FA10DRAFT_269298,FA10DRAFT_269298,-,-,Unknown,-,type II DNA topoisomerase,protein-coding,-,-,-,type II DNA topoisomerase,20200918,-
215250,37044611,FA10DRAFT_269299,FA10DRAFT_269299,-,-,Unknown,-,acyl-CoA dehydrogenase NM domain-like protein,protein-coding,-,-,-,acyl-CoA dehydrogenase NM domain-like protein,20200918,-
215250,37044612,FA10DRAFT_269300,FA10DRAFT_269300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044613,FA10DRAFT_269303,FA10DRAFT_269303,-,-,Unknown,-,DnaJ-domain-containing protein,protein-coding,-,-,-,DnaJ-domain-containing protein,20200918,-
215250,37044614,FA10DRAFT_269304,FA10DRAFT_269304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044615,FA10DRAFT_269305,FA10DRAFT_269305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044616,FA10DRAFT_269307,FA10DRAFT_269307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044617,FA10DRAFT_269309,FA10DRAFT_269309,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200918,-
215250,37044618,FA10DRAFT_269311,FA10DRAFT_269311,-,-,Unknown,-,"putative SUA7-TFIIB subunit, factor E",protein-coding,-,-,-,"putative SUA7-TFIIB subunit, factor E",20200918,-
215250,37044619,FA10DRAFT_269315,FA10DRAFT_269315,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20200918,-
215250,37044620,FA10DRAFT_269327,FA10DRAFT_269327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044621,FA10DRAFT_269329,FA10DRAFT_269329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044622,FA10DRAFT_269331,FA10DRAFT_269331,-,-,Unknown,-,Dyp-type peroxidase,protein-coding,-,-,-,Dyp-type peroxidase,20200918,-
215250,37044623,FA10DRAFT_269332,FA10DRAFT_269332,-,-,Unknown,-,catalase,protein-coding,-,-,-,catalase,20200918,-
215250,37044624,FA10DRAFT_269334,FA10DRAFT_269334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044625,FA10DRAFT_269335,FA10DRAFT_269335,-,-,Unknown,-,molybdopterin binding oxidoreductase,protein-coding,-,-,-,molybdopterin binding oxidoreductase,20200918,-
215250,37044626,FA10DRAFT_269338,FA10DRAFT_269338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044627,FA10DRAFT_269339,FA10DRAFT_269339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044628,FA10DRAFT_269340,FA10DRAFT_269340,-,-,Unknown,-,TAF-domain-containing protein,protein-coding,-,-,-,TAF-domain-containing protein,20200918,-
215250,37044629,FA10DRAFT_269341,FA10DRAFT_269341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044630,FA10DRAFT_269344,FA10DRAFT_269344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044631,FA10DRAFT_269345,FA10DRAFT_269345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044632,FA10DRAFT_269346,FA10DRAFT_269346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044633,FA10DRAFT_269348,FA10DRAFT_269348,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200918,-
215250,37044634,FA10DRAFT_269352,FA10DRAFT_269352,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20200918,-
215250,37044635,FA10DRAFT_269353,FA10DRAFT_269353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044636,FA10DRAFT_269354,FA10DRAFT_269354,-,-,Unknown,-,putative alcohol dehydrogenase,protein-coding,-,-,-,putative alcohol dehydrogenase,20200918,-
215250,37044637,FA10DRAFT_269360,FA10DRAFT_269360,-,-,Unknown,-,putative SEC22-synaptobrevin,protein-coding,-,-,-,putative SEC22-synaptobrevin,20200918,-
215250,37044638,FA10DRAFT_269362,FA10DRAFT_269362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044639,FA10DRAFT_269363,FA10DRAFT_269363,-,-,Unknown,-,putative lanosterol synthase,protein-coding,-,-,-,putative lanosterol synthase,20200918,-
215250,37044640,FA10DRAFT_269364,FA10DRAFT_269364,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044641,FA10DRAFT_269368,FA10DRAFT_269368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044642,FA10DRAFT_269369,FA10DRAFT_269369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044643,FA10DRAFT_269370,FA10DRAFT_269370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044644,FA10DRAFT_269371,FA10DRAFT_269371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044645,FA10DRAFT_269373,FA10DRAFT_269373,-,-,Unknown,-,FMN-linked oxidoreductase,protein-coding,-,-,-,FMN-linked oxidoreductase,20200918,-
215250,37044646,FA10DRAFT_269374,FA10DRAFT_269374,-,-,Unknown,-,putative MRS4-protein of the mitochondrial carrier family,protein-coding,-,-,-,putative MRS4-protein of the mitochondrial carrier family,20200918,-
215250,37044647,FA10DRAFT_269376,FA10DRAFT_269376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044648,FA10DRAFT_269377,FA10DRAFT_269377,-,-,Unknown,-,oligosaccharide biosynthesis protein Alg14 like protein,protein-coding,-,-,-,oligosaccharide biosynthesis protein Alg14 like protein,20200918,-
215250,37044649,FA10DRAFT_269378,FA10DRAFT_269378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044650,FA10DRAFT_269379,FA10DRAFT_269379,-,-,Unknown,-,"the binding mode of Epothilone A On A,B-tubulin By electron crystallography",protein-coding,-,-,-,"the binding mode of Epothilone A On A,B-tubulin By electron crystallography",20200918,-
215250,37044651,FA10DRAFT_269381,FA10DRAFT_269381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044652,FA10DRAFT_269382,FA10DRAFT_269382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044653,FA10DRAFT_269383,FA10DRAFT_269383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044654,FA10DRAFT_269385,FA10DRAFT_269385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044655,FA10DRAFT_269387,FA10DRAFT_269387,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044656,FA10DRAFT_269390,FA10DRAFT_269390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044657,FA10DRAFT_269394,FA10DRAFT_269394,-,-,Unknown,-,RecF/RecN/SMC protein,protein-coding,-,-,-,RecF/RecN/SMC protein,20200918,-
215250,37044658,FA10DRAFT_269396,FA10DRAFT_269396,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200918,-
215250,37044659,FA10DRAFT_269398,FA10DRAFT_269398,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044660,FA10DRAFT_269400,FA10DRAFT_269400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044661,FA10DRAFT_269402,FA10DRAFT_269402,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37044662,FA10DRAFT_269406,FA10DRAFT_269406,-,-,Unknown,-,vacuolar protease A,protein-coding,-,-,-,vacuolar protease A,20200918,-
215250,37044663,FA10DRAFT_269407,FA10DRAFT_269407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044664,FA10DRAFT_269408,FA10DRAFT_269408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044665,FA10DRAFT_269409,FA10DRAFT_269409,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200918,-
215250,37044666,FA10DRAFT_269410,FA10DRAFT_269410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044667,FA10DRAFT_269412,FA10DRAFT_269412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044668,FA10DRAFT_269418,FA10DRAFT_269418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044669,FA10DRAFT_269423,FA10DRAFT_269423,-,-,Unknown,-,amidase,protein-coding,-,-,-,amidase,20200918,-
215250,37044670,FA10DRAFT_269427,FA10DRAFT_269427,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044671,FA10DRAFT_269433,FA10DRAFT_269433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044672,FA10DRAFT_269434,FA10DRAFT_269434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044673,FA10DRAFT_269436,FA10DRAFT_269436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044674,FA10DRAFT_269438,FA10DRAFT_269438,-,-,Unknown,-,TPT-domain-containing protein,protein-coding,-,-,-,TPT-domain-containing protein,20200918,-
215250,37044675,FA10DRAFT_269441,FA10DRAFT_269441,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044676,FA10DRAFT_269453,FA10DRAFT_269453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044677,FA10DRAFT_269454,FA10DRAFT_269454,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044678,FA10DRAFT_269457,FA10DRAFT_269457,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044679,FA10DRAFT_269462,FA10DRAFT_269462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044680,FA10DRAFT_269464,FA10DRAFT_269464,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37044681,FA10DRAFT_269466,FA10DRAFT_269466,-,-,Unknown,-,Annexin,protein-coding,-,-,-,Annexin,20200918,-
215250,37044682,FA10DRAFT_269467,FA10DRAFT_269467,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20200918,-
215250,37044683,FA10DRAFT_269471,FA10DRAFT_269471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044684,FA10DRAFT_269477,FA10DRAFT_269477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044685,FA10DRAFT_269478,FA10DRAFT_269478,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044686,FA10DRAFT_26948,FA10DRAFT_26948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044687,FA10DRAFT_269486,FA10DRAFT_269486,-,-,Unknown,-,Peroxin-3-domain-containing protein,protein-coding,-,-,-,Peroxin-3-domain-containing protein,20200918,-
215250,37044688,FA10DRAFT_269490,FA10DRAFT_269490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044689,FA10DRAFT_269491,FA10DRAFT_269491,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20200918,-
215250,37044690,FA10DRAFT_269492,FA10DRAFT_269492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044691,FA10DRAFT_269493,FA10DRAFT_269493,-,-,Unknown,-,ras-domain-containing protein,protein-coding,-,-,-,ras-domain-containing protein,20200918,-
215250,37044692,FA10DRAFT_269497,FA10DRAFT_269497,-,-,Unknown,-,putative glutathione-dependent formaldehyde dehydrogenase,protein-coding,-,-,-,putative glutathione-dependent formaldehyde dehydrogenase,20200918,-
215250,37044693,FA10DRAFT_269499,FA10DRAFT_269499,-,-,Unknown,-,DLIC-domain-containing protein,protein-coding,-,-,-,DLIC-domain-containing protein,20200918,-
215250,37044694,FA10DRAFT_269500,FA10DRAFT_269500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044695,FA10DRAFT_269501,FA10DRAFT_269501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044696,FA10DRAFT_269504,FA10DRAFT_269504,-,-,Unknown,-,carbon-nitrogen hydrolase,protein-coding,-,-,-,carbon-nitrogen hydrolase,20200918,-
215250,37044697,FA10DRAFT_269506,FA10DRAFT_269506,-,-,Unknown,-,glycine hydroxymethyltransferase,protein-coding,-,-,-,glycine hydroxymethyltransferase,20200918,-
215250,37044698,FA10DRAFT_269507,FA10DRAFT_269507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044699,FA10DRAFT_269509,FA10DRAFT_269509,-,-,Unknown,-,Thioesterase/thiol ester dehydrase-isomerase,protein-coding,-,-,-,Thioesterase/thiol ester dehydrase-isomerase,20200918,-
215250,37044700,FA10DRAFT_269510,FA10DRAFT_269510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044701,FA10DRAFT_269511,FA10DRAFT_269511,-,-,Unknown,-,homoserine O-acetyltransferase,protein-coding,-,-,-,homoserine O-acetyltransferase,20200918,-
215250,37044702,FA10DRAFT_269513,FA10DRAFT_269513,-,-,Unknown,-,putative VAS1-valyl-tRNA synthetase,protein-coding,-,-,-,putative VAS1-valyl-tRNA synthetase,20200918,-
215250,37044703,FA10DRAFT_269516,FA10DRAFT_269516,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37044704,FA10DRAFT_269518,FA10DRAFT_269518,-,-,Unknown,-,Bet v1-like protein,protein-coding,-,-,-,Bet v1-like protein,20200918,-
215250,37044705,FA10DRAFT_269520,FA10DRAFT_269520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044706,FA10DRAFT_269522,FA10DRAFT_269522,-,-,Unknown,-,putative QCR2-40 kDa ubiquinol cytochrome-c reductase core protein 2,protein-coding,-,-,-,putative QCR2-40 kDa ubiquinol cytochrome-c reductase core protein 2,20200918,-
215250,37044707,FA10DRAFT_269526,FA10DRAFT_269526,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20200918,-
215250,37044708,FA10DRAFT_269530,FA10DRAFT_269530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044709,FA10DRAFT_269531,FA10DRAFT_269531,-,-,Unknown,-,Isochorismatase hydrolase,protein-coding,-,-,-,Isochorismatase hydrolase,20200918,-
215250,37044710,FA10DRAFT_269534,FA10DRAFT_269534,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37044711,FA10DRAFT_269537,FA10DRAFT_269537,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37044712,FA10DRAFT_269541,FA10DRAFT_269541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044713,FA10DRAFT_269542,FA10DRAFT_269542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044714,FA10DRAFT_269544,FA10DRAFT_269544,-,-,Unknown,-,DUF155-domain-containing protein,protein-coding,-,-,-,DUF155-domain-containing protein,20200918,-
215250,37044715,FA10DRAFT_269549,FA10DRAFT_269549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044716,FA10DRAFT_269551,FA10DRAFT_269551,-,-,Unknown,-,bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase,protein-coding,-,-,-,bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase,20200918,-
215250,37044717,FA10DRAFT_269553,FA10DRAFT_269553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044718,FA10DRAFT_269559,FA10DRAFT_269559,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20200918,-
