#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5698,40323934,TraAM80_00001,TraAM80_00001,-,-,Unknown,-,"putative immunodominant antigen, putative,tc40 antigen-like",protein-coding,-,-,-,"putative immunodominant antigen, putative,tc40 antigen-like",20200918,-
5698,40330529,TraAM80_06596,TraAM80_06596,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330530,TraAM80_06597,TraAM80_06597,-,-,Unknown,-,spermidine synthase,protein-coding,-,-,-,spermidine synthase,20200918,-
5698,40330531,TraAM80_06598,TraAM80_06598,-,-,Unknown,-,spermidine synthase,pseudo,-,-,-,-,20200918,-
5698,40330532,TraAM80_06599,TraAM80_06599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330533,TraAM80_06600,TraAM80_06600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330534,TraAM80_06601,TraAM80_06601,-,-,Unknown,-,tyrosine phosphatase,protein-coding,-,-,-,tyrosine phosphatase,20200918,-
5698,40330535,TraAM80_06602,TraAM80_06602,-,-,Unknown,-,tetratricopeptide repeat protein 21B,protein-coding,-,-,-,tetratricopeptide repeat protein 21B,20200918,-
5698,40330536,TraAM80_06603,TraAM80_06603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330537,TraAM80_06604,TraAM80_06604,-,-,Unknown,-,putative huntingtin interacting protein (HIP),protein-coding,-,-,-,putative huntingtin interacting protein (HIP),20200918,-
5698,40330538,TraAM80_06605,TraAM80_06605,-,-,Unknown,-,DNA primase small subunit,protein-coding,-,-,-,DNA primase small subunit,20200918,-
5698,40330539,TraAM80_06606,TraAM80_06606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330540,TraAM80_06607,TraAM80_06607,-,-,Unknown,-,cyclin dependent kinase-binding protein,protein-coding,-,-,-,cyclin dependent kinase-binding protein,20200918,-
5698,40330541,TraAM80_06608,TraAM80_06608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330542,TraAM80_06609,TraAM80_06609,-,-,Unknown,-,glycosomal membrane protein,protein-coding,-,-,-,glycosomal membrane protein,20200918,-
5698,40330543,TraAM80_06610,TraAM80_06610,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330544,TraAM80_06611,TraAM80_06611,-,-,Unknown,-,histone acetyltransferase,protein-coding,-,-,-,histone acetyltransferase,20200918,-
5698,40330545,TraAM80_06612,TraAM80_06612,-,-,Unknown,-,DNA topoisomerase 2,protein-coding,-,-,-,DNA topoisomerase 2,20200918,-
5698,40330546,TraAM80_06613,TraAM80_06613,-,-,Unknown,-,translation initiation factor eIF-2B subunit epsilon,protein-coding,-,-,-,translation initiation factor eIF-2B subunit epsilon,20200918,-
5698,40330547,TraAM80_06614,TraAM80_06614,-,-,Unknown,-,translation initiation factor eIF-2B subunit epsilon,protein-coding,-,-,-,translation initiation factor eIF-2B subunit epsilon,20200918,-
5698,40330548,TraAM80_06615,TraAM80_06615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330549,TraAM80_06616,TraAM80_06616,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40330550,TraAM80_06617,TraAM80_06617,-,-,Unknown,-,putative eukaryotic translation initiation factor,protein-coding,-,-,-,putative eukaryotic translation initiation factor,20200918,-
5698,40330551,TraAM80_06618,TraAM80_06618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330552,TraAM80_06619,TraAM80_06619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330553,TraAM80_06620,TraAM80_06620,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200918,-
5698,40330554,TraAM80_06621,TraAM80_06621,-,-,Unknown,-,ribonuclease,protein-coding,-,-,-,ribonuclease,20200918,-
5698,40330555,TraAM80_06622,TraAM80_06622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330556,TraAM80_06623,TraAM80_06623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330557,TraAM80_06624,TraAM80_06624,-,-,Unknown,-,putative ubiquitin-protein ligase,protein-coding,-,-,-,putative ubiquitin-protein ligase,20200918,-
5698,40330558,TraAM80_06625,TraAM80_06625,-,-,Unknown,-,putative ubiquitin-protein ligase,protein-coding,-,-,-,putative ubiquitin-protein ligase,20200918,-
5698,40330559,TraAM80_06626,TraAM80_06626,-,-,Unknown,-,legume-like lectin,protein-coding,-,-,-,legume-like lectin,20200918,-
5698,40330560,TraAM80_06627,TraAM80_06627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330561,TraAM80_06628,TraAM80_06628,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40330562,TraAM80_06629,TraAM80_06629,-,-,Unknown,-,putative target of rapamycin (TOR) kinase 1,protein-coding,-,-,-,putative target of rapamycin (TOR) kinase 1,20200918,-
5698,40330563,TraAM80_06630,TraAM80_06630,-,-,Unknown,-,putative target of rapamycin (TOR) kinase 1,protein-coding,-,-,-,putative target of rapamycin (TOR) kinase 1,20200918,-
5698,40330564,TraAM80_06631,TraAM80_06631,-,-,Unknown,-,40S ribosomal protein S12,protein-coding,-,-,-,40S ribosomal protein S12,20200918,-
5698,40330565,TraAM80_06632,TraAM80_06632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330566,TraAM80_06633,TraAM80_06633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330567,TraAM80_06634,TraAM80_06634,-,-,Unknown,-,lipase-like protein,protein-coding,-,-,-,lipase-like protein,20200918,-
5698,40330568,TraAM80_06635,TraAM80_06635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330569,TraAM80_06636,TraAM80_06636,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330570,TraAM80_06637,TraAM80_06637,-,-,Unknown,-,sperm-associated antigen 6 ,protein-coding,-,-,-,sperm-associated antigen 6 ,20200918,-
5698,40330571,TraAM80_06638,TraAM80_06638,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330572,TraAM80_06639,TraAM80_06639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330573,TraAM80_06640,TraAM80_06640,-,-,Unknown,-,pumilio protein 9,protein-coding,-,-,-,pumilio protein 9,20200918,-
5698,40330574,TraAM80_06641,TraAM80_06641,-,-,Unknown,-,exosome-associated protein 1,protein-coding,-,-,-,exosome-associated protein 1,20200918,-
5698,40330575,TraAM80_06642,TraAM80_06642,-,-,Unknown,-,coatomer beta subunit,protein-coding,-,-,-,coatomer beta subunit,20200918,-
5698,40330576,TraAM80_06643,TraAM80_06643,-,-,Unknown,-,beta-tubulin,protein-coding,-,-,-,beta-tubulin,20200922,-
5698,40330577,TraAM80_06644,TraAM80_06644,-,-,Unknown,-,alpha tubulin,protein-coding,-,-,-,alpha tubulin,20200922,-
5698,40330578,TraAM80_06645,TraAM80_06645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330579,TraAM80_06646,TraAM80_06646,-,-,Unknown,-,putative tubulin tyrosine ligase,protein-coding,-,-,-,putative tubulin tyrosine ligase,20200918,-
5698,40330580,TraAM80_06647,TraAM80_06647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330581,TraAM80_06648,TraAM80_06648,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330582,TraAM80_06649,TraAM80_06649,-,-,Unknown,-,tyrosine decarboxylase,protein-coding,-,-,-,tyrosine decarboxylase,20200918,-
5698,40330583,TraAM80_06650,TraAM80_06650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330584,TraAM80_06651,TraAM80_06651,-,-,Unknown,-,tyrosine decarboxylase,protein-coding,-,-,-,tyrosine decarboxylase,20200918,-
5698,40330585,TraAM80_06652,TraAM80_06652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330586,TraAM80_06653,TraAM80_06653,-,-,Unknown,-,fucose kinase,protein-coding,-,-,-,fucose kinase,20200918,-
5698,40330587,TraAM80_06654,TraAM80_06654,-,-,Unknown,-,fucose kinase,protein-coding,-,-,-,fucose kinase,20200918,-
5698,40330588,TraAM80_06655,TraAM80_06655,-,-,Unknown,-,putative fucose kinase,protein-coding,-,-,-,putative fucose kinase,20200918,-
5698,40330589,TraAM80_06656,TraAM80_06656,-,-,Unknown,-,putative fucose kinase,protein-coding,-,-,-,putative fucose kinase,20200918,-
5698,40330590,TraAM80_06657,TraAM80_06657,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330591,TraAM80_06658,TraAM80_06658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330592,TraAM80_06659,TraAM80_06659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330593,TraAM80_06660,TraAM80_06660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330594,TraAM80_06661,TraAM80_06661,-,-,Unknown,-,dihydroorotate dehydrogenase,protein-coding,-,-,-,dihydroorotate dehydrogenase,20200918,-
5698,40330595,TraAM80_06662,TraAM80_06662,-,-,Unknown,-,aspartate carbamoyltransferase,protein-coding,-,-,-,aspartate carbamoyltransferase,20200918,-
5698,40330596,TraAM80_06663,TraAM80_06663,-,-,Unknown,-,orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase,protein-coding,-,-,-,orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase,20200918,-
5698,40330597,TraAM80_06664,TraAM80_06664,-,-,Unknown,-,orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase,protein-coding,-,-,-,orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase,20200918,-
5698,40330598,TraAM80_06665,TraAM80_06665,-,-,Unknown,-,putative dihydroorotase,protein-coding,-,-,-,putative dihydroorotase,20200918,-
5698,40330599,TraAM80_06666,TraAM80_06666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330600,TraAM80_06667,TraAM80_06667,-,-,Unknown,-,amino acid permease,pseudo,-,-,-,-,20200918,-
5698,40330601,TraAM80_06668,TraAM80_06668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330602,TraAM80_06669,TraAM80_06669,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330603,TraAM80_06670,TraAM80_06670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330604,TraAM80_06671,TraAM80_06671,-,-,Unknown,-,calcineurin A2 subunit,protein-coding,-,-,-,calcineurin A2 subunit,20200918,-
5698,40330605,TraAM80_06672,TraAM80_06672,-,-,Unknown,-,alkylated DNA repair protein alkB like protein 4,protein-coding,-,-,-,alkylated DNA repair protein alkB like protein 4,20200918,-
5698,40330606,TraAM80_06673,TraAM80_06673,-,-,Unknown,-,phosphomannomutase,protein-coding,-,-,-,phosphomannomutase,20200918,-
5698,40330607,TraAM80_06674,TraAM80_06674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330608,TraAM80_06675,TraAM80_06675,-,-,Unknown,-,putative vacuolar protein sorting-associated protein 41,protein-coding,-,-,-,putative vacuolar protein sorting-associated protein 41,20200918,-
5698,40330609,TraAM80_06676,TraAM80_06676,-,-,Unknown,-,putative vacuolar protein sorting-associated protein 41,protein-coding,-,-,-,putative vacuolar protein sorting-associated protein 41,20200918,-
5698,40330610,TraAM80_06677,TraAM80_06677,-,-,Unknown,-,PIF1 helicase-like protein,protein-coding,-,-,-,PIF1 helicase-like protein,20200918,-
5698,40330611,TraAM80_06678,TraAM80_06678,-,-,Unknown,-,putative brefeldin A-inhibited guanine nucleotide-exchange protein 1,protein-coding,-,-,-,putative brefeldin A-inhibited guanine nucleotide-exchange protein 1,20200918,-
5698,40330612,TraAM80_06679,TraAM80_06679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330613,TraAM80_06680,TraAM80_06680,-,-,Unknown,-,mismatch repair protein,protein-coding,-,-,-,mismatch repair protein,20200918,-
5698,40330614,TraAM80_06681,TraAM80_06681,-,-,Unknown,-,heat shock protein,protein-coding,-,-,-,heat shock protein,20200918,-
5698,40330615,TraAM80_06682,TraAM80_06682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330616,TraAM80_06683,TraAM80_06683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330617,TraAM80_06684,TraAM80_06684,-,-,Unknown,-,pescadillo,protein-coding,-,-,-,pescadillo,20200918,-
5698,40330618,TraAM80_06685,TraAM80_06685,-,-,Unknown,-,metalloprotease-like protein,protein-coding,-,-,-,metalloprotease-like protein,20200918,-
5698,40330619,TraAM80_06686,TraAM80_06686,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330620,TraAM80_06687,TraAM80_06687,-,-,Unknown,-,putative tyrosine phospatase-like protein,protein-coding,-,-,-,putative tyrosine phospatase-like protein,20200918,-
5698,40330621,TraAM80_06688,TraAM80_06688,-,-,Unknown,-,rhomboid-like protein,protein-coding,-,-,-,rhomboid-like protein,20200918,-
5698,40330622,TraAM80_06689,TraAM80_06689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330623,TraAM80_06690,TraAM80_06690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330624,TraAM80_06691,TraAM80_06691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330625,TraAM80_06692,TraAM80_06692,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330626,TraAM80_06693,TraAM80_06693,-,-,Unknown,-,"zinc finger protein, predicted",protein-coding,-,-,-,"zinc finger protein, predicted",20200918,-
5698,40330627,TraAM80_06694,TraAM80_06694,-,-,Unknown,-,putative chaperone protein DNAj,protein-coding,-,-,-,putative chaperone protein DNAj,20200918,-
5698,40330628,TraAM80_06695,TraAM80_06695,-,-,Unknown,-,large subunit ribosomal protein L10e,protein-coding,-,-,-,large subunit ribosomal protein L10e,20200918,-
5698,40330629,TraAM80_06696,TraAM80_06696,-,-,Unknown,-,putative MAP protein kinase,protein-coding,-,-,-,putative MAP protein kinase,20200918,-
5698,40330630,TraAM80_06697,TraAM80_06697,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40330631,TraAM80_06698,TraAM80_06698,-,-,Unknown,-,putative MAP protein kinase,protein-coding,-,-,-,putative MAP protein kinase,20200918,-
5698,40330632,TraAM80_06699,TraAM80_06699,-,-,Unknown,-,putative MAP protein kinase,protein-coding,-,-,-,putative MAP protein kinase,20200918,-
5698,40330633,TraAM80_06700,TraAM80_06700,-,-,Unknown,-,putative MAP protein kinase,protein-coding,-,-,-,putative MAP protein kinase,20200918,-
5698,40330634,TraAM80_06701,TraAM80_06701,-,-,Unknown,-,CYC2-like cyclin 6,protein-coding,-,-,-,CYC2-like cyclin 6,20200918,-
5698,40330635,TraAM80_06702,TraAM80_06702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330636,TraAM80_06703,TraAM80_06703,-,-,Unknown,-,polypyrimidine binding protein,protein-coding,-,-,-,polypyrimidine binding protein,20200918,-
5698,40330637,TraAM80_06704,TraAM80_06704,-,-,Unknown,-,transcription factor subunit 2,protein-coding,-,-,-,transcription factor subunit 2,20200918,-
5698,40330638,TraAM80_06705,TraAM80_06705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330639,TraAM80_06706,TraAM80_06706,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330640,TraAM80_06707,TraAM80_06707,-,-,Unknown,-,putative phenylalanyl-tRNA synthetase alpha chain,protein-coding,-,-,-,putative phenylalanyl-tRNA synthetase alpha chain,20200918,-
5698,40330641,TraAM80_06708,TraAM80_06708,-,-,Unknown,-,large subunit ribosomal protein L18Ae,protein-coding,-,-,-,large subunit ribosomal protein L18Ae,20200918,-
5698,40330642,TraAM80_06709,TraAM80_06709,-,-,Unknown,-,putative ethanolamine-phosphate cytidylyltransferase,protein-coding,-,-,-,putative ethanolamine-phosphate cytidylyltransferase,20200918,-
5698,40330643,TraAM80_06710,TraAM80_06710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330644,TraAM80_06711,TraAM80_06711,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330645,TraAM80_06712,TraAM80_06712,-,-,Unknown,-,pumilio protein 3,protein-coding,-,-,-,pumilio protein 3,20200918,-
5698,40330646,TraAM80_06713,TraAM80_06713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330647,TraAM80_06714,TraAM80_06714,-,-,Unknown,-,putative proteasome alpha 2 subunit,protein-coding,-,-,-,putative proteasome alpha 2 subunit,20200918,-
5698,40330648,TraAM80_06715,TraAM80_06715,-,-,Unknown,-,cytochrome C oxidase subunit VI,protein-coding,-,-,-,cytochrome C oxidase subunit VI,20200918,-
5698,40330649,TraAM80_06716,TraAM80_06716,-,-,Unknown,-,60S ribosomal protein L32,protein-coding,-,-,-,60S ribosomal protein L32,20200918,-
5698,40330650,TraAM80_06717,TraAM80_06717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330651,TraAM80_06718,TraAM80_06718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330652,TraAM80_06719,TraAM80_06719,-,-,Unknown,-,peroxin 14,protein-coding,-,-,-,peroxin 14,20200918,-
5698,40330653,TraAM80_06720,TraAM80_06720,-,-,Unknown,-,proteasome alpha 5 subunit,protein-coding,-,-,-,proteasome alpha 5 subunit,20200918,-
5698,40330654,TraAM80_06721,TraAM80_06721,-,-,Unknown,-,putative GPI transamidase component GAA1,protein-coding,-,-,-,putative GPI transamidase component GAA1,20200918,-
5698,40330655,TraAM80_06722,TraAM80_06722,-,-,Unknown,-,vacuolar ATP synthase,protein-coding,-,-,-,vacuolar ATP synthase,20200918,-
5698,40330656,TraAM80_06723,TraAM80_06723,-,-,Unknown,-,40S ribosomal protein S6,protein-coding,-,-,-,40S ribosomal protein S6,20200918,-
5698,40330657,TraAM80_06724,TraAM80_06724,-,-,Unknown,-,ATP synthase F1 subunit gamma protein,protein-coding,-,-,-,ATP synthase F1 subunit gamma protein,20200918,-
5698,40330658,TraAM80_06725,TraAM80_06725,-,-,Unknown,-,putative centromere/microtubule binding protein cbf5,protein-coding,-,-,-,putative centromere/microtubule binding protein cbf5,20200918,-
5698,40330659,TraAM80_06726,TraAM80_06726,-,-,Unknown,-,putative RNA polymerase II,protein-coding,-,-,-,putative RNA polymerase II,20200918,-
5698,40330660,TraAM80_06727,TraAM80_06727,-,-,Unknown,-,solute carrier family 36 (proton-coupled amino acid transporter),protein-coding,-,-,-,solute carrier family 36 (proton-coupled amino acid transporter),20200918,-
5698,40330661,TraAM80_06728,TraAM80_06728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330662,TraAM80_06729,TraAM80_06729,-,-,Unknown,-,solute carrier family 36 (proton-coupled amino acid transporter),protein-coding,-,-,-,solute carrier family 36 (proton-coupled amino acid transporter),20200918,-
5698,40330663,TraAM80_06730,TraAM80_06730,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20200918,-
5698,40330664,TraAM80_06731,TraAM80_06731,-,-,Unknown,-,solute carrier family 36 (proton-coupled amino acid transporter),protein-coding,-,-,-,solute carrier family 36 (proton-coupled amino acid transporter),20200918,-
5698,40330665,TraAM80_06732,TraAM80_06732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330666,TraAM80_06733,TraAM80_06733,-,-,Unknown,-,putative mitochondrial RNA binding protein,protein-coding,-,-,-,putative mitochondrial RNA binding protein,20200918,-
5698,40330667,TraAM80_06734,TraAM80_06734,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330668,TraAM80_06735,TraAM80_06735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330669,TraAM80_06736,TraAM80_06736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330670,TraAM80_06737,TraAM80_06737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330671,TraAM80_06738,TraAM80_06738,-,-,Unknown,-,putative SET and MYND domain-containing protein 3,protein-coding,-,-,-,putative SET and MYND domain-containing protein 3,20200918,-
5698,40330672,TraAM80_06739,TraAM80_06739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330673,TraAM80_06740,TraAM80_06740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330674,TraAM80_06741,TraAM80_06741,-,-,Unknown,-,actin interacting protein-like protein,protein-coding,-,-,-,actin interacting protein-like protein,20200918,-
5698,40330675,TraAM80_06742,TraAM80_06742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330676,TraAM80_06743,TraAM80_06743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330677,TraAM80_06744,TraAM80_06744,-,-,Unknown,-,Na/H antiporter-like protein,protein-coding,-,-,-,Na/H antiporter-like protein,20200918,-
5698,40330678,TraAM80_06745,TraAM80_06745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330679,TraAM80_06746,TraAM80_06746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330680,TraAM80_06747,TraAM80_06747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330681,TraAM80_06748,TraAM80_06748,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200918,-
5698,40330682,TraAM80_06749,TraAM80_06749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330683,TraAM80_06750,TraAM80_06750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330684,TraAM80_06751,TraAM80_06751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330685,TraAM80_06752,TraAM80_06752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40330686,TraAM80_06753,TraAM80_06753,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40330687,TraAM80_06754,TraAM80_06754,-,-,Unknown,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20200918,-
5698,40330688,TraAM80_06755,TraAM80_06755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330689,TraAM80_06756,TraAM80_06756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330690,TraAM80_06757,TraAM80_06757,-,-,Unknown,-,putative RNA-binding protein,protein-coding,-,-,-,putative RNA-binding protein,20200918,-
5698,40330691,TraAM80_06758,TraAM80_06758,-,-,Unknown,-,large subunit ribosomal protein L13Ae,protein-coding,-,-,-,large subunit ribosomal protein L13Ae,20200918,-
5698,40330692,TraAM80_06759,TraAM80_06759,-,-,Unknown,-,serine/threonine-protein phosphatase PP1 beta,protein-coding,-,-,-,serine/threonine-protein phosphatase PP1 beta,20200918,-
5698,40330693,TraAM80_06760,TraAM80_06760,-,-,Unknown,-,25 kDa translation elongation factor 1-beta,protein-coding,-,-,-,25 kDa translation elongation factor 1-beta,20200918,-
5698,40330694,TraAM80_06761,TraAM80_06761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330695,TraAM80_06762,TraAM80_06762,-,-,Unknown,-,serine/threonine-protein phosphatase PP1 alpha,protein-coding,-,-,-,serine/threonine-protein phosphatase PP1 alpha,20200918,-
5698,40330696,TraAM80_06763,TraAM80_06763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330697,TraAM80_06764,TraAM80_06764,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40330698,TraAM80_06765,TraAM80_06765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330699,TraAM80_06766,TraAM80_06766,-,-,Unknown,-,U3 small nucleolar RNA-associated protein 19,protein-coding,-,-,-,U3 small nucleolar RNA-associated protein 19,20200918,-
5698,40330700,TraAM80_06767,TraAM80_06767,-,-,Unknown,-,protein phosphatase 2C,protein-coding,-,-,-,protein phosphatase 2C,20200918,-
5698,40330701,TraAM80_06768,TraAM80_06768,-,-,Unknown,-,"superoxide dismutase, Fe-Mn family",protein-coding,-,-,-,"superoxide dismutase, Fe-Mn family",20200918,-
5698,40330702,TraAM80_06769,TraAM80_06769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330703,TraAM80_06770,TraAM80_06770,-,-,Unknown,-,transmembrane protein 216,protein-coding,-,-,-,transmembrane protein 216,20200918,-
5698,40330704,TraAM80_06771,TraAM80_06771,-,-,Unknown,-,karyopherin beta,protein-coding,-,-,-,karyopherin beta,20200918,-
5698,40330705,TraAM80_06772,TraAM80_06772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330706,TraAM80_06773,TraAM80_06773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40330707,TraAM80_06774,TraAM80_06774,-,-,Unknown,-,putative serine carboxypeptidase S28,protein-coding,-,-,-,putative serine carboxypeptidase S28,20200918,-
5698,40330708,TraAM80_06775,TraAM80_06775,-,-,Unknown,-,putative R-SNARE protein,protein-coding,-,-,-,putative R-SNARE protein,20200918,-
