#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5322,5666623,LOC5666623,-,-,-,MT,-,cox1,protein-coding,-,-,-,cytochrome c oxidase subunit 1;hypothetical protein,20201029,-
5322,59376671,PC9H_006853,PC9H_006853,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376672,NTO1,PC9H_006854,-,-,Unknown,-,nuA3 HAT complex component nto1,protein-coding,-,-,-,nuA3 HAT complex component nto1,20210529,-
5322,59376673,PC9H_006855,PC9H_006855,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376674,PC9H_006856,PC9H_006856,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376675,PC9H_006857,PC9H_006857,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376676,PC9H_006858,PC9H_006858,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376677,PC9H_006859,PC9H_006859,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376678,PC9H_006860,PC9H_006860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376679,PC9H_006861,PC9H_006861,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376680,PC9H_006862,PC9H_006862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376681,PC9H_006863,PC9H_006863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376682,PC9H_006864,PC9H_006864,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376683,PC9H_006865,PC9H_006865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376684,PC9H_006866,PC9H_006866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376685,PC9H_006867,PC9H_006867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376686,PC9H_006868,PC9H_006868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376687,PC9H_006869,PC9H_006869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376688,PC9H_006870,PC9H_006870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376689,PC9H_006871,PC9H_006871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376690,RPL8B,PC9H_006872,-,-,Unknown,-,60S ribosomal protein L8B,protein-coding,-,-,-,60S ribosomal protein L8B,20210529,-
5322,59376691,PC9H_006873,PC9H_006873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376692,PC9H_006874,PC9H_006874,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376693,PC9H_006875,PC9H_006875,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376694,PC9H_006876,PC9H_006876,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376695,PC9H_006877,PC9H_006877,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376696,PC9H_006878,PC9H_006878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376697,PC9H_006879,PC9H_006879,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376698,PC9H_006880,PC9H_006880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376699,PC9H_006881,PC9H_006881,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376700,PC9H_006882,PC9H_006882,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376701,PMI1,PC9H_006883,-,-,Unknown,-,Mannose-6-phosphate isomerase,protein-coding,-,-,-,Mannose-6-phosphate isomerase,20210529,-
5322,59376702,PC9H_006884,PC9H_006884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376703,CRN1,PC9H_006885,-,-,Unknown,-,Coronin-like protein crn1,protein-coding,-,-,-,Coronin-like protein crn1,20210529,-
5322,59376704,PC9H_006886,PC9H_006886,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376705,ERG24_1,PC9H_006887,-,-,Unknown,-,"erg24, C-14 sterol reductase",protein-coding,-,-,-,"erg24, C-14 sterol reductase",20210529,-
5322,59376706,PC9H_006888,PC9H_006888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376707,PC9H_006889,PC9H_006889,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376708,PC9H_006890,PC9H_006890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376709,PC9H_006891,PC9H_006891,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376710,PC9H_006892,PC9H_006892,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376711,PC9H_006893,PC9H_006893,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376712,PC9H_006894,PC9H_006894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376713,PC9H_006895,PC9H_006895,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376714,ERG1_1,PC9H_006896,-,-,Unknown,-,Squalene epoxidase,protein-coding,-,-,-,Squalene epoxidase,20210529,-
5322,59376715,PC9H_006897,PC9H_006897,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59376716,VPS10,PC9H_006898,-,-,Unknown,-,vacuolar protein sorting/targeting protein PEP1,protein-coding,-,-,-,vacuolar protein sorting/targeting protein PEP1,20210529,-
5322,59376717,PC9H_006899,PC9H_006899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376718,PC9H_006900,PC9H_006900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376719,PC9H_006901,PC9H_006901,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376720,PC9H_006902,PC9H_006902,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376721,PC9H_006903,PC9H_006903,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376722,PC9H_006904,PC9H_006904,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376723,PC9H_006905,PC9H_006905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376724,PC9H_006906,PC9H_006906,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376725,CEL1_5,PC9H_006907,-,-,Unknown,-,Esterase/lipase/thioesterase,protein-coding,-,-,-,Esterase/lipase/thioesterase,20210529,-
5322,59376726,PC9H_006908,PC9H_006908,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376727,PC9H_006909,PC9H_006909,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376728,PC9H_006910,PC9H_006910,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376729,PC9H_006911,PC9H_006911,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376730,HSP78,PC9H_006912,-,-,Unknown,-,chaperone ATPase hsp78,protein-coding,-,-,-,chaperone ATPase hsp78,20210529,-
5322,59376731,ERG20_2,PC9H_006913,-,-,Unknown,-,Farnesyl pyrophosphate synthetase,protein-coding,-,-,-,Farnesyl pyrophosphate synthetase,20210424,-
5322,59376732,PC9H_006914,PC9H_006914,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376733,PC9H_006915,PC9H_006915,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376734,PC9H_006916,PC9H_006916,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376735,PC9H_006917,PC9H_006917,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376736,PC9H_006918,PC9H_006918,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376737,PC9H_006919,PC9H_006919,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376738,PC9H_006920,PC9H_006920,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376739,PC9H_006921,PC9H_006921,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376740,PC9H_006922,PC9H_006922,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376741,ERG9_1,PC9H_006923,-,-,Unknown,-,bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase,protein-coding,-,-,-,bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase,20210529,-
5322,59376742,PC9H_006924,PC9H_006924,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376743,PC9H_006925,PC9H_006925,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376744,PC9H_006926,PC9H_006926,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376745,PC9H_006927,PC9H_006927,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376746,PC9H_006928,PC9H_006928,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376747,LCC5_4,PC9H_006929,-,-,Unknown,-,laccase,protein-coding,-,-,-,laccase,20210529,-
5322,59376748,PC9H_006930,PC9H_006930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376749,PC9H_006931,PC9H_006931,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376750,SCS2_2,PC9H_006932,-,-,Unknown,-,phosphatidylinositol-binding protein scs2,protein-coding,-,-,-,phosphatidylinositol-binding protein scs2,20210529,-
5322,59376751,LCC2_1,PC9H_006933,-,-,Unknown,-,"laccase, multicopper oxidase, benzenediol:oxygen oxidorectuctase",protein-coding,-,-,-,"laccase, multicopper oxidase, benzenediol:oxygen oxidorectuctase",20210529,-
5322,59376752,PC9H_006934,PC9H_006934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376753,CBH1_8,PC9H_006935,-,-,Unknown,-,Exoglucanase 1,protein-coding,-,-,-,Exoglucanase 1,20210529,-
5322,59376754,PC9H_006936,PC9H_006936,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376755,PC9H_006937,PC9H_006937,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376756,PC9H_006938,PC9H_006938,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376757,PC9H_006939,PC9H_006939,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376758,PC9H_006940,PC9H_006940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376759,PC9H_006941,PC9H_006941,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376760,PC9H_006942,PC9H_006942,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376761,LCC5_5,PC9H_006943,-,-,Unknown,-,laccase,protein-coding,-,-,-,laccase,20210417,-
5322,59376762,LCC8,PC9H_006944,-,-,Unknown,-,laccase,protein-coding,-,-,-,laccase,20210529,-
5322,59376763,PC9H_006945,PC9H_006945,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376764,PC9H_006946,PC9H_006946,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376765,PC9H_006947,PC9H_006947,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376766,LCC2_2,PC9H_006948,-,-,Unknown,-,"laccase, multicopper oxidase, benzenediol:oxygen oxidorectuctase",protein-coding,-,-,-,"laccase, multicopper oxidase, benzenediol:oxygen oxidorectuctase",20210417,-
5322,59376767,PC9H_006949,PC9H_006949,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376768,PC9H_006950,PC9H_006950,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376769,PC9H_006951,PC9H_006951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376770,PC9H_006952,PC9H_006952,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376771,PC9H_006953,PC9H_006953,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376772,PC9H_006954,PC9H_006954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376773,PC9H_006955,PC9H_006955,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376774,LCC2_3,PC9H_006956,-,-,Unknown,-,"laccase, multicopper oxidase, benzenediol:oxygen oxidorectuctase",protein-coding,-,-,-,"laccase, multicopper oxidase, benzenediol:oxygen oxidorectuctase",20210417,-
5322,59376775,PC9H_006957,PC9H_006957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376776,PC9H_006958,PC9H_006958,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376777,PC9H_006959,PC9H_006959,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376778,PC9H_006960,PC9H_006960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376779,PC9H_006961,PC9H_006961,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59376780,PC9H_006962,PC9H_006962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376781,PC9H_006963,PC9H_006963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376782,PC9H_006964,PC9H_006964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376783,PC9H_006965,PC9H_006965,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376784,PC9H_006966,PC9H_006966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376785,PC9H_006967,PC9H_006967,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376786,PC9H_006968,PC9H_006968,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376787,PC9H_006969,PC9H_006969,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376788,PC9H_006970,PC9H_006970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376789,PC9H_006971,PC9H_006971,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376790,PC9H_006972,PC9H_006972,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376791,PC9H_006973,PC9H_006973,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376792,PC9H_006974,PC9H_006974,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376793,PC9H_006975,PC9H_006975,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376794,PC9H_006976,PC9H_006976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376795,PC9H_006977,PC9H_006977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376796,PC9H_006978,PC9H_006978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376797,PC9H_006979,PC9H_006979,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376798,PC9H_006980,PC9H_006980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376799,PC9H_006981,PC9H_006981,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376800,PC9H_006982,PC9H_006982,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376801,PC9H_006983,PC9H_006983,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376802,PC9H_006984,PC9H_006984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376803,PC9H_006985,PC9H_006985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376804,PC9H_006986,PC9H_006986,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376805,PC9H_006987,PC9H_006987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376806,PC9H_006988,PC9H_006988,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376807,PC9H_006989,PC9H_006989,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376808,PC9H_006990,PC9H_006990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376809,PC9H_006991,PC9H_006991,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376810,PC9H_006992,PC9H_006992,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376811,PC9H_006993,PC9H_006993,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376812,PC9H_006994,PC9H_006994,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376813,PC9H_006995,PC9H_006995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376814,SEC26,PC9H_006996,-,-,Unknown,-,coatomer subunit beta,protein-coding,-,-,-,coatomer subunit beta,20210529,-
5322,59376815,PC9H_006997,PC9H_006997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376816,PC9H_006998,PC9H_006998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376817,PC9H_006999,PC9H_006999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376818,PC9H_007000,PC9H_007000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376819,PC9H_007001,PC9H_007001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376820,PC9H_007002,PC9H_007002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376821,PC9H_007003,PC9H_007003,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376822,PC9H_007004,PC9H_007004,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376823,PC9H_007005,PC9H_007005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376824,PC9H_007006,PC9H_007006,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376825,PC9H_007007,PC9H_007007,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376826,PC9H_007008,PC9H_007008,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376827,PC9H_007009,PC9H_007009,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59376828,PC9H_007010,PC9H_007010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376829,PC9H_007011,PC9H_007011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376830,PC9H_007012,PC9H_007012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376831,PC9H_007013,PC9H_007013,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376832,PC9H_007014,PC9H_007014,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376833,PC9H_007015,PC9H_007015,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376834,PC9H_007016,PC9H_007016,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376835,PC9H_007017,PC9H_007017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376836,PC9H_007018,PC9H_007018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376837,PC9H_007019,PC9H_007019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376838,PC9H_007020,PC9H_007020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376839,PC9H_007021,PC9H_007021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376840,PC9H_007022,PC9H_007022,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376841,PC9H_007023,PC9H_007023,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376842,PC9H_007024,PC9H_007024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376843,PC9H_007025,PC9H_007025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376844,PC9H_007026,PC9H_007026,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376845,PC9H_007027,PC9H_007027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376846,PC9H_007028,PC9H_007028,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376847,PC9H_007029,PC9H_007029,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376848,PC9H_007030,PC9H_007030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376849,PC9H_007031,PC9H_007031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376850,PC9H_007032,PC9H_007032,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376851,PC9H_007033,PC9H_007033,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376852,GPA1,PC9H_007034,-,-,Unknown,-,guanine nucleotide-binding protein subunit alpha,protein-coding,-,-,-,guanine nucleotide-binding protein subunit alpha,20210116,-
5322,59376853,PC9H_007035,PC9H_007035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376854,PC9H_007036,PC9H_007036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376855,PC9H_007037,PC9H_007037,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376856,PC9H_007038,PC9H_007038,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376857,PC9H_007039,PC9H_007039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376858,PC9H_007040,PC9H_007040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376859,PC9H_007041,PC9H_007041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376860,PC9H_007042,PC9H_007042,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376861,PC9H_007043,PC9H_007043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376862,PC9H_007044,PC9H_007044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376863,PC9H_007045,PC9H_007045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
