#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
229533,3293533,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Gibberella zeae PH-1).,other,-,-,-,-,20210522,-
229533,23553467,FGSG_06333,FGSG_06333,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553468,FGSG_06334,FGSG_06334,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553469,FGSG_06335,FGSG_06335,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553470,FGSG_06336,FGSG_06336,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553471,FGSG_06337,FGSG_06337,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553472,FGSG_06338,FGSG_06338,-,-,3,-,tRNA (guanine-N(1)-)-methyltransferase,protein-coding,-,-,-,-,20210212,-
229533,23553473,FGSG_06339,FGSG_06339,-,-,3,-,DNA primase small subunit,protein-coding,-,-,-,-,20210212,-
229533,23553474,FGSG_06340,FGSG_06340,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553475,FGSG_06341,FGSG_06341,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553476,FGSG_06342,FGSG_06342,-,-,3,-,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A,protein-coding,-,-,-,-,20210212,-
229533,23553477,FGSG_06343,FGSG_06343,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23553478,FGSG_06344,FGSG_06344,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553479,FGSG_06345,FGSG_06345,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553480,FGSG_06346,FGSG_06346,-,-,3,-,vacuolar protein sorting-associated protein 74,protein-coding,-,-,-,-,20210212,-
229533,23553481,FGSG_06347,FGSG_06347,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553482,FGSG_06348,FGSG_06348,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553483,FGSG_06349,FGSG_06349,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553484,FGSG_06350,FGSG_06350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23553485,FGSG_06351,FGSG_06351,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553486,FGSG_06352,FGSG_06352,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553487,FGSG_06353,FGSG_06353,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553488,FGSG_06354,FGSG_06354,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553489,FGSG_06355,FGSG_06355,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553490,FGSG_06356,FGSG_06356,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553491,FGSG_06357,FGSG_06357,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553492,FGSG_06358,FGSG_06358,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553493,FGSG_06359,FGSG_06359,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553494,FGSG_06360,FGSG_06360,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553495,FGSG_06361,FGSG_06361,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553496,FGSG_06362,FGSG_06362,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553497,FGSG_06363,FGSG_06363,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553498,FGSG_06364,FGSG_06364,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553499,FGSG_06366,FGSG_06366,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553500,FGSG_06367,FGSG_06367,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23553501,FGSG_06368,FGSG_06368,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553502,FGSG_06369,FGSG_06369,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553503,FGSG_06370,FGSG_06370,-,-,3,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,protein-coding,-,-,-,-,20210212,-
229533,23553504,FGSG_06371,FGSG_06371,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553505,FGSG_06372,FGSG_06372,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553506,FGSG_06373,FGSG_06373,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553507,FGSG_06374,FGSG_06374,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23553508,FGSG_06375,FGSG_06375,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553509,FGSG_06376,FGSG_06376,-,-,3,-,N-acetyltransferase C complex catalytic subunit MAK3,protein-coding,-,-,-,-,20160813,-
229533,23553510,FGSG_06377,FGSG_06377,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553511,FGSG_06378,FGSG_06378,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553512,FGSG_06379,FGSG_06379,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553513,FGSG_06380,FGSG_06380,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23553514,FGSG_06381,FGSG_06381,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553515,FGSG_06382,FGSG_06382,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553516,FGSG_06383,FGSG_06383,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553517,FGSG_06384,FGSG_06384,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23553518,FGSG_06385,FGSG_06385,-,-,3,-,mitogen-activated protein kinase,protein-coding,-,-,-,-,20170930,-
229533,23553519,FGSG_06386,FGSG_06386,-,-,3,-,oxidation resistance protein 1,protein-coding,-,-,-,-,20210212,-
229533,23553520,FGSG_06387,FGSG_06387,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23553521,FGSG_06388,FGSG_06388,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553522,FGSG_06389,FGSG_06389,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553523,FGSG_06390,FGSG_06390,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23553524,FGSG_06391,FGSG_06391,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553525,FGSG_06392,FGSG_06392,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553526,FGSG_06393,FGSG_06393,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553527,FGSG_06394,FGSG_06394,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23553528,FGSG_06395,FGSG_06395,-,-,3,-,activating signal cointegrator 1 complex subunit 3,protein-coding,-,-,-,-,20170930,-
229533,23553529,FGSG_06396,FGSG_06396,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553530,FGSG_06397,FGSG_06397,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553531,FGSG_06398,FGSG_06398,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553532,FGSG_06399,FGSG_06399,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553533,FGSG_06400,FGSG_06400,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553534,FGSG_06401,FGSG_06401,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23553535,FGSG_06402,FGSG_06402,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553536,FGSG_06403,FGSG_06403,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553537,FGSG_06404,FGSG_06404,-,-,3,-,acyl-protein thioesterase 1,protein-coding,-,-,-,-,20160813,-
229533,23553538,FGSG_06405,FGSG_06405,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553539,FGSG_06406,FGSG_06406,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553540,FGSG_06407,FGSG_06407,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23553541,FGSG_06408,FGSG_06408,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553542,FGSG_06409,FGSG_06409,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23553543,FGSG_06410,FGSG_06410,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23553544,FGSG_06411,FGSG_06411,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553545,FGSG_06412,FGSG_06412,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553546,FGSG_06413,FGSG_06413,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553547,FGSG_06414,FGSG_06414,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553548,FGSG_06415,FGSG_06415,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553549,FGSG_06416,FGSG_06416,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23553550,FGSG_06417,FGSG_06417,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553551,FGSG_06418,FGSG_06418,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553552,FGSG_06419,FGSG_06419,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553553,FGSG_06420,FGSG_06420,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553554,FGSG_06421,FGSG_06421,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553555,FGSG_06422,FGSG_06422,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553556,FGSG_06423,FGSG_06423,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553557,FGSG_06424,FGSG_06424,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553558,FGSG_06425,FGSG_06425,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553559,FGSG_06426,FGSG_06426,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553560,FGSG_06427,FGSG_06427,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553561,FGSG_06428,FGSG_06428,-,-,3,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553562,FGSG_06429,FGSG_06429,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553563,FGSG_06431,FGSG_06431,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553564,FGSG_06432,FGSG_06432,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553565,FGSG_06433,FGSG_06433,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553566,FGSG_06434,FGSG_06434,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553567,FGSG_06435,FGSG_06435,-,-,4,-,phenylacrylic acid decarboxylase,protein-coding,-,-,-,-,20150702,-
229533,23553568,FGSG_06436,FGSG_06436,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553569,FGSG_06437,FGSG_06437,-,-,4,-,Lipase 2,protein-coding,-,-,-,-,20210320,-
229533,23553570,FGSG_06438,FGSG_06438,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553571,FGSG_06439,FGSG_06439,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553572,FGSG_06440,FGSG_06440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553573,FGSG_06441,FGSG_06441,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553574,FGSG_06442,FGSG_06442,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553575,FGSG_06443,FGSG_06443,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553576,FGSG_06444,FGSG_06444,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553577,FGSG_06445,FGSG_06445,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170210,-
229533,23553578,FGSG_06446,FGSG_06446,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553579,FGSG_06447,FGSG_06447,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553580,FGSG_06448,FGSG_06448,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23553581,FGSG_06449,FGSG_06449,-,-,4,-,fumarylacetoacetase,protein-coding,-,-,-,-,20160813,-
229533,23553582,FGSG_06450,FGSG_06450,-,-,4,-,"homogentisate 1,2-dioxygenase",protein-coding,-,-,-,-,20160910,-
229533,23553583,FGSG_06451,FGSG_06451,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553584,FGSG_06452,FGSG_06452,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23553585,FGSG_06453,FGSG_06453,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553586,FGSG_06454,FGSG_06454,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553587,FGSG_06455,FGSG_06455,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553588,FGSG_06456,FGSG_06456,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23553589,FGSG_06457,FGSG_06457,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553590,FGSG_06459,FGSG_06459,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553591,FGSG_06460,FGSG_06460,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23553592,FGSG_06461,FGSG_06461,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150702,-
229533,23553593,FGSG_06462,FGSG_06462,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553594,FGSG_06463,FGSG_06463,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553595,FGSG_06464,FGSG_06464,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553596,FGSG_06465,FGSG_06465,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553597,FGSG_06466,FGSG_06466,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23553598,FGSG_06467,FGSG_06467,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553599,FGSG_06468,FGSG_06468,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553600,FGSG_06469,FGSG_06469,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553601,FGSG_06470,FGSG_06470,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553602,FGSG_06471,FGSG_06471,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553603,FGSG_06472,FGSG_06472,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23553604,FGSG_06473,FGSG_06473,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553605,FGSG_06474,FGSG_06474,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553606,FGSG_06475,FGSG_06475,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553607,FGSG_06476,FGSG_06476,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553608,FGSG_06477,FGSG_06477,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23553609,FGSG_06478,FGSG_06478,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553610,FGSG_06479,FGSG_06479,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553611,FGSG_06480,FGSG_06480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553612,FGSG_06482,FGSG_06482,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553613,FGSG_06483,FGSG_06483,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553614,FGSG_06484,FGSG_06484,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553615,FGSG_06485,FGSG_06485,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553616,FGSG_06486,FGSG_06486,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553617,FGSG_06487,FGSG_06487,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553618,FGSG_06488,FGSG_06488,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553619,FGSG_06489,FGSG_06489,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553620,FGSG_06490,FGSG_06490,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553621,FGSG_06491,FGSG_06491,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553622,FGSG_06492,FGSG_06492,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553623,FGSG_06493,FGSG_06493,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553624,FGSG_06494,FGSG_06494,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553625,FGSG_06495,FGSG_06495,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553626,FGSG_06496,FGSG_06496,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553627,FGSG_06497,FGSG_06497,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23553628,FGSG_06498,FGSG_06498,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553629,FGSG_06499,FGSG_06499,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553630,FGSG_06500,FGSG_06500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553631,FGSG_06501,FGSG_06501,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23553632,FGSG_06502,FGSG_06502,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553633,FGSG_06503,FGSG_06503,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553634,FGSG_06504,FGSG_06504,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553635,FGSG_06505,FGSG_06505,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553636,FGSG_06506,FGSG_06506,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553637,FGSG_06507,FGSG_06507,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553638,FGSG_06508,FGSG_06508,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553639,FGSG_06509,FGSG_06509,-,-,4,-,PNS1 protein,protein-coding,-,-,-,-,20170210,-
229533,23553640,FGSG_06510,FGSG_06510,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20180512,-
229533,23553641,FGSG_06511,FGSG_06511,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553642,FGSG_06512,FGSG_06512,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553643,FGSG_06513,FGSG_06513,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23553644,FGSG_06514,FGSG_06514,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553645,FGSG_06515,FGSG_06515,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553646,FGSG_06516,FGSG_06516,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553647,FGSG_06517,FGSG_06517,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553648,FGSG_06518,FGSG_06518,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150801,-
229533,23553649,FGSG_06519,FGSG_06519,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170520,-
229533,23553650,FGSG_06520,FGSG_06520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553651,FGSG_06521,FGSG_06521,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553652,FGSG_06522,FGSG_06522,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553653,FGSG_06523,FGSG_06523,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553654,FGSG_06524,FGSG_06524,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553655,FGSG_06526,FGSG_06526,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553656,FGSG_06527,FGSG_06527,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553657,FGSG_06528,FGSG_06528,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553658,FGSG_06529,FGSG_06529,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
229533,23553659,FGSG_06530,FGSG_06530,-,-,4,-,50S ribosomal protein L14,protein-coding,-,-,-,-,20210212,-
229533,23553660,FGSG_06531,FGSG_06531,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23553661,FGSG_06532,FGSG_06532,-,-,4,-,peptidyl-prolyl cis-trans isomerase ssp-1,protein-coding,-,-,-,-,20210212,-
229533,23553662,FGSG_06533,FGSG_06533,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23553663,FGSG_06534,FGSG_06534,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553664,FGSG_06535,FGSG_06535,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23553665,FGSG_06536,FGSG_06536,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553666,FGSG_06537,FGSG_06537,-,-,4,-,N amino acid transport system protein,protein-coding,-,-,-,-,20170930,-
229533,23553667,FGSG_06538,FGSG_06538,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553668,FGSG_06539,FGSG_06539,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553669,FGSG_06540,FGSG_06540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553670,FGSG_06541,FGSG_06541,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553671,FGSG_06542,FGSG_06542,-,-,4,-,palmitoyltransferase AKR1,protein-coding,-,-,-,-,20160813,-
229533,23553672,FGSG_06543,FGSG_06543,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553673,FGSG_06544,FGSG_06544,-,-,4,-,cystathionine beta-synthase,protein-coding,-,-,-,-,20210417,-
229533,23553674,FGSG_06545,FGSG_06545,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553675,FGSG_06546,FGSG_06546,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23553676,FGSG_06547,FGSG_06547,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553677,FGSG_06548,FGSG_06548,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553678,FGSG_06549,FGSG_06549,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553679,FGSG_06550,FGSG_06550,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553680,FGSG_06551,FGSG_06551,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23553681,FGSG_06552,FGSG_06552,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150702,-
229533,23553682,FGSG_06553,FGSG_06553,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553683,FGSG_06554,FGSG_06554,-,-,4,-,catalase,protein-coding,-,-,-,-,20160813,-
229533,23553684,FGSG_06555,FGSG_06555,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553685,FGSG_06556,FGSG_06556,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553686,FGSG_06557,FGSG_06557,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553687,FGSG_06558,FGSG_06558,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23553688,FGSG_06559,FGSG_06559,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553689,FGSG_06560,FGSG_06560,-,-,4,-,methionine aminopeptidase 2B,protein-coding,-,-,-,-,20210212,-
229533,23553690,FGSG_06561,FGSG_06561,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23553691,FGSG_06562,FGSG_06562,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553692,FGSG_06563,FGSG_06563,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553693,FGSG_06564,FGSG_06564,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23553694,FGSG_06565,FGSG_06565,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23553695,FGSG_06566,FGSG_06566,-,-,4,-,succinate/fumarate transporter,protein-coding,-,-,-,-,20210212,-
229533,23553696,FGSG_06569,FGSG_06569,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23553697,FGSG_06570,FGSG_06570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
