#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1537102,15802624,BEWA_015190,BEWA_015190,-,-,4,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200911,-
1537102,15804776,BEWA_010530,BEWA_010530,-,-,3,-,protein kinase domain-containing protein,protein-coding,-,-,-,protein kinase domain-containing protein,20200911,-
1537102,15804777,BEWA_008760,BEWA_008760,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804778,BEWA_004050,BEWA_004050,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804779,BEWA_009310,BEWA_009310,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804780,BEWA_009740,BEWA_009740,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804781,BEWA_002660,BEWA_002660,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804782,BEWA_003020,BEWA_003020,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804783,BEWA_007750,BEWA_007750,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804784,BEWA_002990,BEWA_002990,-,-,3,-,"60S ribosomal protein L32, putative",protein-coding,-,-,-,"60S ribosomal protein L32, putative",20200911,-
1537102,15804785,BEWA_009480,BEWA_009480,-,-,3,-,DnaJ domain-containing protein,protein-coding,-,-,-,DnaJ domain-containing protein,20200911,-
1537102,15804786,BEWA_003350,BEWA_003350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804787,BEWA_007590,BEWA_007590,-,-,3,-,potassium channel tetramerization domain-containing protein,protein-coding,-,-,-,potassium channel tetramerization domain-containing protein,20200911,-
1537102,15804788,BEWA_010290,BEWA_010290,-,-,3,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15804789,BEWA_001920,BEWA_001920,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804790,BEWA_006830,BEWA_006830,-,-,3,-,"chromosome replication factor, putative",protein-coding,-,-,-,"chromosome replication factor, putative",20200911,-
1537102,15804791,BEWA_000210,BEWA_000210,-,-,3,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200911,-
1537102,15804792,BEWA_002240,BEWA_002240,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804793,BEWA_007480,BEWA_007480,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804794,BEWA_010910,BEWA_010910,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804795,BEWA_000390,BEWA_000390,-,-,3,-,"cholinephosphate cytidylyltransferase, putative",protein-coding,-,-,-,"cholinephosphate cytidylyltransferase, putative",20200911,-
1537102,15804796,BEWA_010000,BEWA_010000,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804797,BEWA_008190,BEWA_008190,-,-,3,-,Myb-like DNA-binding domain-containing protein,protein-coding,-,-,-,Myb-like DNA-binding domain-containing protein,20200911,-
1537102,15804798,BEWA_010630,BEWA_010630,-,-,3,-,"ATP-dependent Clp protease ATP-binding subunit, putative",protein-coding,-,-,-,"ATP-dependent Clp protease ATP-binding subunit, putative",20200911,-
1537102,15804799,BEWA_005940,BEWA_005940,-,-,3,-,"cytochrome C1 precursor, putative",protein-coding,-,-,-,"cytochrome C1 precursor, putative",20200911,-
1537102,15804800,BEWA_009930,BEWA_009930,-,-,3,-,"40S ribosomal protein S21, putative",protein-coding,-,-,-,"40S ribosomal protein S21, putative",20200911,-
1537102,15804801,BEWA_007790,BEWA_007790,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804802,BEWA_002840,BEWA_002840,-,-,3,-,DUF1777 domain-containing protein,protein-coding,-,-,-,DUF1777 domain-containing protein,20200911,-
1537102,15804803,BEWA_005600,BEWA_005600,-,-,3,-,"coatomer gamma subunit, putative",protein-coding,-,-,-,"coatomer gamma subunit, putative",20200911,-
1537102,15804804,BEWA_006320,BEWA_006320,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804805,BEWA_001590,BEWA_001590,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804806,BEWA_010620,BEWA_010620,-,-,3,-,"vacuolar protein sorting 29, putative",protein-coding,-,-,-,"vacuolar protein sorting 29, putative",20200911,-
1537102,15804807,BEWA_009370,BEWA_009370,-,-,3,-,"WD domain, G-beta repeat family protein",protein-coding,-,-,-,"WD domain, G-beta repeat family protein",20200911,-
1537102,15804808,BEWA_009820,BEWA_009820,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804809,BEWA_007200,BEWA_007200,-,-,3,-,"cullin protein, putative",protein-coding,-,-,-,"cullin protein, putative",20200911,-
1537102,15804810,BEWA_001360,BEWA_001360,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804811,BEWA_009250,BEWA_009250,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804812,BEWA_004200,BEWA_004200,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804813,BEWA_008740,BEWA_008740,-,-,3,-,"vacuolar ATP synthase catalytic subunit B, putative",protein-coding,-,-,-,"vacuolar ATP synthase catalytic subunit B, putative",20200911,-
1537102,15804814,BEWA_002350,BEWA_002350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804815,BEWA_010550,BEWA_010550,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804816,BEWA_001020,BEWA_001020,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804817,BEWA_011290,BEWA_011290,-,-,3,-,"phenylalanyl-tRNA synthetase, putative",protein-coding,-,-,-,"phenylalanyl-tRNA synthetase, putative",20200911,-
1537102,15804818,BEWA_011310,BEWA_011310,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804819,BEWA_000840,BEWA_000840,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804820,BEWA_001800,BEWA_001800,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804821,BEWA_009160,BEWA_009160,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804822,BEWA_006270,BEWA_006270,-,-,3,-,HORMA domain-containing protein,protein-coding,-,-,-,HORMA domain-containing protein,20200911,-
1537102,15804823,BEWA_002140,BEWA_002140,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804824,BEWA_006360,BEWA_006360,-,-,3,-,"DNA-directed RNA polymerase II subunit, putative",protein-coding,-,-,-,"DNA-directed RNA polymerase II subunit, putative",20200911,-
1537102,15804825,BEWA_002640,BEWA_002640,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804826,BEWA_001490,BEWA_001490,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804827,BEWA_004760,BEWA_004760,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804828,BEWA_006370,BEWA_006370,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804829,BEWA_000410,BEWA_000410,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804830,BEWA_005450,BEWA_005450,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804831,BEWA_009720,BEWA_009720,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804832,BEWA_007970,BEWA_007970,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804833,BEWA_009430,BEWA_009430,-,-,3,-,"succinyl-CoA ligase, putative",protein-coding,-,-,-,"succinyl-CoA ligase, putative",20200911,-
1537102,15804834,BEWA_005340,BEWA_005340,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804835,BEWA_011690,BEWA_011690,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804836,BEWA_005250,BEWA_005250,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804837,BEWA_006190,BEWA_006190,-,-,3,-,LSM domain-containing protein,protein-coding,-,-,-,LSM domain-containing protein,20200911,-
1537102,15804838,BEWA_008520,BEWA_008520,-,-,3,-,zinc finger protein DHHC domain-containing protein,protein-coding,-,-,-,zinc finger protein DHHC domain-containing protein,20200911,-
1537102,15804839,BEWA_002970,BEWA_002970,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804840,BEWA_008340,BEWA_008340,-,-,3,-,"RNA polymerase small subunit, putative",protein-coding,-,-,-,"RNA polymerase small subunit, putative",20200911,-
1537102,15804841,BEWA_003490,BEWA_003490,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804842,BEWA_003120,BEWA_003120,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804843,BEWA_005000,BEWA_005000,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804844,BEWA_011130,BEWA_011130,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804845,BEWA_002290,BEWA_002290,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804846,BEWA_004500,BEWA_004500,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804847,BEWA_001080,BEWA_001080,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804848,BEWA_009620,BEWA_009620,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804849,BEWA_003810,BEWA_003810,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804850,BEWA_003140,BEWA_003140,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804851,BEWA_003210,BEWA_003210,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804852,BEWA_008770,BEWA_008770,-,-,3,-,"proteasome regulatory component, putative",protein-coding,-,-,-,"proteasome regulatory component, putative",20200911,-
1537102,15804853,BEWA_005750,BEWA_005750,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804854,BEWA_004150,BEWA_004150,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804855,BEWA_009850,BEWA_009850,-,-,3,-,YEATS family domain-containing protein,protein-coding,-,-,-,YEATS family domain-containing protein,20200911,-
1537102,15804856,BEWA_000900,BEWA_000900,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804857,BEWA_010860,BEWA_010860,-,-,3,-,"proteasome subunit alpha type, putative",protein-coding,-,-,-,"proteasome subunit alpha type, putative",20200911,-
1537102,15804858,BEWA_003420,BEWA_003420,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804859,BEWA_001730,BEWA_001730,-,-,3,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20200911,-
1537102,15804860,BEWA_004640,BEWA_004640,-,-,3,-,"WD domain, G-beta repeat domain-containing protein",protein-coding,-,-,-,"WD domain, G-beta repeat domain-containing protein",20200911,-
1537102,15804861,BEWA_009790,BEWA_009790,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804862,BEWA_005780,BEWA_005780,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804863,BEWA_004990,BEWA_004990,-,-,3,-,"DNA repair protein rad51, putative",protein-coding,-,-,-,"DNA repair protein rad51, putative",20200911,-
1537102,15804864,BEWA_007260,BEWA_007260,-,-,3,-,"RNA modification enzyme, MiaB family domain-containing protein",protein-coding,-,-,-,"RNA modification enzyme, MiaB family domain-containing protein",20200911,-
1537102,15804865,BEWA_002980,BEWA_002980,-,-,3,-,"tubulin alpha-1 chain, putative",protein-coding,-,-,-,"tubulin alpha-1 chain, putative",20200911,-
1537102,15804866,BEWA_000170,BEWA_000170,-,-,3,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15804867,BEWA_000160,BEWA_000160,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804868,BEWA_016500,BEWA_016500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804869,BEWA_016510,BEWA_016510,-,-,4,-,"centrin, putative",protein-coding,-,-,-,"centrin, putative",20200911,-
1537102,15804870,BEWA_017220,BEWA_017220,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804871,BEWA_017230,BEWA_017230,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804872,BEWA_017240,BEWA_017240,-,-,4,-,chromo domain containing protein,protein-coding,-,-,-,chromo domain containing protein,20200911,-
1537102,15804873,BEWA_017250,BEWA_017250,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804874,BEWA_016480,BEWA_016480,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804875,BEWA_017020,BEWA_017020,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804876,BEWA_017030,BEWA_017030,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804877,BEWA_017040,BEWA_017040,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804878,BEWA_017050,BEWA_017050,-,-,4,-,"DNA-directed RNA polymerase II, putative",protein-coding,-,-,-,"DNA-directed RNA polymerase II, putative",20200911,-
1537102,15804879,BEWA_016880,BEWA_016880,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804880,BEWA_016890,BEWA_016890,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804881,BEWA_016900,BEWA_016900,-,-,4,-,pseudo,pseudo,-,-,-,-,20200911,-
1537102,15804882,BEWA_016910,BEWA_016910,-,-,4,-,"vacuolar ATP synthase subunit H, putative",protein-coding,-,-,-,"vacuolar ATP synthase subunit H, putative",20200911,-
1537102,15804883,BEWA_016920,BEWA_016920,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804884,BEWA_016600,BEWA_016600,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804885,BEWA_016610,BEWA_016610,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804886,BEWA_016620,BEWA_016620,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804887,BEWA_016630,BEWA_016630,-,-,4,-,double-stranded DNA-binding domain containing protein,protein-coding,-,-,-,double-stranded DNA-binding domain containing protein,20200911,-
1537102,15804888,BEWA_017140,BEWA_017140,-,-,4,-,"DNA-directed RNA polymerases I, II, and III 7.7 kD polypeptide, putative",protein-coding,-,-,-,"DNA-directed RNA polymerases I, II, and III 7.7 kD polypeptide, putative",20200911,-
1537102,15804889,BEWA_017150,BEWA_017150,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804890,BEWA_017160,BEWA_017160,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804891,BEWA_017170,BEWA_017170,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804892,BEWA_017300,BEWA_017300,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804893,BEWA_017310,BEWA_017310,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804894,BEWA_017320,BEWA_017320,-,-,4,-,equi merozoite antigen 2,protein-coding,-,-,-,equi merozoite antigen 2,20200911,-
1537102,15804895,BEWA_017330,BEWA_017330,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804896,BEWA_017340,BEWA_017340,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804897,BEWA_016490,BEWA_016490,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804898,BEWA_017350,BEWA_017350,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804899,BEWA_017360,BEWA_017360,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804900,BEWA_016520,BEWA_016520,-,-,4,-,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative",protein-coding,-,-,-,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative",20200911,-
1537102,15804901,BEWA_016530,BEWA_016530,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804902,BEWA_016470,BEWA_016470,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804903,BEWA_016680,BEWA_016680,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804904,BEWA_016690,BEWA_016690,-,-,4,-,"60S ribosomal protein L24, putative",protein-coding,-,-,-,"60S ribosomal protein L24, putative",20200911,-
1537102,15804905,BEWA_016700,BEWA_016700,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804906,BEWA_016710,BEWA_016710,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804907,BEWA_016460,BEWA_016460,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804908,BEWA_017260,BEWA_017260,-,-,4,-,"ATPase, AFG1 family member protein",protein-coding,-,-,-,"ATPase, AFG1 family member protein",20200911,-
1537102,15804909,BEWA_017270,BEWA_017270,-,-,4,-,"50S ribosomal protein L17, putative",protein-coding,-,-,-,"50S ribosomal protein L17, putative",20200911,-
1537102,15804910,BEWA_017280,BEWA_017280,-,-,4,-,"50S ribosomal protein L15, putative",protein-coding,-,-,-,"50S ribosomal protein L15, putative",20200911,-
1537102,15804911,BEWA_017290,BEWA_017290,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804912,BEWA_017060,BEWA_017060,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804913,BEWA_017070,BEWA_017070,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804914,BEWA_017080,BEWA_017080,-,-,4,-,"ubiquitin-conjugating enzyme, putative",protein-coding,-,-,-,"ubiquitin-conjugating enzyme, putative",20200911,-
1537102,15804915,BEWA_017090,BEWA_017090,-,-,4,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200911,-
1537102,15804916,BEWA_016640,BEWA_016640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804917,BEWA_016650,BEWA_016650,-,-,4,-,"40S ribosomal protein S27, putative",protein-coding,-,-,-,"40S ribosomal protein S27, putative",20200911,-
1537102,15804918,BEWA_016660,BEWA_016660,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804919,BEWA_016670,BEWA_016670,-,-,4,-,ema family member protein,protein-coding,-,-,-,ema family member protein,20200911,-
1537102,15804920,BEWA_016540,BEWA_016540,-,-,4,-,"cathepsin E, putative",protein-coding,-,-,-,"cathepsin E, putative",20200911,-
1537102,15804921,BEWA_016550,BEWA_016550,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804922,BEWA_017180,BEWA_017180,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804923,BEWA_017190,BEWA_017190,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804924,BEWA_017200,BEWA_017200,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804925,BEWA_017210,BEWA_017210,-,-,4,-,"methyltransferase, putative",protein-coding,-,-,-,"methyltransferase, putative",20200911,-
1537102,15804926,BEWA_017100,BEWA_017100,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804927,BEWA_017110,BEWA_017110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804928,BEWA_017120,BEWA_017120,-,-,4,-,"oxidoreductase, aldo/keto reductase family member protein",protein-coding,-,-,-,"oxidoreductase, aldo/keto reductase family member protein",20200911,-
1537102,15804929,BEWA_017130,BEWA_017130,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804930,BEWA_016930,BEWA_016930,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804931,BEWA_016940,BEWA_016940,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804932,BEWA_016950,BEWA_016950,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804933,BEWA_016960,BEWA_016960,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804934,BEWA_016840,BEWA_016840,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804935,BEWA_016850,BEWA_016850,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804936,BEWA_016860,BEWA_016860,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804937,BEWA_016870,BEWA_016870,-,-,4,-,"U1 snRNP protein, putative",protein-coding,-,-,-,"U1 snRNP protein, putative",20200911,-
1537102,15804938,BEWA_016760,BEWA_016760,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804939,BEWA_016770,BEWA_016770,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804940,BEWA_016780,BEWA_016780,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804941,BEWA_016790,BEWA_016790,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804942,BEWA_016800,BEWA_016800,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804943,BEWA_016810,BEWA_016810,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804944,BEWA_016820,BEWA_016820,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804945,BEWA_016830,BEWA_016830,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804946,BEWA_016560,BEWA_016560,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804947,BEWA_016570,BEWA_016570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804948,BEWA_016580,BEWA_016580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804949,BEWA_016590,BEWA_016590,-,-,4,-,haloacid dehalogenase-like hydrolase family member protein,protein-coding,-,-,-,haloacid dehalogenase-like hydrolase family member protein,20200911,-
1537102,15804950,BEWA_016720,BEWA_016720,-,-,4,-,"glutamine-dependent carbamoyl phosphate synthase, putative",protein-coding,-,-,-,"glutamine-dependent carbamoyl phosphate synthase, putative",20200911,-
1537102,15804951,BEWA_016730,BEWA_016730,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804952,BEWA_016740,BEWA_016740,-,-,4,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15804953,BEWA_016750,BEWA_016750,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804954,BEWA_016970,BEWA_016970,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804955,BEWA_016980,BEWA_016980,-,-,4,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15804956,BEWA_016990,BEWA_016990,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804957,BEWA_017000,BEWA_017000,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804958,BEWA_017010,BEWA_017010,-,-,4,-,conserved hypothetical protein,protein-coding,-,-,-,conserved hypothetical protein,20200911,-
1537102,15804959,BEWA_050370,BEWA_050370,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804960,BEWA_050380,BEWA_050380,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804961,BEWA_050390,BEWA_050390,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804962,BEWA_050400,BEWA_050400,-,-,4,-,DNA polymerase family B member protein,protein-coding,-,-,-,DNA polymerase family B member protein,20200911,-
1537102,15804963,BEWA_046280,BEWA_046280,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804964,BEWA_046290,BEWA_046290,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804965,BEWA_046300,BEWA_046300,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
