#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
120017,64860427,UHO2_00001,UHO2_00001,-,-,Unknown,-,putative zinc metallo-protease,protein-coding,-,-,-,putative zinc metallo-protease,20210514,-
120017,64863861,UHO2_03438,UHO2_03438,-,-,Unknown,-,related to permeases - unknown function,protein-coding,-,-,-,related to permeases - unknown function,20210514,-
120017,64863862,UHO2_03439,UHO2_03439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863863,UHO2_03440,UHO2_03440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863864,UHO2_03441,UHO2_03441,-,-,Unknown,-,putative aldehyde dehydrogenase,protein-coding,-,-,-,putative aldehyde dehydrogenase,20210514,-
120017,64863865,UHO2_03442,UHO2_03442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863866,UHO2_03443,UHO2_03443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863867,UHO2_03444,UHO2_03444,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863868,UHO2_03445,UHO2_03445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863869,UHO2_03446,UHO2_03446,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863870,UHO2_03447,UHO2_03447,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863871,UHO2_03448,UHO2_03448,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863872,UHO2_03449,UHO2_03449,-,-,Unknown,-,putative RPL34B - ribosomal protein L34.e,protein-coding,-,-,-,putative RPL34B - ribosomal protein L34.e,20210514,-
120017,64863873,UHO2_03450,UHO2_03450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863874,UHO2_03451,UHO2_03451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863875,UHO2_03452,UHO2_03452,-,-,Unknown,-,putative nucleoside-diphosphate kinase,protein-coding,-,-,-,putative nucleoside-diphosphate kinase,20210514,-
120017,64863876,UHO2_03453,UHO2_03453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863877,UHO2_03454,UHO2_03454,-,-,Unknown,-,putative branched-chain alpha-keto acid dehydrogenase e1-beta subunit,protein-coding,-,-,-,putative branched-chain alpha-keto acid dehydrogenase e1-beta subunit,20210514,-
120017,64863878,UHO2_03455,UHO2_03455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863879,UHO2_03456,UHO2_03456,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863880,UHO2_03457,UHO2_03457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863881,UHO2_03458,UHO2_03458,-,-,Unknown,-,putative vacuolar atp synthase subunit d,protein-coding,-,-,-,putative vacuolar atp synthase subunit d,20210514,-
120017,64863882,UHO2_03459,UHO2_03459,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863883,UHO2_03460,UHO2_03460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863884,UHO2_03461,UHO2_03461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863885,UHO2_03462,UHO2_03462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863886,UHO2_03463,UHO2_03463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863887,UHO2_03464,UHO2_03464,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863888,UHO2_03465,UHO2_03465,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863889,UHO2_03466,UHO2_03466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863890,UHO2_03467,UHO2_03467,-,-,Unknown,-,putative ATP-binding multidrug cassette transport protein,protein-coding,-,-,-,putative ATP-binding multidrug cassette transport protein,20210514,-
120017,64863891,UHO2_03468,UHO2_03468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863892,UHO2_03469,UHO2_03469,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863893,UHO2_03470,UHO2_03470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863894,UHO2_03471,UHO2_03471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863895,UHO2_03472,UHO2_03472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863896,UHO2_03473,UHO2_03473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863897,UHO2_03474,UHO2_03474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863898,UHO2_03475,UHO2_03475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863899,UHO2_03476,UHO2_03476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863900,UHO2_03477,UHO2_03477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863901,UHO2_03478,UHO2_03478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863902,UHO2_03479,UHO2_03479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863903,UHO2_03480,UHO2_03480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863904,UHO2_03481,UHO2_03481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863905,UHO2_03482,UHO2_03482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863906,UHO2_03483,UHO2_03483,-,-,Unknown,-,Acyltransferase invovled in MEL production,protein-coding,-,-,-,Acyltransferase invovled in MEL production,20210514,-
120017,64863907,UHO2_03484,UHO2_03484,-,-,Unknown,-,Erythritol-mannosyl-transferase invovled in MEL production,protein-coding,-,-,-,Erythritol-mannosyl-transferase invovled in MEL production,20210514,-
120017,64863908,UHO2_03485,UHO2_03485,-,-,Unknown,-,Acyltransferase invovled in MEL production,protein-coding,-,-,-,Acyltransferase invovled in MEL production,20210514,-
120017,64863909,UHO2_03486,UHO2_03486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863910,UHO2_03487,UHO2_03487,-,-,Unknown,-,Acetyltransferase involved in MEL production,protein-coding,-,-,-,Acetyltransferase involved in MEL production,20210514,-
120017,64863911,UHO2_03488,UHO2_03488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863912,UHO2_03489,UHO2_03489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863913,UHO2_03490,UHO2_03490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863914,UHO2_03491,UHO2_03491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863915,UHO2_03492,UHO2_03492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863916,UHO2_03493,UHO2_03493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863917,UHO2_03494,UHO2_03494,-,-,Unknown,-,putative ribose-5-phosphate isomerase,protein-coding,-,-,-,putative ribose-5-phosphate isomerase,20210514,-
120017,64863918,UHO2_03495,UHO2_03495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863919,UHO2_03496,UHO2_03496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863920,UHO2_03497,UHO2_03497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863921,UHO2_03498,UHO2_03498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863922,UHO2_03499,UHO2_03499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863923,UHO2_03500,UHO2_03500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863924,UHO2_03501,UHO2_03501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863925,UHO2_03502,UHO2_03502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863926,UHO2_03503,UHO2_03503,-,-,Unknown,-,putative CSE1 - Nuclear envelope protein that mediates the nuclear export of importin alpha,protein-coding,-,-,-,putative CSE1 - Nuclear envelope protein that mediates the nuclear export of importin alpha,20210514,-
120017,64863927,UHO2_03504,UHO2_03504,-,-,Unknown,-,putative DNA repair/recombination protein Rec2,protein-coding,-,-,-,putative DNA repair/recombination protein Rec2,20210514,-
120017,64863928,UHO2_03505,UHO2_03505,-,-,Unknown,-,putative UDP-galactopyranose mutase,protein-coding,-,-,-,putative UDP-galactopyranose mutase,20210514,-
120017,64863929,UHO2_03506,UHO2_03506,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863930,UHO2_03507,UHO2_03507,-,-,Unknown,-,putative hexokinase,protein-coding,-,-,-,putative hexokinase,20210514,-
120017,64863931,UHO2_03508,UHO2_03508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863932,UHO2_03509,UHO2_03509,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863933,UHO2_03510,UHO2_03510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863934,UHO2_03511,UHO2_03511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863935,UHO2_03512,UHO2_03512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863936,UHO2_03513,UHO2_03513,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863937,UHO2_03514,UHO2_03514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863938,UHO2_03515,UHO2_03515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863939,UHO2_03516,UHO2_03516,-,-,Unknown,-,related to UPF0586 protein C1778.07,protein-coding,-,-,-,related to UPF0586 protein C1778.07,20210514,-
120017,64863940,UHO2_03517,UHO2_03517,-,-,Unknown,-,putative manganese superoxide dismutase precursor (sod-2),protein-coding,-,-,-,putative manganese superoxide dismutase precursor (sod-2),20210514,-
120017,64863941,UHO2_03518,UHO2_03518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863942,UHO2_03519,UHO2_03519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863943,UHO2_03520,UHO2_03520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863944,UHO2_03521,UHO2_03521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863945,UHO2_03522,UHO2_03522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863946,UHO2_03523,UHO2_03523,-,-,Unknown,-,putative serine/threonine protein phosphatase PP1,protein-coding,-,-,-,putative serine/threonine protein phosphatase PP1,20210514,-
120017,64863947,UHO2_03524,UHO2_03524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863948,UHO2_03525,UHO2_03525,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863949,UHO2_03526,UHO2_03526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863950,UHO2_03527,UHO2_03527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863951,UHO2_03528,UHO2_03528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863952,UHO2_03529,UHO2_03529,-,-,Unknown,-,putative transcription factor BTF3a,protein-coding,-,-,-,putative transcription factor BTF3a,20210514,-
120017,64863953,UHO2_03530,UHO2_03530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863954,UHO2_03531,UHO2_03531,-,-,Unknown,-,"putative RIB4 - 6,7-dimethyl-8-ribityllumazine synthase",protein-coding,-,-,-,"putative RIB4 - 6,7-dimethyl-8-ribityllumazine synthase",20210514,-
120017,64863955,UHO2_03532,UHO2_03532,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863956,UHO2_03533,UHO2_03533,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863957,UHO2_03534,UHO2_03534,-,-,Unknown,-,putative acetyl-CoA synthetase,protein-coding,-,-,-,putative acetyl-CoA synthetase,20210514,-
120017,64863958,UHO2_03535,UHO2_03535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863959,UHO2_03536,UHO2_03536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863960,UHO2_03537,UHO2_03537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863961,UHO2_03538,UHO2_03538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863962,UHO2_03539,UHO2_03539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863963,UHO2_03540,UHO2_03540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863964,UHO2_03541,UHO2_03541,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863965,UHO2_03542,UHO2_03542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863966,UHO2_03543,UHO2_03543,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863967,UHO2_03544,UHO2_03544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863968,UHO2_03545,UHO2_03545,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863969,UHO2_03546,UHO2_03546,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863970,UHO2_03547,UHO2_03547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863971,UHO2_03548,UHO2_03548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863972,UHO2_03549,UHO2_03549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863973,UHO2_03550,UHO2_03550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863974,UHO2_03551,UHO2_03551,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863975,UHO2_03552,UHO2_03552,-,-,Unknown,-,"related to YBT1 - Vacuolar, ABC protein transporting bile acids",protein-coding,-,-,-,"related to YBT1 - Vacuolar, ABC protein transporting bile acids",20210514,-
120017,64863976,UHO2_03553,UHO2_03553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863977,UHO2_03554,UHO2_03554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863978,UHO2_03555,UHO2_03555,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863979,UHO2_03556,UHO2_03556,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863980,UHO2_03557,UHO2_03557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863981,UHO2_03558,UHO2_03558,-,-,Unknown,-,putative chitin synthase 6,protein-coding,-,-,-,putative chitin synthase 6,20210514,-
120017,64863982,UHO2_03559,UHO2_03559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863983,UHO2_03560,UHO2_03560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863984,UHO2_03561,UHO2_03561,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863985,UHO2_03562,UHO2_03562,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863986,UHO2_03563,UHO2_03563,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863987,UHO2_03564,UHO2_03564,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863988,UHO2_03565,UHO2_03565,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863989,UHO2_03566,UHO2_03566,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863990,UHO2_03567,UHO2_03567,-,-,Unknown,-,related to YJU3 ### monoglyceride lipase,protein-coding,-,-,-,related to YJU3 ### monoglyceride lipase,20210514,-
120017,64863991,UHO2_03568,UHO2_03568,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863992,UHO2_03569,UHO2_03569,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863993,UHO2_03570,UHO2_03570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863994,UHO2_03571,UHO2_03571,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863995,UHO2_03572,UHO2_03572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863996,UHO2_03573,UHO2_03573,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863997,UHO2_03574,UHO2_03574,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863998,UHO2_03575,UHO2_03575,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64863999,UHO2_03576,UHO2_03576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864000,UHO2_03577,UHO2_03577,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864001,UHO2_03578,UHO2_03578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864002,UHO2_03579,UHO2_03579,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864003,UHO2_03580,UHO2_03580,-,-,Unknown,-,putative DNA mismatch repair protein MSH2,protein-coding,-,-,-,putative DNA mismatch repair protein MSH2,20210514,-
120017,64864004,UHO2_03581,UHO2_03581,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864005,UHO2_03582,UHO2_03582,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864006,UHO2_03583,UHO2_03583,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864007,UHO2_03584,UHO2_03584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864008,UHO2_03585,UHO2_03585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864009,UHO2_03586,UHO2_03586,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864010,UHO2_03587,UHO2_03587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864011,UHO2_03588,UHO2_03588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864012,UHO2_03589,UHO2_03589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864013,UHO2_03590,UHO2_03590,-,-,Unknown,-,putative 40S Ribosomal protein S14,protein-coding,-,-,-,putative 40S Ribosomal protein S14,20210514,-
120017,64864014,UHO2_03591,UHO2_03591,-,-,Unknown,-,putative conserved hypothetical Ustilaginaceae-specific protein,protein-coding,-,-,-,putative conserved hypothetical Ustilaginaceae-specific protein,20210514,-
120017,64864015,UHO2_03592,UHO2_03592,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864016,UHO2_03593,UHO2_03593,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864017,UHO2_03594,UHO2_03594,-,-,Unknown,-,putative 3-hydroxy-3-methylglutaryl-coenzyme A reductase,protein-coding,-,-,-,putative 3-hydroxy-3-methylglutaryl-coenzyme A reductase,20210514,-
120017,64864018,UHO2_03595,UHO2_03595,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864019,UHO2_03596,UHO2_03596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864020,UHO2_03597,UHO2_03597,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864021,UHO2_03598,UHO2_03598,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864022,UHO2_03599,UHO2_03599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864023,UHO2_03600,UHO2_03600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864024,UHO2_03601,UHO2_03601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864025,UHO2_03602,UHO2_03602,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864026,UHO2_03603,UHO2_03603,-,-,Unknown,-,related to DAP1 ### heme-binding damage response protein,protein-coding,-,-,-,related to DAP1 ### heme-binding damage response protein,20210514,-
120017,64864027,UHO2_03604,UHO2_03604,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864028,UHO2_03605,UHO2_03605,-,-,Unknown,-,putative RBG1 - ribosome interacting GTPase,protein-coding,-,-,-,putative RBG1 - ribosome interacting GTPase,20210514,-
120017,64864029,UHO2_03606,UHO2_03606,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864030,UHO2_03607,UHO2_03607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864031,UHO2_03608,UHO2_03608,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864032,UHO2_03609,UHO2_03609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864033,UHO2_03610,UHO2_03610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864034,UHO2_03611,UHO2_03611,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864035,UHO2_03612,UHO2_03612,-,-,Unknown,-,putative GUP1 - Multimembrane-spanning protein essential for proton symport of glycerol,protein-coding,-,-,-,putative GUP1 - Multimembrane-spanning protein essential for proton symport of glycerol,20210514,-
120017,64864036,UHO2_03613,UHO2_03613,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864037,UHO2_03614,UHO2_03614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864038,UHO2_03615,UHO2_03615,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864039,UHO2_03616,UHO2_03616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864040,UHO2_03617,UHO2_03617,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864041,UHO2_03618,UHO2_03618,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864042,UHO2_03619,UHO2_03619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864043,UHO2_03620,UHO2_03620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864044,UHO2_03621,UHO2_03621,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864045,UHO2_03622,UHO2_03622,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864046,UHO2_03623,UHO2_03623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864047,UHO2_03624,UHO2_03624,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
