#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1365176,16572651,N186_RS00010,N186_RS00010,N186_00010,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16573625,N186_RS04745,N186_RS04745,N186_04905,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573626,N186_RS04750,N186_RS04750,N186_04910,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20200829,-
1365176,16573627,N186_RS04755,N186_RS04755,N186_04915,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,protein-coding,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,20200829,-
1365176,16573628,N186_RS04760,N186_RS04760,N186_04920,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
1365176,16573629,N186_RS04765,N186_RS04765,N186_04925,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
1365176,16573630,N186_RS04770,N186_RS04770,N186_04930,-,-,-,redox-regulated ATPase YchF,protein-coding,-,-,-,redox-regulated ATPase YchF,20200829,-
1365176,16573631,N186_RS04775,N186_RS04775,N186_04935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573632,N186_RS04780,N186_RS04780,N186_04940,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20200829,-
1365176,16573633,rrf,N186_RS04785,N186_04945,-,-,-,-,rRNA,-,-,-,-,20200829,-
1365176,16573634,N186_RS04790,N186_RS04790,N186_04950,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20201026,-
1365176,16573635,N186_RS04795,N186_RS04795,N186_04955,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200829,-
1365176,16573636,N186_RS04800,N186_RS04800,N186_04960,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
1365176,16573637,N186_RS04805,N186_RS04805,N186_04965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573638,N186_RS04810,N186_RS04810,N186_04970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573639,N186_RS04815,N186_RS04815,N186_04975,-,-,-,tetratricopeptide repeat-containing protein,protein-coding,-,-,-,tetratricopeptide repeat-containing protein,20200829,-
1365176,16573640,N186_RS04820,N186_RS04820,N186_04980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573641,N186_RS04825,N186_RS04825,N186_04985,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201026,-
1365176,16573642,N186_RS04830,N186_RS04830,N186_04990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573643,tadA,N186_RS04835,N186_04995,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20201026,-
1365176,16573644,N186_RS04840,N186_RS04840,N186_05000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573645,N186_RS04845,N186_RS04845,N186_05005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573646,N186_RS04850,N186_RS04850,N186_05010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573647,N186_RS04855,N186_RS04855,N186_05015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573648,N186_RS04860,N186_RS04860,N186_05020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573649,N186_RS04865,N186_RS04865,N186_05025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573650,N186_RS04870,N186_RS04870,N186_05030,-,-,-,ribosomal protein L13e,protein-coding,-,-,-,ribosomal protein L13e,20200829,-
1365176,16573651,N186_RS04875,N186_RS04875,N186_05035,-,-,-,TFIIB-type zinc finger domain-containing protein,protein-coding,-,-,-,TFIIB-type zinc finger domain-containing protein,20201026,-
1365176,16573652,N186_RS04880,N186_RS04880,N186_05040,-,-,-,ribonucleoprotein,protein-coding,-,-,-,ribonucleoprotein,20200919,-
1365176,16573653,N186_RS04885,N186_RS04885,N186_05045,-,-,-,methionine adenosyltransferase,protein-coding,-,-,-,methionine adenosyltransferase,20201026,-
1365176,16573654,N186_RS04890,N186_RS04890,N186_05050,-,-,-,DUF460 domain-containing protein,protein-coding,-,-,-,DUF460 domain-containing protein,20200829,-
1365176,16573655,N186_RS04895,N186_RS04895,N186_05055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573656,N186_RS04900,N186_RS04900,N186_05060,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210529,-
1365176,16573657,N186_RS04905,N186_RS04905,N186_05065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573658,N186_RS04910,N186_RS04910,N186_05070,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200829,-
1365176,16573659,N186_RS04915,N186_RS04915,N186_05075,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210529,-
1365176,16573660,N186_RS04920,N186_RS04920,N186_05080,-,-,-,carboxypeptidase regulatory-like domain-containing protein,protein-coding,-,-,-,carboxypeptidase regulatory-like domain-containing protein,20200829,-
1365176,16573661,N186_RS04925,N186_RS04925,N186_05085,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200829,-
1365176,16573662,N186_RS04930,N186_RS04930,N186_05090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573663,N186_RS04935,N186_RS04935,N186_05095,-,-,-,NFACT family protein,protein-coding,-,-,-,NFACT family protein,20200829,-
1365176,16573664,N186_RS04940,N186_RS04940,N186_05100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573665,N186_RS04945,N186_RS04945,N186_05105,-,-,-,Mut7-C RNAse domain-containing protein,protein-coding,-,-,-,Mut7-C RNAse domain-containing protein,20201026,-
1365176,16573666,N186_RS04950,N186_RS04950,N186_05110,-,-,-,TIGR00296 family protein,protein-coding,-,-,-,TIGR00296 family protein,20201026,-
1365176,16573667,N186_RS04955,N186_RS04955,N186_05115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573668,N186_RS04960,N186_RS04960,N186_05120,-,-,-,ATP-dependent DNA ligase,protein-coding,-,-,-,ATP-dependent DNA ligase,20201026,-
1365176,16573669,N186_RS04965,N186_RS04965,N186_05125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573670,N186_RS04970,N186_RS04970,N186_05130,-,-,-,carbohydrate kinase family protein,protein-coding,-,-,-,carbohydrate kinase family protein,20200829,-
1365176,16573671,N186_RS04975,N186_RS04975,N186_05135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573672,N186_RS04980,N186_RS04980,N186_05140,-,-,-,threonine--tRNA ligase,protein-coding,-,-,-,threonine--tRNA ligase,20201026,-
1365176,16573673,N186_RS04985,N186_RS04985,N186_05145,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20210529,-
1365176,16573674,N186_RS04990,N186_RS04990,N186_05150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573675,N186_RS04995,N186_RS04995,N186_05155,-,-,-,ParB N-terminal domain-containing protein,protein-coding,-,-,-,ParB N-terminal domain-containing protein,20210424,-
1365176,16573676,N186_RS05000,N186_RS05000,N186_05160,-,-,-,phosphate uptake regulator PhoU,protein-coding,-,-,-,phosphate uptake regulator PhoU,20210529,-
1365176,16573677,N186_RS05005,N186_RS05005,N186_05165,-,-,-,IMP dehydrogenase,protein-coding,-,-,-,IMP dehydrogenase,20201026,-
1365176,16573678,N186_RS05010,N186_RS05010,N186_05170,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20201026,-
1365176,16573679,guaA,N186_RS05015,N186_05175,-,-,-,glutamine-hydrolyzing GMP synthase,protein-coding,-,-,-,glutamine-hydrolyzing GMP synthase,20201026,-
1365176,16573680,N186_RS05020,N186_RS05020,N186_05180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573681,N186_RS05025,N186_RS05025,N186_05185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573682,N186_RS05030,N186_RS05030,N186_05190,-,-,-,acylphosphatase,protein-coding,-,-,-,acylphosphatase,20200829,-
1365176,16573683,N186_RS05035,N186_RS05035,N186_05195,-,-,-,molybdopterin molybdotransferase MoeA,protein-coding,-,-,-,molybdopterin molybdotransferase MoeA,20201026,-
1365176,16573684,N186_RS05040,N186_RS05040,N186_05200,-,-,-,molybdopterin biosynthesis protein,protein-coding,-,-,-,molybdopterin biosynthesis protein,20200829,-
1365176,16573685,pstS,N186_RS05045,N186_05205,-,-,-,phosphate ABC transporter substrate-binding protein PstS,protein-coding,-,-,-,phosphate ABC transporter substrate-binding protein PstS,20200829,-
1365176,16573686,pstC,N186_RS05050,N186_05210,-,-,-,phosphate ABC transporter permease subunit PstC,protein-coding,-,-,-,phosphate ABC transporter permease subunit PstC,20201026,-
1365176,16573687,N186_RS05055,N186_RS05055,N186_05215,-,-,-,phosphate ABC transporter permease PstA,protein-coding,-,-,-,phosphate ABC transporter permease PstA,20201026,-
1365176,16573688,N186_RS05060,N186_RS05060,N186_05220,-,-,-,phosphate ABC transporter ATP-binding protein,protein-coding,-,-,-,phosphate ABC transporter ATP-binding protein,20200829,-
1365176,16573689,N186_RS05065,N186_RS05065,N186_05225,-,-,-,DUF998 domain-containing protein,protein-coding,-,-,-,DUF998 domain-containing protein,20200829,-
1365176,16573690,N186_RS05070,N186_RS05070,N186_05230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573691,apgM,N186_RS05075,N186_05235,-,-,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",protein-coding,-,-,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",20201026,-
1365176,16573692,N186_RS05080,N186_RS05080,N186_05240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573693,N186_RS05085,N186_RS05085,N186_05245,-,-,-,NAD+ synthase,protein-coding,-,-,-,NAD+ synthase,20201026,-
1365176,16573694,N186_RS05090,N186_RS05090,N186_05250,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201026,-
1365176,16573695,N186_RS05095,N186_RS05095,N186_05255,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
1365176,16573696,N186_RS05100,N186_RS05100,N186_05260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573697,N186_RS05105,N186_RS05105,N186_05265,-,-,-,PDGLE domain-containing protein,protein-coding,-,-,-,PDGLE domain-containing protein,20201026,-
1365176,16573698,N186_RS05110,N186_RS05110,N186_05270,-,-,-,energy-coupling factor ABC transporter permease,protein-coding,-,-,-,energy-coupling factor ABC transporter permease,20201026,-
1365176,16573699,N186_RS05115,N186_RS05115,N186_05275,-,-,-,UbiA family prenyltransferase,protein-coding,-,-,-,UbiA family prenyltransferase,20201026,-
1365176,16573700,N186_RS05120,N186_RS05120,N186_05280,-,-,-,8-oxo-dGTP diphosphatase,protein-coding,-,-,-,8-oxo-dGTP diphosphatase,20200829,-
1365176,16573701,cyoE,N186_RS05125,N186_05285,-,-,-,protoheme IX farnesyltransferase,protein-coding,-,-,-,protoheme IX farnesyltransferase,20200829,-
1365176,16573702,N186_RS05130,N186_RS05130,N186_05290,-,-,-,DUF504 domain-containing protein,protein-coding,-,-,-,DUF504 domain-containing protein,20201026,-
1365176,16573703,gap,N186_RS05135,N186_05295,-,-,-,type I glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,type I glyceraldehyde-3-phosphate dehydrogenase,20201026,-
1365176,16573705,N186_RS05140,N186_RS05140,N186_05305,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20201217,-
1365176,16573706,N186_RS05145,N186_RS05145,N186_05310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573707,N186_RS05150,N186_RS05150,N186_05315,-,-,-,carboxypeptidase regulatory-like domain-containing protein,protein-coding,-,-,-,carboxypeptidase regulatory-like domain-containing protein,20200829,-
1365176,16573708,N186_RS05155,N186_RS05155,N186_05320,-,-,-,carboxypeptidase regulatory-like domain-containing protein,protein-coding,-,-,-,carboxypeptidase regulatory-like domain-containing protein,20200829,-
1365176,16573709,N186_RS05160,N186_RS05160,N186_05325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573710,uppS,N186_RS05165,N186_05330,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",protein-coding,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",20200829,-
1365176,16573711,deoC,N186_RS05170,N186_05335,-,-,-,deoxyribose-phosphate aldolase,protein-coding,-,-,-,deoxyribose-phosphate aldolase,20200829,-
1365176,16573712,N186_RS05175,N186_RS05175,N186_05340,-,-,-,hydroxymethylglutaryl-CoA synthase,protein-coding,-,-,-,hydroxymethylglutaryl-CoA synthase,20201026,-
1365176,16573713,N186_RS05180,N186_RS05180,N186_05345,-,-,-,thiolase domain-containing protein,protein-coding,-,-,-,thiolase domain-containing protein,20201026,-
1365176,16573714,N186_RS05185,N186_RS05185,N186_05350,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20201026,-
1365176,16573715,N186_RS05190,N186_RS05190,N186_05355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573716,N186_RS05195,N186_RS05195,N186_05360,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,protein-coding,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,20201026,-
1365176,16573717,N186_RS05200,N186_RS05200,N186_05365,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210529,-
1365176,16573718,N186_RS05205,N186_RS05205,N186_05370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573719,N186_RS05210,N186_RS05210,N186_05375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573720,N186_RS05215,N186_RS05215,N186_05380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573721,N186_RS05220,N186_RS05220,N186_05385,-,-,-,phosphoglycerate kinase,protein-coding,-,-,-,phosphoglycerate kinase,20200829,-
1365176,16573722,N186_RS05225,N186_RS05225,N186_05390,-,-,-,proteasome assembly chaperone family protein,protein-coding,-,-,-,proteasome assembly chaperone family protein,20200829,-
1365176,16573723,N186_RS05230,N186_RS05230,N186_05395,-,-,-,Hsp20/alpha crystallin family protein,protein-coding,-,-,-,Hsp20/alpha crystallin family protein,20201026,-
1365176,16573724,N186_RS05235,N186_RS05235,N186_05400,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20200919,-
1365176,16573725,N186_RS05240,N186_RS05240,N186_05405,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210529,-
1365176,16573726,N186_RS05245,N186_RS05245,N186_05410,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20201026,-
1365176,16573727,N186_RS05250,N186_RS05250,N186_05415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573728,N186_RS05255,N186_RS05255,N186_05420,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573729,iorA,N186_RS05260,N186_05425,-,-,-,indolepyruvate ferredoxin oxidoreductase subunit alpha,protein-coding,-,-,-,indolepyruvate ferredoxin oxidoreductase subunit alpha,20200919,-
1365176,16573730,N186_RS05265,N186_RS05265,N186_05430,-,-,-,indolepyruvate oxidoreductase subunit beta,protein-coding,-,-,-,indolepyruvate oxidoreductase subunit beta,20200829,-
1365176,16573731,N186_RS05270,N186_RS05270,N186_05435,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210529,-
1365176,16573732,N186_RS05275,N186_RS05275,N186_05440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573733,N186_RS05280,N186_RS05280,N186_05445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573734,lysS,N186_RS05285,N186_05450,-,-,-,lysine--tRNA ligase,protein-coding,-,-,-,lysine--tRNA ligase,20200829,-
1365176,16573735,N186_RS05290,N186_RS05290,N186_05455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573736,N186_RS05295,N186_RS05295,N186_05460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573737,N186_RS05300,N186_RS05300,N186_05465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573738,N186_RS05305,N186_RS05305,N186_05470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573739,N186_RS05310,N186_RS05310,N186_05475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200831,-
1365176,16573740,N186_RS05315,N186_RS05315,N186_05480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573741,N186_RS05320,N186_RS05320,N186_05485,-,-,-,uracil-DNA glycosylase,protein-coding,-,-,-,uracil-DNA glycosylase,20200919,-
1365176,16573742,N186_RS05325,N186_RS05325,N186_05490,-,-,-,DUF126 domain-containing protein,protein-coding,-,-,-,DUF126 domain-containing protein,20200829,-
1365176,16573743,N186_RS05330,N186_RS05330,N186_05495,-,-,-,aconitase X catalytic domain-containing protein,protein-coding,-,-,-,aconitase X catalytic domain-containing protein,20201026,-
1365176,16573744,N186_RS05335,N186_RS05335,N186_05500,-,-,-,PEGA domain-containing protein,protein-coding,-,-,-,PEGA domain-containing protein,20200829,-
1365176,16573745,N186_RS05340,N186_RS05340,N186_05505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573746,N186_RS05345,N186_RS05345,N186_05510,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210529,-
1365176,16573747,N186_RS05350,N186_RS05350,N186_05515,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573748,N186_RS05355,N186_RS05355,N186_05520,-,-,-,phosphomannomutase/phosphoglucomutase,protein-coding,-,-,-,phosphomannomutase/phosphoglucomutase,20201026,-
1365176,16573749,N186_RS05360,N186_RS05360,N186_05525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573750,N186_RS05365,N186_RS05365,N186_05530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573751,N186_RS05370,N186_RS05370,N186_05535,-,-,-,V-type ATP synthase subunit E,protein-coding,-,-,-,V-type ATP synthase subunit E,20201026,-
1365176,16573752,N186_RS05375,N186_RS05375,N186_05540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573753,N186_RS05380,N186_RS05380,N186_05545,-,-,-,Trm112 family protein,protein-coding,-,-,-,Trm112 family protein,20200919,-
1365176,16573754,N186_RS05385,N186_RS05385,N186_05550,-,-,-,glutamate--tRNA ligase,protein-coding,-,-,-,glutamate--tRNA ligase,20200919,-
1365176,16573756,N186_RS05395,N186_RS05395,N186_05560,-,-,-,class I SAM-dependent methyltransferase family protein,protein-coding,-,-,-,class I SAM-dependent methyltransferase family protein,20201217,-
1365176,16573757,N186_RS05400,N186_RS05400,N186_05565,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20200829,-
1365176,16573758,N186_RS05405,N186_RS05405,N186_05570,-,-,-,ankyrin repeat domain-containing protein,protein-coding,-,-,-,ankyrin repeat domain-containing protein,20201026,-
1365176,16573759,N186_RS05410,N186_RS05410,N186_05575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573760,N186_RS05415,N186_RS05415,N186_05580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573761,N186_RS05420,N186_RS05420,N186_05585,-,-,-,KaiC domain-containing protein,protein-coding,-,-,-,KaiC domain-containing protein,20201026,-
1365176,16573762,N186_RS05425,N186_RS05425,N186_05590,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201026,-
1365176,16573763,N186_RS05430,N186_RS05430,N186_05595,-,-,-,glycogen/starch synthase,protein-coding,-,-,-,glycogen/starch synthase,20201217,-
1365176,16573764,N186_RS05435,N186_RS05435,N186_05600,-,-,-,DUF1925 domain-containing protein,protein-coding,-,-,-,DUF1925 domain-containing protein,20201026,-
1365176,16573765,N186_RS05440,N186_RS05440,N186_05605,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573766,N186_RS05445,N186_RS05445,N186_05615,-,-,-,proline--tRNA ligase,protein-coding,-,-,-,proline--tRNA ligase,20200829,-
1365176,16573767,rimI,N186_RS05450,N186_05620,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,protein-coding,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,20210529,-
1365176,16573768,N186_RS05455,N186_RS05455,N186_05625,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20200829,-
1365176,16573769,N186_RS05460,N186_RS05460,N186_05630,-,-,-,sugar phosphate isomerase/epimerase,protein-coding,-,-,-,sugar phosphate isomerase/epimerase,20200829,-
1365176,16573770,N186_RS05465,N186_RS05465,N186_05635,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20201026,-
1365176,16573771,N186_RS05470,N186_RS05470,N186_05640,-,-,-,creatininase family protein,protein-coding,-,-,-,creatininase family protein,20201026,-
1365176,16573772,N186_RS05475,N186_RS05475,N186_05645,-,-,-,D-glycerate dehydrogenase,protein-coding,-,-,-,D-glycerate dehydrogenase,20201026,-
1365176,16573773,N186_RS05480,N186_RS05480,N186_05650,-,-,-,50S ribosome-binding GTPase,protein-coding,-,-,-,50S ribosome-binding GTPase,20200829,-
1365176,16573774,N186_RS05485,N186_RS05485,N186_05655,-,-,-,N-glycosylase/DNA lyase,protein-coding,-,-,-,N-glycosylase/DNA lyase,20200829,-
1365176,16573775,N186_RS05490,N186_RS05490,N186_05660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573776,N186_RS05495,N186_RS05495,N186_05665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573777,N186_RS05500,N186_RS05500,N186_05670,-,-,-,NDP-sugar synthase,protein-coding,-,-,-,NDP-sugar synthase,20200829,-
1365176,16573778,N186_RS05505,N186_RS05505,N186_05675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573779,N186_RS05510,N186_RS05510,N186_05680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573780,N186_RS05515,N186_RS05515,N186_05685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573781,N186_RS05520,N186_RS05520,N186_05690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573782,N186_RS05525,N186_RS05525,N186_05695,-,-,-,DUF92 domain-containing protein,protein-coding,-,-,-,DUF92 domain-containing protein,20210529,-
1365176,16573783,N186_RS05530,N186_RS05530,N186_05700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573784,N186_RS05535,N186_RS05535,N186_05705,-,-,-,SPFH/Band 7/PHB domain protein,protein-coding,-,-,-,SPFH/Band 7/PHB domain protein,20200829,-
1365176,16573785,N186_RS05540,N186_RS05540,N186_05710,-,-,-,polymer-forming cytoskeletal protein,protein-coding,-,-,-,polymer-forming cytoskeletal protein,20200829,-
1365176,16573787,N186_RS05545,N186_RS05545,N186_05720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573788,N186_RS05550,N186_RS05550,N186_05725,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200829,-
1365176,16573789,N186_RS05555,N186_RS05555,N186_05730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573790,N186_RS05560,N186_RS05560,N186_05735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573791,N186_RS05565,N186_RS05565,N186_05740,-,-,-,sugar phosphate isomerase/epimerase,protein-coding,-,-,-,sugar phosphate isomerase/epimerase,20200829,-
1365176,16573792,N186_RS05570,N186_RS05570,N186_05745,-,-,-,AEC family transporter,protein-coding,-,-,-,AEC family transporter,20200829,-
1365176,16573793,N186_RS05575,N186_RS05575,N186_05750,-,-,-,isoaspartyl peptidase/L-asparaginase,protein-coding,-,-,-,isoaspartyl peptidase/L-asparaginase,20200829,-
1365176,16573794,N186_RS05580,N186_RS05580,N186_05755,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20200829,-
1365176,16573795,N186_RS05585,N186_RS05585,N186_05760,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573796,rnhB,N186_RS05590,N186_05765,-,-,-,ribonuclease HII,protein-coding,-,-,-,ribonuclease HII,20200829,-
1365176,16573797,N186_RS05595,N186_RS05595,N186_05770,-,-,-,N-acetyltransferase,protein-coding,-,-,-,N-acetyltransferase,20200829,-
1365176,16573798,N186_RS05600,N186_RS05600,N186_05775,-,-,-,FGGY-family carbohydrate kinase,protein-coding,-,-,-,FGGY-family carbohydrate kinase,20201026,-
1365176,16573799,acs,N186_RS05605,N186_05780,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20201026,-
1365176,16573800,N186_RS05610,N186_RS05610,N186_05785,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573801,mvk,N186_RS05615,N186_05790,-,-,-,mevalonate kinase,protein-coding,-,-,-,mevalonate kinase,20200829,-
