#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1324617,52325162,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia aspalathi.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1324617,64451223,BM438_RS25760,BM438_RS25760,SAMN05192563_101917,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64451224,BM438_RS25765,BM438_RS25765,SAMN05192563_101918,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451225,BM438_RS25770,BM438_RS25770,SAMN05192563_101919,-,-,-,8-oxoguanine deaminase,protein-coding,-,-,-,8-oxoguanine deaminase,20210430,-
1324617,64451226,uraH,BM438_RS25775,SAMN05192563_101920,-,-,-,hydroxyisourate hydrolase,protein-coding,-,-,-,hydroxyisourate hydrolase,20210430,-
1324617,64451227,BM438_RS25780,BM438_RS25780,SAMN05192563_101921,-,-,-,urate hydroxylase PuuD,protein-coding,-,-,-,urate hydroxylase PuuD,20210430,-
1324617,64451228,BM438_RS25785,BM438_RS25785,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64451229,BM438_RS25790,BM438_RS25790,SAMN05192563_101922,-,-,-,ureidoglycolate lyase,protein-coding,-,-,-,ureidoglycolate lyase,20210430,-
1324617,64451230,alc,BM438_RS25795,SAMN05192563_101923,-,-,-,allantoicase,protein-coding,-,-,-,allantoicase,20210430,-
1324617,64451231,uraD,BM438_RS25800,SAMN05192563_101924,-,-,-,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,protein-coding,-,-,-,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,20210430,-
1324617,64451232,puuE,BM438_RS25805,SAMN05192563_101925,-,-,-,allantoinase PuuE,protein-coding,-,-,-,allantoinase PuuE,20210430,-
1324617,64451233,BM438_RS25810,BM438_RS25810,SAMN05192563_101926,-,-,-,aspartate/glutamate racemase family protein,protein-coding,-,-,-,aspartate/glutamate racemase family protein,20210430,-
1324617,64451234,BM438_RS25815,BM438_RS25815,SAMN05192563_101927,-,-,-,NCS1 family nucleobase:cation symporter-1,protein-coding,-,-,-,NCS1 family nucleobase:cation symporter-1,20210430,-
1324617,64451235,BM438_RS25820,BM438_RS25820,SAMN05192563_101928,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210430,-
1324617,64451236,ldcA,BM438_RS25825,SAMN05192563_101929,-,-,-,muramoyltetrapeptide carboxypeptidase,protein-coding,-,-,-,muramoyltetrapeptide carboxypeptidase,20210430,-
1324617,64451237,tadA,BM438_RS25830,SAMN05192563_101930,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64451238,BM438_RS25835,BM438_RS25835,SAMN05192563_101931,-,-,-,DUF1992 domain-containing protein,protein-coding,-,-,-,DUF1992 domain-containing protein,20210430,-
1324617,64451239,BM438_RS25845,BM438_RS25845,SAMN05192563_101932,-,-,-,2'-5' RNA ligase family protein,protein-coding,-,-,-,2'-5' RNA ligase family protein,20210430,-
1324617,64451240,BM438_RS25850,BM438_RS25850,SAMN05192563_101933,-,-,-,OmpW family protein,protein-coding,-,-,-,OmpW family protein,20210430,-
1324617,64451241,BM438_RS25855,BM438_RS25855,SAMN05192563_101934,-,-,-,acyl-CoA dehydrogenase C-terminal domain-containing protein,protein-coding,-,-,-,acyl-CoA dehydrogenase C-terminal domain-containing protein,20210430,-
1324617,64451242,BM438_RS25860,BM438_RS25860,SAMN05192563_101935,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20210430,-
1324617,64451243,BM438_RS25865,BM438_RS25865,SAMN05192563_101936,-,-,-,electron transfer flavoprotein subunit beta/FixA family protein,protein-coding,-,-,-,electron transfer flavoprotein subunit beta/FixA family protein,20210430,-
1324617,64451244,BM438_RS25870,BM438_RS25870,SAMN05192563_101937,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210430,-
1324617,64451245,BM438_RS25875,BM438_RS25875,SAMN05192563_101938,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20210430,-
1324617,64451246,BM438_RS25880,BM438_RS25880,SAMN05192563_101939,-,-,-,saccharopine dehydrogenase NADP-binding domain-containing protein,protein-coding,-,-,-,saccharopine dehydrogenase NADP-binding domain-containing protein,20210430,-
1324617,64451247,BM438_RS25885,BM438_RS25885,SAMN05192563_101940,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210430,-
1324617,64451248,BM438_RS25890,BM438_RS25890,SAMN05192563_101941,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210430,-
1324617,64451249,BM438_RS25895,BM438_RS25895,SAMN05192563_101942,-,-,-,DUF445 domain-containing protein,protein-coding,-,-,-,DUF445 domain-containing protein,20210430,-
1324617,64451250,phaZ,BM438_RS25900,SAMN05192563_101943,-,-,-,poly(3-hydroxyalkanoate) depolymerase,protein-coding,-,-,-,poly(3-hydroxyalkanoate) depolymerase,20210430,-
1324617,64451251,BM438_RS25905,BM438_RS25905,SAMN05192563_101944,-,-,-,phasin family protein,protein-coding,-,-,-,phasin family protein,20210430,-
1324617,64451252,BM438_RS25910,BM438_RS25910,SAMN05192563_101945,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210430,-
1324617,64451253,BM438_RS25915,BM438_RS25915,SAMN05192563_101946,-,-,-,MaoC family dehydratase,protein-coding,-,-,-,MaoC family dehydratase,20210430,-
1324617,64451254,BM438_RS25920,BM438_RS25920,SAMN05192563_101947,-,-,-,fatty acid--CoA ligase,protein-coding,-,-,-,fatty acid--CoA ligase,20210430,-
1324617,64451255,BM438_RS25925,BM438_RS25925,SAMN05192563_101948,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20210430,-
1324617,64451256,BM438_RS25930,BM438_RS25930,SAMN05192563_101949,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210430,-
1324617,64451257,BM438_RS25935,BM438_RS25935,SAMN05192563_101950,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210430,-
1324617,64451258,BM438_RS25940,BM438_RS25940,SAMN05192563_101951,-,-,-,GHKL domain-containing protein,protein-coding,-,-,-,GHKL domain-containing protein,20210430,-
1324617,64451259,BM438_RS25945,BM438_RS25945,SAMN05192563_101953,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210430,-
1324617,64451260,BM438_RS25950,BM438_RS25950,SAMN05192563_101954,-,-,-,PAS domain-containing sensor histidine kinase,protein-coding,-,-,-,PAS domain-containing sensor histidine kinase,20210430,-
1324617,64451261,BM438_RS25955,BM438_RS25955,SAMN05192563_101955,-,-,-,DUF3331 domain-containing protein,protein-coding,-,-,-,DUF3331 domain-containing protein,20210430,-
1324617,64451262,BM438_RS25960,BM438_RS25960,SAMN05192563_101956,-,-,-,alginate export family protein,protein-coding,-,-,-,alginate export family protein,20210430,-
1324617,64451263,BM438_RS25965,BM438_RS25965,SAMN05192563_101957,-,-,-,glyoxalase,protein-coding,-,-,-,glyoxalase,20210429,-
1324617,64451264,BM438_RS25970,BM438_RS25970,SAMN05192563_101958,-,-,-,DUF1275 domain-containing protein,protein-coding,-,-,-,DUF1275 domain-containing protein,20210430,-
1324617,64451265,BM438_RS25975,BM438_RS25975,SAMN05192563_101959,-,-,-,DUF1427 family protein,protein-coding,-,-,-,DUF1427 family protein,20210430,-
1324617,64451266,BM438_RS25980,BM438_RS25980,SAMN05192563_101960,-,-,-,DoxX family protein,protein-coding,-,-,-,DoxX family protein,20210430,-
1324617,64451267,BM438_RS25985,BM438_RS25985,SAMN05192563_101961,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210430,-
1324617,64451268,BM438_RS25990,BM438_RS25990,SAMN05192563_101962,-,-,-,hydrolase,protein-coding,-,-,-,hydrolase,20210430,-
1324617,64451269,poxB,BM438_RS25995,SAMN05192563_101963,-,-,-,ubiquinone-dependent pyruvate dehydrogenase,protein-coding,-,-,-,ubiquinone-dependent pyruvate dehydrogenase,20210430,-
1324617,64451270,BM438_RS26000,BM438_RS26000,SAMN05192563_101964,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64451271,BM438_RS26005,BM438_RS26005,SAMN05192563_101965,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210430,-
1324617,64451272,BM438_RS26010,BM438_RS26010,SAMN05192563_101966,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64451273,BM438_RS26015,BM438_RS26015,SAMN05192563_101967,-,-,-,phosphotransferase,protein-coding,-,-,-,phosphotransferase,20210430,-
1324617,64451274,BM438_RS26020,BM438_RS26020,SAMN05192563_101968,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210430,-
1324617,64451275,BM438_RS26025,BM438_RS26025,SAMN05192563_101969,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451276,BM438_RS26030,BM438_RS26030,SAMN05192563_101970,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210430,-
1324617,64451277,BM438_RS26035,BM438_RS26035,SAMN05192563_101971,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210430,-
1324617,64451278,BM438_RS26040,BM438_RS26040,SAMN05192563_101972,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210430,-
1324617,64451279,BM438_RS26045,BM438_RS26045,SAMN05192563_101973,-,-,-,DUF3331 domain-containing protein,protein-coding,-,-,-,DUF3331 domain-containing protein,20210430,-
1324617,64451280,BM438_RS26050,BM438_RS26050,SAMN05192563_101974,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210430,-
1324617,64451281,BM438_RS26055,BM438_RS26055,SAMN05192563_101975,-,-,-,MucR family transcriptional regulator,protein-coding,-,-,-,MucR family transcriptional regulator,20210430,-
1324617,64451282,BM438_RS26060,BM438_RS26060,SAMN05192563_101976,-,-,-,MdtP family multidrug efflux transporter outer membrane subunit,protein-coding,-,-,-,MdtP family multidrug efflux transporter outer membrane subunit,20210430,-
1324617,64451283,BM438_RS26065,BM438_RS26065,SAMN05192563_101977,-,-,-,FUSC family protein,protein-coding,-,-,-,FUSC family protein,20210430,-
1324617,64451284,mdtN,BM438_RS26070,SAMN05192563_101978,-,-,-,multidrug transporter subunit MdtN,protein-coding,-,-,-,multidrug transporter subunit MdtN,20210430,-
1324617,64451285,BM438_RS26075,BM438_RS26075,SAMN05192563_101979,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210605,-
1324617,64451286,poxB,BM438_RS26080,SAMN05192563_101980,-,-,-,ubiquinone-dependent pyruvate dehydrogenase,protein-coding,-,-,-,ubiquinone-dependent pyruvate dehydrogenase,20210430,-
1324617,64451287,BM438_RS26085,BM438_RS26085,SAMN05192563_101981,-,-,-,pirin family protein,protein-coding,-,-,-,pirin family protein,20210430,-
1324617,64451288,BM438_RS26090,BM438_RS26090,SAMN05192563_101982,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451289,BM438_RS26095,BM438_RS26095,SAMN05192563_101983,-,-,-,DoxX family protein,protein-coding,-,-,-,DoxX family protein,20210430,-
1324617,64451290,BM438_RS26100,BM438_RS26100,SAMN05192563_101984,-,-,-,pirin family protein,protein-coding,-,-,-,pirin family protein,20210430,-
1324617,64451291,BM438_RS26105,BM438_RS26105,SAMN05192563_101985,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451292,BM438_RS26110,BM438_RS26110,SAMN05192563_101986,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210430,-
1324617,64451293,wrbA,BM438_RS26115,SAMN05192563_101987,-,-,-,NAD(P)H:quinone oxidoreductase,protein-coding,-,-,-,NAD(P)H:quinone oxidoreductase,20210430,-
1324617,64451294,BM438_RS26120,BM438_RS26120,SAMN05192563_101988,-,-,-,DUF4148 domain-containing protein,protein-coding,-,-,-,DUF4148 domain-containing protein,20210430,-
1324617,64451295,BM438_RS26125,BM438_RS26125,SAMN05192563_101989,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64451296,BM438_RS26130,BM438_RS26130,SAMN05192563_101990,-,-,-,zinc-binding alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase family protein,20210430,-
1324617,64451297,BM438_RS26135,BM438_RS26135,SAMN05192563_101991,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210430,-
1324617,64451298,BM438_RS26140,BM438_RS26140,SAMN05192563_101992,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210430,-
1324617,64451299,BM438_RS26145,BM438_RS26145,SAMN05192563_101993,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451300,BM438_RS26150,BM438_RS26150,SAMN05192563_101994,-,-,-,LLM class flavin-dependent oxidoreductase,protein-coding,-,-,-,LLM class flavin-dependent oxidoreductase,20210430,-
1324617,64451301,BM438_RS26155,BM438_RS26155,SAMN05192563_101995,-,-,-,flavin reductase,protein-coding,-,-,-,flavin reductase,20210430,-
1324617,64451302,BM438_RS26160,BM438_RS26160,SAMN05192563_101996,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210430,-
1324617,64451303,BM438_RS26165,BM438_RS26165,SAMN05192563_101997,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210430,-
1324617,64451304,BM438_RS26170,BM438_RS26170,SAMN05192563_101998,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64451305,BM438_RS26175,BM438_RS26175,SAMN05192563_101999,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210430,-
1324617,64451306,BM438_RS26180,BM438_RS26180,SAMN05192563_1019100,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210430,-
1324617,64451307,BM438_RS26185,BM438_RS26185,SAMN05192563_1019101,-,-,-,intradiol ring-cleavage dioxygenase,protein-coding,-,-,-,intradiol ring-cleavage dioxygenase,20210430,-
1324617,64451308,BM438_RS26190,BM438_RS26190,SAMN05192563_1019102,-,-,-,maleylacetate reductase,protein-coding,-,-,-,maleylacetate reductase,20210430,-
1324617,64451309,BM438_RS26195,BM438_RS26195,SAMN05192563_1019103,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210430,-
1324617,64451310,BM438_RS26200,BM438_RS26200,SAMN05192563_1019104,-,-,-,hydroxymethylglutaryl-CoA lyase,protein-coding,-,-,-,hydroxymethylglutaryl-CoA lyase,20210430,-
1324617,64451311,BM438_RS26205,BM438_RS26205,SAMN05192563_1019105,-,-,-,FAD-dependent monooxygenase,protein-coding,-,-,-,FAD-dependent monooxygenase,20210430,-
1324617,64451312,BM438_RS26210,BM438_RS26210,SAMN05192563_1019106,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210430,-
1324617,64451313,BM438_RS26215,BM438_RS26215,SAMN05192563_1019107,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210430,-
1324617,64451314,BM438_RS26220,BM438_RS26220,SAMN05192563_1019108,-,-,-,CocE/NonD family hydrolase,protein-coding,-,-,-,CocE/NonD family hydrolase,20210430,-
1324617,64451315,BM438_RS26225,BM438_RS26225,SAMN05192563_1019109,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64451316,BM438_RS26230,BM438_RS26230,SAMN05192563_1019110,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64451317,BM438_RS26235,BM438_RS26235,SAMN05192563_1019111,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210430,-
1324617,64451318,BM438_RS26240,BM438_RS26240,SAMN05192563_1019112,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64451319,BM438_RS26245,BM438_RS26245,SAMN05192563_1019113,-,-,-,FMN-dependent NADH-azoreductase,protein-coding,-,-,-,FMN-dependent NADH-azoreductase,20210430,-
1324617,64451320,BM438_RS26250,BM438_RS26250,SAMN05192563_1019114,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,Crp/Fnr family transcriptional regulator,20210430,-
1324617,64451321,BM438_RS26255,BM438_RS26255,SAMN05192563_1019115,-,-,-,class II aldolase/adducin family protein,protein-coding,-,-,-,class II aldolase/adducin family protein,20210430,-
1324617,64451322,BM438_RS26260,BM438_RS26260,SAMN05192563_1019116,-,-,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20210430,-
1324617,64451323,BM438_RS26265,BM438_RS26265,SAMN05192563_1019117,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20210430,-
1324617,64451324,BM438_RS26270,BM438_RS26270,SAMN05192563_1019118,-,-,-,amidase family protein,protein-coding,-,-,-,amidase family protein,20210430,-
1324617,64451325,BM438_RS26275,BM438_RS26275,SAMN05192563_1019119,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210430,-
1324617,64451326,BM438_RS26280,BM438_RS26280,SAMN05192563_1019120,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20210430,-
1324617,64451327,BM438_RS26285,BM438_RS26285,SAMN05192563_1019121,-,-,-,DUF3138 family protein,protein-coding,-,-,-,DUF3138 family protein,20210430,-
1324617,64451328,BM438_RS26290,BM438_RS26290,SAMN05192563_1019122,-,-,-,polyamine ABC transporter substrate-binding protein,protein-coding,-,-,-,polyamine ABC transporter substrate-binding protein,20210430,-
1324617,64451329,BM438_RS26295,BM438_RS26295,SAMN05192563_1019123,-,-,-,LuxR family transcriptional regulator,protein-coding,-,-,-,LuxR family transcriptional regulator,20210430,-
1324617,64451330,BM438_RS26300,BM438_RS26300,SAMN05192563_1019124,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210430,-
1324617,64451331,BM438_RS26305,BM438_RS26305,SAMN05192563_1019125,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210429,-
1324617,64451332,BM438_RS26310,BM438_RS26310,SAMN05192563_1019126,-,-,-,acyl--CoA ligase,protein-coding,-,-,-,acyl--CoA ligase,20210430,-
1324617,64451333,BM438_RS26315,BM438_RS26315,SAMN05192563_1019127,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20210430,-
1324617,64451334,BM438_RS26320,BM438_RS26320,SAMN05192563_1019128,-,-,-,TIGR03118 family protein,protein-coding,-,-,-,TIGR03118 family protein,20210430,-
1324617,64451335,BM438_RS26325,BM438_RS26325,SAMN05192563_1019129,-,-,-,catalase family peroxidase,protein-coding,-,-,-,catalase family peroxidase,20210430,-
1324617,64451336,BM438_RS26330,BM438_RS26330,SAMN05192563_1019130,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20210430,-
1324617,64451337,BM438_RS26335,BM438_RS26335,SAMN05192563_1019131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451338,BM438_RS26340,BM438_RS26340,SAMN05192563_1019132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451339,BM438_RS26345,BM438_RS26345,SAMN05192563_1019133,-,-,-,DUF3455 domain-containing protein,protein-coding,-,-,-,DUF3455 domain-containing protein,20210430,-
1324617,64451340,BM438_RS26350,BM438_RS26350,SAMN05192563_1019134,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20210430,-
1324617,64451341,BM438_RS26355,BM438_RS26355,SAMN05192563_1019135,-,-,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20210430,-
1324617,64451342,BM438_RS26360,BM438_RS26360,SAMN05192563_1019136,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20210430,-
1324617,64451343,BM438_RS26365,BM438_RS26365,SAMN05192563_1019137,-,-,-,PhzF family phenazine biosynthesis protein,protein-coding,-,-,-,PhzF family phenazine biosynthesis protein,20210430,-
1324617,64451344,BM438_RS26370,BM438_RS26370,SAMN05192563_1019138,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64451345,BM438_RS26375,BM438_RS26375,SAMN05192563_1019139,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20210430,-
1324617,64451346,BM438_RS26380,BM438_RS26380,SAMN05192563_1019140,-,-,-,aspartate dehydrogenase,protein-coding,-,-,-,aspartate dehydrogenase,20210430,-
1324617,64451347,BM438_RS26385,BM438_RS26385,SAMN05192563_1019141,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451348,BM438_RS26390,BM438_RS26390,SAMN05192563_1019142,-,-,-,transporter substrate-binding domain-containing protein,protein-coding,-,-,-,transporter substrate-binding domain-containing protein,20210430,-
1324617,64451349,BM438_RS26395,BM438_RS26395,SAMN05192563_1019143,-,-,-,pyridoxal phosphate-dependent aminotransferase,protein-coding,-,-,-,pyridoxal phosphate-dependent aminotransferase,20210430,-
1324617,64451350,BM438_RS26400,BM438_RS26400,SAMN05192563_1019144,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20210430,-
1324617,64451351,BM438_RS26405,BM438_RS26405,SAMN05192563_1019145,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451352,BM438_RS26410,BM438_RS26410,SAMN05192563_1019146,-,-,-,lactonase,protein-coding,-,-,-,lactonase,20210430,-
1324617,64451353,aroE,BM438_RS26415,SAMN05192563_1019147,-,-,-,shikimate dehydrogenase,protein-coding,-,-,-,shikimate dehydrogenase,20210430,-
1324617,64451354,BM438_RS26420,BM438_RS26420,SAMN05192563_1019148,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64451355,BM438_RS26425,BM438_RS26425,SAMN05192563_1019149,-,-,-,cytochrome c,protein-coding,-,-,-,cytochrome c,20210430,-
1324617,64451356,BM438_RS26430,BM438_RS26430,SAMN05192563_1019150,-,-,-,GMC family oxidoreductase,protein-coding,-,-,-,GMC family oxidoreductase,20210430,-
1324617,64451357,BM438_RS26435,BM438_RS26435,SAMN05192563_1019151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451358,BM438_RS26440,BM438_RS26440,SAMN05192563_1019152,-,-,-,DUF4148 domain-containing protein,protein-coding,-,-,-,DUF4148 domain-containing protein,20210429,-
1324617,64451359,BM438_RS26445,BM438_RS26445,SAMN05192563_1019153,-,-,-,S8 family serine peptidase,protein-coding,-,-,-,S8 family serine peptidase,20210430,-
1324617,64451360,BM438_RS26450,BM438_RS26450,SAMN05192563_1019154,-,-,-,phosphatase PAP2 family protein,protein-coding,-,-,-,phosphatase PAP2 family protein,20210430,-
1324617,64451361,BM438_RS26455,BM438_RS26455,SAMN05192563_1019155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451362,BM438_RS26460,BM438_RS26460,SAMN05192563_1019156,-,-,-,cyclic nucleotide-binding domain-containing protein,protein-coding,-,-,-,cyclic nucleotide-binding domain-containing protein,20210430,-
1324617,64451363,BM438_RS26465,BM438_RS26465,SAMN05192563_1019157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451364,BM438_RS26470,BM438_RS26470,SAMN05192563_1019158,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451365,catA,BM438_RS26475,SAMN05192563_1019159,-,-,-,"catechol 1,2-dioxygenase",protein-coding,-,-,-,"catechol 1,2-dioxygenase",20210430,-
1324617,64451366,BM438_RS26480,BM438_RS26480,SAMN05192563_1019160,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20210430,-
1324617,64451367,benB,BM438_RS26485,SAMN05192563_1019161,-,-,-,"benzoate 1,2-dioxygenase small subunit",protein-coding,-,-,-,"benzoate 1,2-dioxygenase small subunit",20210430,-
1324617,64451368,BM438_RS26490,BM438_RS26490,SAMN05192563_1019162,-,-,-,ring-hydroxylating dioxygenase ferredoxin reductase family protein,protein-coding,-,-,-,ring-hydroxylating dioxygenase ferredoxin reductase family protein,20210430,-
1324617,64451369,BM438_RS26495,BM438_RS26495,SAMN05192563_1019163,-,-,-,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",protein-coding,-,-,-,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",20210430,-
1324617,64451370,BM438_RS26500,BM438_RS26500,SAMN05192563_1019164,-,-,-,3-keto-5-aminohexanoate cleavage protein,protein-coding,-,-,-,3-keto-5-aminohexanoate cleavage protein,20210430,-
1324617,64451371,BM438_RS26505,BM438_RS26505,SAMN05192563_1019165,-,-,-,acyl-CoA thioesterase,protein-coding,-,-,-,acyl-CoA thioesterase,20210430,-
1324617,64451372,BM438_RS26510,BM438_RS26510,SAMN05192563_1019166,-,-,-,aspartate aminotransferase family protein,protein-coding,-,-,-,aspartate aminotransferase family protein,20210430,-
1324617,64451373,BM438_RS26515,BM438_RS26515,SAMN05192563_1019167,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64451374,BM438_RS26520,BM438_RS26520,SAMN05192563_1019168,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64451375,BM438_RS26525,BM438_RS26525,SAMN05192563_1019169,-,-,-,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,20210430,-
1324617,64451376,BM438_RS26530,BM438_RS26530,SAMN05192563_1019170,-,-,-,aryldialkylphosphatase,protein-coding,-,-,-,aryldialkylphosphatase,20210430,-
1324617,64451377,BM438_RS26540,BM438_RS26540,SAMN05192563_1019171,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20210430,-
1324617,64451378,BM438_RS26545,BM438_RS26545,SAMN05192563_10201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
