#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1485682,25257867,DI09_100p10,DI09_100p10,-,-,Unknown,-,tectonin beta-propeller repeat-containing protein 1,protein-coding,-,-,-,tectonin beta-propeller repeat-containing protein 1,20200318,-
1485682,25259564,DI09_31p90,DI09_31p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259565,DI09_322p10,DI09_322p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259566,DI09_323p10,DI09_323p10,-,-,Unknown,-,transposase,protein-coding,-,-,-,transposase,20200318,-
1485682,25259567,DI09_324p10,DI09_324p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259568,DI09_325p10,DI09_325p10,-,-,Unknown,-,putative SONA-like protein,protein-coding,-,-,-,putative SONA-like protein,20200318,-
1485682,25259569,DI09_325p20,DI09_325p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259570,DI09_326p10,DI09_326p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259571,DI09_327p10,DI09_327p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259572,DI09_328p10,DI09_328p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259573,DI09_329p10,DI09_329p10,-,-,Unknown,-,chromatin structure-remodeling complex subunit Snf21-like protein,protein-coding,-,-,-,chromatin structure-remodeling complex subunit Snf21-like protein,20200318,-
1485682,25259574,DI09_32p10,DI09_32p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259575,DI09_32p100,DI09_32p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259576,DI09_32p110,DI09_32p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259577,DI09_32p120,DI09_32p120,-,-,Unknown,-,zinc metallopeptidase,protein-coding,-,-,-,zinc metallopeptidase,20200318,-
1485682,25259578,DI09_32p130,DI09_32p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259579,DI09_32p140,DI09_32p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259580,DI09_32p150,DI09_32p150,-,-,Unknown,-,ornithine-oxo-acid transaminase,protein-coding,-,-,-,ornithine-oxo-acid transaminase,20200318,-
1485682,25259581,DI09_32p160,DI09_32p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259582,DI09_32p170,DI09_32p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259583,DI09_32p180,DI09_32p180,-,-,Unknown,-,Rad51 DNA repair and recombination protein,protein-coding,-,-,-,Rad51 DNA repair and recombination protein,20200318,-
1485682,25259584,DI09_32p190,DI09_32p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259585,DI09_32p20,DI09_32p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259586,DI09_32p200,DI09_32p200,-,-,Unknown,-,inner membrane protein,protein-coding,-,-,-,inner membrane protein,20200318,-
1485682,25259587,DI09_32p210,DI09_32p210,-,-,Unknown,-,Sua5/YciO/YrdC/YwlC family protein,protein-coding,-,-,-,Sua5/YciO/YrdC/YwlC family protein,20200318,-
1485682,25259588,DI09_32p220,DI09_32p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259589,DI09_32p230,DI09_32p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259590,DI09_32p240,DI09_32p240,-,-,Unknown,-,calcineurin-like phosphoesterase,protein-coding,-,-,-,calcineurin-like phosphoesterase,20200318,-
1485682,25259591,DI09_32p250,DI09_32p250,-,-,Unknown,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20200318,-
1485682,25259592,DI09_32p30,DI09_32p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259593,DI09_32p40,DI09_32p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259594,DI09_32p50,DI09_32p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259595,DI09_32p60,DI09_32p60,-,-,Unknown,-,subunit beta of cytochrome b-245 heavy chain,protein-coding,-,-,-,subunit beta of cytochrome b-245 heavy chain,20200318,-
1485682,25259596,DI09_32p70,DI09_32p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259597,DI09_32p80,DI09_32p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259598,DI09_32p90,DI09_32p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259599,DI09_330p10,DI09_330p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259600,DI09_331p10,DI09_331p10,-,-,Unknown,-,methionine aminopeptidase 2,protein-coding,-,-,-,methionine aminopeptidase 2,20200318,-
1485682,25259601,DI09_332p10,DI09_332p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259602,DI09_333p10,DI09_333p10,-,-,Unknown,-,TPR repeat-containing protein,protein-coding,-,-,-,TPR repeat-containing protein,20200318,-
1485682,25259603,DI09_335p10,DI09_335p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259604,DI09_336p10,DI09_336p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259605,DI09_338p10,DI09_338p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259606,DI09_338p20,DI09_338p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259607,DI09_339p10,DI09_339p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259608,DI09_33p10,DI09_33p10,-,-,Unknown,-,histone H2B,protein-coding,-,-,-,histone H2B,20200318,-
1485682,25259609,DI09_33p100,DI09_33p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259610,DI09_33p110,DI09_33p110,-,-,Unknown,-,valosin domain-containing protein,protein-coding,-,-,-,valosin domain-containing protein,20200318,-
1485682,25259611,DI09_33p120,DI09_33p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259612,DI09_33p130,DI09_33p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259613,DI09_33p140,DI09_33p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259614,DI09_33p150,DI09_33p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259615,DI09_33p160,DI09_33p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259616,DI09_33p170,DI09_33p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259617,DI09_33p180,DI09_33p180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259618,DI09_33p190,DI09_33p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259619,DI09_33p20,DI09_33p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259620,DI09_33p200,DI09_33p200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259621,DI09_33p210,DI09_33p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259622,DI09_33p220,DI09_33p220,-,-,Unknown,-,putative translocation protein,protein-coding,-,-,-,putative translocation protein,20200318,-
1485682,25259623,DI09_33p230,DI09_33p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259624,DI09_33p30,DI09_33p30,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20200318,-
1485682,25259625,DI09_33p40,DI09_33p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259626,DI09_33p50,DI09_33p50,-,-,Unknown,-,VAMP72-family R-SNARE protein,protein-coding,-,-,-,VAMP72-family R-SNARE protein,20200318,-
1485682,25259627,DI09_33p60,DI09_33p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259628,DI09_33p70,DI09_33p70,-,-,Unknown,-,mitochondrial phenylalanyl-tRNA synthetase,protein-coding,-,-,-,mitochondrial phenylalanyl-tRNA synthetase,20200318,-
1485682,25259629,DI09_33p80,DI09_33p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259630,DI09_33p90,DI09_33p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259631,DI09_340p10,DI09_340p10,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25259632,DI09_344p10,DI09_344p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259633,DI09_345p10,DI09_345p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259634,DI09_346p10,DI09_346p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259635,DI09_347p10,DI09_347p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259636,DI09_348p10,DI09_348p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259637,DI09_349p10,DI09_349p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259638,DI09_34p10,DI09_34p10,-,-,Unknown,-,subunit Brf1 of transcription factor TFIIIB complex,protein-coding,-,-,-,subunit Brf1 of transcription factor TFIIIB complex,20200318,-
1485682,25259639,DI09_34p100,DI09_34p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259640,DI09_34p110,DI09_34p110,-,-,Unknown,-,subunit 3 of activating signal cointegrator 1 complex,protein-coding,-,-,-,subunit 3 of activating signal cointegrator 1 complex,20200318,-
1485682,25259641,DI09_34p120,DI09_34p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259642,DI09_34p130,DI09_34p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259643,DI09_34p140,DI09_34p140,-,-,Unknown,-,subunit 1 of transcription initiation factor TFIID,protein-coding,-,-,-,subunit 1 of transcription initiation factor TFIID,20200318,-
1485682,25259644,DI09_34p150,DI09_34p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259645,DI09_34p160,DI09_34p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259646,DI09_34p170,DI09_34p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259647,DI09_34p180,DI09_34p180,-,-,Unknown,-,Fun26-like protein,protein-coding,-,-,-,Fun26-like protein,20200318,-
1485682,25259648,DI09_34p190,DI09_34p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259649,DI09_34p20,DI09_34p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259650,DI09_34p200,DI09_34p200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259651,DI09_34p210,DI09_34p210,-,-,Unknown,-,putative ribosomal L37ae protein,protein-coding,-,-,-,putative ribosomal L37ae protein,20200318,-
1485682,25259652,DI09_34p220,DI09_34p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259653,DI09_34p230,DI09_34p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259654,DI09_34p240,DI09_34p240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259655,DI09_34p250,DI09_34p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259656,DI09_34p260,DI09_34p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259657,DI09_34p270,DI09_34p270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259658,DI09_34p30,DI09_34p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259659,DI09_34p40,DI09_34p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259660,DI09_34p50,DI09_34p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259661,DI09_34p60,DI09_34p60,-,-,Unknown,-,putative caffeine-induced death protein 1,protein-coding,-,-,-,putative caffeine-induced death protein 1,20200318,-
1485682,25259662,DI09_34p70,DI09_34p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259663,DI09_34p80,DI09_34p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259664,DI09_34p90,DI09_34p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259665,DI09_350p10,DI09_350p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259666,DI09_350p20,DI09_350p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259667,DI09_352p10,DI09_352p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259668,DI09_353p10,DI09_353p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259669,DI09_357p10,DI09_357p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259670,DI09_359p10,DI09_359p10,-,-,Unknown,-,putative cyclin superfamily protein,protein-coding,-,-,-,putative cyclin superfamily protein,20200318,-
1485682,25259671,DI09_35p10,DI09_35p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259672,DI09_35p100,DI09_35p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259673,DI09_35p110,DI09_35p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259674,DI09_35p120,DI09_35p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259675,DI09_35p130,DI09_35p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259676,DI09_35p140,DI09_35p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259677,DI09_35p150,DI09_35p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259678,DI09_35p160,DI09_35p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259679,DI09_35p170,DI09_35p170,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20200318,-
1485682,25259680,DI09_35p180,DI09_35p180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259681,DI09_35p190,DI09_35p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259682,DI09_35p20,DI09_35p20,-,-,Unknown,-,putative RNA-binding protein,protein-coding,-,-,-,putative RNA-binding protein,20200318,-
1485682,25259683,DI09_35p200,DI09_35p200,-,-,Unknown,-,iron-sulfur assembly protein 1,protein-coding,-,-,-,iron-sulfur assembly protein 1,20200318,-
1485682,25259684,DI09_35p210,DI09_35p210,-,-,Unknown,-,putative regulatory subunit Rpn9 of 26S proteasome,protein-coding,-,-,-,putative regulatory subunit Rpn9 of 26S proteasome,20200318,-
1485682,25259685,DI09_35p220,DI09_35p220,-,-,Unknown,-,Tim17 domain-containing protein,protein-coding,-,-,-,Tim17 domain-containing protein,20200318,-
1485682,25259686,DI09_35p230,DI09_35p230,-,-,Unknown,-,mitochondrial glutaryl-CoA dehydrogenase,protein-coding,-,-,-,mitochondrial glutaryl-CoA dehydrogenase,20200318,-
1485682,25259687,DI09_35p240,DI09_35p240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259688,DI09_35p250,DI09_35p250,-,-,Unknown,-,zinc finger CCHC domain-containing protein 9,protein-coding,-,-,-,zinc finger CCHC domain-containing protein 9,20200318,-
1485682,25259689,DI09_35p260,DI09_35p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259690,DI09_35p270,DI09_35p270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259691,DI09_35p280,DI09_35p280,-,-,Unknown,-,putative V-type proton ATPase proteolipid subunit 2,protein-coding,-,-,-,putative V-type proton ATPase proteolipid subunit 2,20200318,-
1485682,25259692,DI09_35p290,DI09_35p290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259693,DI09_35p30,DI09_35p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259694,DI09_35p300,DI09_35p300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259695,DI09_35p310,DI09_35p310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259696,DI09_35p40,DI09_35p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259697,DI09_35p50,DI09_35p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259698,DI09_35p60,DI09_35p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259699,DI09_35p70,DI09_35p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259700,DI09_35p80,DI09_35p80,-,-,Unknown,-,zinc finger Rad18 domain-containing protein,protein-coding,-,-,-,zinc finger Rad18 domain-containing protein,20200318,-
1485682,25259701,DI09_35p90,DI09_35p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259702,DI09_360p10,DI09_360p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259703,DI09_361p10,DI09_361p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259704,DI09_363p10,DI09_363p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259705,DI09_365p10,DI09_365p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259706,DI09_366p10,DI09_366p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259707,DI09_369p10,DI09_369p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259708,DI09_36p10,DI09_36p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259709,DI09_36p100,DI09_36p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259710,DI09_36p110,DI09_36p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259711,DI09_36p120,DI09_36p120,-,-,Unknown,-,RAN-like GTP binding protein,protein-coding,-,-,-,RAN-like GTP binding protein,20200318,-
1485682,25259712,DI09_36p130,DI09_36p130,-,-,Unknown,-,putative phosphatidylinositol transfer protein Sec14,protein-coding,-,-,-,putative phosphatidylinositol transfer protein Sec14,20200318,-
1485682,25259713,DI09_36p140,DI09_36p140,-,-,Unknown,-,lipase,protein-coding,-,-,-,lipase,20200318,-
1485682,25259714,DI09_36p150,DI09_36p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259715,DI09_36p160,DI09_36p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259716,DI09_36p170,DI09_36p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259717,DI09_36p20,DI09_36p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259718,DI09_36p30,DI09_36p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259719,DI09_36p40,DI09_36p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259720,DI09_36p50,DI09_36p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259721,DI09_36p60,DI09_36p60,-,-,Unknown,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20200318,-
1485682,25259722,DI09_36p70,DI09_36p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259723,DI09_36p80,DI09_36p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259724,DI09_36p90,DI09_36p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259725,DI09_373p10,DI09_373p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259726,DI09_374p10,DI09_374p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259727,DI09_376p10,DI09_376p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259728,DI09_378p10,DI09_378p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259729,DI09_37p10,DI09_37p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259730,DI09_37p100,DI09_37p100,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase,20200318,-
1485682,25259731,DI09_37p110,DI09_37p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259732,DI09_37p120,DI09_37p120,-,-,Unknown,-,Pescadillo-like protein,protein-coding,-,-,-,Pescadillo-like protein,20200318,-
1485682,25259733,DI09_37p130,DI09_37p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259734,DI09_37p140,DI09_37p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259735,DI09_37p150,DI09_37p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259736,DI09_37p160,DI09_37p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259737,DI09_37p170,DI09_37p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259738,DI09_37p180,DI09_37p180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259739,DI09_37p190,DI09_37p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259740,DI09_37p20,DI09_37p20,-,-,Unknown,-,para-nitrobenzyl esterase,protein-coding,-,-,-,para-nitrobenzyl esterase,20200318,-
1485682,25259741,DI09_37p200,DI09_37p200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259742,DI09_37p210,DI09_37p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259743,DI09_37p30,DI09_37p30,-,-,Unknown,-,ribosomal protein L23,protein-coding,-,-,-,ribosomal protein L23,20200318,-
1485682,25259744,DI09_37p40,DI09_37p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259745,DI09_37p50,DI09_37p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259746,DI09_37p60,DI09_37p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259747,DI09_37p70,DI09_37p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259748,DI09_37p80,DI09_37p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259749,DI09_37p90,DI09_37p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259750,DI09_381p10,DI09_381p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259751,DI09_382p10,DI09_382p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259752,DI09_387p10,DI09_387p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259753,DI09_388p10,DI09_388p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259754,DI09_389p10,DI09_389p10,-,-,Unknown,-,Sec1 family protein A,protein-coding,-,-,-,Sec1 family protein A,20200318,-
