#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5661,13385311,LDBPK_291900,LDBPK_291900,-,-,29,-,"diphthamide synthesis protein, putative",protein-coding,-,-,-,"diphthamide synthesis protein, putative",20210424,-
5661,13390501,LDBPK_131000,LDBPK_131000,-,-,13,-,"leucyl-tRNA synthetase, putative",protein-coding,-,-,-,"leucyl-tRNA synthetase, putative",20210403,-
5661,13390502,LDBPK_131010,LDBPK_131010,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13390503,LDBPK_131020,LDBPK_131020,-,-,13,-,"DNA-directed RNA polymerase ii 8.2 Kd polypeptide, putative",protein-coding,-,-,-,"DNA-directed RNA polymerase ii 8.2 Kd polypeptide, putative",20210424,-
5661,13390504,LDBPK_231740,LDBPK_231740,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390505,LDBPK_231750,LDBPK_231750,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390506,LDBPK_231760,LDBPK_231760,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390507,LDBPK_231770,LDBPK_231770,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390508,LDBPK_231780,LDBPK_231780,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390509,LDBPK_231790,LDBPK_231790,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390510,LDBPK_231800,LDBPK_231800,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390511,LDBPK_231810,LDBPK_231810,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390512,LDBPK_231820,LDBPK_231820,-,-,23,-,"Csl4p homologue, putative",protein-coding,-,-,-,"Csl4p homologue, putative",20210424,-
5661,13390513,LDBPK_231830,LDBPK_231830,-,-,23,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390514,LDBPK_231840,LDBPK_231840,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390515,LDBPK_231850,LDBPK_231850,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390516,LDBPK_231860,LDBPK_231860,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390517,LDBPK_231870,LDBPK_231870,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390518,LDBPK_231880,LDBPK_231880,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390519,LDBPK_231890,LDBPK_231890,-,-,23,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390520,LDBPK_231900,LDBPK_231900,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390521,LDBPK_231910,LDBPK_231910,-,-,23,-,"vacuolar proton translocating ATPase subunit A, putative",protein-coding,-,-,-,"vacuolar proton translocating ATPase subunit A, putative",20210406,-
5661,13390522,LDBPK_231920,LDBPK_231920,-,-,23,-,"protoheme IX farnesyltransferase, putative",protein-coding,-,-,-,"protoheme IX farnesyltransferase, putative",20200918,-
5661,13390523,LDBPK_231930,LDBPK_231930,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390524,LDBPK_231940,LDBPK_231940,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390525,LDBPK_231950,LDBPK_231950,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390526,LDBPK_231960,LDBPK_231960,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390527,LDBPK_231970,LDBPK_231970,-,-,23,-,neutral sphingomyelinase activation associated factor-like protein,protein-coding,-,-,-,neutral sphingomyelinase activation associated factor-like protein,20200918,-
5661,13390528,LDBPK_231980,LDBPK_231980,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390529,LDBPK_23tRNA4,LDBPK_23tRNA4,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390530,LDBPK_23tRNA2,LDBPK_23tRNA2,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390531,LDBPK_230670,LDBPK_230670,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390532,LDBPK_23tRNA3,LDBPK_23tRNA3,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390533,LDBPK_23rRNA1,LDBPK_23rRNA1,-,-,23,-,5S(MS) ribosomal RNA,rRNA,-,-,-,-,20200918,-
5661,13390534,LDBPK_23tRNA5,LDBPK_23tRNA5,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390535,LDBPK_23tRNA6,LDBPK_23tRNA6,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390536,LDBPK_23tRNA7,LDBPK_23tRNA7,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390537,LDBPK_23tRNA8,LDBPK_23tRNA8,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390538,LDBPK_23tRNA9,LDBPK_23tRNA9,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390539,LDBPK_23tRNA10,LDBPK_23tRNA10,-,-,23,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13390540,LDBPK_230010,LDBPK_230010,-,-,23,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390541,LDBPK_240890,LDBPK_240890,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390542,LDBPK_240020,LDBPK_240020,-,-,24,-,"clathrin coat assembly protein, putative",protein-coding,-,-,-,"clathrin coat assembly protein, putative",20200918,-
5661,13390543,LDBPK_240030,LDBPK_240030,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390544,LDBPK_240040,LDBPK_240040,-,-,24,-,"60S ribosomal protein L17, putative",protein-coding,-,-,-,"60S ribosomal protein L17, putative",20200918,-
5661,13390545,LDBPK_240050,LDBPK_240050,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390546,LDBPK_240060,LDBPK_240060,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390547,LDBPK_240070,LDBPK_240070,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390548,LDBPK_240080,LDBPK_240080,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390549,LDBPK_240090,LDBPK_240090,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390550,LDBPK_240100,LDBPK_240100,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390551,LDBPK_240110,LDBPK_240110,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390552,LDBPK_240120,LDBPK_240120,-,-,24,-,guanine nucleotide-binding protein beta subunit-like protein,protein-coding,-,-,-,guanine nucleotide-binding protein beta subunit-like protein,20210406,-
5661,13390553,LDBPK_240130,LDBPK_240130,-,-,24,-,ankyrin/TPR repeat protein,protein-coding,-,-,-,ankyrin/TPR repeat protein,20200918,-
5661,13390554,LDBPK_240140,LDBPK_240140,-,-,24,-,glycosomal membrane like protein,protein-coding,-,-,-,glycosomal membrane like protein,20210406,-
5661,13390555,LDBPK_240150,LDBPK_240150,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390556,LDBPK_240160,LDBPK_240160,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390557,LDBPK_240170,LDBPK_240170,-,-,24,-,"ATPase domain protein, putative",protein-coding,-,-,-,"ATPase domain protein, putative",20200918,-
5661,13390558,LDBPK_240180,LDBPK_240180,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390559,LDBPK_240190,LDBPK_240190,-,-,24,-,transcription elongation factor-like protein,protein-coding,-,-,-,transcription elongation factor-like protein,20200918,-
5661,13390560,LDBPK_240200,LDBPK_240200,-,-,24,-,"transcription elongation factor, putative",protein-coding,-,-,-,"transcription elongation factor, putative",20200918,-
5661,13390561,LDBPK_240210,LDBPK_240210,-,-,24,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390562,LDBPK_240220,LDBPK_240220,-,-,24,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13390563,LDBPK_240230,LDBPK_240230,-,-,24,-,WD repeat protein,protein-coding,-,-,-,WD repeat protein,20200918,-
5661,13390564,LDBPK_240240,LDBPK_240240,-,-,24,-,"ATP-dependent RNA helicase, putative",protein-coding,-,-,-,"ATP-dependent RNA helicase, putative",20200918,-
5661,13390565,LDBPK_240250,LDBPK_240250,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390566,LDBPK_240260,LDBPK_240260,-,-,24,-,"protein phosphotase, putative",protein-coding,-,-,-,"protein phosphotase, putative",20200918,-
5661,13390567,LDBPK_240270,LDBPK_240270,-,-,24,-,dynein intermediate-chain-like protein,protein-coding,-,-,-,dynein intermediate-chain-like protein,20200918,-
5661,13390568,LDBPK_240280,LDBPK_240280,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390569,LDBPK_240290,LDBPK_240290,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390570,LDBPK_240300,LDBPK_240300,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390571,LDBPK_240310,LDBPK_240310,-,-,24,-,"fumarate hydratase, putative",protein-coding,-,-,-,"fumarate hydratase, putative",20200918,-
5661,13390572,LDBPK_240320,LDBPK_240320,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390573,LDBPK_240330,LDBPK_240330,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390574,LDBPK_240340,LDBPK_240340,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390575,LDBPK_240350,LDBPK_240350,-,-,24,-,"CMP-sialic acid transporter, putative",protein-coding,-,-,-,"CMP-sialic acid transporter, putative",20200918,-
5661,13390576,LDBPK_240360,LDBPK_240360,-,-,24,-,"CMP-sialic acid transporter, putative",protein-coding,-,-,-,"CMP-sialic acid transporter, putative",20200918,-
5661,13390577,LDBPK_240370,LDBPK_240370,-,-,24,-,"aspartate aminotransferase, putative",protein-coding,-,-,-,"aspartate aminotransferase, putative",20200918,-
5661,13390578,LDBPK_240380,LDBPK_240380,-,-,24,-,ppg3-related protein-like protein,protein-coding,-,-,-,ppg3-related protein-like protein,20200918,-
5661,13390579,LDBPK_240390,LDBPK_240390,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390580,LDBPK_240400,LDBPK_240400,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390581,LDBPK_240410,LDBPK_240410,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390582,LDBPK_240420,LDBPK_240420,-,-,24,-,"ubiquitin carboxyl-terminal hydrolase, putative",protein-coding,-,-,-,"ubiquitin carboxyl-terminal hydrolase, putative",20210406,-
5661,13390583,LDBPK_321170,LDBPK_321170,-,-,32,-,"mitochondrial carrier protein, putative",protein-coding,-,-,-,"mitochondrial carrier protein, putative",20200918,-
5661,13390584,LDBPK_321180,LDBPK_321180,-,-,32,-,mitochondrial carrier protein-like protein,protein-coding,-,-,-,mitochondrial carrier protein-like protein,20210424,-
5661,13390585,LDBPK_321190,LDBPK_321190,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390586,LDBPK_321200,LDBPK_321200,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390587,LDBPK_321210,LDBPK_321210,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390588,LDBPK_321220,LDBPK_321220,-,-,32,-,long chain polyunsaturated fatty acid elongation enzyme-like protein,protein-coding,-,-,-,long chain polyunsaturated fatty acid elongation enzyme-like protein,20200918,-
5661,13390589,LDBPK_321230,LDBPK_321230,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390590,LDBPK_321240,LDBPK_321240,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390591,LDBPK_321250,LDBPK_321250,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390592,LDBPK_321260,LDBPK_321260,-,-,32,-,"proteasome regulatory non-ATP-ase subunit, putative",protein-coding,-,-,-,"proteasome regulatory non-ATP-ase subunit, putative",20200926,-
5661,13390593,LDBPK_321270,LDBPK_321270,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390594,LDBPK_321280,LDBPK_321280,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390595,LDBPK_321290,LDBPK_321290,-,-,32,-,"ADP-ribosylation factor GTPase activating protein 1, putative",protein-coding,-,-,-,"ADP-ribosylation factor GTPase activating protein 1, putative",20200918,-
5661,13390596,LDBPK_321300,LDBPK_321300,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390597,LDBPK_321310,LDBPK_321310,-,-,32,-,"ubiquitin hydrolase, putative",protein-coding,-,-,-,"ubiquitin hydrolase, putative",20200918,-
5661,13390598,LDBPK_321320,LDBPK_321320,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390599,LDBPK_321330,LDBPK_321330,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390600,LDBPK_321340,LDBPK_321340,-,-,32,-,"RNA polymerase-like protein, putative",protein-coding,-,-,-,"RNA polymerase-like protein, putative",20210424,-
5661,13390601,LDBPK_321350,LDBPK_321350,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390602,LDBPK_321360,LDBPK_321360,-,-,32,-,"polypeptide deformylase-like protein, putative",protein-coding,-,-,-,"polypeptide deformylase-like protein, putative",20210406,-
5661,13390603,LDBPK_321370,LDBPK_321370,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390604,LDBPK_321380,LDBPK_321380,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390605,LDBPK_321390,LDBPK_321390,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390606,LDBPK_321400,LDBPK_321400,-,-,32,-,cleavage and polyadenylation specificity factor-like protein,protein-coding,-,-,-,cleavage and polyadenylation specificity factor-like protein,20200918,-
5661,13390607,LDBPK_321410,LDBPK_321410,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390608,LDBPK_321420,LDBPK_321420,-,-,32,-,"RNA guanylyltransferase, putative",protein-coding,-,-,-,"RNA guanylyltransferase, putative",20200918,-
5661,13390609,LDBPK_321430,LDBPK_321430,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390610,LDBPK_321440,LDBPK_321440,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390611,LDBPK_321450,LDBPK_321450,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390612,LDBPK_321460,LDBPK_321460,-,-,32,-,"DEAD/DEAH box helicase-like protein, putative",protein-coding,-,-,-,"DEAD/DEAH box helicase-like protein, putative",20200918,-
5661,13390613,LDBPK_321470,LDBPK_321470,-,-,32,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390614,LDBPK_321480,LDBPK_321480,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390615,LDBPK_321490,LDBPK_321490,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390616,LDBPK_321500,LDBPK_321500,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390617,LDBPK_321510,LDBPK_321510,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390618,LDBPK_321520,LDBPK_321520,-,-,32,-,"phosphatidylinositol 3-related kinase, putative",protein-coding,-,-,-,"phosphatidylinositol 3-related kinase, putative",20200918,-
5661,13390619,LDBPK_321530,LDBPK_321530,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390620,LDBPK_321540,LDBPK_321540,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390621,LDBPK_321550,LDBPK_321550,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390622,LDBPK_321560,LDBPK_321560,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390623,LDBPK_321570,LDBPK_321570,-,-,32,-,"ATP-dependent zinc metallopeptidase, putative",protein-coding,-,-,-,"ATP-dependent zinc metallopeptidase, putative",20200918,-
5661,13390624,LDBPK_321580,LDBPK_321580,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390625,LDBPK_321590,LDBPK_321590,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390626,LDBPK_321600,LDBPK_321600,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390627,LDBPK_321610,LDBPK_321610,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390628,LDBPK_321620,LDBPK_321620,-,-,32,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390629,LDBPK_321630,LDBPK_321630,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390630,LDBPK_321640,LDBPK_321640,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390631,LDBPK_321650,LDBPK_321650,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390632,LDBPK_321660,LDBPK_321660,-,-,32,-,phosphomannose isomerase,protein-coding,-,-,-,phosphomannose isomerase,20210417,-
5661,13390633,LDBPK_321670,LDBPK_321670,-,-,32,-,helicase-like protein,protein-coding,-,-,-,helicase-like protein,20200918,-
5661,13390634,LDBPK_321680,LDBPK_321680,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390635,LDBPK_321690,LDBPK_321690,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390636,LDBPK_321700,LDBPK_321700,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390637,LDBPK_321710,LDBPK_321710,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390638,LDBPK_321720,LDBPK_321720,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390639,LDBPK_321730,LDBPK_321730,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390640,LDBPK_321740,LDBPK_321740,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390641,LDBPK_321750,LDBPK_321750,-,-,32,-,"NAD+ synthase, putative",protein-coding,-,-,-,"NAD+ synthase, putative",20200918,-
5661,13390642,LDBPK_321760,LDBPK_321760,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390643,LDBPK_321770,LDBPK_321770,-,-,32,-,"protein phosphatase 2C, putative",protein-coding,-,-,-,"protein phosphatase 2C, putative",20200918,-
5661,13390644,LDBPK_321780,LDBPK_321780,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390645,LDBPK_321790,LDBPK_321790,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390646,LDBPK_321800,LDBPK_321800,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390647,LDBPK_321810,LDBPK_321810,-,-,32,-,"coatomer epsilon subunit, putative",protein-coding,-,-,-,"coatomer epsilon subunit, putative",20210424,-
5661,13390648,LDBPK_321820,LDBPK_321820,-,-,32,-,"zinc finger protein 2, putative",protein-coding,-,-,-,"zinc finger protein 2, putative",20210424,-
5661,13390649,LDBPK_321830,LDBPK_321830,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390650,LDBPK_321840,LDBPK_321840,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390651,LDBPK_321850,LDBPK_321850,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390652,LDBPK_321860,LDBPK_321860,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390653,LDBPK_321870,LDBPK_321870,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390654,LDBPK_321880,LDBPK_321880,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390655,LDBPK_321890,LDBPK_321890,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390656,LDBPK_321900,LDBPK_321900,-,-,32,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13390657,LDBPK_321910,LDBPK_321910,-,-,32,-,"iron superoxide dismutase, putative",protein-coding,-,-,-,"iron superoxide dismutase, putative",20200918,-
5661,13390658,LDBPK_321920,LDBPK_321920,-,-,32,-,"iron superoxide dismutase, putative",protein-coding,-,-,-,"iron superoxide dismutase, putative",20200918,-
5661,13390659,LDBPK_321930,LDBPK_321930,-,-,32,-,"rab11B GTPase, putative",protein-coding,-,-,-,"rab11B GTPase, putative",20210424,-
5661,13390660,LDBPK_321940,LDBPK_321940,-,-,32,-,"chaperonin HSP60, mitochondrial precursor, putative",protein-coding,-,-,-,"chaperonin HSP60, mitochondrial precursor, putative",20200918,-
5661,13390661,LDBPK_321950,LDBPK_321950,-,-,32,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390662,LDBPK_030860,LDBPK_030860,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390663,LDBPK_030870,LDBPK_030870,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390664,LDBPK_030880,LDBPK_030880,-,-,3,-,"peter pan protein, putative",protein-coding,-,-,-,"peter pan protein, putative",20200918,-
5661,13390665,LDBPK_030890,LDBPK_030890,-,-,3,-,"inorganic pyrophosphatase, putative",protein-coding,-,-,-,"inorganic pyrophosphatase, putative",20200918,-
5661,13390666,LDBPK_030900,LDBPK_030900,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390667,LDBPK_030910,LDBPK_030910,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390668,LDBPK_030920,LDBPK_030920,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390669,LDBPK_030930,LDBPK_030930,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390670,LDBPK_030940,LDBPK_030940,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390671,LDBPK_030950,LDBPK_030950,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390672,LDBPK_030960,LDBPK_030960,-,-,3,-,"elongation initiation factor 2 alpha subunit, putative",protein-coding,-,-,-,"elongation initiation factor 2 alpha subunit, putative",20200918,-
5661,13390673,LDBPK_030020,LDBPK_030020,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390674,LDBPK_013360,LDBPK_013360,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390675,LDBPK_030680,LDBPK_030680,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390676,LDBPK_030010,LDBPK_030010,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390677,LDBPK_040031,LDBPK_040031,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390678,LDBPK_040040,LDBPK_040040,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390679,LDBPK_040050,LDBPK_040050,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390680,LDBPK_040060,LDBPK_040060,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390681,LDBPK_040070,LDBPK_040070,-,-,4,-,DNA topoisomerase type IB small subunit,protein-coding,-,-,-,DNA topoisomerase type IB small subunit,20200918,-
5661,13390682,LDBPK_040080,LDBPK_040080,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390683,LDBPK_040090,LDBPK_040090,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390684,LDBPK_040100,LDBPK_040100,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390685,LDBPK_040110,LDBPK_040110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390686,LDBPK_040120,LDBPK_040120,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390687,LDBPK_040130,LDBPK_040130,-,-,4,-,"exosome complex exonuclease RRP40, putative",protein-coding,-,-,-,"exosome complex exonuclease RRP40, putative",20210406,-
5661,13390688,LDBPK_040140,LDBPK_040140,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390689,LDBPK_040150,LDBPK_040150,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390690,LDBPK_040160,LDBPK_040160,-,-,4,-,"hypothetical protein, conserved in leishmania",protein-coding,-,-,-,"hypothetical protein, conserved in leishmania",20200918,-
