#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
242507,2674091,MGG_00839,MGG_00839,-,-,5,-,vacuolar protein sorting-associated protein 74,protein-coding,-,-,-,vacuolar protein sorting-associated protein 74,20200919,-
242507,2683685,MGG_07758,MGG_07758,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683686,MGG_07759,MGG_07759,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683688,MGG_07761,MGG_07761,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683689,MGG_07762,MGG_07762,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683690,MGG_07763,MGG_07763,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683691,MGG_07764,MGG_07764,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683692,MGG_07765,MGG_07765,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683693,MGG_07766,MGG_07766,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683694,MGG_07767,MGG_07767,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683695,MGG_07768,MGG_07768,-,-,3,-,clathrin heavy chain,protein-coding,-,-,-,clathrin heavy chain,20200919,-
242507,2683696,MGG_13836,MGG_13836,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683698,MGG_07771,MGG_07771,-,-,3,-,diphenol oxidase,protein-coding,-,-,-,diphenol oxidase,20200919,-
242507,2683699,MGG_07772,MGG_07772,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683702,MGG_07775,MGG_07775,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683703,MGG_07776,MGG_07776,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683704,MGG_07777,MGG_07777,-,-,3,-,quinic acid utilization activator,protein-coding,-,-,-,quinic acid utilization activator,20200919,-
242507,2683706,MGG_07779,MGG_07779,-,-,3,-,quinate permease,protein-coding,-,-,-,quinate permease,20200919,-
242507,2683707,MGG_07780,MGG_07780,-,-,3,-,3-dehydroshikimate dehydratase,protein-coding,-,-,-,3-dehydroshikimate dehydratase,20200919,-
242507,2683708,MGG_07781,MGG_07781,-,-,3,-,quinate dehydrogenase,protein-coding,-,-,-,quinate dehydrogenase,20200919,-
242507,2683709,MGG_07782,MGG_07782,-,-,3,-,dehydroquinase class II,protein-coding,-,-,-,dehydroquinase class II,20200924,-
242507,2683711,MGG_07784,MGG_07784,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683712,MGG_07785,MGG_07785,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683713,MGG_07786,MGG_07786,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683714,MGG_07787,MGG_07787,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683715,MGG_07788,MGG_07788,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683716,MGG_07789,MGG_07789,-,-,3,-,3-phytase,protein-coding,-,-,-,3-phytase,20200919,-
242507,2683717,MGG_07790,MGG_07790,-,-,3,-,ligninase H2,protein-coding,-,-,-,ligninase H2,20200919,-
242507,2683718,MGG_07791,MGG_07791,-,-,3,-,surface protein 1,protein-coding,-,-,-,surface protein 1,20200919,-
242507,2683719,MGG_07792,MGG_07792,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683720,MGG_07793,MGG_07793,-,-,3,-,dehydrogenase/reductase SDR family member 13,protein-coding,-,-,-,dehydrogenase/reductase SDR family member 13,20200919,-
242507,2683721,MGG_07794,MGG_07794,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683722,MGG_07795,MGG_07795,-,-,3,-,pisatin demethylase,protein-coding,-,-,-,pisatin demethylase,20200919,-
242507,2683727,MGG_07800,MGG_07800,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683729,MGG_07802,MGG_07802,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683730,MGG_07803,MGG_07803,-,-,3,-,D-alanine-poly(phosphoribitol) ligase subunit 1,protein-coding,-,-,-,D-alanine-poly(phosphoribitol) ligase subunit 1,20210123,-
242507,2683731,MGG_07804,MGG_07804,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683733,MGG_07806,MGG_07806,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683734,MGG_07807,MGG_07807,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683735,MGG_07808,MGG_07808,-,-,3,-,membrane transporter,protein-coding,-,-,-,membrane transporter,20200919,-
242507,2683736,MGG_07809,MGG_07809,-,-,3,-,exoglucanase 1,protein-coding,-,-,-,exoglucanase 1,20200919,-
242507,2683737,MGG_07810,MGG_07810,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683738,MGG_07811,MGG_07811,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683739,MGG_07812,MGG_07812,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683741,MGG_07814,MGG_07814,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683742,MGG_07815,MGG_07815,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683743,MGG_07816,MGG_07816,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683744,MGG_07817,MGG_07817,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683746,MGG_07818,MGG_07818,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683751,MGG_07824,MGG_07824,-,-,3,-,spherulin-1B,protein-coding,-,-,-,spherulin-1B,20200919,-
242507,2683757,MGG_07830,MGG_07830,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683758,MGG_07831,MGG_07831,-,-,3,-,phytanoyl-CoA dioxygenase,protein-coding,-,-,-,phytanoyl-CoA dioxygenase,20200919,-
242507,2683759,MGG_07832,MGG_07832,-,-,3,-,high affinity copper transporter,protein-coding,-,-,-,high affinity copper transporter,20200919,-
242507,2683760,MGG_07833,MGG_07833,-,-,3,-,ferric reductase,protein-coding,-,-,-,ferric reductase,20200919,-
242507,2683761,MGG_07834,MGG_07834,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683763,MGG_07836,MGG_07836,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683764,MGG_07837,MGG_07837,-,-,3,-,beta-fructofuranosidase,protein-coding,-,-,-,beta-fructofuranosidase,20200919,-
242507,2683769,MGG_07842,MGG_07842,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683770,MGG_07843,MGG_07843,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683771,MGG_07844,MGG_07844,-,-,3,-,maltose permease,protein-coding,-,-,-,maltose permease,20200919,-
242507,2683772,MGG_07845,MGG_07845,-,-,3,-,C6 zinc finger domain-containing protein,protein-coding,-,-,-,C6 zinc finger domain-containing protein,20200919,-
242507,2683773,MGG_07846,MGG_07846,-,-,3,-,endoglucanase family 5 glycoside hydrolase,protein-coding,-,-,-,endoglucanase family 5 glycoside hydrolase,20200919,-
242507,2683774,MGG_07847,MGG_07847,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683775,MGG_07848,MGG_07848,-,-,3,-,multidrug resistance protein CDR1,protein-coding,-,-,-,multidrug resistance protein CDR1,20200919,-
242507,2683776,MGG_07849,MGG_07849,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683777,MGG_07850,MGG_07850,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683778,MGG_07851,MGG_07851,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683779,MGG_07852,MGG_07852,-,-,3,-,high affinity copper transporter,protein-coding,-,-,-,high affinity copper transporter,20200919,-
242507,2683780,MGG_07853,MGG_07853,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683781,MGG_07854,MGG_07854,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683782,MGG_07855,MGG_07855,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683783,MGG_07856,MGG_07856,-,-,3,-,pisatin demethylase,protein-coding,-,-,-,pisatin demethylase,20200919,-
242507,2683784,MGG_07857,MGG_07857,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683785,MGG_07858,MGG_07858,-,-,3,-,cyclic peptide synthetase,protein-coding,-,-,-,cyclic peptide synthetase,20200919,-
242507,2683786,MGG_07859,MGG_07859,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683788,MGG_07861,MGG_07861,-,-,3,-,carboxypeptidase S1,protein-coding,-,-,-,carboxypeptidase S1,20200919,-
242507,2683793,MGG_07866,MGG_07866,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683794,MGG_07867,MGG_07867,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683795,MGG_07868,MGG_07868,-,-,3,-,glycosyl hydrolase family 10,protein-coding,-,-,-,glycosyl hydrolase family 10,20200919,-
242507,2683796,MGG_07869,MGG_07869,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683797,MGG_07870,MGG_07870,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683798,MGG_07871,MGG_07871,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683799,MGG_07872,MGG_07872,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683800,MGG_07873,MGG_07873,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683802,MGG_13891,MGG_13891,-,-,3,-,autoinducer 2 sensor kinase/phosphatase luxQ,protein-coding,-,-,-,autoinducer 2 sensor kinase/phosphatase luxQ,20200919,-
242507,2683803,MGG_07876,MGG_07876,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683804,MGG_07877,MGG_07877,-,-,3,-,dipeptidyl-peptidase V,protein-coding,-,-,-,dipeptidyl-peptidase V,20200919,-
242507,2683805,MGG_07878,MGG_07878,-,-,3,-,thiamine transporter,protein-coding,-,-,-,thiamine transporter,20200919,-
242507,2683807,MGG_07880,MGG_07880,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683808,MGG_07881,MGG_07881,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683809,MGG_07882,MGG_07882,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683810,MGG_07883,MGG_07883,-,-,3,-,sorbose reductase sou1,protein-coding,-,-,-,sorbose reductase sou1,20200924,-
242507,2683811,MGG_07884,MGG_07884,-,-,3,-,ribose 5-phosphate isomerase,protein-coding,-,-,-,ribose 5-phosphate isomerase,20200919,-
242507,2683812,MGG_07885,MGG_07885,-,-,3,-,nicotinamide mononucleotide permease,protein-coding,-,-,-,nicotinamide mononucleotide permease,20200919,-
242507,2683813,MGG_07886,MGG_07886,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683814,MGG_07887,MGG_07887,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683815,MGG_07888,MGG_07888,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683817,MGG_07890,MGG_07890,-,-,3,-,aldehyde dehydrogenase 3I1,protein-coding,-,-,-,aldehyde dehydrogenase 3I1,20200919,-
242507,2683818,MGG_07891,MGG_07891,-,-,3,-,CAIB/BAIF family enzyme,protein-coding,-,-,-,CAIB/BAIF family enzyme,20200919,-
242507,2683824,MGG_07897,MGG_07897,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683825,MGG_07898,MGG_07898,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683826,MGG_07899,MGG_07899,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683827,MGG_07900,MGG_07900,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683828,MGG_07901,MGG_07901,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683830,MGG_07903,MGG_07903,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683831,MGG_07904,MGG_07904,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683832,MGG_07905,MGG_07905,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683835,MGG_07908,MGG_07908,-,-,3,-,exoglucanase 3,protein-coding,-,-,-,exoglucanase 3,20200919,-
242507,2683836,MGG_13908,MGG_13908,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683837,MGG_07910,MGG_07910,-,-,3,-,dienelactone hydrolase,protein-coding,-,-,-,dienelactone hydrolase,20200919,-
242507,2683839,MGG_07912,MGG_07912,-,-,3,-,erythrocyte band 7 integral membrane protein,protein-coding,-,-,-,erythrocyte band 7 integral membrane protein,20200919,-
242507,2683840,MGG_07913,MGG_07913,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683841,MGG_07914,MGG_07914,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683842,MGG_07915,MGG_07915,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683843,MGG_07916,MGG_07916,-,-,3,-,vacuolar protein sorting-associated protein 4,protein-coding,-,-,-,vacuolar protein sorting-associated protein 4,20200919,-
242507,2683844,MGG_07917,MGG_07917,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683846,MGG_07919,MGG_07919,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683847,MGG_07920,MGG_07920,-,-,3,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20200919,-
242507,2683851,MGG_07924,MGG_07924,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683852,MGG_07925,MGG_07925,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683853,MGG_07926,MGG_07926,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683854,MGG_07927,MGG_07927,-,-,3,-,endochitinase 1,protein-coding,-,-,-,endochitinase 1,20200919,-
242507,2683855,MGG_07928,MGG_07928,-,-,3,-,ubiquitin-40S ribosomal protein S27a,protein-coding,-,-,-,ubiquitin-40S ribosomal protein S27a,20200926,-
242507,2683856,MGG_07929,MGG_07929,-,-,3,-,40S ribosomal protein S26E,protein-coding,-,-,-,40S ribosomal protein S26E,20200924,-
242507,2683857,MGG_07930,MGG_07930,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683858,MGG_07931,MGG_07931,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683859,MGG_13916,MGG_13916,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683860,MGG_07933,MGG_07933,-,-,3,-,dihydrodipicolinate synthase,protein-coding,-,-,-,dihydrodipicolinate synthase,20200919,-
242507,2683861,MGG_07934,MGG_07934,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683862,MGG_07935,MGG_07935,-,-,3,-,galactonate dehydratase,protein-coding,-,-,-,galactonate dehydratase,20200919,-
242507,2683864,MGG_07937,MGG_07937,-,-,3,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20200919,-
242507,2683865,MGG_07938,MGG_07938,-,-,3,-,aldehyde reductase 1,protein-coding,-,-,-,aldehyde reductase 1,20200919,-
242507,2683876,MGG_07949,MGG_07949,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683877,MGG_07950,MGG_07950,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683879,MGG_07952,MGG_07952,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683880,MGG_07953,MGG_07953,-,-,3,-,bifunctional P-450:NADPH-P450 reductase,protein-coding,-,-,-,bifunctional P-450:NADPH-P450 reductase,20200919,-
242507,2683881,MGG_07954,MGG_07954,-,-,3,-,epoxide hydrolase 2,protein-coding,-,-,-,epoxide hydrolase 2,20200919,-
242507,2683882,MGG_07955,MGG_07955,-,-,3,-,"endo-1,4-beta-xylanase I",protein-coding,-,-,-,"endo-1,4-beta-xylanase I",20201003,-
242507,2683884,MGG_07957,MGG_07957,-,-,3,-,uridine permease,protein-coding,-,-,-,uridine permease,20200919,-
242507,2683885,MGG_07958,MGG_07958,-,-,3,-,"naringenin,2-oxoglutarate 3-dioxygenase",protein-coding,-,-,-,"naringenin,2-oxoglutarate 3-dioxygenase",20200919,-
242507,2683886,MGG_07959,MGG_07959,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683887,MGG_07960,MGG_07960,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683888,MGG_07961,MGG_07961,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683889,MGG_07962,MGG_07962,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683890,MGG_07963,MGG_07963,-,-,3,-,kinesin-II 95 kDa subunit,protein-coding,-,-,-,kinesin-II 95 kDa subunit,20200919,-
242507,2683891,MGG_07964,MGG_07964,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683892,MGG_07965,MGG_07965,-,-,3,-,alkaline proteinase,protein-coding,-,-,-,alkaline proteinase,20200919,-
242507,2683893,MGG_07966,MGG_07966,-,-,3,-,phosphate transporter,protein-coding,-,-,-,phosphate transporter,20200919,-
242507,2683895,MGG_07968,MGG_07968,-,-,3,-,high-affinity nicotinic acid transporter,protein-coding,-,-,-,high-affinity nicotinic acid transporter,20200919,-
242507,2683896,MGG_07969,MGG_07969,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683897,MGG_07970,MGG_07970,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683898,MGG_07971,MGG_07971,-,-,3,-,calcium-transporting ATPase 1,protein-coding,-,-,-,calcium-transporting ATPase 1,20200919,-
242507,2683899,MGG_07972,MGG_07972,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683900,MGG_07973,MGG_07973,-,-,3,-,surface protein 1,protein-coding,-,-,-,surface protein 1,20200919,-
242507,2683901,MGG_07974,MGG_07974,-,-,3,-,C-signal protein,protein-coding,-,-,-,C-signal protein,20200919,-
242507,2683902,MGG_07975,MGG_07975,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683904,MGG_13928,MGG_13928,-,-,3,-,benzoate 4-monooxygenase,protein-coding,-,-,-,benzoate 4-monooxygenase,20200919,-
242507,2683906,MGG_07979,MGG_07979,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683907,MGG_07980,MGG_07980,-,-,3,-,metabolite transporter,protein-coding,-,-,-,metabolite transporter,20200919,-
242507,2683908,MGG_07981,MGG_07981,-,-,3,-,aminopeptidase ypdF,protein-coding,-,-,-,aminopeptidase ypdF,20200919,-
242507,2683909,MGG_07982,MGG_07982,-,-,3,-,cytochrome P450 monooxygenase,protein-coding,-,-,-,cytochrome P450 monooxygenase,20201026,-
242507,2683914,MGG_13226,MGG_13226,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683915,MGG_06060,MGG_06060,-,-,3,-,zinc transporter YKE4,protein-coding,-,-,-,zinc transporter YKE4,20200919,-
242507,2683916,MGG_06059,MGG_06059,-,-,3,-,arrestin,protein-coding,-,-,-,arrestin,20200919,-
242507,2683917,MGG_06058,MGG_06058,-,-,3,-,"glutamate-1-semialdehyde 2,1-aminomutase",protein-coding,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",20200919,-
242507,2683918,MGG_06057,MGG_06057,-,-,3,-,multispanning membrane protein,protein-coding,-,-,-,multispanning membrane protein,20200919,-
242507,2683919,MGG_06056,MGG_06056,-,-,3,-,YeeE/YedE family protein,protein-coding,-,-,-,YeeE/YedE family protein,20200919,-
242507,2683922,MGG_06053,MGG_06053,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683923,MGG_06052,MGG_06052,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683925,MGG_06050,MGG_06050,-,-,3,-,GATA type zinc finger protein Asd4,protein-coding,-,-,-,GATA type zinc finger protein Asd4,20200919,-
242507,2683926,MGG_06049,MGG_06049,-,-,3,-,ribosomal RNA assembly protein KRR1,protein-coding,-,-,-,ribosomal RNA assembly protein KRR1,20200919,-
242507,2683928,MGG_06047,MGG_06047,-,-,3,-,cytochrome P450 61,protein-coding,-,-,-,cytochrome P450 61,20200919,-
242507,2683929,MGG_06046,MGG_06046,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683930,MGG_06045,MGG_06045,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683931,MGG_06044,MGG_06044,-,-,3,-,ubiquitin-60S ribosomal protein L40,protein-coding,-,-,-,ubiquitin-60S ribosomal protein L40,20200919,-
242507,2683932,MGG_06043,MGG_06043,-,-,3,-,histone deacetylase HOS3,protein-coding,-,-,-,histone deacetylase HOS3,20200919,-
242507,2683934,MGG_06041,MGG_06041,-,-,3,-,rhamnogalacturonan lyase,protein-coding,-,-,-,rhamnogalacturonan lyase,20200919,-
242507,2683935,MGG_06040,MGG_06040,-,-,3,-,histidinol-phosphatase,protein-coding,-,-,-,histidinol-phosphatase,20200919,-
242507,2683936,MGG_06039,MGG_06039,-,-,3,-,cortical actin cytoskeleton protein asp1,protein-coding,-,-,-,cortical actin cytoskeleton protein asp1,20200919,-
242507,2683939,MGG_06036,MGG_06036,-,-,3,-,general amino acid permease,protein-coding,-,-,-,general amino acid permease,20200919,-
242507,2683940,MGG_06035,MGG_06035,-,-,3,-,FK506-binding protein 1B,protein-coding,-,-,-,FK506-binding protein 1B,20200919,-
242507,2683942,MGG_06033,MGG_06033,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683943,MGG_06032,MGG_06032,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683944,MGG_06031,MGG_06031,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683945,MGG_06030,MGG_06030,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683946,MGG_06029,MGG_06029,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683947,MGG_06028,MGG_06028,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683949,MGG_06026,MGG_06026,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683950,MGG_06025,MGG_06025,-,-,3,-,Yip1 domain-containing protein,protein-coding,-,-,-,Yip1 domain-containing protein,20200919,-
242507,2683951,MGG_06024,MGG_06024,-,-,3,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20200919,-
242507,2683952,MGG_06023,MGG_06023,-,-,3,-,"GPI-anchored cell wall beta-1,3-endoglucanase EglC",protein-coding,-,-,-,"GPI-anchored cell wall beta-1,3-endoglucanase EglC",20200919,-
242507,2683953,MGG_06022,MGG_06022,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2683954,MGG_06021,MGG_06021,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683955,MGG_06020,MGG_06020,-,-,3,-,Vps52/Sac2 family protein,protein-coding,-,-,-,Vps52/Sac2 family protein,20200919,-
242507,2683958,MGG_06017,MGG_06017,-,-,3,-,glycosylphosphatidylinositol anchor biosynthesis protein 11,protein-coding,-,-,-,glycosylphosphatidylinositol anchor biosynthesis protein 11,20200924,-
242507,2683959,MGG_06016,MGG_06016,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683961,MGG_06014,MGG_06014,-,-,3,-,DNA repair protein Ntg1,protein-coding,-,-,-,DNA repair protein Ntg1,20200919,-
242507,2683964,MGG_06011,MGG_06011,-,-,3,-,S-(hydroxymethyl)glutathione dehydrogenase,protein-coding,-,-,-,S-(hydroxymethyl)glutathione dehydrogenase,20200919,-
242507,2683965,MGG_06010,MGG_06010,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683966,MGG_06009,MGG_06009,-,-,3,-,alpha-N-arabinofuranosidase B,protein-coding,-,-,-,alpha-N-arabinofuranosidase B,20200919,-
242507,2683967,MGG_06008,MGG_06008,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683968,MGG_06007,MGG_06007,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2683969,MGG_06006,MGG_06006,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2683970,MGG_06005,MGG_06005,-,-,3,-,RNA exonuclease 3,protein-coding,-,-,-,RNA exonuclease 3,20200919,-
242507,2683971,MGG_06004,MGG_06004,-,-,3,-,prohibitin-1,protein-coding,-,-,-,prohibitin-1,20200919,-
