#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48586,64673043,DFJ58DRAFT_100404,DFJ58DRAFT_100404,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
48586,64682481,DFJ58DRAFT_754880,DFJ58DRAFT_754880,-,-,Unknown,-,DNA polymerase family B-domain-containing protein,protein-coding,-,-,-,DNA polymerase family B-domain-containing protein,20210605,-
48586,64682482,DFJ58DRAFT_754884,DFJ58DRAFT_754884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682483,DFJ58DRAFT_754890,DFJ58DRAFT_754890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682484,DFJ58DRAFT_754942,DFJ58DRAFT_754942,-,-,Unknown,-,eukaryotic phosphomannomutase,protein-coding,-,-,-,eukaryotic phosphomannomutase,20210605,-
48586,64682485,DFJ58DRAFT_754949,DFJ58DRAFT_754949,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682486,DFJ58DRAFT_754951,DFJ58DRAFT_754951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682487,DFJ58DRAFT_754955,DFJ58DRAFT_754955,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682488,DFJ58DRAFT_755035,DFJ58DRAFT_755035,-,-,Unknown,-,monooxygenase,protein-coding,-,-,-,monooxygenase,20210605,-
48586,64682489,DFJ58DRAFT_755047,DFJ58DRAFT_755047,-,-,Unknown,-,monooxygenase,protein-coding,-,-,-,monooxygenase,20210605,-
48586,64682490,DFJ58DRAFT_755096,DFJ58DRAFT_755096,-,-,Unknown,-,NUDIX hydrolase domain-like protein,protein-coding,-,-,-,NUDIX hydrolase domain-like protein,20210605,-
48586,64682491,DFJ58DRAFT_755106,DFJ58DRAFT_755106,-,-,Unknown,-,CMGC/CDK/CDK7 protein kinase,protein-coding,-,-,-,CMGC/CDK/CDK7 protein kinase,20210605,-
48586,64682492,DFJ58DRAFT_755108,DFJ58DRAFT_755108,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682493,DFJ58DRAFT_755116,DFJ58DRAFT_755116,-,-,Unknown,-,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit-domain-containing protein",protein-coding,-,-,-,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit-domain-containing protein",20210605,-
48586,64682494,DFJ58DRAFT_755122,DFJ58DRAFT_755122,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210605,-
48586,64682495,DFJ58DRAFT_755135,DFJ58DRAFT_755135,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
48586,64682496,DFJ58DRAFT_755178,DFJ58DRAFT_755178,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
48586,64682497,DFJ58DRAFT_755181,DFJ58DRAFT_755181,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
48586,64682498,DFJ58DRAFT_755187,DFJ58DRAFT_755187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682499,DFJ58DRAFT_755196,DFJ58DRAFT_755196,-,-,Unknown,-,Shr3 amino acid permease chaperone,protein-coding,-,-,-,Shr3 amino acid permease chaperone,20210605,-
48586,64682500,DFJ58DRAFT_755235,DFJ58DRAFT_755235,-,-,Unknown,-,small nuclear ribonucleoprotein,protein-coding,-,-,-,small nuclear ribonucleoprotein,20210605,-
48586,64682501,DFJ58DRAFT_755236,DFJ58DRAFT_755236,-,-,Unknown,-,2-nitropropane dioxygenase,protein-coding,-,-,-,2-nitropropane dioxygenase,20210605,-
48586,64682502,DFJ58DRAFT_755249,DFJ58DRAFT_755249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682503,DFJ58DRAFT_755259,DFJ58DRAFT_755259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682504,DFJ58DRAFT_755260,DFJ58DRAFT_755260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682505,DFJ58DRAFT_755265,DFJ58DRAFT_755265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682506,DFJ58DRAFT_755269,DFJ58DRAFT_755269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682507,DFJ58DRAFT_755272,DFJ58DRAFT_755272,-,-,Unknown,-,TRAUB-domain-containing protein,protein-coding,-,-,-,TRAUB-domain-containing protein,20210605,-
48586,64682508,DFJ58DRAFT_755274,DFJ58DRAFT_755274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682509,DFJ58DRAFT_755283,DFJ58DRAFT_755283,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210605,-
48586,64682510,DFJ58DRAFT_755290,DFJ58DRAFT_755290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682511,DFJ58DRAFT_755294,DFJ58DRAFT_755294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682512,DFJ58DRAFT_755295,DFJ58DRAFT_755295,-,-,Unknown,-,programmed cell death protein 2,protein-coding,-,-,-,programmed cell death protein 2,20210605,-
48586,64682513,DFJ58DRAFT_755299,DFJ58DRAFT_755299,-,-,Unknown,-,cation efflux protein,protein-coding,-,-,-,cation efflux protein,20210605,-
48586,64682514,DFJ58DRAFT_755361,DFJ58DRAFT_755361,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682515,DFJ58DRAFT_755477,DFJ58DRAFT_755477,-,-,Unknown,-,MFS multidrug-resistance DHA1 sub-family,protein-coding,-,-,-,MFS multidrug-resistance DHA1 sub-family,20210605,-
48586,64682516,DFJ58DRAFT_755529,DFJ58DRAFT_755529,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682517,DFJ58DRAFT_755544,DFJ58DRAFT_755544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682518,DFJ58DRAFT_755559,DFJ58DRAFT_755559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682519,DFJ58DRAFT_755565,DFJ58DRAFT_755565,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682520,DFJ58DRAFT_755567,DFJ58DRAFT_755567,-,-,Unknown,-,fatty acid hydroxylase superfamily-domain-containing protein,protein-coding,-,-,-,fatty acid hydroxylase superfamily-domain-containing protein,20210605,-
48586,64682521,DFJ58DRAFT_755578,DFJ58DRAFT_755578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682522,DFJ58DRAFT_755583,DFJ58DRAFT_755583,-,-,Unknown,-,"cell differentiation family, Rcd1-like-domain-containing protein",protein-coding,-,-,-,"cell differentiation family, Rcd1-like-domain-containing protein",20210605,-
48586,64682523,DFJ58DRAFT_755590,DFJ58DRAFT_755590,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682524,DFJ58DRAFT_755650,DFJ58DRAFT_755650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682525,DFJ58DRAFT_755727,DFJ58DRAFT_755727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682526,DFJ58DRAFT_755765,DFJ58DRAFT_755765,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682527,DFJ58DRAFT_755880,DFJ58DRAFT_755880,-,-,Unknown,-,mitochondrial protein,protein-coding,-,-,-,mitochondrial protein,20210605,-
48586,64682528,DFJ58DRAFT_755970,DFJ58DRAFT_755970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682529,DFJ58DRAFT_755974,DFJ58DRAFT_755974,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682530,DFJ58DRAFT_755976,DFJ58DRAFT_755976,-,-,Unknown,-,methionine sulfoxide reductase,protein-coding,-,-,-,methionine sulfoxide reductase,20210605,-
48586,64682531,DFJ58DRAFT_755979,DFJ58DRAFT_755979,-,-,Unknown,-,tropomyosin like-domain-containing protein,protein-coding,-,-,-,tropomyosin like-domain-containing protein,20210605,-
48586,64682532,DFJ58DRAFT_755980,DFJ58DRAFT_755980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682533,DFJ58DRAFT_755985,DFJ58DRAFT_755985,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682534,DFJ58DRAFT_755989,DFJ58DRAFT_755989,-,-,Unknown,-,ribosomal protein L21-like protein,protein-coding,-,-,-,ribosomal protein L21-like protein,20210605,-
48586,64682535,DFJ58DRAFT_755992,DFJ58DRAFT_755992,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682536,DFJ58DRAFT_755998,DFJ58DRAFT_755998,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210605,-
48586,64682537,DFJ58DRAFT_756007,DFJ58DRAFT_756007,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210605,-
48586,64682538,DFJ58DRAFT_756009,DFJ58DRAFT_756009,-,-,Unknown,-,translation initiation factor eIF 4e-like domain-containing protein,protein-coding,-,-,-,translation initiation factor eIF 4e-like domain-containing protein,20210605,-
48586,64682539,DFJ58DRAFT_756011,DFJ58DRAFT_756011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682540,DFJ58DRAFT_756032,DFJ58DRAFT_756032,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682541,DFJ58DRAFT_756039,DFJ58DRAFT_756039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682542,DFJ58DRAFT_756044,DFJ58DRAFT_756044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682543,DFJ58DRAFT_756049,DFJ58DRAFT_756049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682544,DFJ58DRAFT_756055,DFJ58DRAFT_756055,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682545,DFJ58DRAFT_756061,DFJ58DRAFT_756061,-,-,Unknown,-,Mycolic acid cyclopropane synthetase-domain-containing protein,protein-coding,-,-,-,Mycolic acid cyclopropane synthetase-domain-containing protein,20210605,-
48586,64682546,DFJ58DRAFT_756067,DFJ58DRAFT_756067,-,-,Unknown,-,ADP-ribosylation factor family-domain-containing protein,protein-coding,-,-,-,ADP-ribosylation factor family-domain-containing protein,20210605,-
48586,64682547,DFJ58DRAFT_756074,DFJ58DRAFT_756074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682548,DFJ58DRAFT_756095,DFJ58DRAFT_756095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682549,DFJ58DRAFT_756138,DFJ58DRAFT_756138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682550,DFJ58DRAFT_756139,DFJ58DRAFT_756139,-,-,Unknown,-,guanine nucleotide exchange factor,protein-coding,-,-,-,guanine nucleotide exchange factor,20210605,-
48586,64682551,DFJ58DRAFT_756142,DFJ58DRAFT_756142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682552,DFJ58DRAFT_756145,DFJ58DRAFT_756145,-,-,Unknown,-,20S proteasome subunit,protein-coding,-,-,-,20S proteasome subunit,20210605,-
48586,64682553,DFJ58DRAFT_756147,DFJ58DRAFT_756147,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682554,DFJ58DRAFT_756150,DFJ58DRAFT_756150,-,-,Unknown,-,60S acidic ribosomal protein P1,protein-coding,-,-,-,60S acidic ribosomal protein P1,20210605,-
48586,64682555,DFJ58DRAFT_756155,DFJ58DRAFT_756155,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit G-domain-containing protein,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit G-domain-containing protein,20210605,-
48586,64682556,DFJ58DRAFT_756165,DFJ58DRAFT_756165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682557,DFJ58DRAFT_756168,DFJ58DRAFT_756168,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682558,DFJ58DRAFT_756205,DFJ58DRAFT_756205,-,-,Unknown,-,CGI-121-domain-containing protein,protein-coding,-,-,-,CGI-121-domain-containing protein,20210605,-
48586,64682559,DFJ58DRAFT_756213,DFJ58DRAFT_756213,-,-,Unknown,-,laccase,protein-coding,-,-,-,laccase,20210605,-
48586,64682560,DFJ58DRAFT_756231,DFJ58DRAFT_756231,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64682561,DFJ58DRAFT_756254,DFJ58DRAFT_756254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682562,DFJ58DRAFT_756269,DFJ58DRAFT_756269,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64682563,DFJ58DRAFT_756287,DFJ58DRAFT_756287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682564,DFJ58DRAFT_756295,DFJ58DRAFT_756295,-,-,Unknown,-,NADH-ubiquinone oxidoreductase B18 subunit-domain-containing protein,protein-coding,-,-,-,NADH-ubiquinone oxidoreductase B18 subunit-domain-containing protein,20210605,-
48586,64682565,DFJ58DRAFT_756307,DFJ58DRAFT_756307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682566,DFJ58DRAFT_756335,DFJ58DRAFT_756335,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682567,DFJ58DRAFT_756337,DFJ58DRAFT_756337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682568,DFJ58DRAFT_756345,DFJ58DRAFT_756345,-,-,Unknown,-,phosphopantothenate-cysteine ligase,protein-coding,-,-,-,phosphopantothenate-cysteine ligase,20210605,-
48586,64682569,DFJ58DRAFT_756375,DFJ58DRAFT_756375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682570,DFJ58DRAFT_756398,DFJ58DRAFT_756398,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64682571,DFJ58DRAFT_756424,DFJ58DRAFT_756424,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64682572,DFJ58DRAFT_756489,DFJ58DRAFT_756489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682573,DFJ58DRAFT_756500,DFJ58DRAFT_756500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682574,DFJ58DRAFT_756549,DFJ58DRAFT_756549,-,-,Unknown,-,Metallo-dependent phosphatase-like protein,protein-coding,-,-,-,Metallo-dependent phosphatase-like protein,20210605,-
48586,64682575,DFJ58DRAFT_756554,DFJ58DRAFT_756554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682576,DFJ58DRAFT_756560,DFJ58DRAFT_756560,-,-,Unknown,-,serine incorporator/TMS membrane protein,protein-coding,-,-,-,serine incorporator/TMS membrane protein,20210605,-
48586,64682577,DFJ58DRAFT_756564,DFJ58DRAFT_756564,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682578,DFJ58DRAFT_756607,DFJ58DRAFT_756607,-,-,Unknown,-,domain found in IF2B/IF5-domain-containing protein,protein-coding,-,-,-,domain found in IF2B/IF5-domain-containing protein,20210605,-
48586,64682579,DFJ58DRAFT_75661,DFJ58DRAFT_75661,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682580,DFJ58DRAFT_756679,DFJ58DRAFT_756679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682581,DFJ58DRAFT_756694,DFJ58DRAFT_756694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682582,DFJ58DRAFT_756696,DFJ58DRAFT_756696,-,-,Unknown,-,SRA-YDG,protein-coding,-,-,-,SRA-YDG,20210605,-
48586,64682583,DFJ58DRAFT_756702,DFJ58DRAFT_756702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682584,DFJ58DRAFT_756703,DFJ58DRAFT_756703,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
48586,64682585,DFJ58DRAFT_756710,DFJ58DRAFT_756710,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
48586,64682586,DFJ58DRAFT_756712,DFJ58DRAFT_756712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682587,DFJ58DRAFT_756720,DFJ58DRAFT_756720,-,-,Unknown,-,eukaryotic translation initiation factor 1A,protein-coding,-,-,-,eukaryotic translation initiation factor 1A,20210605,-
48586,64682588,DFJ58DRAFT_756725,DFJ58DRAFT_756725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682589,DFJ58DRAFT_756738,DFJ58DRAFT_756738,-,-,Unknown,-,malate synthase,protein-coding,-,-,-,malate synthase,20210605,-
48586,64682590,DFJ58DRAFT_756742,DFJ58DRAFT_756742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682591,DFJ58DRAFT_756744,DFJ58DRAFT_756744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682592,DFJ58DRAFT_756758,DFJ58DRAFT_756758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682593,DFJ58DRAFT_756763,DFJ58DRAFT_756763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682594,DFJ58DRAFT_756767,DFJ58DRAFT_756767,-,-,Unknown,-,TAF1 transcription initiation factor TFIID subunit TAF1,protein-coding,-,-,-,TAF1 transcription initiation factor TFIID subunit TAF1,20210605,-
48586,64682595,DFJ58DRAFT_756773,DFJ58DRAFT_756773,-,-,Unknown,-,proteasome activator pa28 REG alpha beta subunit,protein-coding,-,-,-,proteasome activator pa28 REG alpha beta subunit,20210605,-
48586,64682596,DFJ58DRAFT_756785,DFJ58DRAFT_756785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682597,DFJ58DRAFT_756792,DFJ58DRAFT_756792,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20210605,-
48586,64682598,DFJ58DRAFT_756812,DFJ58DRAFT_756812,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682599,DFJ58DRAFT_756829,DFJ58DRAFT_756829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682600,DFJ58DRAFT_756843,DFJ58DRAFT_756843,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682601,DFJ58DRAFT_756854,DFJ58DRAFT_756854,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682602,DFJ58DRAFT_756895,DFJ58DRAFT_756895,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682603,DFJ58DRAFT_756903,DFJ58DRAFT_756903,-,-,Unknown,-,Sec8 exocyst complex component-specific domain-containing protein,protein-coding,-,-,-,Sec8 exocyst complex component-specific domain-containing protein,20210605,-
48586,64682604,DFJ58DRAFT_756908,DFJ58DRAFT_756908,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682605,DFJ58DRAFT_756914,DFJ58DRAFT_756914,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682606,DFJ58DRAFT_756921,DFJ58DRAFT_756921,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682607,DFJ58DRAFT_756925,DFJ58DRAFT_756925,-,-,Unknown,-,SNF2 family N-terminal domain-containing protein,protein-coding,-,-,-,SNF2 family N-terminal domain-containing protein,20210605,-
48586,64682608,DFJ58DRAFT_756929,DFJ58DRAFT_756929,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682609,DFJ58DRAFT_756944,DFJ58DRAFT_756944,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682610,DFJ58DRAFT_756948,DFJ58DRAFT_756948,-,-,Unknown,-,"TB2/DP1, HVA22 family-domain-containing protein",protein-coding,-,-,-,"TB2/DP1, HVA22 family-domain-containing protein",20210605,-
48586,64682611,DFJ58DRAFT_756952,DFJ58DRAFT_756952,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682612,DFJ58DRAFT_756954,DFJ58DRAFT_756954,-,-,Unknown,-,glycosyltransferase family 21 protein,protein-coding,-,-,-,glycosyltransferase family 21 protein,20210605,-
48586,64682613,DFJ58DRAFT_756957,DFJ58DRAFT_756957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682614,DFJ58DRAFT_756978,DFJ58DRAFT_756978,-,-,Unknown,-,"Thiolase, N-terminal domain-containing protein",protein-coding,-,-,-,"Thiolase, N-terminal domain-containing protein",20210605,-
48586,64682615,DFJ58DRAFT_756991,DFJ58DRAFT_756991,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682616,DFJ58DRAFT_756995,DFJ58DRAFT_756995,-,-,Unknown,-,glycoside hydrolase family 16 protein,protein-coding,-,-,-,glycoside hydrolase family 16 protein,20210605,-
48586,64682617,DFJ58DRAFT_757016,DFJ58DRAFT_757016,-,-,Unknown,-,RAVE protein 1 C terminal-domain-containing protein,protein-coding,-,-,-,RAVE protein 1 C terminal-domain-containing protein,20210605,-
48586,64682618,DFJ58DRAFT_757028,DFJ58DRAFT_757028,-,-,Unknown,-,rab GDP-dissociation inhibitor,protein-coding,-,-,-,rab GDP-dissociation inhibitor,20210605,-
48586,64682619,DFJ58DRAFT_757034,DFJ58DRAFT_757034,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682620,DFJ58DRAFT_757044,DFJ58DRAFT_757044,-,-,Unknown,-,Aldehyde/histidinol dehydrogenase,protein-coding,-,-,-,Aldehyde/histidinol dehydrogenase,20210605,-
48586,64682621,DFJ58DRAFT_757085,DFJ58DRAFT_757085,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682622,DFJ58DRAFT_757088,DFJ58DRAFT_757088,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210605,-
48586,64682623,DFJ58DRAFT_757091,DFJ58DRAFT_757091,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682624,DFJ58DRAFT_757101,DFJ58DRAFT_757101,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682625,DFJ58DRAFT_757109,DFJ58DRAFT_757109,-,-,Unknown,-,"NRDE-2, necessary for RNA interference-domain-containing protein",protein-coding,-,-,-,"NRDE-2, necessary for RNA interference-domain-containing protein",20210605,-
48586,64682626,DFJ58DRAFT_757113,DFJ58DRAFT_757113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682627,DFJ58DRAFT_757142,DFJ58DRAFT_757142,-,-,Unknown,-,WD repeat-containing protein 8,protein-coding,-,-,-,WD repeat-containing protein 8,20210605,-
48586,64682628,DFJ58DRAFT_757169,DFJ58DRAFT_757169,-,-,Unknown,-,histidine phosphatase superfamily,protein-coding,-,-,-,histidine phosphatase superfamily,20210605,-
48586,64682629,DFJ58DRAFT_757180,DFJ58DRAFT_757180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682630,DFJ58DRAFT_757181,DFJ58DRAFT_757181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682631,DFJ58DRAFT_757191,DFJ58DRAFT_757191,-,-,Unknown,-,histidine phosphatase superfamily,protein-coding,-,-,-,histidine phosphatase superfamily,20210605,-
48586,64682632,DFJ58DRAFT_757228,DFJ58DRAFT_757228,-,-,Unknown,-,histidine phosphatase superfamily,protein-coding,-,-,-,histidine phosphatase superfamily,20210605,-
48586,64682633,DFJ58DRAFT_757255,DFJ58DRAFT_757255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682634,DFJ58DRAFT_757259,DFJ58DRAFT_757259,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210605,-
