#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448311,37205778,BO88DRAFT_100227,BO88DRAFT_100227,-,-,Unknown,-,prenyltransferase,protein-coding,-,-,-,prenyltransferase,20200919,-
1448311,37210150,BO88DRAFT_400393,BO88DRAFT_400393,-,-,Unknown,-,cytoplasm protein,protein-coding,-,-,-,cytoplasm protein,20200919,-
1448311,37210151,BO88DRAFT_400396,BO88DRAFT_400396,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20200919,-
1448311,37210152,BO88DRAFT_400398,BO88DRAFT_400398,-,-,Unknown,-,diphthamide biosynthesis protein 1,protein-coding,-,-,-,diphthamide biosynthesis protein 1,20200919,-
1448311,37210153,BO88DRAFT_400409,BO88DRAFT_400409,-,-,Unknown,-,serine/threonine-protein kinase RIO1,protein-coding,-,-,-,serine/threonine-protein kinase RIO1,20200919,-
1448311,37210154,BO88DRAFT_400410,BO88DRAFT_400410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210155,BO88DRAFT_400413,BO88DRAFT_400413,-,-,Unknown,-,arginyl-tRNA synthetase,protein-coding,-,-,-,arginyl-tRNA synthetase,20200919,-
1448311,37210156,BO88DRAFT_400415,BO88DRAFT_400415,-,-,Unknown,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20200919,-
1448311,37210157,BO88DRAFT_400418,BO88DRAFT_400418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210158,BO88DRAFT_400419,BO88DRAFT_400419,-,-,Unknown,-,ATP dependent RNA helicase,protein-coding,-,-,-,ATP dependent RNA helicase,20200919,-
1448311,37210159,BO88DRAFT_400423,BO88DRAFT_400423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210160,BO88DRAFT_400424,BO88DRAFT_400424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210161,BO88DRAFT_400428,BO88DRAFT_400428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210162,BO88DRAFT_400430,BO88DRAFT_400430,-,-,Unknown,-,EBP domain protein,protein-coding,-,-,-,EBP domain protein,20200919,-
1448311,37210163,BO88DRAFT_400433,BO88DRAFT_400433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210164,BO88DRAFT_400435,BO88DRAFT_400435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210165,BO88DRAFT_400436,BO88DRAFT_400436,-,-,Unknown,-,annexin ANXC3.2,protein-coding,-,-,-,annexin ANXC3.2,20200919,-
1448311,37210166,BO88DRAFT_400441,BO88DRAFT_400441,-,-,Unknown,-,histone H4,protein-coding,-,-,-,histone H4,20200919,-
1448311,37210167,BO88DRAFT_400445,BO88DRAFT_400445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210168,BO88DRAFT_400450,BO88DRAFT_400450,-,-,Unknown,-,zf-PARP-domain-containing protein,protein-coding,-,-,-,zf-PARP-domain-containing protein,20200919,-
1448311,37210169,BO88DRAFT_400453,BO88DRAFT_400453,-,-,Unknown,-,DUF1168-domain-containing protein,protein-coding,-,-,-,DUF1168-domain-containing protein,20200919,-
1448311,37210170,BO88DRAFT_400468,BO88DRAFT_400468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210171,BO88DRAFT_400469,BO88DRAFT_400469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210172,BO88DRAFT_400472,BO88DRAFT_400472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210173,BO88DRAFT_400474,BO88DRAFT_400474,-,-,Unknown,-,crossover junction endonuclease mus81,protein-coding,-,-,-,crossover junction endonuclease mus81,20200919,-
1448311,37210174,BO88DRAFT_400476,BO88DRAFT_400476,-,-,Unknown,-,transcription factor TFIIIB complex subunit Brf1,protein-coding,-,-,-,transcription factor TFIIIB complex subunit Brf1,20200919,-
1448311,37210175,BO88DRAFT_400481,BO88DRAFT_400481,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200919,-
1448311,37210176,BO88DRAFT_400485,BO88DRAFT_400485,-,-,Unknown,-,cytochrome b561,protein-coding,-,-,-,cytochrome b561,20200919,-
1448311,37210177,BO88DRAFT_400487,BO88DRAFT_400487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210178,BO88DRAFT_400488,BO88DRAFT_400488,-,-,Unknown,-,allantoicase Alc,protein-coding,-,-,-,allantoicase Alc,20200919,-
1448311,37210179,BO88DRAFT_400496,BO88DRAFT_400496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210180,BO88DRAFT_400498,BO88DRAFT_400498,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200919,-
1448311,37210181,BO88DRAFT_40050,BO88DRAFT_40050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210182,BO88DRAFT_400506,BO88DRAFT_400506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210183,BO88DRAFT_400507,BO88DRAFT_400507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210184,BO88DRAFT_400509,BO88DRAFT_400509,-,-,Unknown,-,DUF1713 domain protein,protein-coding,-,-,-,DUF1713 domain protein,20200919,-
1448311,37210185,BO88DRAFT_400511,BO88DRAFT_400511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210186,BO88DRAFT_400512,BO88DRAFT_400512,-,-,Unknown,-,mitosis protein dim1,protein-coding,-,-,-,mitosis protein dim1,20210424,-
1448311,37210187,BO88DRAFT_400514,BO88DRAFT_400514,-,-,Unknown,-,recombination hotspot-binding protein,protein-coding,-,-,-,recombination hotspot-binding protein,20210424,-
1448311,37210188,BO88DRAFT_400521,BO88DRAFT_400521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210189,BO88DRAFT_400525,BO88DRAFT_400525,-,-,Unknown,-,"2,3-dihydroxybenzoic acid decarboxylase",protein-coding,-,-,-,"2,3-dihydroxybenzoic acid decarboxylase",20200919,-
1448311,37210190,BO88DRAFT_400526,BO88DRAFT_400526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210191,BO88DRAFT_400531,BO88DRAFT_400531,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210192,BO88DRAFT_400532,BO88DRAFT_400532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210193,BO88DRAFT_400534,BO88DRAFT_400534,-,-,Unknown,-,heme peroxidase,protein-coding,-,-,-,heme peroxidase,20200919,-
1448311,37210194,BO88DRAFT_400537,BO88DRAFT_400537,-,-,Unknown,-,quinate permease,protein-coding,-,-,-,quinate permease,20200919,-
1448311,37210195,BO88DRAFT_400540,BO88DRAFT_400540,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20200919,-
1448311,37210196,BO88DRAFT_400543,BO88DRAFT_400543,-,-,Unknown,-,sigma-70 region 2 family protein,protein-coding,-,-,-,sigma-70 region 2 family protein,20200919,-
1448311,37210197,BO88DRAFT_400546,BO88DRAFT_400546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37210198,BO88DRAFT_400549,BO88DRAFT_400549,-,-,Unknown,-,trehalose synthase (Ccg-9),protein-coding,-,-,-,trehalose synthase (Ccg-9),20200919,-
1448311,37210199,BO88DRAFT_400551,BO88DRAFT_400551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210200,BO88DRAFT_400556,BO88DRAFT_400556,-,-,Unknown,-,EB1 protein,protein-coding,-,-,-,EB1 protein,20200919,-
1448311,37210201,BO88DRAFT_400562,BO88DRAFT_400562,-,-,Unknown,-,RNA exonuclease Rex2,protein-coding,-,-,-,RNA exonuclease Rex2,20200919,-
1448311,37210202,BO88DRAFT_400563,BO88DRAFT_400563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210203,BO88DRAFT_400571,BO88DRAFT_400571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210204,BO88DRAFT_400574,BO88DRAFT_400574,-,-,Unknown,-,Formate/glycerate dehydrogenase catalytic domain-like protein,protein-coding,-,-,-,Formate/glycerate dehydrogenase catalytic domain-like protein,20200919,-
1448311,37210205,BO88DRAFT_400576,BO88DRAFT_400576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210206,BO88DRAFT_400578,BO88DRAFT_400578,-,-,Unknown,-,ubiquitin C-terminal hydrolase,protein-coding,-,-,-,ubiquitin C-terminal hydrolase,20200919,-
1448311,37210207,BO88DRAFT_400579,BO88DRAFT_400579,-,-,Unknown,-,Ran exchange factor Prp20/Pim1,protein-coding,-,-,-,Ran exchange factor Prp20/Pim1,20200919,-
1448311,37210208,BO88DRAFT_400582,BO88DRAFT_400582,-,-,Unknown,-,DUF221 domain protein,protein-coding,-,-,-,DUF221 domain protein,20200919,-
1448311,37210209,BO88DRAFT_400587,BO88DRAFT_400587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210210,BO88DRAFT_400592,BO88DRAFT_400592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210211,BO88DRAFT_400596,BO88DRAFT_400596,-,-,Unknown,-,methylglutaconyl-CoA hydratase mitochondrial precursor,protein-coding,-,-,-,methylglutaconyl-CoA hydratase mitochondrial precursor,20200919,-
1448311,37210212,BO88DRAFT_400598,BO88DRAFT_400598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210213,BO88DRAFT_400602,BO88DRAFT_400602,-,-,Unknown,-,Ureohydrolase,protein-coding,-,-,-,Ureohydrolase,20200919,-
1448311,37210214,BO88DRAFT_400608,BO88DRAFT_400608,-,-,Unknown,-,26S protease regulatory subunit 6B,protein-coding,-,-,-,26S protease regulatory subunit 6B,20210424,-
1448311,37210215,BO88DRAFT_400618,BO88DRAFT_400618,-,-,Unknown,-,arsenite translocating ATPase ArsA,protein-coding,-,-,-,arsenite translocating ATPase ArsA,20210424,-
1448311,37210216,BO88DRAFT_400620,BO88DRAFT_400620,-,-,Unknown,-,Hydroxyisourate hydrolase,protein-coding,-,-,-,Hydroxyisourate hydrolase,20200919,-
1448311,37210217,BO88DRAFT_400624,BO88DRAFT_400624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210218,BO88DRAFT_400627,BO88DRAFT_400627,-,-,Unknown,-,proteasome subunit alpha type 6,protein-coding,-,-,-,proteasome subunit alpha type 6,20200919,-
1448311,37210219,BO88DRAFT_400630,BO88DRAFT_400630,-,-,Unknown,-,DUF155-domain-containing protein,protein-coding,-,-,-,DUF155-domain-containing protein,20200919,-
1448311,37210220,BO88DRAFT_400632,BO88DRAFT_400632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210221,BO88DRAFT_400635,BO88DRAFT_400635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210222,BO88DRAFT_400636,BO88DRAFT_400636,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210223,BO88DRAFT_400637,BO88DRAFT_400637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210224,BO88DRAFT_400641,BO88DRAFT_400641,-,-,Unknown,-,DNA ligase I,protein-coding,-,-,-,DNA ligase I,20200919,-
1448311,37210225,BO88DRAFT_400642,BO88DRAFT_400642,-,-,Unknown,-,RINT-1 family protein,protein-coding,-,-,-,RINT-1 family protein,20200919,-
1448311,37210226,BO88DRAFT_400645,BO88DRAFT_400645,-,-,Unknown,-,mitochondrial protein Fmp25,protein-coding,-,-,-,mitochondrial protein Fmp25,20200919,-
1448311,37210227,BO88DRAFT_400647,BO88DRAFT_400647,-,-,Unknown,-,pyruvate decarboxylase,protein-coding,-,-,-,pyruvate decarboxylase,20200919,-
1448311,37210228,BO88DRAFT_400648,BO88DRAFT_400648,-,-,Unknown,-,THUMP domain protein,protein-coding,-,-,-,THUMP domain protein,20200919,-
1448311,37210229,BO88DRAFT_400650,BO88DRAFT_400650,-,-,Unknown,-,snare-dependent exocytosis protein,protein-coding,-,-,-,snare-dependent exocytosis protein,20200919,-
1448311,37210230,BO88DRAFT_400653,BO88DRAFT_400653,-,-,Unknown,-,Suf-domain-containing protein,protein-coding,-,-,-,Suf-domain-containing protein,20200919,-
1448311,37210231,BO88DRAFT_400655,BO88DRAFT_400655,-,-,Unknown,-,dead box ATP-dependent rna helicase,protein-coding,-,-,-,dead box ATP-dependent rna helicase,20200919,-
1448311,37210232,BO88DRAFT_400658,BO88DRAFT_400658,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20200919,-
1448311,37210233,BO88DRAFT_400661,BO88DRAFT_400661,-,-,Unknown,-,short chain dehydrogenase family protein,protein-coding,-,-,-,short chain dehydrogenase family protein,20200919,-
1448311,37210234,BO88DRAFT_400662,BO88DRAFT_400662,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210235,BO88DRAFT_400663,BO88DRAFT_400663,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20200919,-
1448311,37210236,BO88DRAFT_400664,BO88DRAFT_400664,-,-,Unknown,-,Dihydroorotase,protein-coding,-,-,-,Dihydroorotase,20200919,-
1448311,37210237,BO88DRAFT_400669,BO88DRAFT_400669,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210238,BO88DRAFT_400670,BO88DRAFT_400670,-,-,Unknown,-,tRNA-dihydrouridine synthase 1,protein-coding,-,-,-,tRNA-dihydrouridine synthase 1,20200919,-
1448311,37210239,BO88DRAFT_400672,BO88DRAFT_400672,-,-,Unknown,-,heme/steroid binding domain protein,protein-coding,-,-,-,heme/steroid binding domain protein,20200919,-
1448311,37210240,BO88DRAFT_400677,BO88DRAFT_400677,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20200919,-
1448311,37210241,BO88DRAFT_400678,BO88DRAFT_400678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210242,BO88DRAFT_400679,BO88DRAFT_400679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210243,BO88DRAFT_400682,BO88DRAFT_400682,-,-,Unknown,-,fatty acid hydroxylase superfamily protein,protein-coding,-,-,-,fatty acid hydroxylase superfamily protein,20200919,-
1448311,37210244,BO88DRAFT_400683,BO88DRAFT_400683,-,-,Unknown,-,potassium transporter,protein-coding,-,-,-,potassium transporter,20200919,-
1448311,37210245,BO88DRAFT_400684,BO88DRAFT_400684,-,-,Unknown,-,ribosome assembly protein Noc2,protein-coding,-,-,-,ribosome assembly protein Noc2,20200919,-
1448311,37210246,BO88DRAFT_400687,BO88DRAFT_400687,-,-,Unknown,-,ATP-dependent RNA helicase rok1,protein-coding,-,-,-,ATP-dependent RNA helicase rok1,20200919,-
1448311,37210247,BO88DRAFT_400688,BO88DRAFT_400688,-,-,Unknown,-,mitochondrial F1F0-ATP synthase g subunit,protein-coding,-,-,-,mitochondrial F1F0-ATP synthase g subunit,20210424,-
1448311,37210248,BO88DRAFT_400693,BO88DRAFT_400693,-,-,Unknown,-,ThiJ/PfpI family protein,protein-coding,-,-,-,ThiJ/PfpI family protein,20200919,-
1448311,37210249,BO88DRAFT_400698,BO88DRAFT_400698,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37210250,BO88DRAFT_400700,BO88DRAFT_400700,-,-,Unknown,-,threonyl-tRNA synthetase kinase,protein-coding,-,-,-,threonyl-tRNA synthetase kinase,20200919,-
1448311,37210251,BO88DRAFT_400709,BO88DRAFT_400709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210252,BO88DRAFT_400713,BO88DRAFT_400713,-,-,Unknown,-,"methionine aminopeptidase, type II",protein-coding,-,-,-,"methionine aminopeptidase, type II",20200919,-
1448311,37210253,BO88DRAFT_400718,BO88DRAFT_400718,-,-,Unknown,-,nucleoside-diphosphate-sugar epimerase GsfE,protein-coding,-,-,-,nucleoside-diphosphate-sugar epimerase GsfE,20200919,-
1448311,37210254,BO88DRAFT_400724,BO88DRAFT_400724,-,-,Unknown,-,formyltetrahydrofolate deformylase,protein-coding,-,-,-,formyltetrahydrofolate deformylase,20200919,-
1448311,37210255,BO88DRAFT_400731,BO88DRAFT_400731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210256,BO88DRAFT_400733,BO88DRAFT_400733,-,-,Unknown,-,O-methyltransferase,protein-coding,-,-,-,O-methyltransferase,20200919,-
1448311,37210257,BO88DRAFT_400736,BO88DRAFT_400736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210258,BO88DRAFT_400739,BO88DRAFT_400739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210259,BO88DRAFT_400749,BO88DRAFT_400749,-,-,Unknown,-,zinc metallopeptidase,protein-coding,-,-,-,zinc metallopeptidase,20200919,-
1448311,37210260,BO88DRAFT_400750,BO88DRAFT_400750,-,-,Unknown,-,zinc alcohol dehydrogenase,protein-coding,-,-,-,zinc alcohol dehydrogenase,20200919,-
1448311,37210261,BO88DRAFT_400754,BO88DRAFT_400754,-,-,Unknown,-,transcription factor AATF/Che-1,protein-coding,-,-,-,transcription factor AATF/Che-1,20200919,-
1448311,37210262,BO88DRAFT_400756,BO88DRAFT_400756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210263,BO88DRAFT_400758,BO88DRAFT_400758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210264,BO88DRAFT_40076,BO88DRAFT_40076,-,-,Unknown,-,tRNAHis guanylyltransferase,protein-coding,-,-,-,tRNAHis guanylyltransferase,20200919,-
1448311,37210265,BO88DRAFT_400768,BO88DRAFT_400768,-,-,Unknown,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20200919,-
1448311,37210266,BO88DRAFT_400771,BO88DRAFT_400771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210267,BO88DRAFT_400772,BO88DRAFT_400772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210268,BO88DRAFT_400777,BO88DRAFT_400777,-,-,Unknown,-,phenazine biosynthesis-like protein,protein-coding,-,-,-,phenazine biosynthesis-like protein,20200919,-
1448311,37210269,BO88DRAFT_400779,BO88DRAFT_400779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210270,BO88DRAFT_400780,BO88DRAFT_400780,-,-,Unknown,-,S-adenosyl-L-methionine dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine dependent methyltransferase,20200919,-
1448311,37210271,BO88DRAFT_400782,BO88DRAFT_400782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210272,BO88DRAFT_400791,BO88DRAFT_400791,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448311,37210273,BO88DRAFT_400796,BO88DRAFT_400796,-,-,Unknown,-,xaa-pro dipeptidase app,protein-coding,-,-,-,xaa-pro dipeptidase app,20200919,-
1448311,37210274,BO88DRAFT_400800,BO88DRAFT_400800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210275,BO88DRAFT_400803,BO88DRAFT_400803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210276,BO88DRAFT_400808,BO88DRAFT_400808,-,-,Unknown,-,VHS domain protein,protein-coding,-,-,-,VHS domain protein,20200919,-
1448311,37210277,BO88DRAFT_400810,BO88DRAFT_400810,-,-,Unknown,-,60S ribosomal protein L6,protein-coding,-,-,-,60S ribosomal protein L6,20210424,-
1448311,37210278,BO88DRAFT_400815,BO88DRAFT_400815,-,-,Unknown,-,U1 snRNP splicing complex subunit,protein-coding,-,-,-,U1 snRNP splicing complex subunit,20210424,-
1448311,37210279,BO88DRAFT_400817,BO88DRAFT_400817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210280,BO88DRAFT_400819,BO88DRAFT_400819,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20200926,-
1448311,37210281,BO88DRAFT_400822,BO88DRAFT_400822,-,-,Unknown,-,assimilatory sulfite reductase,protein-coding,-,-,-,assimilatory sulfite reductase,20200919,-
1448311,37210282,BO88DRAFT_400823,BO88DRAFT_400823,-,-,Unknown,-,tRNA methyltransferase,protein-coding,-,-,-,tRNA methyltransferase,20200919,-
1448311,37210283,BO88DRAFT_400825,BO88DRAFT_400825,-,-,Unknown,-,ubiquitin-protein ligase Ufd4,protein-coding,-,-,-,ubiquitin-protein ligase Ufd4,20200919,-
1448311,37210284,BO88DRAFT_400830,BO88DRAFT_400830,-,-,Unknown,-,SIS domain-containing protein,protein-coding,-,-,-,SIS domain-containing protein,20200919,-
1448311,37210285,BO88DRAFT_400834,BO88DRAFT_400834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37210286,BO88DRAFT_400837,BO88DRAFT_400837,-,-,Unknown,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20200919,-
1448311,37210287,BO88DRAFT_400840,BO88DRAFT_400840,-,-,Unknown,-,NADH-ubiquinone oxidoreductase 304 kDa subunit precursor,protein-coding,-,-,-,NADH-ubiquinone oxidoreductase 304 kDa subunit precursor,20200919,-
1448311,37210288,BO88DRAFT_400841,BO88DRAFT_400841,-,-,Unknown,-,Bud-site selection protein,protein-coding,-,-,-,Bud-site selection protein,20200919,-
1448311,37210289,BO88DRAFT_400843,BO88DRAFT_400843,-,-,Unknown,-,proline utilization protein PrnX,protein-coding,-,-,-,proline utilization protein PrnX,20200919,-
1448311,37210290,BO88DRAFT_400846,BO88DRAFT_400846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210291,BO88DRAFT_400849,BO88DRAFT_400849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210292,BO88DRAFT_400850,BO88DRAFT_400850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210293,BO88DRAFT_400854,BO88DRAFT_400854,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
1448311,37210294,BO88DRAFT_400856,BO88DRAFT_400856,-,-,Unknown,-,zinc-binding oxidoreductase-like protein ToxD,protein-coding,-,-,-,zinc-binding oxidoreductase-like protein ToxD,20200919,-
1448311,37210295,BO88DRAFT_400858,BO88DRAFT_400858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210296,BO88DRAFT_400862,BO88DRAFT_400862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210297,BO88DRAFT_400867,BO88DRAFT_400867,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448311,37210298,BO88DRAFT_400882,BO88DRAFT_400882,-,-,Unknown,-,sulfatase domain protein,protein-coding,-,-,-,sulfatase domain protein,20200919,-
1448311,37210299,BO88DRAFT_400902,BO88DRAFT_400902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210300,BO88DRAFT_400903,BO88DRAFT_400903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210301,BO88DRAFT_400907,BO88DRAFT_400907,-,-,Unknown,-,nuclear export protein Noc3,protein-coding,-,-,-,nuclear export protein Noc3,20200919,-
1448311,37210302,BO88DRAFT_400911,BO88DRAFT_400911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210303,BO88DRAFT_400917,BO88DRAFT_400917,-,-,Unknown,-,sodium bile acid transporter family protein,protein-coding,-,-,-,sodium bile acid transporter family protein,20200919,-
1448311,37210304,BO88DRAFT_400926,BO88DRAFT_400926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210305,BO88DRAFT_400931,BO88DRAFT_400931,-,-,Unknown,-,curved DNA-binding protein,protein-coding,-,-,-,curved DNA-binding protein,20200919,-
1448311,37210306,BO88DRAFT_400936,BO88DRAFT_400936,-,-,Unknown,-,lectin family integral membrane protein,protein-coding,-,-,-,lectin family integral membrane protein,20200919,-
1448311,37210307,BO88DRAFT_400938,BO88DRAFT_400938,-,-,Unknown,-,pre-rRNA-processing protein Esf2,protein-coding,-,-,-,pre-rRNA-processing protein Esf2,20200919,-
1448311,37210308,BO88DRAFT_400939,BO88DRAFT_400939,-,-,Unknown,-,nonsense-mediated mRNA decay protein 3,protein-coding,-,-,-,nonsense-mediated mRNA decay protein 3,20210424,-
1448311,37210309,BO88DRAFT_400941,BO88DRAFT_400941,-,-,Unknown,-,DNA polymerase subunit Cdc27,protein-coding,-,-,-,DNA polymerase subunit Cdc27,20200919,-
1448311,37210310,BO88DRAFT_400947,BO88DRAFT_400947,-,-,Unknown,-,integral membrane protein,protein-coding,-,-,-,integral membrane protein,20200919,-
1448311,37210311,BO88DRAFT_400953,BO88DRAFT_400953,-,-,Unknown,-,mitochondrial cytochrome b2-like protein,protein-coding,-,-,-,mitochondrial cytochrome b2-like protein,20200919,-
1448311,37210312,BO88DRAFT_400957,BO88DRAFT_400957,-,-,Unknown,-,vesicle transport protein ykt6,protein-coding,-,-,-,vesicle transport protein ykt6,20200919,-
