#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
83462,55635504,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Myxococcus exiguus.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200622,-
83462,64080308,JYJ95_RS21145,JYJ95_RS21145,JYJ95_21145,-,-,-,RNA ligase family protein,protein-coding,-,-,-,RNA ligase family protein,20210422,-
83462,64080309,JYJ95_RS21150,JYJ95_RS21150,JYJ95_21150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080310,JYJ95_RS21155,JYJ95_RS21155,JYJ95_21155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080311,JYJ95_RS21160,JYJ95_RS21160,JYJ95_21160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080312,JYJ95_RS21165,JYJ95_RS21165,JYJ95_21165,-,-,-,thiol reductase thioredoxin,protein-coding,-,-,-,thiol reductase thioredoxin,20210422,-
83462,64080313,JYJ95_RS21170,JYJ95_RS21170,JYJ95_21170,-,-,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20210422,-
83462,64080314,JYJ95_RS21175,JYJ95_RS21175,JYJ95_21175,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210422,-
83462,64080315,JYJ95_RS21180,JYJ95_RS21180,JYJ95_21180,-,-,-,acetyl-CoA C-acetyltransferase,protein-coding,-,-,-,acetyl-CoA C-acetyltransferase,20210422,-
83462,64080316,JYJ95_RS21185,JYJ95_RS21185,JYJ95_21185,-,-,-,DUF4010 domain-containing protein,protein-coding,-,-,-,DUF4010 domain-containing protein,20210422,-
83462,64080317,JYJ95_RS21190,JYJ95_RS21190,JYJ95_21190,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210424,-
83462,64080318,JYJ95_RS21195,JYJ95_RS21195,JYJ95_21195,-,-,-,tautomerase family protein,protein-coding,-,-,-,tautomerase family protein,20210422,-
83462,64080319,JYJ95_RS21200,JYJ95_RS21200,JYJ95_21200,-,-,-,RCC1 repeat-containing protein,protein-coding,-,-,-,RCC1 repeat-containing protein,20210422,-
83462,64080320,JYJ95_RS21205,JYJ95_RS21205,JYJ95_21205,-,-,-,LamG domain-containing protein,protein-coding,-,-,-,LamG domain-containing protein,20210422,-
83462,64080321,JYJ95_RS21210,JYJ95_RS21210,JYJ95_21210,-,-,-,family 16 glycosylhydrolase,protein-coding,-,-,-,family 16 glycosylhydrolase,20210422,-
83462,64080322,JYJ95_RS21215,JYJ95_RS21215,JYJ95_21215,-,-,-,Type 1 glutamine amidotransferase-like domain-containing protein,protein-coding,-,-,-,Type 1 glutamine amidotransferase-like domain-containing protein,20210422,-
83462,64080323,JYJ95_RS21220,JYJ95_RS21220,JYJ95_21220,-,-,-,family 16 glycosylhydrolase,protein-coding,-,-,-,family 16 glycosylhydrolase,20210422,-
83462,64080324,JYJ95_RS21225,JYJ95_RS21225,JYJ95_21225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080325,JYJ95_RS21230,JYJ95_RS21230,JYJ95_21230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080326,JYJ95_RS21235,JYJ95_RS21235,JYJ95_21235,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210422,-
83462,64080327,JYJ95_RS21240,JYJ95_RS21240,JYJ95_21240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080328,JYJ95_RS21245,JYJ95_RS21245,JYJ95_21245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080329,JYJ95_RS21250,JYJ95_RS21250,JYJ95_21250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080330,JYJ95_RS21255,JYJ95_RS21255,JYJ95_21255,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210422,-
83462,64080331,JYJ95_RS21260,JYJ95_RS21260,JYJ95_21260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080332,JYJ95_RS21265,JYJ95_RS21265,JYJ95_21265,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210422,-
83462,64080333,JYJ95_RS21270,JYJ95_RS21270,JYJ95_21270,-,-,-,VCBS repeat-containing protein,protein-coding,-,-,-,VCBS repeat-containing protein,20210422,-
83462,64080334,JYJ95_RS21275,JYJ95_RS21275,JYJ95_21275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080335,JYJ95_RS21280,JYJ95_RS21280,JYJ95_21280,-,-,-,bifunctional methionine sulfoxide reductase B/A protein,protein-coding,-,-,-,bifunctional methionine sulfoxide reductase B/A protein,20210422,-
83462,64080336,JYJ95_RS21285,JYJ95_RS21285,JYJ95_21285,-,-,-,saccharopine dehydrogenase NADP-binding domain-containing protein,protein-coding,-,-,-,saccharopine dehydrogenase NADP-binding domain-containing protein,20210422,-
83462,64080337,JYJ95_RS21290,JYJ95_RS21290,JYJ95_21290,-,-,-,DUF2256 and DUF3253 domain-containing protein,protein-coding,-,-,-,DUF2256 and DUF3253 domain-containing protein,20210424,-
83462,64080338,JYJ95_RS21295,JYJ95_RS21295,JYJ95_21295,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210422,-
83462,64080339,JYJ95_RS21300,JYJ95_RS21300,JYJ95_21300,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210422,-
83462,64080340,JYJ95_RS21305,JYJ95_RS21305,JYJ95_21305,-,-,-,BlaI/MecI/CopY family transcriptional regulator,protein-coding,-,-,-,BlaI/MecI/CopY family transcriptional regulator,20210422,-
83462,64080341,JYJ95_RS21310,JYJ95_RS21310,JYJ95_21310,-,-,-,M48 family metalloprotease,protein-coding,-,-,-,M48 family metalloprotease,20210422,-
83462,64080342,JYJ95_RS21315,JYJ95_RS21315,JYJ95_21315,-,-,-,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,protein-coding,-,-,-,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,20210422,-
83462,64080343,JYJ95_RS21320,JYJ95_RS21320,JYJ95_21320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080344,JYJ95_RS21325,JYJ95_RS21325,JYJ95_21325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080345,JYJ95_RS21330,JYJ95_RS21330,JYJ95_21330,-,-,-,metalloregulator ArsR/SmtB family transcription factor,protein-coding,-,-,-,metalloregulator ArsR/SmtB family transcription factor,20210422,-
83462,64080346,JYJ95_RS21335,JYJ95_RS21335,JYJ95_21335,-,-,-,SRPBCC domain-containing protein,protein-coding,-,-,-,SRPBCC domain-containing protein,20210422,-
83462,64080347,JYJ95_RS21340,JYJ95_RS21340,JYJ95_21340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080348,JYJ95_RS21345,JYJ95_RS21345,JYJ95_21345,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210422,-
83462,64080349,JYJ95_RS21350,JYJ95_RS21350,JYJ95_21350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080350,JYJ95_RS21355,JYJ95_RS21355,JYJ95_21355,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein-coding,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,20210522,-
83462,64080351,JYJ95_RS21360,JYJ95_RS21360,JYJ95_21360,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210422,-
83462,64080352,JYJ95_RS21365,JYJ95_RS21365,JYJ95_21365,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210422,-
83462,64080353,JYJ95_RS21370,JYJ95_RS21370,JYJ95_21370,-,-,-,DUF559 domain-containing protein,protein-coding,-,-,-,DUF559 domain-containing protein,20210422,-
83462,64080354,JYJ95_RS21375,JYJ95_RS21375,JYJ95_21375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080355,JYJ95_RS21380,JYJ95_RS21380,JYJ95_21380,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20210422,-
83462,64080356,JYJ95_RS21385,JYJ95_RS21385,JYJ95_21385,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20210422,-
83462,64080357,JYJ95_RS21390,JYJ95_RS21390,JYJ95_21390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080358,JYJ95_RS21395,JYJ95_RS21395,JYJ95_21395,-,-,-,aminotransferase class IV,protein-coding,-,-,-,aminotransferase class IV,20210422,-
83462,64080359,JYJ95_RS21400,JYJ95_RS21400,JYJ95_21400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080360,JYJ95_RS21405,JYJ95_RS21405,JYJ95_21405,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210422,-
83462,64080361,JYJ95_RS21410,JYJ95_RS21410,JYJ95_21410,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210422,-
83462,64080362,JYJ95_RS21415,JYJ95_RS21415,JYJ95_21415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080363,JYJ95_RS21420,JYJ95_RS21420,JYJ95_21420,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210422,-
83462,64080364,JYJ95_RS21425,JYJ95_RS21425,JYJ95_21425,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210422,-
83462,64080365,JYJ95_RS21430,JYJ95_RS21430,JYJ95_21430,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210422,-
83462,64080366,JYJ95_RS21435,JYJ95_RS21435,JYJ95_21435,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210422,-
83462,64080367,JYJ95_RS21440,JYJ95_RS21440,JYJ95_21440,-,-,-,heme ABC transporter ATP-binding protein,protein-coding,-,-,-,heme ABC transporter ATP-binding protein,20210422,-
83462,64080368,JYJ95_RS21445,JYJ95_RS21445,JYJ95_21445,-,-,-,iron chelate uptake ABC transporter family permease subunit,protein-coding,-,-,-,iron chelate uptake ABC transporter family permease subunit,20210422,-
83462,64080369,JYJ95_RS21450,JYJ95_RS21450,JYJ95_21450,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210422,-
83462,64080370,JYJ95_RS21455,JYJ95_RS21455,JYJ95_21455,-,-,-,hemin-degrading factor,protein-coding,-,-,-,hemin-degrading factor,20210422,-
83462,64080371,JYJ95_RS21460,JYJ95_RS21460,JYJ95_21460,-,-,-,HmuY family protein,protein-coding,-,-,-,HmuY family protein,20210422,-
83462,64080372,JYJ95_RS21465,JYJ95_RS21465,JYJ95_21465,-,-,-,TonB-dependent receptor,protein-coding,-,-,-,TonB-dependent receptor,20210422,-
83462,64080373,JYJ95_RS21470,JYJ95_RS21470,JYJ95_21470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080374,JYJ95_RS21475,JYJ95_RS21475,JYJ95_21475,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20210422,-
83462,64080375,JYJ95_RS21480,JYJ95_RS21480,JYJ95_21480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080376,JYJ95_RS21485,JYJ95_RS21485,JYJ95_21485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080377,JYJ95_RS21490,JYJ95_RS21490,JYJ95_21490,-,-,-,tryptophan 7-halogenase,protein-coding,-,-,-,tryptophan 7-halogenase,20210422,-
83462,64080378,JYJ95_RS21495,JYJ95_RS21495,JYJ95_21495,-,-,-,YaiI/YqxD family protein,protein-coding,-,-,-,YaiI/YqxD family protein,20210426,-
83462,64080379,JYJ95_RS21500,JYJ95_RS21500,JYJ95_21500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080380,JYJ95_RS21505,JYJ95_RS21505,JYJ95_21505,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210422,-
83462,64080381,JYJ95_RS21510,JYJ95_RS21510,JYJ95_21510,-,-,-,outer membrane beta-barrel protein,protein-coding,-,-,-,outer membrane beta-barrel protein,20210422,-
83462,64080382,JYJ95_RS21515,JYJ95_RS21515,JYJ95_21515,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64080383,JYJ95_RS21520,JYJ95_RS21520,JYJ95_21520,-,-,-,acyltransferase family protein,protein-coding,-,-,-,acyltransferase family protein,20210422,-
83462,64080384,JYJ95_RS21525,JYJ95_RS21525,JYJ95_21525,-,-,-,DUF2071 domain-containing protein,protein-coding,-,-,-,DUF2071 domain-containing protein,20210422,-
83462,64080385,JYJ95_RS21530,JYJ95_RS21530,JYJ95_21530,-,-,-,DUF2089 family protein,protein-coding,-,-,-,DUF2089 family protein,20210422,-
83462,64080386,JYJ95_RS21535,JYJ95_RS21535,JYJ95_21535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080387,JYJ95_RS21540,JYJ95_RS21540,JYJ95_21540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080388,JYJ95_RS21545,JYJ95_RS21545,JYJ95_21545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080389,JYJ95_RS21550,JYJ95_RS21550,JYJ95_21550,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20210424,-
83462,64080390,JYJ95_RS21555,JYJ95_RS21555,JYJ95_21555,-,-,-,TIGR01777 family oxidoreductase,protein-coding,-,-,-,TIGR01777 family oxidoreductase,20210422,-
83462,64080391,JYJ95_RS21560,JYJ95_RS21560,JYJ95_21560,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210422,-
83462,64080392,JYJ95_RS21565,JYJ95_RS21565,JYJ95_21565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080393,JYJ95_RS21570,JYJ95_RS21570,JYJ95_21570,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210422,-
83462,64080394,JYJ95_RS21575,JYJ95_RS21575,JYJ95_21575,-,-,-,TerB family tellurite resistance protein,protein-coding,-,-,-,TerB family tellurite resistance protein,20210422,-
83462,64080395,JYJ95_RS21580,JYJ95_RS21580,JYJ95_21580,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210422,-
83462,64080396,JYJ95_RS21585,JYJ95_RS21585,JYJ95_21585,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080397,JYJ95_RS21590,JYJ95_RS21590,JYJ95_21590,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210422,-
83462,64080398,JYJ95_RS21595,JYJ95_RS21595,JYJ95_21595,-,-,-,glycoside hydrolase family protein,protein-coding,-,-,-,glycoside hydrolase family protein,20210422,-
83462,64080399,JYJ95_RS21600,JYJ95_RS21600,JYJ95_21600,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64080400,JYJ95_RS21605,JYJ95_RS21605,JYJ95_21605,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64080401,JYJ95_RS21610,JYJ95_RS21610,JYJ95_21610,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64080402,JYJ95_RS21615,JYJ95_RS21615,JYJ95_21615,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64080403,JYJ95_RS21620,JYJ95_RS21620,JYJ95_21620,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64080404,JYJ95_RS21625,JYJ95_RS21625,JYJ95_21625,-,-,-,pseudouridine synthase,protein-coding,-,-,-,pseudouridine synthase,20210422,-
83462,64080405,JYJ95_RS21630,JYJ95_RS21630,JYJ95_21630,-,-,-,threonine/serine exporter family protein,protein-coding,-,-,-,threonine/serine exporter family protein,20210422,-
83462,64080406,JYJ95_RS21635,JYJ95_RS21635,JYJ95_21635,-,-,-,DoxX family protein,protein-coding,-,-,-,DoxX family protein,20210422,-
83462,64080407,JYJ95_RS21640,JYJ95_RS21640,JYJ95_21640,-,-,-,AI-2E family transporter,protein-coding,-,-,-,AI-2E family transporter,20210422,-
83462,64080408,JYJ95_RS21645,JYJ95_RS21645,JYJ95_21645,-,-,-,peptidase,protein-coding,-,-,-,peptidase,20210422,-
83462,64080409,JYJ95_RS21650,JYJ95_RS21650,JYJ95_21650,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080410,JYJ95_RS21655,JYJ95_RS21655,JYJ95_21655,-,-,-,NapC/NirT family cytochrome c,protein-coding,-,-,-,NapC/NirT family cytochrome c,20210422,-
83462,64080411,JYJ95_RS21660,JYJ95_RS21660,JYJ95_21660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080412,JYJ95_RS21665,JYJ95_RS21665,JYJ95_21665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080413,JYJ95_RS21670,JYJ95_RS21670,JYJ95_21670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080414,JYJ95_RS21675,JYJ95_RS21675,JYJ95_21675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080415,JYJ95_RS21680,JYJ95_RS21680,JYJ95_21680,-,-,-,Ig-like domain-containing protein,protein-coding,-,-,-,Ig-like domain-containing protein,20210422,-
83462,64080416,JYJ95_RS21685,JYJ95_RS21685,JYJ95_21685,-,-,-,multidrug transporter,protein-coding,-,-,-,multidrug transporter,20210422,-
83462,64080417,JYJ95_RS21690,JYJ95_RS21690,JYJ95_21690,-,-,-,glutathione S-transferase N-terminal domain-containing protein,protein-coding,-,-,-,glutathione S-transferase N-terminal domain-containing protein,20210422,-
83462,64080418,JYJ95_RS21695,JYJ95_RS21695,JYJ95_21695,-,-,-,lamin tail domain-containing protein,protein-coding,-,-,-,lamin tail domain-containing protein,20210422,-
83462,64080419,JYJ95_RS21700,JYJ95_RS21700,JYJ95_21700,-,-,-,VTT domain-containing protein,protein-coding,-,-,-,VTT domain-containing protein,20210422,-
83462,64080420,JYJ95_RS21705,JYJ95_RS21705,JYJ95_21705,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080421,JYJ95_RS21710,JYJ95_RS21710,JYJ95_21710,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210422,-
83462,64080422,JYJ95_RS21715,JYJ95_RS21715,JYJ95_21715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080423,JYJ95_RS21720,JYJ95_RS21720,JYJ95_21720,-,-,-,AHH domain-containing protein,protein-coding,-,-,-,AHH domain-containing protein,20210422,-
83462,64080424,JYJ95_RS21725,JYJ95_RS21725,JYJ95_21725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080425,JYJ95_RS21730,JYJ95_RS21730,JYJ95_21730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080426,JYJ95_RS21735,JYJ95_RS21735,JYJ95_21735,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20210422,-
83462,64080427,JYJ95_RS21740,JYJ95_RS21740,JYJ95_21740,-,-,-,DPP IV N-terminal domain-containing protein,protein-coding,-,-,-,DPP IV N-terminal domain-containing protein,20210422,-
83462,64080428,JYJ95_RS21745,JYJ95_RS21745,JYJ95_21745,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64080429,JYJ95_RS21750,JYJ95_RS21750,JYJ95_21750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080430,JYJ95_RS21755,JYJ95_RS21755,JYJ95_21755,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20210422,-
83462,64080431,JYJ95_RS21760,JYJ95_RS21760,JYJ95_21760,-,-,-,TfoX/Sxy family protein,protein-coding,-,-,-,TfoX/Sxy family protein,20210422,-
83462,64080432,JYJ95_RS21765,JYJ95_RS21765,JYJ95_21765,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210422,-
83462,64080433,JYJ95_RS21770,JYJ95_RS21770,JYJ95_21770,-,-,-,serine acetyltransferase,protein-coding,-,-,-,serine acetyltransferase,20210424,-
83462,64080434,cysK,JYJ95_RS21775,JYJ95_21775,-,-,-,cysteine synthase A,protein-coding,-,-,-,cysteine synthase A,20210424,-
83462,64080435,JYJ95_RS21780,JYJ95_RS21780,JYJ95_21780,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,protein-coding,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,20210422,-
83462,64080436,JYJ95_RS21785,JYJ95_RS21785,JYJ95_21785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080437,JYJ95_RS21790,JYJ95_RS21790,JYJ95_21790,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210422,-
83462,64080438,JYJ95_RS21795,JYJ95_RS21795,JYJ95_21795,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210422,-
83462,64080439,JYJ95_RS21800,JYJ95_RS21800,JYJ95_21800,-,-,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210424,-
83462,64080440,JYJ95_RS21805,JYJ95_RS21805,JYJ95_21805,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210422,-
83462,64080441,JYJ95_RS21810,JYJ95_RS21810,JYJ95_21810,-,-,-,LamB/YcsF family protein,protein-coding,-,-,-,LamB/YcsF family protein,20210422,-
83462,64080442,JYJ95_RS21815,JYJ95_RS21815,JYJ95_21815,-,-,-,biotin-dependent carboxyltransferase family protein,protein-coding,-,-,-,biotin-dependent carboxyltransferase family protein,20210422,-
83462,64080443,JYJ95_RS21820,JYJ95_RS21820,JYJ95_21820,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080444,JYJ95_RS21825,JYJ95_RS21825,JYJ95_21825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080445,JYJ95_RS21830,JYJ95_RS21830,JYJ95_21830,-,-,-,sigma 54-interacting transcriptional regulator,protein-coding,-,-,-,sigma 54-interacting transcriptional regulator,20210422,-
83462,64080446,JYJ95_RS21835,JYJ95_RS21835,JYJ95_21835,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20210424,-
83462,64080447,JYJ95_RS21840,JYJ95_RS21840,JYJ95_21840,-,-,-,carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,carboxymuconolactone decarboxylase family protein,20210424,-
83462,64080448,dps,JYJ95_RS21845,JYJ95_21845|pexB,-,-,-,DNA starvation/stationary phase protection protein Dps,protein-coding,-,-,-,DNA starvation/stationary phase protection protein Dps,20210422,-
83462,64080449,JYJ95_RS21850,JYJ95_RS21850,JYJ95_21850,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20210422,-
83462,64080450,JYJ95_RS21855,JYJ95_RS21855,JYJ95_21855,-,-,-,SIMPL domain-containing protein,protein-coding,-,-,-,SIMPL domain-containing protein,20210422,-
83462,64080451,JYJ95_RS21860,JYJ95_RS21860,JYJ95_21860,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210422,-
83462,64080452,JYJ95_RS21865,JYJ95_RS21865,JYJ95_21865,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080453,JYJ95_RS21870,JYJ95_RS21870,JYJ95_21870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080454,JYJ95_RS21875,JYJ95_RS21875,JYJ95_21875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080455,JYJ95_RS21880,JYJ95_RS21880,JYJ95_21880,-,-,-,GFA family protein,protein-coding,-,-,-,GFA family protein,20210422,-
83462,64080456,JYJ95_RS21885,JYJ95_RS21885,JYJ95_21885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080457,JYJ95_RS21890,JYJ95_RS21890,JYJ95_21890,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20210422,-
83462,64080458,JYJ95_RS21895,JYJ95_RS21895,JYJ95_21895,-,-,-,DNA-3-methyladenine glycosylase 2 family protein,protein-coding,-,-,-,DNA-3-methyladenine glycosylase 2 family protein,20210422,-
83462,64080459,JYJ95_RS21900,JYJ95_RS21900,JYJ95_21900,-,-,-,hemerythrin domain-containing protein,protein-coding,-,-,-,hemerythrin domain-containing protein,20210422,-
83462,64080460,JYJ95_RS21905,JYJ95_RS21905,JYJ95_21905,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210422,-
83462,64080461,JYJ95_RS21910,JYJ95_RS21910,JYJ95_21910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
83462,64080462,JYJ95_RS21915,JYJ95_RS21915,JYJ95_21915,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20210422,-
83462,64080463,JYJ95_RS21920,JYJ95_RS21920,JYJ95_21920,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210422,-
83462,64080464,JYJ95_RS21925,JYJ95_RS21925,JYJ95_21925,-,-,-,GvpL/GvpF family gas vesicle protein,protein-coding,-,-,-,GvpL/GvpF family gas vesicle protein,20210422,-
83462,64080465,JYJ95_RS21930,JYJ95_RS21930,JYJ95_21930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64080466,JYJ95_RS21935,JYJ95_RS21935,JYJ95_21935,-,-,-,Gldg family protein,protein-coding,-,-,-,Gldg family protein,20210422,-
83462,64080467,JYJ95_RS21940,JYJ95_RS21940,JYJ95_21940,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20210426,-
