#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448319,63856202,BO72DRAFT_10,BO72DRAFT_10,-,-,Unknown,-,DUF757 domain protein,protein-coding,-,-,-,DUF757 domain protein,20210421,-
1448319,63863609,BO72DRAFT_456482,BO72DRAFT_456482,-,-,Unknown,-,putative oxidoreductase,protein-coding,-,-,-,putative oxidoreductase,20210421,-
1448319,63863610,BO72DRAFT_456500,BO72DRAFT_456500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863611,BO72DRAFT_456502,BO72DRAFT_456502,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20210421,-
1448319,63863612,BO72DRAFT_456504,BO72DRAFT_456504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863613,BO72DRAFT_456507,BO72DRAFT_456507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863614,BO72DRAFT_456526,BO72DRAFT_456526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863615,BO72DRAFT_456544,BO72DRAFT_456544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863616,BO72DRAFT_456588,BO72DRAFT_456588,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210421,-
1448319,63863617,BO72DRAFT_456625,BO72DRAFT_456625,-,-,Unknown,-,quinone oxidoreductase,protein-coding,-,-,-,quinone oxidoreductase,20210421,-
1448319,63863618,BO72DRAFT_456631,BO72DRAFT_456631,-,-,Unknown,-,AP-3 adaptor complex subunit beta,protein-coding,-,-,-,AP-3 adaptor complex subunit beta,20210421,-
1448319,63863619,BO72DRAFT_456635,BO72DRAFT_456635,-,-,Unknown,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210421,-
1448319,63863620,BO72DRAFT_456644,BO72DRAFT_456644,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20210421,-
1448319,63863621,BO72DRAFT_456692,BO72DRAFT_456692,-,-,Unknown,-,ribonuclease III,protein-coding,-,-,-,ribonuclease III,20210421,-
1448319,63863622,BO72DRAFT_456705,BO72DRAFT_456705,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1448319,63863623,BO72DRAFT_456711,BO72DRAFT_456711,-,-,Unknown,-,siderophore iron transporter,protein-coding,-,-,-,siderophore iron transporter,20210421,-
1448319,63863624,BO72DRAFT_456718,BO72DRAFT_456718,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863625,BO72DRAFT_456723,BO72DRAFT_456723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863626,BO72DRAFT_456729,BO72DRAFT_456729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863627,BO72DRAFT_456766,BO72DRAFT_456766,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863628,BO72DRAFT_456785,BO72DRAFT_456785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863629,BO72DRAFT_456787,BO72DRAFT_456787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863630,BO72DRAFT_456788,BO72DRAFT_456788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863631,BO72DRAFT_456814,BO72DRAFT_456814,-,-,Unknown,-,peroxisome biosynthesis protein (PAS10/Peroxin-12),protein-coding,-,-,-,peroxisome biosynthesis protein (PAS10/Peroxin-12),20210421,-
1448319,63863632,BO72DRAFT_456830,BO72DRAFT_456830,-,-,Unknown,-,PHF5-like protein,protein-coding,-,-,-,PHF5-like protein,20210522,-
1448319,63863633,BO72DRAFT_456838,BO72DRAFT_456838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863634,BO72DRAFT_456850,BO72DRAFT_456850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863635,BO72DRAFT_456933,BO72DRAFT_456933,-,-,Unknown,-,DER1-domain-containing protein,protein-coding,-,-,-,DER1-domain-containing protein,20210421,-
1448319,63863636,BO72DRAFT_456968,BO72DRAFT_456968,-,-,Unknown,-,tRNA isopentenyltransferase,protein-coding,-,-,-,tRNA isopentenyltransferase,20210421,-
1448319,63863637,BO72DRAFT_456984,BO72DRAFT_456984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863638,BO72DRAFT_456988,BO72DRAFT_456988,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863639,BO72DRAFT_457014,BO72DRAFT_457014,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863640,BO72DRAFT_457025,BO72DRAFT_457025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863641,BO72DRAFT_457050,BO72DRAFT_457050,-,-,Unknown,-,MIP transporter,protein-coding,-,-,-,MIP transporter,20210421,-
1448319,63863642,BO72DRAFT_457061,BO72DRAFT_457061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863643,BO72DRAFT_457068,BO72DRAFT_457068,-,-,Unknown,-,protein phosphatase regulatory subunit,protein-coding,-,-,-,protein phosphatase regulatory subunit,20210421,-
1448319,63863644,BO72DRAFT_457081,BO72DRAFT_457081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863645,BO72DRAFT_457088,BO72DRAFT_457088,-,-,Unknown,-,Tim17-domain-containing protein,protein-coding,-,-,-,Tim17-domain-containing protein,20210421,-
1448319,63863646,BO72DRAFT_457093,BO72DRAFT_457093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863647,BO72DRAFT_457114,BO72DRAFT_457114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863648,BO72DRAFT_457121,BO72DRAFT_457121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863649,BO72DRAFT_457148,BO72DRAFT_457148,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863650,BO72DRAFT_457158,BO72DRAFT_457158,-,-,Unknown,-,Metallo-dependent phosphatase,protein-coding,-,-,-,Metallo-dependent phosphatase,20210421,-
1448319,63863651,BO72DRAFT_457166,BO72DRAFT_457166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863652,BO72DRAFT_457171,BO72DRAFT_457171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863653,BO72DRAFT_457182,BO72DRAFT_457182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863654,BO72DRAFT_457193,BO72DRAFT_457193,-,-,Unknown,-,cupin family protein,protein-coding,-,-,-,cupin family protein,20210421,-
1448319,63863655,BO72DRAFT_457198,BO72DRAFT_457198,-,-,Unknown,-,putative beta-glucosidase precursor,protein-coding,-,-,-,putative beta-glucosidase precursor,20210421,-
1448319,63863656,BO72DRAFT_457199,BO72DRAFT_457199,-,-,Unknown,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20210421,-
1448319,63863657,BO72DRAFT_457239,BO72DRAFT_457239,-,-,Unknown,-,putative component of NuA3 histone acetyltransferase complex,protein-coding,-,-,-,putative component of NuA3 histone acetyltransferase complex,20210421,-
1448319,63863658,BO72DRAFT_457241,BO72DRAFT_457241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863659,BO72DRAFT_457249,BO72DRAFT_457249,-,-,Unknown,-,"alpha-1,6-mannosyltransferase subunit",protein-coding,-,-,-,"alpha-1,6-mannosyltransferase subunit",20210421,-
1448319,63863660,BO72DRAFT_457268,BO72DRAFT_457268,-,-,Unknown,-,carboxyvinyl-carboxyphosphonate phosphorylmutase,protein-coding,-,-,-,carboxyvinyl-carboxyphosphonate phosphorylmutase,20210421,-
1448319,63863661,BO72DRAFT_457301,BO72DRAFT_457301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863662,BO72DRAFT_457330,BO72DRAFT_457330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863663,BO72DRAFT_457348,BO72DRAFT_457348,-,-,Unknown,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20210421,-
1448319,63863664,BO72DRAFT_457371,BO72DRAFT_457371,-,-,Unknown,-,karyopherin alpha subunit,protein-coding,-,-,-,karyopherin alpha subunit,20210421,-
1448319,63863665,BO72DRAFT_457380,BO72DRAFT_457380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863666,BO72DRAFT_457383,BO72DRAFT_457383,-,-,Unknown,-,C2H2 finger domain protein,protein-coding,-,-,-,C2H2 finger domain protein,20210421,-
1448319,63863667,BO72DRAFT_457394,BO72DRAFT_457394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863668,BO72DRAFT_457416,BO72DRAFT_457416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863669,BO72DRAFT_457443,BO72DRAFT_457443,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210421,-
1448319,63863670,BO72DRAFT_45746,BO72DRAFT_45746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863671,BO72DRAFT_457487,BO72DRAFT_457487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863672,BO72DRAFT_457491,BO72DRAFT_457491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863673,BO72DRAFT_457492,BO72DRAFT_457492,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210421,-
1448319,63863674,BO72DRAFT_457497,BO72DRAFT_457497,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20210421,-
1448319,63863675,BO72DRAFT_457510,BO72DRAFT_457510,-,-,Unknown,-,taurine catabolism dioxygenase,protein-coding,-,-,-,taurine catabolism dioxygenase,20210421,-
1448319,63863676,BO72DRAFT_457575,BO72DRAFT_457575,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863677,BO72DRAFT_457594,BO72DRAFT_457594,-,-,Unknown,-,aminotriazole resistance protein,protein-coding,-,-,-,aminotriazole resistance protein,20210421,-
1448319,63863678,BO72DRAFT_457640,BO72DRAFT_457640,-,-,Unknown,-,DUF124 domain protein,protein-coding,-,-,-,DUF124 domain protein,20210421,-
1448319,63863679,BO72DRAFT_457740,BO72DRAFT_457740,-,-,Unknown,-,C2H2 transcription factor,protein-coding,-,-,-,C2H2 transcription factor,20210421,-
1448319,63863680,BO72DRAFT_457758,BO72DRAFT_457758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863681,BO72DRAFT_457772,BO72DRAFT_457772,-,-,Unknown,-,regulatory factor Sgt1,protein-coding,-,-,-,regulatory factor Sgt1,20210421,-
1448319,63863682,BO72DRAFT_457811,BO72DRAFT_457811,-,-,Unknown,-,putative autophagy protein Atg27,protein-coding,-,-,-,putative autophagy protein Atg27,20210421,-
1448319,63863683,BO72DRAFT_457817,BO72DRAFT_457817,-,-,Unknown,-,Hsp70 family protein,protein-coding,-,-,-,Hsp70 family protein,20210421,-
1448319,63863684,BO72DRAFT_457820,BO72DRAFT_457820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863685,BO72DRAFT_457849,BO72DRAFT_457849,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863686,BO72DRAFT_457867,BO72DRAFT_457867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863687,BO72DRAFT_457888,BO72DRAFT_457888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863688,BO72DRAFT_457893,BO72DRAFT_457893,-,-,Unknown,-,cation transporter,protein-coding,-,-,-,cation transporter,20210421,-
1448319,63863689,BO72DRAFT_457915,BO72DRAFT_457915,-,-,Unknown,-,regulatory protein brlA,protein-coding,-,-,-,regulatory protein brlA,20210421,-
1448319,63863690,BO72DRAFT_457945,BO72DRAFT_457945,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863691,BO72DRAFT_457951,BO72DRAFT_457951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863692,BO72DRAFT_458000,BO72DRAFT_458000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863693,BO72DRAFT_458002,BO72DRAFT_458002,-,-,Unknown,-,60S ribosomal protein L26,protein-coding,-,-,-,60S ribosomal protein L26,20210421,-
1448319,63863694,BO72DRAFT_458005,BO72DRAFT_458005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863695,BO72DRAFT_458028,BO72DRAFT_458028,-,-,Unknown,-,MSF drug transporter,protein-coding,-,-,-,MSF drug transporter,20210421,-
1448319,63863696,BO72DRAFT_458058,BO72DRAFT_458058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863697,BO72DRAFT_458067,BO72DRAFT_458067,-,-,Unknown,-,S-adenosylmethionine synthetase,protein-coding,-,-,-,S-adenosylmethionine synthetase,20210421,-
1448319,63863698,BO72DRAFT_45817,BO72DRAFT_45817,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863699,BO72DRAFT_458180,BO72DRAFT_458180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863700,BO72DRAFT_458196,BO72DRAFT_458196,-,-,Unknown,-,WD-40 repeat protein,protein-coding,-,-,-,WD-40 repeat protein,20210421,-
1448319,63863701,BO72DRAFT_458244,BO72DRAFT_458244,-,-,Unknown,-,WSC-domain-containing protein,protein-coding,-,-,-,WSC-domain-containing protein,20210421,-
1448319,63863702,BO72DRAFT_458282,BO72DRAFT_458282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863703,BO72DRAFT_458296,BO72DRAFT_458296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863704,BO72DRAFT_458298,BO72DRAFT_458298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863705,BO72DRAFT_458316,BO72DRAFT_458316,-,-,Unknown,-,hexokinase,protein-coding,-,-,-,hexokinase,20210421,-
1448319,63863706,BO72DRAFT_458334,BO72DRAFT_458334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863707,BO72DRAFT_458377,BO72DRAFT_458377,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20210421,-
1448319,63863708,BO72DRAFT_458438,BO72DRAFT_458438,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863709,BO72DRAFT_458439,BO72DRAFT_458439,-,-,Unknown,-,glutamate decarboxylase,protein-coding,-,-,-,glutamate decarboxylase,20210421,-
1448319,63863710,BO72DRAFT_458507,BO72DRAFT_458507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863711,BO72DRAFT_458522,BO72DRAFT_458522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863712,BO72DRAFT_458550,BO72DRAFT_458550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863713,BO72DRAFT_458560,BO72DRAFT_458560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863714,BO72DRAFT_458588,BO72DRAFT_458588,-,-,Unknown,-,flavin-containing monooxygenase,protein-coding,-,-,-,flavin-containing monooxygenase,20210421,-
1448319,63863715,BO72DRAFT_458596,BO72DRAFT_458596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863716,BO72DRAFT_458638,BO72DRAFT_458638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863717,BO72DRAFT_458656,BO72DRAFT_458656,-,-,Unknown,-,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,protein-coding,-,-,-,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,20210421,-
1448319,63863718,BO72DRAFT_458679,BO72DRAFT_458679,-,-,Unknown,-,ABC transporter-like protein,protein-coding,-,-,-,ABC transporter-like protein,20210421,-
1448319,63863719,BO72DRAFT_45868,BO72DRAFT_45868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863720,BO72DRAFT_458680,BO72DRAFT_458680,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63863721,BO72DRAFT_458685,BO72DRAFT_458685,-,-,Unknown,-,short chain dehydrogenase,protein-coding,-,-,-,short chain dehydrogenase,20210421,-
1448319,63863722,BO72DRAFT_458697,BO72DRAFT_458697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863723,BO72DRAFT_458715,BO72DRAFT_458715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863724,BO72DRAFT_458716,BO72DRAFT_458716,-,-,Unknown,-,ankyrin repeat-containing protein,protein-coding,-,-,-,ankyrin repeat-containing protein,20210421,-
1448319,63863725,BO72DRAFT_458722,BO72DRAFT_458722,-,-,Unknown,-,putative glycosyl hydrolase,protein-coding,-,-,-,putative glycosyl hydrolase,20210421,-
1448319,63863726,BO72DRAFT_458759,BO72DRAFT_458759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863727,BO72DRAFT_458794,BO72DRAFT_458794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863728,BO72DRAFT_45880,BO72DRAFT_45880,-,-,Unknown,-,root hair defective 3 GTP-binding protein,protein-coding,-,-,-,root hair defective 3 GTP-binding protein,20210421,-
1448319,63863729,BO72DRAFT_458820,BO72DRAFT_458820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863730,BO72DRAFT_458826,BO72DRAFT_458826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863731,BO72DRAFT_458833,BO72DRAFT_458833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863732,BO72DRAFT_458839,BO72DRAFT_458839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863733,BO72DRAFT_458869,BO72DRAFT_458869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863734,BO72DRAFT_458907,BO72DRAFT_458907,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863735,BO72DRAFT_458914,BO72DRAFT_458914,-,-,Unknown,-,adenylate cyclase AcyA,protein-coding,-,-,-,adenylate cyclase AcyA,20210421,-
1448319,63863736,BO72DRAFT_458993,BO72DRAFT_458993,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863737,BO72DRAFT_459012,BO72DRAFT_459012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863738,BO72DRAFT_459017,BO72DRAFT_459017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863739,BO72DRAFT_459034,BO72DRAFT_459034,-,-,Unknown,-,mitotic spindle biogenesis protein Spc19,protein-coding,-,-,-,mitotic spindle biogenesis protein Spc19,20210421,-
1448319,63863740,BO72DRAFT_459057,BO72DRAFT_459057,-,-,Unknown,-,heavy metal translocatin,protein-coding,-,-,-,heavy metal translocatin,20210421,-
1448319,63863741,BO72DRAFT_459114,BO72DRAFT_459114,-,-,Unknown,-,"membrane protease subunit, stomatin/prohibitin like protein",protein-coding,-,-,-,"membrane protease subunit, stomatin/prohibitin like protein",20210421,-
1448319,63863742,BO72DRAFT_459123,BO72DRAFT_459123,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863743,BO72DRAFT_459124,BO72DRAFT_459124,-,-,Unknown,-,P-type ATPase,protein-coding,-,-,-,P-type ATPase,20210421,-
1448319,63863744,BO72DRAFT_459138,BO72DRAFT_459138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863745,BO72DRAFT_459163,BO72DRAFT_459163,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863746,BO72DRAFT_459166,BO72DRAFT_459166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863747,BO72DRAFT_459171,BO72DRAFT_459171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863748,BO72DRAFT_459198,BO72DRAFT_459198,-,-,Unknown,-,pectin lyase-like protein,protein-coding,-,-,-,pectin lyase-like protein,20210421,-
1448319,63863749,BO72DRAFT_459200,BO72DRAFT_459200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863750,BO72DRAFT_459267,BO72DRAFT_459267,-,-,Unknown,-,putative beta-glucosidase M,protein-coding,-,-,-,putative beta-glucosidase M,20210421,-
1448319,63863751,BO72DRAFT_459273,BO72DRAFT_459273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863752,BO72DRAFT_459288,BO72DRAFT_459288,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210421,-
1448319,63863753,BO72DRAFT_459422,BO72DRAFT_459422,-,-,Unknown,-,glutaryl-CoA dehydrogenase,protein-coding,-,-,-,glutaryl-CoA dehydrogenase,20210421,-
1448319,63863754,BO72DRAFT_459423,BO72DRAFT_459423,-,-,Unknown,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20210421,-
1448319,63863755,BO72DRAFT_459454,BO72DRAFT_459454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863756,BO72DRAFT_459463,BO72DRAFT_459463,-,-,Unknown,-,arginine permease,protein-coding,-,-,-,arginine permease,20210421,-
1448319,63863757,BO72DRAFT_459471,BO72DRAFT_459471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863758,BO72DRAFT_459499,BO72DRAFT_459499,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20210421,-
1448319,63863759,BO72DRAFT_459510,BO72DRAFT_459510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863760,BO72DRAFT_459535,BO72DRAFT_459535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863761,BO72DRAFT_459548,BO72DRAFT_459548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863762,BO72DRAFT_459554,BO72DRAFT_459554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863763,BO72DRAFT_459559,BO72DRAFT_459559,-,-,Unknown,-,monocarboxylate transporter,protein-coding,-,-,-,monocarboxylate transporter,20210421,-
1448319,63863764,BO72DRAFT_459610,BO72DRAFT_459610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863765,BO72DRAFT_459707,BO72DRAFT_459707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863766,BO72DRAFT_459769,BO72DRAFT_459769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863767,BO72DRAFT_459779,BO72DRAFT_459779,-,-,Unknown,-,putative Rho GTPase Rho 2,protein-coding,-,-,-,putative Rho GTPase Rho 2,20210421,-
1448319,63863768,BO72DRAFT_459801,BO72DRAFT_459801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863769,BO72DRAFT_459806,BO72DRAFT_459806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863770,BO72DRAFT_459812,BO72DRAFT_459812,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863771,BO72DRAFT_459849,BO72DRAFT_459849,-,-,Unknown,-,C2H2 finger domain protein,protein-coding,-,-,-,C2H2 finger domain protein,20210421,-
1448319,63863772,BO72DRAFT_459854,BO72DRAFT_459854,-,-,Unknown,-,"threonyl-tRNA synthetase, cytoplasmic",protein-coding,-,-,-,"threonyl-tRNA synthetase, cytoplasmic",20210421,-
1448319,63863773,BO72DRAFT_459891,BO72DRAFT_459891,-,-,Unknown,-,stress response regulator/HFS transcription factor,protein-coding,-,-,-,stress response regulator/HFS transcription factor,20210421,-
1448319,63863774,BO72DRAFT_45991,BO72DRAFT_45991,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63863775,BO72DRAFT_459910,BO72DRAFT_459910,-,-,Unknown,-,DNase I-like protein,protein-coding,-,-,-,DNase I-like protein,20210421,-
