#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
7209,9937370,LOAG_00014,LOAG_00014,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201104,-
7209,9944160,LOAG_06746,LOAG_06746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944161,LOAG_06745,LOAG_06745,-,-,Unknown,-,G-patch domain-containing protein,protein-coding,-,-,-,G-patch domain-containing protein,20201104,-
7209,9944162,LOAG_06748,LOAG_06748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944163,LOAG_06749,LOAG_06749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944165,LOAG_06751,LOAG_06751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944166,LOAG_06750,LOAG_06750,-,-,Unknown,-,leucine Rich Repeat family protein,protein-coding,-,-,-,leucine Rich Repeat family protein,20201104,-
7209,9944169,LOAG_18617,LOAG_18617,LOAG_06755,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944170,LOAG_06753,LOAG_06753,-,-,Unknown,-,CMGC/MAPK protein kinase,protein-coding,-,-,-,CMGC/MAPK protein kinase,20201104,-
7209,9944171,LOAG_06758,LOAG_06758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944172,LOAG_06757,LOAG_06757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944173,LOAG_06756,LOAG_06756,-,-,Unknown,-,amine oxidase,protein-coding,-,-,-,amine oxidase,20201104,-
7209,9944174,LOAG_06759,LOAG_06759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944175,LOAG_06761,LOAG_06761,-,-,Unknown,-,G-protein coupled receptor,protein-coding,-,-,-,G-protein coupled receptor,20201104,-
7209,9944176,LOAG_06762,LOAG_06762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944177,LOAG_06760,LOAG_06760,-,-,Unknown,-,glycosyltransferase family 43 protein,protein-coding,-,-,-,glycosyltransferase family 43 protein,20201104,-
7209,9944178,LOAG_06763,LOAG_06763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944182,LOAG_06768,LOAG_06768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944183,LOAG_06769,LOAG_06769,-,-,Unknown,-,bZIP transcription factor family protein,protein-coding,-,-,-,bZIP transcription factor family protein,20201104,-
7209,9944185,LOAG_06772,LOAG_06772,-,-,Unknown,-,BAR domain-containing protein,protein-coding,-,-,-,BAR domain-containing protein,20201104,-
7209,9944186,LOAG_06773,LOAG_06773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944187,LOAG_06771,LOAG_06771,-,-,Unknown,-,isocitrate dehydrogenase subunit alpha,protein-coding,-,-,-,isocitrate dehydrogenase subunit alpha,20201104,-
7209,9944188,LOAG_06770,LOAG_06770,-,-,Unknown,-,LysM domain-containing protein,protein-coding,-,-,-,LysM domain-containing protein,20201104,-
7209,9944189,LOAG_06778,LOAG_06778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944190,LOAG_06780,LOAG_06780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944191,LOAG_06777,LOAG_06777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944192,LOAG_06776,LOAG_06776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944193,LOAG_06779,LOAG_06779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944194,LOAG_06775,LOAG_06775,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944196,LOAG_06783,LOAG_06783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944197,LOAG_06784,LOAG_06784,-,-,Unknown,-,CMGC/DYRK/DYRK2 protein kinase,protein-coding,-,-,-,CMGC/DYRK/DYRK2 protein kinase,20201104,-
7209,9944198,LOAG_06785,LOAG_06785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944199,LOAG_06782,LOAG_06782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944200,LOAG_18789,LOAG_18789,LOAG_06781,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944201,LOAG_17106,LOAG_17106,LOAG_06787,-,Unknown,-,ladder protein,protein-coding,-,-,-,ladder protein,20201104,-
7209,9944203,LOAG_18180,LOAG_18180,LOAG_06789,-,Unknown,-,leucine-rich repeat-containing G protein-coupled receptor,protein-coding,-,-,-,leucine-rich repeat-containing G protein-coupled receptor,20201104,-
7209,9944204,LOAG_06790,LOAG_06790,-,-,Unknown,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20201104,-
7209,9944206,LOAG_06792,LOAG_06792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944207,LOAG_06793,LOAG_06793,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9944208,LOAG_06791,LOAG_06791,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9944209,LOAG_06796,LOAG_06796,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944210,LOAG_06797,LOAG_06797,-,-,Unknown,-,ribose-phosphate pyrophosphokinase 2,protein-coding,-,-,-,ribose-phosphate pyrophosphokinase 2,20201104,-
7209,9944211,LOAG_06795,LOAG_06795,-,-,Unknown,-,RWD domain-containing protein,protein-coding,-,-,-,RWD domain-containing protein,20201104,-
7209,9944213,LOAG_06798,LOAG_06798,-,-,Unknown,-,phosphatidylinositol 3,protein-coding,-,-,-,phosphatidylinositol 3,20201104,-
7209,9944214,LOAG_17443,LOAG_17443,LOAG_06803,-,Unknown,-,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,20201104,-
7209,9944216,LOAG_06802,LOAG_06802,-,-,Unknown,-,helix-loop-helix DNA-binding domain-containing protein,protein-coding,-,-,-,helix-loop-helix DNA-binding domain-containing protein,20201104,-
7209,9944217,LOAG_17442,LOAG_17442,LOAG_06799,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944219,LOAG_06805,LOAG_06805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944220,LOAG_06804,LOAG_06804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944221,LOAG_06807,LOAG_06807,-,-,Unknown,-,DOMON domain-containing protein,protein-coding,-,-,-,DOMON domain-containing protein,20201104,-
7209,9944222,LOAG_17665,LOAG_17665,LOAG_06808,-,Unknown,-,CRAL-TRIO domain-containing protein,protein-coding,-,-,-,CRAL-TRIO domain-containing protein,20201104,-
7209,9944223,LOAG_06806,LOAG_06806,-,-,Unknown,-,variant SH3 domain-containing protein,protein-coding,-,-,-,variant SH3 domain-containing protein,20201104,-
7209,9944224,LOAG_06811,LOAG_06811,-,-,Unknown,-,fucosyl transferase,protein-coding,-,-,-,fucosyl transferase,20201104,-
7209,9944225,LOAG_06812,LOAG_06812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944226,LOAG_06810,LOAG_06810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944227,LOAG_06809,LOAG_06809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944228,LOAG_06815,LOAG_06815,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944229,LOAG_06814,LOAG_06814,-,-,Unknown,-,CYL-1 protein,protein-coding,-,-,-,CYL-1 protein,20201104,-
7209,9944230,LOAG_16755,LOAG_16755,LOAG_06813,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944231,LOAG_06816,LOAG_06816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944232,LOAG_06820,LOAG_06820,-,-,Unknown,-,seryl-tRNA synthetase,protein-coding,-,-,-,seryl-tRNA synthetase,20201104,-
7209,9944233,LOAG_17698,LOAG_17698,LOAG_06821,-,Unknown,-,phosphatidylserine decarboxylase,protein-coding,-,-,-,phosphatidylserine decarboxylase,20201104,-
7209,9944235,LOAG_06817,LOAG_06817,-,-,Unknown,-,UDP-glucose pyrophosphorylase,protein-coding,-,-,-,UDP-glucose pyrophosphorylase,20201104,-
7209,9944236,LOAG_06819,LOAG_06819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944237,LOAG_06818,LOAG_06818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944238,LOAG_06825,LOAG_06825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944240,LOAG_06823,LOAG_06823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944241,LOAG_06824,LOAG_06824,-,-,Unknown,-,Pin1-type peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,Pin1-type peptidyl-prolyl cis-trans isomerase,20201104,-
7209,9944242,LOAG_17979,LOAG_17979,LOAG_06830,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944244,LOAG_17978,LOAG_17978,LOAG_06829,-,Unknown,-,leucine Rich Repeat family protein,protein-coding,-,-,-,leucine Rich Repeat family protein,20201104,-
7209,9944245,LOAG_06827,LOAG_06827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944247,LOAG_06832,LOAG_06832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944248,LOAG_06831,LOAG_06831,-,-,Unknown,-,homeobox domain-containing protein,protein-coding,-,-,-,homeobox domain-containing protein,20201104,-
7209,9944249,LOAG_17159,LOAG_17159,LOAG_06835,-,Unknown,-,patched family protein,protein-coding,-,-,-,patched family protein,20201104,-
7209,9944250,LOAG_06834,LOAG_06834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944251,LOAG_06837,LOAG_06837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944252,LOAG_06838,LOAG_06838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944254,LOAG_16428,LOAG_16428,LOAG_06840,-,Unknown,-,cleavage and polyadenylation specific factor 3,protein-coding,-,-,-,cleavage and polyadenylation specific factor 3,20201104,-
7209,9944255,LOAG_06839,LOAG_06839,-,-,Unknown,-,glycosyl transferase,protein-coding,-,-,-,glycosyl transferase,20201104,-
7209,9944256,LOAG_06842,LOAG_06842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944257,LOAG_06843,LOAG_06843,-,-,Unknown,-,actin-depolymerizing factor 2,protein-coding,-,-,-,actin-depolymerizing factor 2,20201104,-
7209,9944258,LOAG_06844,LOAG_06844,-,-,Unknown,-,actin-depolymerizing factor 1,protein-coding,-,-,-,actin-depolymerizing factor 1,20201104,-
7209,9944259,LOAG_06841,LOAG_06841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944260,LOAG_06847,LOAG_06847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944261,LOAG_06846,LOAG_06846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944262,LOAG_06845,LOAG_06845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944263,LOAG_06849,LOAG_06849,-,-,Unknown,-,embryonic fatty acid-binding protein Bm-FAB-1,protein-coding,-,-,-,embryonic fatty acid-binding protein Bm-FAB-1,20201104,-
7209,9944264,LOAG_06848,LOAG_06848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944265,LOAG_16852,LOAG_16852,LOAG_06853,-,Unknown,-,SCY1 protein kinase,protein-coding,-,-,-,SCY1 protein kinase,20201104,-
7209,9944266,LOAG_20019,LOAG_20019,LOAG_20047,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9944267,LOAG_16851,LOAG_16851,LOAG_06851,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944268,LOAG_06852,LOAG_06852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944270,LOAG_06856,LOAG_06856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944271,LOAG_06855,LOAG_06855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944272,LOAG_06854,LOAG_06854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944273,LOAG_06859,LOAG_06859,-,-,Unknown,-,TK protein kinase,protein-coding,-,-,-,TK protein kinase,20201104,-
7209,9944274,LOAG_06858,LOAG_06858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944276,LOAG_06862,LOAG_06862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944277,LOAG_06861,LOAG_06861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944279,LOAG_17904,LOAG_17904,LOAG_06865,-,Unknown,-,Zn-finger in Ran binding protein,protein-coding,-,-,-,Zn-finger in Ran binding protein,20201104,-
7209,9944280,LOAG_06864,LOAG_06864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944281,LOAG_06863,LOAG_06863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944282,LOAG_18693,LOAG_18693,LOAG_06866,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944283,LOAG_18663,LOAG_18663,LOAG_06867,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944284,LOAG_06870,LOAG_06870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944285,LOAG_06871,LOAG_06871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944286,LOAG_06869,LOAG_06869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944287,LOAG_06868,LOAG_06868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944288,LOAG_06874,LOAG_06874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944289,LOAG_06873,LOAG_06873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944290,LOAG_06872,LOAG_06872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944291,LOAG_06876,LOAG_06876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944292,LOAG_06875,LOAG_06875,-,-,Unknown,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20201104,-
7209,9944293,LOAG_06879,LOAG_06879,-,-,Unknown,-,CK1 protein kinase,protein-coding,-,-,-,CK1 protein kinase,20201104,-
7209,9944294,LOAG_06878,LOAG_06878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944295,LOAG_06877,LOAG_06877,-,-,Unknown,-,eukaryotic translation initiation factor 4E-1,protein-coding,-,-,-,eukaryotic translation initiation factor 4E-1,20201104,-
7209,9944296,LOAG_16524,LOAG_16524,LOAG_06880,-,Unknown,-,leucine-rich repeat-containing protein 1,protein-coding,-,-,-,leucine-rich repeat-containing protein 1,20201104,-
7209,9944297,LOAG_06882,LOAG_06882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944298,LOAG_16513,LOAG_16513,LOAG_06883,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944299,LOAG_16512,LOAG_16512,LOAG_06881,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944300,LOAG_06885,LOAG_06885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944306,LOAG_06891,LOAG_06891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944307,LOAG_06892,LOAG_06892,-,-,Unknown,-,protein-tyrosine phosphatase 1,protein-coding,-,-,-,protein-tyrosine phosphatase 1,20201104,-
7209,9944308,LOAG_06890,LOAG_06890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944309,LOAG_06894,LOAG_06894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944310,LOAG_17152,LOAG_17152,LOAG_06895,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944311,LOAG_20025,LOAG_20025,LOAG_20048,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9944312,LOAG_06893,LOAG_06893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944314,LOAG_06899,LOAG_06899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944315,LOAG_06900,LOAG_06900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944316,LOAG_16557,LOAG_16557,LOAG_06897,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944317,LOAG_06896,LOAG_06896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944318,LOAG_06902,LOAG_06902,-,-,Unknown,-,receptor family ligand binding region containing protein,protein-coding,-,-,-,receptor family ligand binding region containing protein,20201104,-
7209,9944319,LOAG_06901,LOAG_06901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944320,LOAG_06904,LOAG_06904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944321,LOAG_16894,LOAG_16894,LOAG_06905,-,Unknown,-,CBR-CYK-1 protein,protein-coding,-,-,-,CBR-CYK-1 protein,20201104,-
7209,9944322,LOAG_06903,LOAG_06903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944323,LOAG_06906,LOAG_06906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944324,LOAG_06911,LOAG_06911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944325,LOAG_06908,LOAG_06908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944326,LOAG_06909,LOAG_06909,-,-,Unknown,-,RiNg Finger protein family member,protein-coding,-,-,-,RiNg Finger protein family member,20201104,-
7209,9944327,LOAG_06910,LOAG_06910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944328,LOAG_06907,LOAG_06907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944329,LOAG_06912,LOAG_06912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944331,LOAG_06914,LOAG_06914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944332,LOAG_06915,LOAG_06915,-,-,Unknown,-,Ras family protein,protein-coding,-,-,-,Ras family protein,20201104,-
7209,9944333,LOAG_06913,LOAG_06913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944334,LOAG_06918,LOAG_06918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944335,LOAG_06917,LOAG_06917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944336,LOAG_06919,LOAG_06919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944337,LOAG_06920,LOAG_06920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944339,LOAG_06921,LOAG_06921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944340,LOAG_06924,LOAG_06924,-,-,Unknown,-,CK1/WORM6 protein kinase,protein-coding,-,-,-,CK1/WORM6 protein kinase,20201104,-
7209,9944341,LOAG_06925,LOAG_06925,-,-,Unknown,-,brix domain-containing protein,protein-coding,-,-,-,brix domain-containing protein,20201104,-
7209,9944342,LOAG_06926,LOAG_06926,-,-,Unknown,-,reduced folate carrier,protein-coding,-,-,-,reduced folate carrier,20201104,-
7209,9944343,LOAG_06923,LOAG_06923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944344,LOAG_06927,LOAG_06927,-,-,Unknown,-,prolyl 4-hydroxylase 2,protein-coding,-,-,-,prolyl 4-hydroxylase 2,20201104,-
7209,9944345,LOAG_06930,LOAG_06930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944346,LOAG_06933,LOAG_06933,-,-,Unknown,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20201104,-
7209,9944347,LOAG_06928,LOAG_06928,-,-,Unknown,-,hydrolase,protein-coding,-,-,-,hydrolase,20201104,-
7209,9944349,LOAG_06931,LOAG_06931,-,-,Unknown,-,WW domain-containing protein,protein-coding,-,-,-,WW domain-containing protein,20201104,-
7209,9944350,LOAG_06929,LOAG_06929,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944351,LOAG_06935,LOAG_06935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944352,LOAG_06934,LOAG_06934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944353,LOAG_06937,LOAG_06937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944354,LOAG_06936,LOAG_06936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944355,LOAG_06938,LOAG_06938,-,-,Unknown,-,jmjC domain-containing protein,protein-coding,-,-,-,jmjC domain-containing protein,20201104,-
7209,9944356,LOAG_06939,LOAG_06939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944357,LOAG_06940,LOAG_06940,-,-,Unknown,-,PHD-finger family protein,protein-coding,-,-,-,PHD-finger family protein,20201104,-
7209,9944358,LOAG_06943,LOAG_06943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944359,LOAG_06942,LOAG_06942,-,-,Unknown,-,oxysterol-binding protein,protein-coding,-,-,-,oxysterol-binding protein,20201104,-
7209,9944360,LOAG_06941,LOAG_06941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944361,LOAG_06947,LOAG_06947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944362,LOAG_06945,LOAG_06945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944363,LOAG_06946,LOAG_06946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944364,LOAG_06944,LOAG_06944,-,-,Unknown,-,ubiquinol-cytochrome C chaperone family protein,protein-coding,-,-,-,ubiquinol-cytochrome C chaperone family protein,20201104,-
7209,9944366,LOAG_06948,LOAG_06948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944367,LOAG_06950,LOAG_06950,-,-,Unknown,-,linker histone H1 and H5 family protein,protein-coding,-,-,-,linker histone H1 and H5 family protein,20201104,-
7209,9944368,LOAG_06953,LOAG_06953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944369,LOAG_06951,LOAG_06951,-,-,Unknown,-,short coiled-coil protein,protein-coding,-,-,-,short coiled-coil protein,20201104,-
7209,9944370,LOAG_06952,LOAG_06952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944371,LOAG_06956,LOAG_06956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944372,LOAG_06957,LOAG_06957,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944373,LOAG_06958,LOAG_06958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944374,LOAG_06955,LOAG_06955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944375,LOAG_06954,LOAG_06954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944378,LOAG_06962,LOAG_06962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944379,LOAG_06959,LOAG_06959,-,-,Unknown,-,Bms1l protein,protein-coding,-,-,-,Bms1l protein,20201104,-
7209,9944380,LOAG_06963,LOAG_06963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944381,LOAG_06961,LOAG_06961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944382,LOAG_06960,LOAG_06960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
