#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
595528,14894399,CAOG_08376,CAOG_08376,-,-,Unknown,-,propionyl-CoA carboxylase subunit alpha,protein-coding,-,-,-,propionyl-CoA carboxylase subunit alpha,20201223,-
595528,14900056,CAOG_03459,CAOG_03459,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900057,CAOG_03460,CAOG_03460,-,-,Unknown,-,Na/K-ATPase alpha 1 subunit,protein-coding,-,-,-,Na/K-ATPase alpha 1 subunit,20201223,-
595528,14900058,CAOG_03461,CAOG_03461,-,-,Unknown,-,DPP9 protein,protein-coding,-,-,-,DPP9 protein,20201223,-
595528,14900059,CAOG_03462,CAOG_03462,-,-,Unknown,-,integral type I protein,protein-coding,-,-,-,integral type I protein,20201223,-
595528,14900060,CAOG_03463,CAOG_03463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900061,CAOG_03464,CAOG_03464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900062,CAOG_02798,CAOG_02798,-,-,Unknown,-,xylanase,protein-coding,-,-,-,xylanase,20201223,-
595528,14900063,CAOG_02007,CAOG_02007,-,-,Unknown,-,myosin-X,protein-coding,-,-,-,myosin-X,20201223,-
595528,14900064,CAOG_02008,CAOG_02008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900065,CAOG_02009,CAOG_02009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900066,CAOG_02010,CAOG_02010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900067,CAOG_02011,CAOG_02011,-,-,Unknown,-,hydrolase,protein-coding,-,-,-,hydrolase,20201223,-
595528,14900068,CAOG_02012,CAOG_02012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900069,CAOG_02013,CAOG_02013,-,-,Unknown,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20201223,-
595528,14900070,CAOG_02014,CAOG_02014,-,-,Unknown,-,Ser/Thr kinase stk11,protein-coding,-,-,-,Ser/Thr kinase stk11,20201223,-
595528,14900071,CAOG_02015,CAOG_02015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900072,CAOG_02016,CAOG_02016,-,-,Unknown,-,cyclin-dependent kinase 8,protein-coding,-,-,-,cyclin-dependent kinase 8,20201223,-
595528,14900073,CAOG_02017,CAOG_02017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900074,CAOG_02018,CAOG_02018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900075,CAOG_02019,CAOG_02019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900076,CAOG_02020,CAOG_02020,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900077,CAOG_02021,CAOG_02021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900078,CAOG_02022,CAOG_02022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900079,CAOG_02023,CAOG_02023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900080,CAOG_02024,CAOG_02024,-,-,Unknown,-,Hemk1 protein,protein-coding,-,-,-,Hemk1 protein,20201223,-
595528,14900081,CAOG_02025,CAOG_02025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900082,CAOG_02026,CAOG_02026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900083,CAOG_02027,CAOG_02027,-,-,Unknown,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20201223,-
595528,14900084,CAOG_02006,CAOG_02006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900085,CAOG_02005,CAOG_02005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900086,CAOG_02028,CAOG_02028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900087,CAOG_02029,CAOG_02029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900088,CAOG_02030,CAOG_02030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900089,CAOG_02031,CAOG_02031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900090,CAOG_02032,CAOG_02032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900091,CAOG_02033,CAOG_02033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900092,CAOG_02034,CAOG_02034,-,-,Unknown,-,GTP binding/translation elongation factor,protein-coding,-,-,-,GTP binding/translation elongation factor,20201223,-
595528,14900093,CAOG_02035,CAOG_02035,-,-,Unknown,-,pyridoxamine 5'-phosphate oxidase,protein-coding,-,-,-,pyridoxamine 5'-phosphate oxidase,20201223,-
595528,14900094,CAOG_02036,CAOG_02036,-,-,Unknown,-,nck1 protein,protein-coding,-,-,-,nck1 protein,20201223,-
595528,14900095,CAOG_02037,CAOG_02037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900096,CAOG_02038,CAOG_02038,-,-,Unknown,-,DEAD box polypeptide 1,protein-coding,-,-,-,DEAD box polypeptide 1,20201223,-
595528,14900097,CAOG_02039,CAOG_02039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900098,CAOG_02040,CAOG_02040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900100,CAOG_02042,CAOG_02042,-,-,Unknown,-,fumarylacetoacetate hydrolase,protein-coding,-,-,-,fumarylacetoacetate hydrolase,20201223,-
595528,14900101,CAOG_02043,CAOG_02043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900102,CAOG_02044,CAOG_02044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900103,CAOG_02045,CAOG_02045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900104,CAOG_02046,CAOG_02046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900105,CAOG_02047,CAOG_02047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900106,CAOG_02048,CAOG_02048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900107,CAOG_02049,CAOG_02049,-,-,Unknown,-,WD40 repeat-containing protein,protein-coding,-,-,-,WD40 repeat-containing protein,20201223,-
595528,14900108,CAOG_02050,CAOG_02050,-,-,Unknown,-,tipD,protein-coding,-,-,-,tipD,20201223,-
595528,14900109,CAOG_02051,CAOG_02051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900110,CAOG_02052,CAOG_02052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900111,CAOG_02053,CAOG_02053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900112,CAOG_02054,CAOG_02054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900113,CAOG_02055,CAOG_02055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900114,CAOG_02056,CAOG_02056,-,-,Unknown,-,RasGEF domain-containing protein,protein-coding,-,-,-,RasGEF domain-containing protein,20201223,-
595528,14900115,CAOG_02057,CAOG_02057,-,-,Unknown,-,choline kinase,protein-coding,-,-,-,choline kinase,20201223,-
595528,14900116,CAOG_02058,CAOG_02058,-,-,Unknown,-,aldehyde reductase,protein-coding,-,-,-,aldehyde reductase,20201223,-
595528,14900119,CAOG_02061,CAOG_02061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900120,CAOG_02062,CAOG_02062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900121,CAOG_02063,CAOG_02063,-,-,Unknown,-,myosin IXA,protein-coding,-,-,-,myosin IXA,20201223,-
595528,14900122,CAOG_02064,CAOG_02064,-,-,Unknown,-,Anxa6 protein,protein-coding,-,-,-,Anxa6 protein,20201223,-
595528,14900123,CAOG_02065,CAOG_02065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900124,CAOG_02066,CAOG_02066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900125,CAOG_02067,CAOG_02067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900126,CAOG_02068,CAOG_02068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900127,CAOG_02069,CAOG_02069,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20201223,-
595528,14900128,CAOG_02070,CAOG_02070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900129,CAOG_02071,CAOG_02071,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20201223,-
595528,14900132,CAOG_02074,CAOG_02074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900133,CAOG_02075,CAOG_02075,-,-,Unknown,-,protein tyrosine kinase HTK16,protein-coding,-,-,-,protein tyrosine kinase HTK16,20201223,-
595528,14900134,CAOG_02076,CAOG_02076,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase-like 3,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase-like 3,20201223,-
595528,14900135,CAOG_02077,CAOG_02077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900136,CAOG_02078,CAOG_02078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900137,CAOG_02079,CAOG_02079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900138,CAOG_02080,CAOG_02080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900139,CAOG_02081,CAOG_02081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900140,CAOG_02082,CAOG_02082,-,-,Unknown,-,DNA repair helicase RAD25,protein-coding,-,-,-,DNA repair helicase RAD25,20201223,-
595528,14900141,CAOG_02083,CAOG_02083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900142,CAOG_02084,CAOG_02084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900143,CAOG_02085,CAOG_02085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900144,CAOG_02086,CAOG_02086,-,-,Unknown,-,tyrosine-protein kinase Srms,protein-coding,-,-,-,tyrosine-protein kinase Srms,20201223,-
595528,14900145,CAOG_02087,CAOG_02087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900146,CAOG_02088,CAOG_02088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900147,CAOG_02089,CAOG_02089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900148,CAOG_02090,CAOG_02090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900149,CAOG_02091,CAOG_02091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900150,CAOG_02092,CAOG_02092,-,-,Unknown,-,NADH2 dehydrogenase subunit 22K,protein-coding,-,-,-,NADH2 dehydrogenase subunit 22K,20201223,-
595528,14900151,CAOG_02093,CAOG_02093,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900154,CAOG_02096,CAOG_02096,-,-,Unknown,-,zinc-binding dehydrogenase,protein-coding,-,-,-,zinc-binding dehydrogenase,20201223,-
595528,14900155,CAOG_02097,CAOG_02097,-,-,Unknown,-,dynein heavy chain,protein-coding,-,-,-,dynein heavy chain,20201223,-
595528,14900156,CAOG_02098,CAOG_02098,-,-,Unknown,-,BXDC2 protein,protein-coding,-,-,-,BXDC2 protein,20201223,-
595528,14900157,CAOG_02099,CAOG_02099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900158,CAOG_02100,CAOG_02100,-,-,Unknown,-,ubiquitin-conjugating enzyme E2 l,protein-coding,-,-,-,ubiquitin-conjugating enzyme E2 l,20201223,-
595528,14900159,CAOG_02101,CAOG_02101,-,-,Unknown,-,methyltransferase-like protein 11A,protein-coding,-,-,-,methyltransferase-like protein 11A,20201223,-
595528,14900162,CAOG_02104,CAOG_02104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900163,CAOG_02105,CAOG_02105,-,-,Unknown,-,hydrolase,protein-coding,-,-,-,hydrolase,20201223,-
595528,14900164,CAOG_02106,CAOG_02106,-,-,Unknown,-,carboxypeptidase A1,protein-coding,-,-,-,carboxypeptidase A1,20201223,-
595528,14900165,CAOG_02107,CAOG_02107,-,-,Unknown,-,AGC family protein kinase,protein-coding,-,-,-,AGC family protein kinase,20201223,-
595528,14900166,CAOG_02108,CAOG_02108,-,-,Unknown,-,cAMP-dependent protein kinase catalytic subunit,protein-coding,-,-,-,cAMP-dependent protein kinase catalytic subunit,20201223,-
595528,14900167,CAOG_02109,CAOG_02109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900168,CAOG_02110,CAOG_02110,-,-,Unknown,-,bolA-like protein,protein-coding,-,-,-,bolA-like protein,20201223,-
595528,14900169,CAOG_02111,CAOG_02111,-,-,Unknown,-,steroid 5-alpha reductase family enzyme,protein-coding,-,-,-,steroid 5-alpha reductase family enzyme,20201223,-
595528,14900172,CAOG_02114,CAOG_02114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900173,CAOG_02115,CAOG_02115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900174,CAOG_02116,CAOG_02116,-,-,Unknown,-,RNA 3'-terminal phosphate cyclase-like protein,protein-coding,-,-,-,RNA 3'-terminal phosphate cyclase-like protein,20201223,-
595528,14900175,CAOG_02117,CAOG_02117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900176,CAOG_02118,CAOG_02118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900177,CAOG_02119,CAOG_02119,-,-,Unknown,-,Csnk2b protein,protein-coding,-,-,-,Csnk2b protein,20201223,-
595528,14900178,CAOG_02120,CAOG_02120,-,-,Unknown,-,aspartokinase,protein-coding,-,-,-,aspartokinase,20201223,-
595528,14900179,CAOG_02121,CAOG_02121,-,-,Unknown,-,XPA binding protein,protein-coding,-,-,-,XPA binding protein,20201223,-
595528,14900180,CAOG_02122,CAOG_02122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900181,CAOG_02123,CAOG_02123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900182,CAOG_02124,CAOG_02124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900183,CAOG_02125,CAOG_02125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900184,CAOG_02126,CAOG_02126,-,-,Unknown,-,serine/threonine-protein kinase TNNI3K,protein-coding,-,-,-,serine/threonine-protein kinase TNNI3K,20201223,-
595528,14900185,CAOG_02127,CAOG_02127,-,-,Unknown,-,actin-depolymerizing factor ADF6,protein-coding,-,-,-,actin-depolymerizing factor ADF6,20201223,-
595528,14900186,CAOG_02128,CAOG_02128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900187,CAOG_02129,CAOG_02129,-,-,Unknown,-,ChaC family protein,protein-coding,-,-,-,ChaC family protein,20201223,-
595528,14900188,CAOG_02130,CAOG_02130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900189,CAOG_02131,CAOG_02131,-,-,Unknown,-,neutral/alkaline nonlysosomal ceramidase,protein-coding,-,-,-,neutral/alkaline nonlysosomal ceramidase,20201223,-
595528,14900190,CAOG_02132,CAOG_02132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900191,CAOG_02133,CAOG_02133,-,-,Unknown,-,DnaJ domain-containing protein RME-8,protein-coding,-,-,-,DnaJ domain-containing protein RME-8,20201223,-
595528,14900192,CAOG_02134,CAOG_02134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900193,CAOG_02135,CAOG_02135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900194,CAOG_02136,CAOG_02136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900195,CAOG_02137,CAOG_02137,-,-,Unknown,-,40S ribosomal protein S12,protein-coding,-,-,-,40S ribosomal protein S12,20201223,-
595528,14900196,CAOG_02138,CAOG_02138,-,-,Unknown,-,60S ribosomal protein L9,protein-coding,-,-,-,60S ribosomal protein L9,20201223,-
595528,14900199,CAOG_02141,CAOG_02141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900200,CAOG_02142,CAOG_02142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900201,CAOG_02143,CAOG_02143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900202,CAOG_02144,CAOG_02144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900203,CAOG_02145,CAOG_02145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900204,CAOG_02146,CAOG_02146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900206,CAOG_02147,CAOG_02147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900207,CAOG_02148,CAOG_02148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900208,CAOG_02149,CAOG_02149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900209,CAOG_02150,CAOG_02150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900210,CAOG_02151,CAOG_02151,-,-,Unknown,-,flotillin-1,protein-coding,-,-,-,flotillin-1,20201223,-
595528,14900211,CAOG_02152,CAOG_02152,-,-,Unknown,-,DNA-repair protein rad13,protein-coding,-,-,-,DNA-repair protein rad13,20201223,-
595528,14900212,CAOG_02153,CAOG_02153,-,-,Unknown,-,glutamine-fructose-6-phosphate transaminase 2,protein-coding,-,-,-,glutamine-fructose-6-phosphate transaminase 2,20201223,-
595528,14900213,CAOG_02154,CAOG_02154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900214,CAOG_02155,CAOG_02155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900215,CAOG_02156,CAOG_02156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900216,CAOG_02157,CAOG_02157,-,-,Unknown,-,TBP-associated factor 5,protein-coding,-,-,-,TBP-associated factor 5,20201223,-
595528,14900217,CAOG_02158,CAOG_02158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900218,CAOG_02159,CAOG_02159,-,-,Unknown,-,anhydro-N-acetylmuramic acid kinase,protein-coding,-,-,-,anhydro-N-acetylmuramic acid kinase,20201223,-
595528,14900219,CAOG_02160,CAOG_02160,-,-,Unknown,-,WD repeat protein,protein-coding,-,-,-,WD repeat protein,20201223,-
595528,14900220,CAOG_02161,CAOG_02161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900221,CAOG_02162,CAOG_02162,-,-,Unknown,-,molybdenum cofactor synthesis 1 isoform 1,protein-coding,-,-,-,molybdenum cofactor synthesis 1 isoform 1,20201223,-
595528,14900222,CAOG_02163,CAOG_02163,-,-,Unknown,-,Mov34/MPN/PAD-1 family protein,protein-coding,-,-,-,Mov34/MPN/PAD-1 family protein,20201223,-
595528,14900223,CAOG_02164,CAOG_02164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900224,CAOG_02165,CAOG_02165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900225,CAOG_02166,CAOG_02166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900226,CAOG_02167,CAOG_02167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900227,CAOG_02168,CAOG_02168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900228,CAOG_02169,CAOG_02169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900230,CAOG_02170,CAOG_02170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900231,CAOG_02171,CAOG_02171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900232,CAOG_02172,CAOG_02172,-,-,Unknown,-,glucose-inhibited division protein A,protein-coding,-,-,-,glucose-inhibited division protein A,20201223,-
595528,14900233,CAOG_02173,CAOG_02173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900234,CAOG_02174,CAOG_02174,-,-,Unknown,-,sepiapterin reductase,protein-coding,-,-,-,sepiapterin reductase,20201223,-
595528,14900235,CAOG_02175,CAOG_02175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900236,CAOG_02176,CAOG_02176,-,-,Unknown,-,Ras-like protein Rab-11B,protein-coding,-,-,-,Ras-like protein Rab-11B,20201223,-
595528,14900237,CAOG_02177,CAOG_02177,-,-,Unknown,-,RNA binding protein,protein-coding,-,-,-,RNA binding protein,20201223,-
595528,14900238,CAOG_02178,CAOG_02178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900239,CAOG_02179,CAOG_02179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900240,CAOG_02180,CAOG_02180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900241,CAOG_02181,CAOG_02181,-,-,Unknown,-,endoribonuclease L-PSP,protein-coding,-,-,-,endoribonuclease L-PSP,20201223,-
595528,14900242,CAOG_02182,CAOG_02182,-,-,Unknown,-,protein tyrosine kinase src,protein-coding,-,-,-,protein tyrosine kinase src,20201223,-
595528,14900244,CAOG_02184,CAOG_02184,-,-,Unknown,-,glutamate dehydrogenase,protein-coding,-,-,-,glutamate dehydrogenase,20201223,-
595528,14900245,CAOG_02185,CAOG_02185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900246,CAOG_02186,CAOG_02186,-,-,Unknown,-,chorismate mutase,protein-coding,-,-,-,chorismate mutase,20201223,-
595528,14900247,CAOG_02187,CAOG_02187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900248,CAOG_02188,CAOG_02188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900249,CAOG_02189,CAOG_02189,-,-,Unknown,-,phosphatidylinositol-4-phosphate 5-kinase,protein-coding,-,-,-,phosphatidylinositol-4-phosphate 5-kinase,20201223,-
595528,14900250,CAOG_02190,CAOG_02190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900252,CAOG_02192,CAOG_02192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900253,CAOG_02193,CAOG_02193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900254,CAOG_02194,CAOG_02194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900255,CAOG_02195,CAOG_02195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900256,CAOG_02196,CAOG_02196,-,-,Unknown,-,Usp8 protein,protein-coding,-,-,-,Usp8 protein,20201223,-
595528,14900257,CAOG_02197,CAOG_02197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900258,CAOG_02198,CAOG_02198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900259,CAOG_02199,CAOG_02199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900260,CAOG_02200,CAOG_02200,-,-,Unknown,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201223,-
595528,14900261,CAOG_02201,CAOG_02201,-,-,Unknown,-,pyridoxal-phosphate dependent enzyme,protein-coding,-,-,-,pyridoxal-phosphate dependent enzyme,20201223,-
595528,14900262,CAOG_02202,CAOG_02202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900263,CAOG_02203,CAOG_02203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900264,CAOG_02204,CAOG_02204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900266,CAOG_02205,CAOG_02205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
