#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
933801,10044094,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Acidianus hospitalis str. W1; Acidianus hospitalis strain W1).,other,-,-,-,-,20101221,-
933801,10600548,AHOS_RS05540,AHOS_RS05540,Ahos_1074,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600549,AHOS_RS05545,AHOS_RS05545,Ahos_1075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600550,AHOS_RS05550,AHOS_RS05550,Ahos_1076,-,-,-,aldolase,protein-coding,-,-,-,aldolase,20190827,-
933801,10600551,AHOS_RS05555,AHOS_RS05555,Ahos_1077,-,-,-,sugar nucleotidyltransferase,protein-coding,-,-,-,sugar nucleotidyltransferase,20190827,-
933801,10600552,AHOS_RS05560,AHOS_RS05560,Ahos_1078,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20200830,-
933801,10600553,AHOS_RS05565,AHOS_RS05565,Ahos_1079,-,-,-,ATPase,protein-coding,-,-,-,ATPase,20190827,-
933801,10600554,AHOS_RS05570,AHOS_RS05570,Ahos_1080,-,-,-,gamma-glutamyltransferase family protein,protein-coding,-,-,-,gamma-glutamyltransferase family protein,20190827,-
933801,10600555,AHOS_RS05575,AHOS_RS05575,Ahos_1081,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600556,AHOS_RS05580,AHOS_RS05580,Ahos_1082,-,-,-,nucleotide pyrophosphohydrolase,protein-coding,-,-,-,nucleotide pyrophosphohydrolase,20190827,-
933801,10600557,AHOS_RS05585,AHOS_RS05585,Ahos_1083,-,-,-,tRNA(Met) cytidine acetyltransferase,protein-coding,-,-,-,tRNA(Met) cytidine acetyltransferase,20190827,-
933801,10600558,AHOS_RS05590,AHOS_RS05590,Ahos_1084,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600559,AHOS_RS05595,AHOS_RS05595,Ahos_1085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600560,AHOS_RS05600,AHOS_RS05600,Ahos_1086,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
933801,10600561,AHOS_RS05605,AHOS_RS05605,Ahos_1087,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20190827,-
933801,10600562,AHOS_RS05610,AHOS_RS05610,Ahos_1088,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20200830,-
933801,10600563,AHOS_RS05615,AHOS_RS05615,Ahos_1089,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20200831,-
933801,10600564,AHOS_RS05620,AHOS_RS05620,Ahos_1090,-,-,-,CopG family ribbon-helix-helix protein,protein-coding,-,-,-,CopG family ribbon-helix-helix protein,20200905,-
933801,10600565,AHOS_RS05625,AHOS_RS05625,Ahos_1091,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600566,AHOS_RS05630,AHOS_RS05630,Ahos_1092,-,-,-,homoserine dehydrogenase,protein-coding,-,-,-,homoserine dehydrogenase,20200830,-
933801,10600567,AHOS_RS05635,AHOS_RS05635,Ahos_1093,-,-,-,protoheme IX farnesyltransferase,protein-coding,-,-,-,protoheme IX farnesyltransferase,20190827,-
933801,10600568,AHOS_RS05640,AHOS_RS05640,Ahos_1094,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600569,AHOS_RS05645,AHOS_RS05645,Ahos_1095,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20200830,-
933801,10600570,amrS,AHOS_RS05650,Ahos_1096,-,-,-,AmmeMemoRadiSam system radical SAM enzyme,protein-coding,-,-,-,AmmeMemoRadiSam system radical SAM enzyme,20190827,-
933801,10600571,AHOS_RS05655,AHOS_RS05655,Ahos_1097,-,-,-,DUF309 domain-containing protein,protein-coding,-,-,-,DUF309 domain-containing protein,20200905,-
933801,10600572,AHOS_RS05660,AHOS_RS05660,Ahos_1098,-,-,-,adenosine-specific kinase,protein-coding,-,-,-,adenosine-specific kinase,20200830,-
933801,10600573,AHOS_RS05665,AHOS_RS05665,Ahos_1099,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600574,AHOS_RS05670,AHOS_RS05670,Ahos_1100,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20190827,-
933801,10600575,AHOS_RS05675,AHOS_RS05675,Ahos_1101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600576,AHOS_RS05680,AHOS_RS05680,Ahos_1102,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20200830,-
933801,10600577,AHOS_RS05685,AHOS_RS05685,Ahos_1103,-,-,-,3-hydroxyacyl-CoA dehydrogenase family protein,protein-coding,-,-,-,3-hydroxyacyl-CoA dehydrogenase family protein,20190827,-
933801,10600578,AHOS_RS05690,AHOS_RS05690,Ahos_1104,-,-,-,haloacid dehalogenase,protein-coding,-,-,-,haloacid dehalogenase,20190827,-
933801,10600579,lysX,AHOS_RS05695,Ahos_1105,-,-,-,lysine biosynthesis protein LysX,protein-coding,-,-,-,lysine biosynthesis protein LysX,20190827,-
933801,10600580,carB,AHOS_RS05700,Ahos_1106,-,-,-,carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,protein-coding,-,-,-,carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,20190827,-
933801,10600581,carA,AHOS_RS05705,Ahos_1107,-,-,-,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,protein-coding,-,-,-,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,20200830,-
933801,10600582,argH,AHOS_RS05710,Ahos_1108,-,-,-,argininosuccinate lyase,protein-coding,-,-,-,argininosuccinate lyase,20190827,-
933801,10600583,AHOS_RS05715,AHOS_RS05715,Ahos_1109,-,-,-,argininosuccinate synthase,protein-coding,-,-,-,argininosuccinate synthase,20190827,-
933801,10600584,AHOS_RS05725,AHOS_RS05725,Ahos_1110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600585,AHOS_RS05730,AHOS_RS05730,Ahos_1111,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,protein-coding,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,20190827,-
933801,10600586,AHOS_RS05735,AHOS_RS05735,Ahos_1112,-,-,-,phosphoribosylamine--glycine ligase,protein-coding,-,-,-,phosphoribosylamine--glycine ligase,20190827,-
933801,10600587,AHOS_RS05740,AHOS_RS05740,Ahos_1113,-,-,-,amidophosphoribosyltransferase,protein-coding,-,-,-,amidophosphoribosyltransferase,20190827,-
933801,10600588,purF,AHOS_RS05745,Ahos_1114,-,-,-,amidophosphoribosyltransferase,protein-coding,-,-,-,amidophosphoribosyltransferase,20200905,-
933801,10600589,purL,AHOS_RS05750,Ahos_1115,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurL,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurL,20190827,-
933801,10600590,purQ,AHOS_RS05755,Ahos_1116,-,-,-,phosphoribosylformylglycinamidine synthase I,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase I,20190827,-
933801,10600591,AHOS_RS05760,AHOS_RS05760,Ahos_1117,-,-,-,phosphoribosylaminoimidazolesuccinocarboxamide synthase,protein-coding,-,-,-,phosphoribosylaminoimidazolesuccinocarboxamide synthase,20190827,-
933801,10600592,metG,AHOS_RS05765,Ahos_1118,-,-,-,methionine--tRNA ligase subunit beta,protein-coding,-,-,-,methionine--tRNA ligase subunit beta,20190827,-
933801,10600593,AHOS_RS05770,AHOS_RS05770,Ahos_1119,-,-,-,50S ribosome-binding GTPase,protein-coding,-,-,-,50S ribosome-binding GTPase,20200830,-
933801,10600594,AHOS_RS05775,AHOS_RS05775,Ahos_1120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600595,AHOS_RS05780,AHOS_RS05780,Ahos_1121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600596,AHOS_RS05785,AHOS_RS05785,Ahos_1122,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
933801,10600597,AHOS_RS05790,AHOS_RS05790,Ahos_1123,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20190827,-
933801,10600598,AHOS_RS05795,AHOS_RS05795,Ahos_1124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10600599,AHOS_RS05800,AHOS_RS05800,Ahos_1125,-,-,-,phosphate uptake regulator PhoU,protein-coding,-,-,-,phosphate uptake regulator PhoU,20190827,-
933801,10600601,AHOS_RS05810,AHOS_RS05810,Ahos_1127,-,-,-,orotidine 5'-phosphate decarboxylase,protein-coding,-,-,-,orotidine 5'-phosphate decarboxylase,20190827,-
933801,10600602,AHOS_RS05815,AHOS_RS05815,Ahos_1128,-,-,-,orotate phosphoribosyltransferase,protein-coding,-,-,-,orotate phosphoribosyltransferase,20190827,-
933801,10600603,pyrB,AHOS_RS05820,Ahos_1129,-,-,-,aspartate carbamoyltransferase,protein-coding,-,-,-,aspartate carbamoyltransferase,20190827,-
933801,10600604,AHOS_RS05825,AHOS_RS05825,Ahos_1130,-,-,-,aspartate carbamoyltransferase regulatory subunit,protein-coding,-,-,-,aspartate carbamoyltransferase regulatory subunit,20200830,-
933801,10600605,AHOS_RS05830,AHOS_RS05830,Ahos_1131,-,-,-,2-polyprenylphenol hydroxylase,protein-coding,-,-,-,2-polyprenylphenol hydroxylase,20190827,-
933801,10600606,AHOS_RS05835,AHOS_RS05835,Ahos_1132,-,-,-,dihydroorotase,protein-coding,-,-,-,dihydroorotase,20190827,-
933801,10600607,AHOS_RS05840,AHOS_RS05840,Ahos_1133,-,-,-,tRNA-dihydrouridine synthase,protein-coding,-,-,-,tRNA-dihydrouridine synthase,20200830,-
933801,10600608,AHOS_RS05845,AHOS_RS05845,Ahos_1134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600609,AHOS_RS05850,AHOS_RS05850,Ahos_1135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600610,AHOS_RS05855,AHOS_RS05855,Ahos_1136,-,-,-,MarC family protein,protein-coding,-,-,-,MarC family protein,20190827,-
933801,10600611,AHOS_RS05860,AHOS_RS05860,Ahos_1137,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20200830,-
933801,10600612,AHOS_RS05865,AHOS_RS05865,Ahos_1138,-,-,-,DNA-directed RNA polymerase subunit M,protein-coding,-,-,-,DNA-directed RNA polymerase subunit M,20190827,-
933801,10600613,AHOS_RS05870,AHOS_RS05870,Ahos_1139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600614,AHOS_RS05875,AHOS_RS05875,Ahos_1140,-,-,-,B12-binding domain-containing radical SAM protein,protein-coding,-,-,-,B12-binding domain-containing radical SAM protein,20190827,-
933801,10600615,serS,AHOS_RS05880,Ahos_1141,-,-,-,serine--tRNA ligase,protein-coding,-,-,-,serine--tRNA ligase,20190827,-
933801,10600616,AHOS_RS05885,AHOS_RS05885,Ahos_1142,-,-,-,metal-sulfur cluster assembly factor,protein-coding,-,-,-,metal-sulfur cluster assembly factor,20190827,-
933801,10600617,hisI,AHOS_RS05890,Ahos_1143,-,-,-,phosphoribosyl-AMP cyclohydrolase,protein-coding,-,-,-,phosphoribosyl-AMP cyclohydrolase,20200830,-
933801,10600618,hisH,AHOS_RS05895,Ahos_1144,-,-,-,imidazole glycerol phosphate synthase subunit HisH,protein-coding,-,-,-,imidazole glycerol phosphate synthase subunit HisH,20190827,-
933801,10600619,hisE,AHOS_RS05900,Ahos_1145,-,-,-,phosphoribosyl-ATP diphosphatase,protein-coding,-,-,-,phosphoribosyl-ATP diphosphatase,20200830,-
933801,10600620,hisD,AHOS_RS05905,Ahos_1146,-,-,-,histidinol dehydrogenase,protein-coding,-,-,-,histidinol dehydrogenase,20190827,-
933801,10600621,hisF,AHOS_RS05910,Ahos_1147,-,-,-,imidazole glycerol phosphate synthase subunit HisF,protein-coding,-,-,-,imidazole glycerol phosphate synthase subunit HisF,20190827,-
933801,10600622,hisBd,AHOS_RS05915,Ahos_1148,-,-,-,imidazoleglycerol-phosphate dehydratase,protein-coding,-,-,-,imidazoleglycerol-phosphate dehydratase,20190827,-
933801,10600623,AHOS_RS05920,AHOS_RS05920,Ahos_1149,-,-,-,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,protein-coding,-,-,-,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,20200919,-
933801,10600624,AHOS_RS05925,AHOS_RS05925,Ahos_1150,-,-,-,ATP phosphoribosyltransferase,protein-coding,-,-,-,ATP phosphoribosyltransferase,20190827,-
933801,10600625,hisC,AHOS_RS05930,Ahos_1151,-,-,-,histidinol-phosphate transaminase,protein-coding,-,-,-,histidinol-phosphate transaminase,20190827,-
933801,10600626,AHOS_RS05935,AHOS_RS05935,Ahos_1152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600627,leuS,AHOS_RS05940,Ahos_1153,-,-,-,leucine--tRNA ligase,protein-coding,-,-,-,leucine--tRNA ligase,20190827,-
933801,10600628,AHOS_RS05945,AHOS_RS05945,Ahos_1154,-,-,-,"cob(I)yrinic acid a,c-diamide adenosyltransferase",protein-coding,-,-,-,"cob(I)yrinic acid a,c-diamide adenosyltransferase",20200830,-
933801,10600629,AHOS_RS05950,AHOS_RS05950,Ahos_1155,-,-,-,TIGR00269 family protein,protein-coding,-,-,-,TIGR00269 family protein,20190827,-
933801,10600630,AHOS_RS05955,AHOS_RS05955,Ahos_1156,-,-,-,DUF211 domain-containing protein,protein-coding,-,-,-,DUF211 domain-containing protein,20200905,-
933801,10600631,speD,AHOS_RS05960,Ahos_1157,-,-,-,adenosylmethionine decarboxylase,protein-coding,-,-,-,adenosylmethionine decarboxylase,20200919,-
933801,10600632,AHOS_RS05965,AHOS_RS05965,Ahos_1158,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600633,AHOS_RS05970,AHOS_RS05970,Ahos_1159,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600634,AHOS_RS05975,AHOS_RS05975,Ahos_1160,-,-,-,UbiA family prenyltransferase,protein-coding,-,-,-,UbiA family prenyltransferase,20200830,-
933801,10600635,AHOS_RS05980,AHOS_RS05980,Ahos_1161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600636,AHOS_RS05985,AHOS_RS05985,Ahos_1162,-,-,-,50S ribosome-binding GTPase,protein-coding,-,-,-,50S ribosome-binding GTPase,20200830,-
933801,10600637,AHOS_RS05990,AHOS_RS05990,Ahos_1163,-,-,-,magnesium-dependent phosphatase-1,protein-coding,-,-,-,magnesium-dependent phosphatase-1,20190827,-
933801,10600638,AHOS_RS05995,AHOS_RS05995,Ahos_1164,-,-,-,acetolactate synthase large subunit,protein-coding,-,-,-,acetolactate synthase large subunit,20190827,-
933801,10600639,AHOS_RS06000,AHOS_RS06000,Ahos_1165,-,-,-,ACT domain-containing protein,protein-coding,-,-,-,ACT domain-containing protein,20200905,-
933801,10600640,ilvC,AHOS_RS06005,Ahos_1166,-,-,-,ketol-acid reductoisomerase,protein-coding,-,-,-,ketol-acid reductoisomerase,20190827,-
933801,10600641,AHOS_RS06010,AHOS_RS06010,Ahos_1167,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20190827,-
933801,10600642,tadA,AHOS_RS06015,Ahos_1168,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20200830,-
933801,10600643,pdxT,AHOS_RS06020,Ahos_1169,-,-,-,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,protein-coding,-,-,-,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,20190827,-
933801,10600644,pdxS,AHOS_RS06025,Ahos_1170,-,-,-,pyridoxal 5'-phosphate synthase lyase subunit PdxS,protein-coding,-,-,-,pyridoxal 5'-phosphate synthase lyase subunit PdxS,20190827,-
933801,10600645,AHOS_RS06030,AHOS_RS06030,Ahos_1171,-,-,-,30S ribosomal protein S26e,protein-coding,-,-,-,30S ribosomal protein S26e,20200830,-
933801,10600646,AHOS_RS06035,AHOS_RS06035,Ahos_1172,-,-,-,proline--tRNA ligase,protein-coding,-,-,-,proline--tRNA ligase,20190827,-
933801,10600647,AHOS_RS06040,AHOS_RS06040,Ahos_1173,-,-,-,ATP synthase subunit K,protein-coding,-,-,-,ATP synthase subunit K,20200830,-
933801,10600648,AHOS_RS06045,AHOS_RS06045,Ahos_1174,-,-,-,V-type ATP synthase subunit D,protein-coding,-,-,-,V-type ATP synthase subunit D,20190827,-
933801,10600649,AHOS_RS06050,AHOS_RS06050,Ahos_1175,-,-,-,ATP synthase subunit B,protein-coding,-,-,-,ATP synthase subunit B,20190827,-
933801,10600650,AHOS_RS06055,AHOS_RS06055,Ahos_1176,-,-,-,ATP synthase subunit A,protein-coding,-,-,-,ATP synthase subunit A,20190827,-
933801,10600651,AHOS_RS06060,AHOS_RS06060,Ahos_1177,-,-,-,V-type ATP synthase subunit E,protein-coding,-,-,-,V-type ATP synthase subunit E,20200830,-
933801,10600652,AHOS_RS06065,AHOS_RS06065,Ahos_1178,-,-,-,V-type ATP synthase subunit F,protein-coding,-,-,-,V-type ATP synthase subunit F,20200912,-
933801,10600653,AHOS_RS06070,AHOS_RS06070,Ahos_1179,-,-,-,V-type ATP synthase subunit I,protein-coding,-,-,-,V-type ATP synthase subunit I,20190827,-
933801,10600654,AHOS_RS06075,AHOS_RS06075,Ahos_1180,-,-,-,methionine--tRNA ligase,protein-coding,-,-,-,methionine--tRNA ligase,20190827,-
933801,10600655,AHOS_RS06080,AHOS_RS06080,Ahos_1181,-,-,-,DNA primase large subunit,protein-coding,-,-,-,DNA primase large subunit,20190827,-
933801,10600656,AHOS_RS06085,AHOS_RS06085,Ahos_1182,-,-,-,CDP-alcohol phosphatidyltransferase family protein,protein-coding,-,-,-,CDP-alcohol phosphatidyltransferase family protein,20210529,-
933801,10600657,AHOS_RS06090,AHOS_RS06090,Ahos_1183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600658,AHOS_RS06095,AHOS_RS06095,Ahos_1184,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200905,-
933801,10600659,AHOS_RS06100,AHOS_RS06100,Ahos_1185,-,-,-,DUF2286 domain-containing protein,protein-coding,-,-,-,DUF2286 domain-containing protein,20190827,-
933801,10600660,AHOS_RS06105,AHOS_RS06105,Ahos_1186,-,-,-,DNA-directed DNA polymerase I,protein-coding,-,-,-,DNA-directed DNA polymerase I,20190827,-
933801,10600661,AHOS_RS06110,AHOS_RS06110,Ahos_t0027,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600662,AHOS_RS06115,AHOS_RS06115,Ahos_1187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600664,AHOS_RS06120,AHOS_RS06120,Ahos_1188,-,-,-,myo-inositol-1-phosphate synthase,protein-coding,-,-,-,myo-inositol-1-phosphate synthase,20190827,-
933801,10600665,nuoN,AHOS_RS06125,Ahos_1189,-,-,-,NADH-quinone oxidoreductase subunit NuoN,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit NuoN,20190827,-
933801,10600666,AHOS_RS06130,AHOS_RS06130,Ahos_1190,-,-,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20190827,-
933801,10600667,nuoK,AHOS_RS06135,Ahos_1191,-,-,-,NADH-quinone oxidoreductase subunit NuoK,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit NuoK,20190827,-
933801,10600668,AHOS_RS06140,AHOS_RS06140,Ahos_1192,-,-,-,NADH-quinone oxidoreductase subunit J,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit J,20190827,-
933801,10600669,nuoI,AHOS_RS06145,Ahos_1193,-,-,-,NADH-quinone oxidoreductase subunit NuoI,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit NuoI,20190827,-
933801,10600670,nuoH,AHOS_RS06150,Ahos_1194,-,-,-,NADH-quinone oxidoreductase subunit NuoH,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit NuoH,20190827,-
933801,10600671,AHOS_RS06155,AHOS_RS06155,Ahos_1195,-,-,-,NADH-quinone oxidoreductase subunit D,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit D,20190827,-
933801,10600672,AHOS_RS06160,AHOS_RS06160,Ahos_1196,-,-,-,NADH-quinone oxidoreductase subunit C,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit C,20190827,-
933801,10600673,ndhC,AHOS_RS06165,Ahos_1197,-,-,-,NADH-quinone oxidoreductase subunit A,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit A,20200830,-
933801,10600674,AHOS_RS06170,AHOS_RS06170,Ahos_1198,-,-,-,FAD-dependent thymidylate synthase,protein-coding,-,-,-,FAD-dependent thymidylate synthase,20200905,-
933801,10600675,AHOS_RS06175,AHOS_RS06175,Ahos_1199,-,-,-,DUF2175 domain-containing protein,protein-coding,-,-,-,DUF2175 domain-containing protein,20190827,-
933801,10600676,AHOS_RS06180,AHOS_RS06180,Ahos_1200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600677,AHOS_RS06185,AHOS_RS06185,Ahos_1201,-,-,-,DUF364 domain-containing protein,protein-coding,-,-,-,DUF364 domain-containing protein,20200905,-
933801,10600678,AHOS_RS06190,AHOS_RS06190,Ahos_1202,-,-,-,NDP-sugar synthase,protein-coding,-,-,-,NDP-sugar synthase,20190827,-
933801,10600679,AHOS_RS06195,AHOS_RS06195,Ahos_1203,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20190827,-
933801,10600680,AHOS_RS06200,AHOS_RS06200,Ahos_1204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600681,AHOS_RS06205,AHOS_RS06205,Ahos_1205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10600682,AHOS_RS06210,AHOS_RS06210,Ahos_1206,-,-,-,thioredoxin family protein,protein-coding,-,-,-,thioredoxin family protein,20200830,-
933801,10600683,AHOS_RS06215,AHOS_RS06215,Ahos_1207,-,-,-,ATP-dependent DNA helicase,protein-coding,-,-,-,ATP-dependent DNA helicase,20190827,-
933801,10600684,thiC,AHOS_RS06225,Ahos_1208,-,-,-,phosphomethylpyrimidine synthase ThiC,protein-coding,-,-,-,phosphomethylpyrimidine synthase ThiC,20190827,-
933801,10600685,AHOS_RS06230,AHOS_RS06230,Ahos_1209,-,-,-,Rieske (2Fe-2S) protein,protein-coding,-,-,-,Rieske (2Fe-2S) protein,20190827,-
933801,10600686,AHOS_RS06235,AHOS_RS06235,Ahos_1210,-,-,-,type I 3-dehydroquinate dehydratase,protein-coding,-,-,-,type I 3-dehydroquinate dehydratase,20200905,-
933801,10600687,AHOS_RS06240,AHOS_RS06240,Ahos_1211,-,-,-,3-phosphoshikimate 1-carboxyvinyltransferase,protein-coding,-,-,-,3-phosphoshikimate 1-carboxyvinyltransferase,20190827,-
933801,10600688,AHOS_RS06245,AHOS_RS06245,Ahos_1212,-,-,-,shikimate kinase,protein-coding,-,-,-,shikimate kinase,20190827,-
933801,10600689,aroC,AHOS_RS06250,Ahos_1213,-,-,-,chorismate synthase,protein-coding,-,-,-,chorismate synthase,20200830,-
933801,10600690,AHOS_RS06255,AHOS_RS06255,Ahos_1214,-,-,-,shikimate dehydrogenase,protein-coding,-,-,-,shikimate dehydrogenase,20190827,-
933801,10600691,AHOS_RS06260,AHOS_RS06260,Ahos_1215,-,-,-,3-dehydroquinate synthase,protein-coding,-,-,-,3-dehydroquinate synthase,20190827,-
933801,10600692,aroF,AHOS_RS06265,Ahos_1216,-,-,-,3-deoxy-7-phosphoheptulonate synthase,protein-coding,-,-,-,3-deoxy-7-phosphoheptulonate synthase,20190827,-
933801,10600693,AHOS_RS06270,AHOS_RS06270,Ahos_1217,-,-,-,chorismate mutase,protein-coding,-,-,-,chorismate mutase,20190827,-
933801,10600694,AHOS_RS06275,AHOS_RS06275,Ahos_1218,-,-,-,transketolase family protein,protein-coding,-,-,-,transketolase family protein,20190827,-
933801,10600695,AHOS_RS06280,AHOS_RS06280,Ahos_1219,-,-,-,transketolase,protein-coding,-,-,-,transketolase,20190827,-
933801,10600696,AHOS_RS06285,AHOS_RS06285,Ahos_1220,-,-,-,HesA/MoeB/ThiF family protein,protein-coding,-,-,-,HesA/MoeB/ThiF family protein,20190827,-
933801,10600697,AHOS_RS06290,AHOS_RS06290,Ahos_1221,-,-,-,flippase-like domain-containing protein,protein-coding,-,-,-,flippase-like domain-containing protein,20200830,-
933801,10600698,AHOS_RS06295,AHOS_RS06295,Ahos_1222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600699,AHOS_RS06300,AHOS_RS06300,Ahos_1223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600700,AHOS_RS06305,AHOS_RS06305,Ahos_1224,-,-,-,50S ribosomal protein L16,protein-coding,-,-,-,50S ribosomal protein L16,20200905,-
933801,10600701,dph2,AHOS_RS06310,Ahos_1225,-,-,-,diphthamide biosynthesis enzyme Dph2,protein-coding,-,-,-,diphthamide biosynthesis enzyme Dph2,20190827,-
933801,10600702,AHOS_RS06315,AHOS_RS06315,Ahos_1226,-,-,-,exosome complex RNA-binding protein Csl4,protein-coding,-,-,-,exosome complex RNA-binding protein Csl4,20200830,-
933801,10600703,AHOS_RS06320,AHOS_RS06320,Ahos_1227,-,-,-,DNA-directed RNA polymerase subunit L,protein-coding,-,-,-,DNA-directed RNA polymerase subunit L,20190827,-
933801,10600704,AHOS_RS06330,AHOS_RS06330,Ahos_1228,-,-,-,transcription factor S,protein-coding,-,-,-,transcription factor S,20200912,-
933801,10600705,AHOS_RS06335,AHOS_RS06335,Ahos_t0028,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600706,AHOS_RS06340,AHOS_RS06340,Ahos_1229,-,-,-,-,pseudo,-,-,-,-,20190827,-
933801,10600708,AHOS_RS06345,AHOS_RS06345,Ahos_1231,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,protein-coding,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,20200830,-
933801,10600710,AHOS_RS06350,AHOS_RS06350,Ahos_1233,-,-,-,type II toxin-antitoxin system death-on-curing family toxin,protein-coding,-,-,-,type II toxin-antitoxin system death-on-curing family toxin,20190827,-
