#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392248,36540034,P168DRAFT_10038,P168DRAFT_10038,-,-,Unknown,-,Golgi apparatus membrane protein tvp18,protein-coding,-,-,-,Golgi apparatus membrane protein tvp18,20180512,-
1392248,36544589,P168DRAFT_289735,P168DRAFT_289735,-,-,Unknown,-,"DNA-directed RNA polymerase I, II, and III subunit Rpb6",protein-coding,-,-,-,"DNA-directed RNA polymerase I, II, and III subunit Rpb6",20180512,-
1392248,36544590,P168DRAFT_289741,P168DRAFT_289741,-,-,Unknown,-,guanine-N(7)--methyltransferase subunit trm82,protein-coding,-,-,-,guanine-N(7)--methyltransferase subunit trm82,20180512,-
1392248,36544591,P168DRAFT_289742,P168DRAFT_289742,-,-,Unknown,-,uroporphyrinogen decarboxylase,protein-coding,-,-,-,uroporphyrinogen decarboxylase,20180512,-
1392248,36544592,P168DRAFT_289748,P168DRAFT_289748,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20180512,-
1392248,36544593,P168DRAFT_289769,P168DRAFT_289769,-,-,Unknown,-,"dynein light chain, cytoplasmic",protein-coding,-,-,-,"dynein light chain, cytoplasmic",20180512,-
1392248,36544594,P168DRAFT_289770,P168DRAFT_289770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544595,P168DRAFT_289772,P168DRAFT_289772,-,-,Unknown,-,translocon protein Sec61beta,protein-coding,-,-,-,translocon protein Sec61beta,20180512,-
1392248,36544596,P168DRAFT_289778,P168DRAFT_289778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544597,P168DRAFT_289779,P168DRAFT_289779,-,-,Unknown,-,phosphatase 1 regulatory subunit SDS22,protein-coding,-,-,-,phosphatase 1 regulatory subunit SDS22,20180512,-
1392248,36544598,P168DRAFT_289781,P168DRAFT_289781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544599,P168DRAFT_289783,P168DRAFT_289783,-,-,Unknown,-,putative Sin3 complex subunit,protein-coding,-,-,-,putative Sin3 complex subunit,20180502,-
1392248,36544600,P168DRAFT_289784,P168DRAFT_289784,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20180512,-
1392248,36544601,P168DRAFT_289785,P168DRAFT_289785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544602,P168DRAFT_289789,P168DRAFT_289789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544603,P168DRAFT_289790,P168DRAFT_289790,-,-,Unknown,-,RING finger domain protein,protein-coding,-,-,-,RING finger domain protein,20180512,-
1392248,36544604,P168DRAFT_289795,P168DRAFT_289795,-,-,Unknown,-,sterol glucosyltransferase,protein-coding,-,-,-,sterol glucosyltransferase,20180512,-
1392248,36544605,P168DRAFT_289810,P168DRAFT_289810,-,-,Unknown,-,putative threonine aldolase,protein-coding,-,-,-,putative threonine aldolase,20180512,-
1392248,36544606,P168DRAFT_289815,P168DRAFT_289815,-,-,Unknown,-,MFS sugar transporter,protein-coding,-,-,-,MFS sugar transporter,20180512,-
1392248,36544607,P168DRAFT_289819,P168DRAFT_289819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544608,P168DRAFT_289821,P168DRAFT_289821,-,-,Unknown,-,HbrB-like protein,protein-coding,-,-,-,HbrB-like protein,20180512,-
1392248,36544609,P168DRAFT_289832,P168DRAFT_289832,-,-,Unknown,-,Xaa-Pro aminopeptidase,protein-coding,-,-,-,Xaa-Pro aminopeptidase,20180512,-
1392248,36544610,P168DRAFT_289835,P168DRAFT_289835,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20180512,-
1392248,36544611,P168DRAFT_289840,P168DRAFT_289840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544612,P168DRAFT_289841,P168DRAFT_289841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544613,P168DRAFT_289848,P168DRAFT_289848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544614,P168DRAFT_289855,P168DRAFT_289855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544615,P168DRAFT_289857,P168DRAFT_289857,-,-,Unknown,-,intermembrane space protein,protein-coding,-,-,-,intermembrane space protein,20180512,-
1392248,36544616,P168DRAFT_289860,P168DRAFT_289860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544617,P168DRAFT_289862,P168DRAFT_289862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544618,P168DRAFT_289872,P168DRAFT_289872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544619,P168DRAFT_289878,P168DRAFT_289878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544620,P168DRAFT_289886,P168DRAFT_289886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544621,P168DRAFT_289889,P168DRAFT_289889,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544622,P168DRAFT_289898,P168DRAFT_289898,-,-,Unknown,-,putative COPII-coated vesicle protein,protein-coding,-,-,-,putative COPII-coated vesicle protein,20180512,-
1392248,36544623,P168DRAFT_289899,P168DRAFT_289899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544624,P168DRAFT_289903,P168DRAFT_289903,-,-,Unknown,-,ZIP zinc transporter,protein-coding,-,-,-,ZIP zinc transporter,20180512,-
1392248,36544625,P168DRAFT_289913,P168DRAFT_289913,-,-,Unknown,-,putative AflR-like C6 zinc cluster transcription factor,protein-coding,-,-,-,putative AflR-like C6 zinc cluster transcription factor,20180512,-
1392248,36544626,P168DRAFT_289915,P168DRAFT_289915,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20180512,-
1392248,36544627,P168DRAFT_289918,P168DRAFT_289918,-,-,Unknown,-,agmatinase 1,protein-coding,-,-,-,agmatinase 1,20180512,-
1392248,36544628,P168DRAFT_289920,P168DRAFT_289920,-,-,Unknown,-,GAF domain nucleotide-binding protein,protein-coding,-,-,-,GAF domain nucleotide-binding protein,20180512,-
1392248,36544629,P168DRAFT_289922,P168DRAFT_289922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544630,P168DRAFT_289932,P168DRAFT_289932,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20180512,-
1392248,36544631,P168DRAFT_289935,P168DRAFT_289935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544632,P168DRAFT_289939,P168DRAFT_289939,-,-,Unknown,-,putative C-4 methylsterol oxidase,protein-coding,-,-,-,putative C-4 methylsterol oxidase,20180512,-
1392248,36544633,P168DRAFT_289941,P168DRAFT_289941,-,-,Unknown,-,CCCH zinc finger DNA binding protein,protein-coding,-,-,-,CCCH zinc finger DNA binding protein,20180502,-
1392248,36544634,P168DRAFT_289944,P168DRAFT_289944,-,-,Unknown,-,Phosphoenolpyruvate/pyruvate domain-containing protein,protein-coding,-,-,-,Phosphoenolpyruvate/pyruvate domain-containing protein,20180512,-
1392248,36544635,P168DRAFT_289951,P168DRAFT_289951,-,-,Unknown,-,NmrA-like family protein,protein-coding,-,-,-,NmrA-like family protein,20180512,-
1392248,36544636,P168DRAFT_289953,P168DRAFT_289953,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20180512,-
1392248,36544637,P168DRAFT_289961,P168DRAFT_289961,-,-,Unknown,-,putative mitochondrial intermembrane space translocase subunit Tim9,protein-coding,-,-,-,putative mitochondrial intermembrane space translocase subunit Tim9,20180512,-
1392248,36544638,P168DRAFT_289968,P168DRAFT_289968,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544639,P168DRAFT_289971,P168DRAFT_289971,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20180512,-
1392248,36544640,P168DRAFT_289973,P168DRAFT_289973,-,-,Unknown,-,SGNH hydrolase,protein-coding,-,-,-,SGNH hydrolase,20180512,-
1392248,36544641,P168DRAFT_289974,P168DRAFT_289974,-,-,Unknown,-,nucleoside diphosphate-sugar hydrolase of the mutt family,protein-coding,-,-,-,nucleoside diphosphate-sugar hydrolase of the mutt family,20180512,-
1392248,36544642,P168DRAFT_289981,P168DRAFT_289981,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544643,P168DRAFT_289986,P168DRAFT_289986,-,-,Unknown,-,sulfate/bicarbonate/oxalate exchanger SAT-1,protein-coding,-,-,-,sulfate/bicarbonate/oxalate exchanger SAT-1,20180512,-
1392248,36544644,P168DRAFT_290011,P168DRAFT_290011,-,-,Unknown,-,nitrilase-like protein,protein-coding,-,-,-,nitrilase-like protein,20180512,-
1392248,36544645,P168DRAFT_290012,P168DRAFT_290012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544646,P168DRAFT_290021,P168DRAFT_290021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544647,P168DRAFT_290037,P168DRAFT_290037,-,-,Unknown,-,putative serine/threonine protein kinase,protein-coding,-,-,-,putative serine/threonine protein kinase,20180512,-
1392248,36544648,P168DRAFT_290045,P168DRAFT_290045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544649,P168DRAFT_290053,P168DRAFT_290053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544650,P168DRAFT_290054,P168DRAFT_290054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544651,P168DRAFT_290056,P168DRAFT_290056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544652,P168DRAFT_290057,P168DRAFT_290057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544653,P168DRAFT_290058,P168DRAFT_290058,-,-,Unknown,-,tubulin binding cofactor A,protein-coding,-,-,-,tubulin binding cofactor A,20180512,-
1392248,36544654,P168DRAFT_290062,P168DRAFT_290062,-,-,Unknown,-,ubiquitin,protein-coding,-,-,-,ubiquitin,20180512,-
1392248,36544655,P168DRAFT_290068,P168DRAFT_290068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544656,P168DRAFT_290069,P168DRAFT_290069,-,-,Unknown,-,protein kinase,protein-coding,-,-,-,protein kinase,20180512,-
1392248,36544657,P168DRAFT_290078,P168DRAFT_290078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544658,P168DRAFT_290087,P168DRAFT_290087,-,-,Unknown,-,class I glutamine amidotransferase-like protein,protein-coding,-,-,-,class I glutamine amidotransferase-like protein,20180512,-
1392248,36544659,P168DRAFT_290095,P168DRAFT_290095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544660,P168DRAFT_290099,P168DRAFT_290099,-,-,Unknown,-,putative cyclin-dependent protein kinase complex component,protein-coding,-,-,-,putative cyclin-dependent protein kinase complex component,20180512,-
1392248,36544661,P168DRAFT_290104,P168DRAFT_290104,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20180512,-
1392248,36544662,P168DRAFT_290111,P168DRAFT_290111,-,-,Unknown,-,thioesterase family protein,protein-coding,-,-,-,thioesterase family protein,20180512,-
1392248,36544663,P168DRAFT_290116,P168DRAFT_290116,-,-,Unknown,-,60S ribosomal protein L18,protein-coding,-,-,-,60S ribosomal protein L18,20180512,-
1392248,36544664,P168DRAFT_290124,P168DRAFT_290124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544665,P168DRAFT_290131,P168DRAFT_290131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544666,P168DRAFT_290132,P168DRAFT_290132,-,-,Unknown,-,"proteasome endopeptidase complex, beta subunit",protein-coding,-,-,-,"proteasome endopeptidase complex, beta subunit",20180512,-
1392248,36544667,P168DRAFT_290139,P168DRAFT_290139,-,-,Unknown,-,actin-related protein 2/3 complex subunit 1A,protein-coding,-,-,-,actin-related protein 2/3 complex subunit 1A,20180512,-
1392248,36544668,P168DRAFT_290140,P168DRAFT_290140,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20180512,-
1392248,36544669,P168DRAFT_290144,P168DRAFT_290144,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20180502,-
1392248,36544670,P168DRAFT_290157,P168DRAFT_290157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544671,P168DRAFT_290159,P168DRAFT_290159,-,-,Unknown,-,putative endoplasmic reticulum calcium ATPase,protein-coding,-,-,-,putative endoplasmic reticulum calcium ATPase,20180512,-
1392248,36544672,P168DRAFT_290160,P168DRAFT_290160,-,-,Unknown,-,multifunctional chaperone,protein-coding,-,-,-,multifunctional chaperone,20180512,-
1392248,36544673,P168DRAFT_290164,P168DRAFT_290164,-,-,Unknown,-,26S protease regulatory subunit S10B,protein-coding,-,-,-,26S protease regulatory subunit S10B,20180512,-
1392248,36544674,P168DRAFT_290165,P168DRAFT_290165,-,-,Unknown,-,putative carboxypeptidase,protein-coding,-,-,-,putative carboxypeptidase,20180512,-
1392248,36544675,P168DRAFT_290168,P168DRAFT_290168,-,-,Unknown,-,polynucleotide kinase 3'-phosphatase,protein-coding,-,-,-,polynucleotide kinase 3'-phosphatase,20180512,-
1392248,36544676,P168DRAFT_290169,P168DRAFT_290169,-,-,Unknown,-,putative RNA polymerase II mediator complex subunit Srb5,protein-coding,-,-,-,putative RNA polymerase II mediator complex subunit Srb5,20180512,-
1392248,36544677,P168DRAFT_290181,P168DRAFT_290181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544678,P168DRAFT_290196,P168DRAFT_290196,-,-,Unknown,-,Nulp1-pending protein,protein-coding,-,-,-,Nulp1-pending protein,20180512,-
1392248,36544679,P168DRAFT_290199,P168DRAFT_290199,-,-,Unknown,-,putative importin beta-3 subunit,protein-coding,-,-,-,putative importin beta-3 subunit,20180512,-
1392248,36544680,P168DRAFT_290202,P168DRAFT_290202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544681,P168DRAFT_290209,P168DRAFT_290209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544682,P168DRAFT_290219,P168DRAFT_290219,-,-,Unknown,-,glycerol uptake facilitator,protein-coding,-,-,-,glycerol uptake facilitator,20180512,-
1392248,36544683,P168DRAFT_290220,P168DRAFT_290220,-,-,Unknown,-,Aminomethyltransferase folate-binding domain-containing protein,protein-coding,-,-,-,Aminomethyltransferase folate-binding domain-containing protein,20180512,-
1392248,36544684,P168DRAFT_290224,P168DRAFT_290224,-,-,Unknown,-,DUF367-domain-containing protein,protein-coding,-,-,-,DUF367-domain-containing protein,20180512,-
1392248,36544685,P168DRAFT_290226,P168DRAFT_290226,-,-,Unknown,-,VHS-domain-containing protein,protein-coding,-,-,-,VHS-domain-containing protein,20180512,-
1392248,36544686,P168DRAFT_290227,P168DRAFT_290227,-,-,Unknown,-,CBS domain protein,protein-coding,-,-,-,CBS domain protein,20180512,-
1392248,36544687,P168DRAFT_290230,P168DRAFT_290230,-,-,Unknown,-,actin filament organization App1-like protein,protein-coding,-,-,-,actin filament organization App1-like protein,20180512,-
1392248,36544688,P168DRAFT_290232,P168DRAFT_290232,-,-,Unknown,-,Golgi phospho protein 3 domain-containing protein,protein-coding,-,-,-,Golgi phospho protein 3 domain-containing protein,20180512,-
1392248,36544689,P168DRAFT_290235,P168DRAFT_290235,-,-,Unknown,-,SURF6-domain-containing protein,protein-coding,-,-,-,SURF6-domain-containing protein,20180512,-
1392248,36544690,P168DRAFT_290243,P168DRAFT_290243,-,-,Unknown,-,mitochondrial carrier protein,protein-coding,-,-,-,mitochondrial carrier protein,20180512,-
1392248,36544691,P168DRAFT_290250,P168DRAFT_290250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544692,P168DRAFT_290252,P168DRAFT_290252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544693,P168DRAFT_290256,P168DRAFT_290256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544694,P168DRAFT_290264,P168DRAFT_290264,-,-,Unknown,-,26S protease regulatory subunit 6A,protein-coding,-,-,-,26S protease regulatory subunit 6A,20180512,-
1392248,36544695,P168DRAFT_290270,P168DRAFT_290270,-,-,Unknown,-,Mn2+ homeostasis protein,protein-coding,-,-,-,Mn2+ homeostasis protein,20180512,-
1392248,36544696,P168DRAFT_290273,P168DRAFT_290273,-,-,Unknown,-,N-acetylglucosamine-phosphate mutase,protein-coding,-,-,-,N-acetylglucosamine-phosphate mutase,20180512,-
1392248,36544697,P168DRAFT_290280,P168DRAFT_290280,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20180512,-
1392248,36544698,P168DRAFT_290290,P168DRAFT_290290,-,-,Unknown,-,putative L-serine dehydratase,protein-coding,-,-,-,putative L-serine dehydratase,20180512,-
1392248,36544699,P168DRAFT_290294,P168DRAFT_290294,-,-,Unknown,-,putative glutaredoxin Grx1,protein-coding,-,-,-,putative glutaredoxin Grx1,20180512,-
1392248,36544700,P168DRAFT_290300,P168DRAFT_290300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544701,P168DRAFT_290302,P168DRAFT_290302,-,-,Unknown,-,putative AP-1 adaptor complex subunit gamma,protein-coding,-,-,-,putative AP-1 adaptor complex subunit gamma,20180512,-
1392248,36544702,P168DRAFT_290305,P168DRAFT_290305,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20180512,-
1392248,36544703,P168DRAFT_290310,P168DRAFT_290310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544704,P168DRAFT_290311,P168DRAFT_290311,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 10,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 10,20180512,-
1392248,36544705,P168DRAFT_290318,P168DRAFT_290318,-,-,Unknown,-,secretory pathway Sec39,protein-coding,-,-,-,secretory pathway Sec39,20180512,-
1392248,36544706,P168DRAFT_290319,P168DRAFT_290319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544707,P168DRAFT_290326,P168DRAFT_290326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544708,P168DRAFT_290327,P168DRAFT_290327,-,-,Unknown,-,mannose 6-phosphate receptor domain-containing protein,protein-coding,-,-,-,mannose 6-phosphate receptor domain-containing protein,20180512,-
1392248,36544709,P168DRAFT_290331,P168DRAFT_290331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544710,P168DRAFT_290335,P168DRAFT_290335,-,-,Unknown,-,protein phosphatase,protein-coding,-,-,-,protein phosphatase,20180512,-
1392248,36544711,P168DRAFT_290336,P168DRAFT_290336,-,-,Unknown,-,ribosomal protein S3,protein-coding,-,-,-,ribosomal protein S3,20180512,-
1392248,36544712,P168DRAFT_290345,P168DRAFT_290345,-,-,Unknown,-,cysteine dioxygenase,protein-coding,-,-,-,cysteine dioxygenase,20180512,-
1392248,36544713,P168DRAFT_290352,P168DRAFT_290352,-,-,Unknown,-,putative inosine-uridine preferring nucleoside hydrolase,protein-coding,-,-,-,putative inosine-uridine preferring nucleoside hydrolase,20180512,-
1392248,36544714,P168DRAFT_290354,P168DRAFT_290354,-,-,Unknown,-,40S ribosomal protein S12,protein-coding,-,-,-,40S ribosomal protein S12,20180512,-
1392248,36544715,P168DRAFT_290355,P168DRAFT_290355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544716,P168DRAFT_290362,P168DRAFT_290362,-,-,Unknown,-,putative transcription factor SipA3,protein-coding,-,-,-,putative transcription factor SipA3,20180512,-
1392248,36544717,P168DRAFT_290366,P168DRAFT_290366,-,-,Unknown,-,"ADP,ATP carrier protein",protein-coding,-,-,-,"ADP,ATP carrier protein",20180512,-
1392248,36544718,P168DRAFT_290367,P168DRAFT_290367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544719,P168DRAFT_290371,P168DRAFT_290371,-,-,Unknown,-,40S ribosomal protein S19,protein-coding,-,-,-,40S ribosomal protein S19,20180512,-
1392248,36544720,P168DRAFT_290383,P168DRAFT_290383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544721,P168DRAFT_290386,P168DRAFT_290386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544722,P168DRAFT_290392,P168DRAFT_290392,-,-,Unknown,-,defender against death DAD protein,protein-coding,-,-,-,defender against death DAD protein,20180512,-
1392248,36544723,P168DRAFT_290396,P168DRAFT_290396,-,-,Unknown,-,Metallo-dependent hydrolase,protein-coding,-,-,-,Metallo-dependent hydrolase,20180512,-
1392248,36544724,P168DRAFT_290399,P168DRAFT_290399,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544725,P168DRAFT_290403,P168DRAFT_290403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544726,P168DRAFT_290410,P168DRAFT_290410,-,-,Unknown,-,eukaryotic translation initiation factor eIF-5A,protein-coding,-,-,-,eukaryotic translation initiation factor eIF-5A,20180512,-
1392248,36544727,P168DRAFT_290413,P168DRAFT_290413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544728,P168DRAFT_290417,P168DRAFT_290417,-,-,Unknown,-,Utp14-domain-containing protein,protein-coding,-,-,-,Utp14-domain-containing protein,20180512,-
1392248,36544729,P168DRAFT_290421,P168DRAFT_290421,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544730,P168DRAFT_290425,P168DRAFT_290425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544731,P168DRAFT_290427,P168DRAFT_290427,-,-,Unknown,-,putative integral membrane protein,protein-coding,-,-,-,putative integral membrane protein,20180512,-
1392248,36544732,P168DRAFT_290433,P168DRAFT_290433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544733,P168DRAFT_290435,P168DRAFT_290435,-,-,Unknown,-,putative proline utilization protein PrnX-like protein,protein-coding,-,-,-,putative proline utilization protein PrnX-like protein,20180512,-
1392248,36544734,P168DRAFT_290436,P168DRAFT_290436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544735,P168DRAFT_290438,P168DRAFT_290438,-,-,Unknown,-,endoglucanase,protein-coding,-,-,-,endoglucanase,20180512,-
1392248,36544736,P168DRAFT_290444,P168DRAFT_290444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544737,P168DRAFT_290447,P168DRAFT_290447,-,-,Unknown,-,ubiquitin-protein ligase,protein-coding,-,-,-,ubiquitin-protein ligase,20180512,-
1392248,36544738,P168DRAFT_290449,P168DRAFT_290449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544739,P168DRAFT_290454,P168DRAFT_290454,-,-,Unknown,-,putative C6 transcription factor,protein-coding,-,-,-,putative C6 transcription factor,20180502,-
1392248,36544740,P168DRAFT_290468,P168DRAFT_290468,-,-,Unknown,-,urease Ure,protein-coding,-,-,-,urease Ure,20180512,-
1392248,36544741,P168DRAFT_290469,P168DRAFT_290469,-,-,Unknown,-,HMG-box,protein-coding,-,-,-,HMG-box,20180512,-
1392248,36544742,P168DRAFT_290473,P168DRAFT_290473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544743,P168DRAFT_290479,P168DRAFT_290479,-,-,Unknown,-,EF-hand,protein-coding,-,-,-,EF-hand,20180512,-
1392248,36544744,P168DRAFT_290482,P168DRAFT_290482,-,-,Unknown,-,mRNA transport regulator,protein-coding,-,-,-,mRNA transport regulator,20180512,-
1392248,36544745,P168DRAFT_290485,P168DRAFT_290485,-,-,Unknown,-,5-formyltetrahydrofolate cyclo-ligase,protein-coding,-,-,-,5-formyltetrahydrofolate cyclo-ligase,20180512,-
1392248,36544746,P168DRAFT_290488,P168DRAFT_290488,-,-,Unknown,-,GatB/YqeY domain-containing protein,protein-coding,-,-,-,GatB/YqeY domain-containing protein,20180512,-
1392248,36544747,P168DRAFT_290497,P168DRAFT_290497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544748,P168DRAFT_290498,P168DRAFT_290498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544749,P168DRAFT_290502,P168DRAFT_290502,-,-,Unknown,-,siroheme synthase,protein-coding,-,-,-,siroheme synthase,20180512,-
1392248,36544750,P168DRAFT_290504,P168DRAFT_290504,-,-,Unknown,-,phosphatidylserine decarboxylase proenzyme 1 mitochondrial precursor,protein-coding,-,-,-,phosphatidylserine decarboxylase proenzyme 1 mitochondrial precursor,20180512,-
1392248,36544751,P168DRAFT_290508,P168DRAFT_290508,-,-,Unknown,-,putative cytosolic hydroxymethyltransferase,protein-coding,-,-,-,putative cytosolic hydroxymethyltransferase,20180512,-
1392248,36544752,P168DRAFT_290510,P168DRAFT_290510,-,-,Unknown,-,LEM3/CDC50 family protein,protein-coding,-,-,-,LEM3/CDC50 family protein,20180512,-
1392248,36544753,P168DRAFT_290514,P168DRAFT_290514,-,-,Unknown,-,Triosephosphate isomerase,protein-coding,-,-,-,Triosephosphate isomerase,20180512,-
