#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1138383,11933450,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Mycobacterium intracellulare genotype INT-1.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1138383,45454876,OCQ_RS13110,OCQ_RS13110,OCQ_26790,-,-,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20210201,-
1138383,45454877,OCQ_RS13115,OCQ_RS13115,OCQ_26800,-,-,-,nitronate monooxygenase,protein-coding,-,-,-,nitronate monooxygenase,20210201,-
1138383,45454878,OCQ_RS13120,OCQ_RS13120,OCQ_26810,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45454879,OCQ_RS13125,OCQ_RS13125,OCQ_26820,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210129,-
1138383,45454880,OCQ_RS13130,OCQ_RS13130,OCQ_26830,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210201,-
1138383,45454881,OCQ_RS13135,OCQ_RS13135,OCQ_26840,-,-,-,class II aldolase/adducin family protein,protein-coding,-,-,-,class II aldolase/adducin family protein,20210129,-
1138383,45454882,OCQ_RS13140,OCQ_RS13140,OCQ_26850,-,-,-,acyl--CoA ligase,protein-coding,-,-,-,acyl--CoA ligase,20210201,-
1138383,45454883,OCQ_RS13145,OCQ_RS13145,OCQ_26860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454884,OCQ_RS13150,OCQ_RS13150,OCQ_26870,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210201,-
1138383,45454885,OCQ_RS13155,OCQ_RS13155,OCQ_26880,-,-,-,acyl-CoA desaturase,protein-coding,-,-,-,acyl-CoA desaturase,20210201,-
1138383,45454886,OCQ_RS13160,OCQ_RS13160,OCQ_26890,-,-,-,ferredoxin reductase,protein-coding,-,-,-,ferredoxin reductase,20210201,-
1138383,45454887,OCQ_RS13165,OCQ_RS13165,OCQ_26900,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210129,-
1138383,45454888,OCQ_RS13170,OCQ_RS13170,OCQ_26910,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210201,-
1138383,45454889,OCQ_RS13175,OCQ_RS13175,OCQ_26920,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210201,-
1138383,45454890,OCQ_RS13180,OCQ_RS13180,OCQ_26930,-,-,-,OB-fold domain-containing protein,protein-coding,-,-,-,OB-fold domain-containing protein,20210201,-
1138383,45454891,OCQ_RS13185,OCQ_RS13185,OCQ_26940,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20210201,-
1138383,45454892,OCQ_RS13190,OCQ_RS13190,OCQ_26950,-,-,-,acyl dehydratase,protein-coding,-,-,-,acyl dehydratase,20210201,-
1138383,45454893,OCQ_RS13195,OCQ_RS13195,OCQ_26960,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,protein-coding,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,20210201,-
1138383,45454894,OCQ_RS13200,OCQ_RS13200,OCQ_26970,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,protein-coding,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,20210201,-
1138383,45454895,OCQ_RS13205,OCQ_RS13205,OCQ_26980,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45454896,OCQ_RS13210,OCQ_RS13210,OCQ_27000,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210306,-
1138383,45454897,OCQ_RS13215,OCQ_RS13215,OCQ_27010,-,-,-,alpha/beta hydrolase fold domain-containing protein,protein-coding,-,-,-,alpha/beta hydrolase fold domain-containing protein,20210522,-
1138383,45454898,OCQ_RS13220,OCQ_RS13220,OCQ_27020,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45454899,OCQ_RS13225,OCQ_RS13225,OCQ_27030,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210201,-
1138383,45454900,OCQ_RS13230,OCQ_RS13230,OCQ_27040,-,-,-,CsbD family protein,protein-coding,-,-,-,CsbD family protein,20210201,-
1138383,45454901,OCQ_RS13235,OCQ_RS13235,OCQ_27050,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210201,-
1138383,45454902,OCQ_RS13240,OCQ_RS13240,OCQ_27060,-,-,-,wax ester/triacylglycerol synthase family O-acyltransferase,protein-coding,-,-,-,wax ester/triacylglycerol synthase family O-acyltransferase,20210201,-
1138383,45454903,OCQ_RS13245,OCQ_RS13245,OCQ_27070,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210201,-
1138383,45454904,OCQ_RS13250,OCQ_RS13250,OCQ_27080,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210201,-
1138383,45454905,OCQ_RS13255,OCQ_RS13255,OCQ_27090,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210201,-
1138383,45454906,OCQ_RS13260,OCQ_RS13260,OCQ_27100,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45454907,OCQ_RS13265,OCQ_RS13265,OCQ_27110,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45454908,OCQ_RS13270,OCQ_RS13270,OCQ_27120,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210201,-
1138383,45454909,OCQ_RS13275,OCQ_RS13275,OCQ_27130,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,protein-coding,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,20210201,-
1138383,45454910,OCQ_RS13280,OCQ_RS13280,OCQ_27140,-,-,-,hydroxylase,protein-coding,-,-,-,hydroxylase,20210201,-
1138383,45454911,bphC,OCQ_RS13285,OCQ_27150,-,-,-,"biphenyl-2,3-diol 1,2-dioxygenase",protein-coding,-,-,-,"biphenyl-2,3-diol 1,2-dioxygenase",20210201,-
1138383,45454912,OCQ_RS13290,OCQ_RS13290,OCQ_27160,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210201,-
1138383,45454913,OCQ_RS13295,OCQ_RS13295,OCQ_27170,-,-,-,IclR family transcriptional regulator,protein-coding,-,-,-,IclR family transcriptional regulator,20210201,-
1138383,45454914,OCQ_RS13300,OCQ_RS13300,OCQ_27180,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210201,-
1138383,45454915,OCQ_RS13305,OCQ_RS13305,OCQ_27190,-,-,-,NADH:flavin oxidoreductase,protein-coding,-,-,-,NADH:flavin oxidoreductase,20210129,-
1138383,45454916,OCQ_RS13310,OCQ_RS13310,OCQ_27200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454917,OCQ_RS13315,OCQ_RS13315,OCQ_27210,-,-,-,Dabb family protein,protein-coding,-,-,-,Dabb family protein,20210201,-
1138383,45454918,OCQ_RS13320,OCQ_RS13320,OCQ_27220,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210201,-
1138383,45454919,OCQ_RS13325,OCQ_RS13325,OCQ_27230,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210201,-
1138383,45454920,OCQ_RS13330,OCQ_RS13330,OCQ_27240,-,-,-,acyl-CoA synthetase,protein-coding,-,-,-,acyl-CoA synthetase,20210201,-
1138383,45454921,OCQ_RS13335,OCQ_RS13335,OCQ_27250,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45454922,OCQ_RS13340,OCQ_RS13340,OCQ_27260,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,protein-coding,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,20210201,-
1138383,45454923,OCQ_RS13345,OCQ_RS13345,OCQ_27270,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210129,-
1138383,45454924,OCQ_RS13350,OCQ_RS13350,OCQ_27280,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210201,-
1138383,45454925,OCQ_RS13355,OCQ_RS13355,OCQ_27290,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210201,-
1138383,45454926,OCQ_RS13360,OCQ_RS13360,OCQ_27300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454927,OCQ_RS13365,OCQ_RS13365,OCQ_27310,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45454928,OCQ_RS13370,OCQ_RS13370,OCQ_27320,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210201,-
1138383,45454929,OCQ_RS13375,OCQ_RS13375,OCQ_27330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454930,OCQ_RS13380,OCQ_RS13380,OCQ_27340,-,-,-,3-ketosteroid-9-alpha-hydroxylase subunit A,protein-coding,-,-,-,3-ketosteroid-9-alpha-hydroxylase subunit A,20210201,-
1138383,45454931,OCQ_RS13385,OCQ_RS13385,OCQ_27350,-,-,-,3-ketosteroid-delta-1-dehydrogenase,protein-coding,-,-,-,3-ketosteroid-delta-1-dehydrogenase,20210327,-
1138383,45454932,OCQ_RS13390,OCQ_RS13390,-,-,-,-,pseudo,pseudo,-,-,-,-,20210128,-
1138383,45454933,OCQ_RS13395,OCQ_RS13395,OCQ_27380,-,-,-,PadR family transcriptional regulator,protein-coding,-,-,-,PadR family transcriptional regulator,20210201,-
1138383,45454934,OCQ_RS13400,OCQ_RS13400,OCQ_27390,-,-,-,TIGR03619 family F420-dependent LLM class oxidoreductase,protein-coding,-,-,-,TIGR03619 family F420-dependent LLM class oxidoreductase,20210201,-
1138383,45454935,OCQ_RS13405,OCQ_RS13405,OCQ_27400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45454936,OCQ_RS13410,OCQ_RS13410,OCQ_27410,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210201,-
1138383,45454937,OCQ_RS13415,OCQ_RS13415,OCQ_27420,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20210201,-
1138383,45454938,OCQ_RS13420,OCQ_RS13420,OCQ_27430,-,-,-,flavin reductase family protein,protein-coding,-,-,-,flavin reductase family protein,20210201,-
1138383,45454939,OCQ_RS13425,OCQ_RS13425,OCQ_27440,-,-,-,pyrimidine reductase family protein,protein-coding,-,-,-,pyrimidine reductase family protein,20210201,-
1138383,45454940,OCQ_RS13430,OCQ_RS13430,OCQ_27450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454941,OCQ_RS13435,OCQ_RS13435,OCQ_27470,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210201,-
1138383,45454942,OCQ_RS13440,OCQ_RS13440,OCQ_27480,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210201,-
1138383,45454943,ngg,OCQ_RS13445,OCQ_27490,-,-,-,N-acetylglutaminylglutamine synthetase,protein-coding,-,-,-,N-acetylglutaminylglutamine synthetase,20210201,-
1138383,45454944,OCQ_RS13450,OCQ_RS13450,OCQ_27500,-,-,-,N-acetylglutaminylglutamine amidotransferase,protein-coding,-,-,-,N-acetylglutaminylglutamine amidotransferase,20210201,-
1138383,45454945,OCQ_RS13455,OCQ_RS13455,OCQ_27510,-,-,-,non-ribosomal peptide synthetase,protein-coding,-,-,-,non-ribosomal peptide synthetase,20210129,-
1138383,45454946,OCQ_RS13460,OCQ_RS13460,OCQ_27530,-,-,-,GAP family protein,protein-coding,-,-,-,GAP family protein,20210201,-
1138383,45454947,OCQ_RS13465,OCQ_RS13465,OCQ_27540,-,-,-,ANTAR domain-containing protein,protein-coding,-,-,-,ANTAR domain-containing protein,20210201,-
1138383,45454948,OCQ_RS13470,OCQ_RS13470,OCQ_27550,-,-,-,transglutaminase family protein,protein-coding,-,-,-,transglutaminase family protein,20210424,-
1138383,45454949,OCQ_RS13475,OCQ_RS13475,OCQ_27570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1138383,45454950,OCQ_RS13480,OCQ_RS13480,OCQ_27580,-,-,-,cold-shock protein,protein-coding,-,-,-,cold-shock protein,20210201,-
1138383,45454951,OCQ_RS13485,OCQ_RS13485,OCQ_27590,-,-,-,acyl-CoA desaturase,protein-coding,-,-,-,acyl-CoA desaturase,20210201,-
1138383,45454952,OCQ_RS13490,OCQ_RS13490,OCQ_27600,-,-,-,succinate-semialdehyde dehydrogenase (NADP(+)),protein-coding,-,-,-,succinate-semialdehyde dehydrogenase (NADP(+)),20210201,-
1138383,45454953,OCQ_RS13495,OCQ_RS13495,OCQ_27610,-,-,-,DUF4383 domain-containing protein,protein-coding,-,-,-,DUF4383 domain-containing protein,20210201,-
1138383,45454954,OCQ_RS13500,OCQ_RS13500,OCQ_27630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454955,OCQ_RS13505,OCQ_RS13505,OCQ_27640,-,-,-,site-specific integrase,protein-coding,-,-,-,site-specific integrase,20210129,-
1138383,45454956,OCQ_RS13510,OCQ_RS13510,OCQ_27650,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210201,-
1138383,45454957,OCQ_RS13515,OCQ_RS13515,OCQ_27660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454958,OCQ_RS13530,OCQ_RS13530,OCQ_27700,-,-,-,transglycosylase SLT domain-containing protein,protein-coding,-,-,-,transglycosylase SLT domain-containing protein,20210129,-
1138383,45454959,OCQ_RS13535,OCQ_RS13535,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1138383,45454960,OCQ_RS13540,OCQ_RS13540,OCQ_27720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1138383,45454961,OCQ_RS13550,OCQ_RS13550,OCQ_27740,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210129,-
1138383,45454962,OCQ_RS13555,OCQ_RS13555,OCQ_27750,-,-,-,DUF732 domain-containing protein,protein-coding,-,-,-,DUF732 domain-containing protein,20210129,-
1138383,45454963,OCQ_RS13560,OCQ_RS13560,-,-,-,-,pseudo,pseudo,-,-,-,-,20210128,-
1138383,45454964,OCQ_RS13565,OCQ_RS13565,OCQ_27770,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210201,-
1138383,45454965,OCQ_RS13570,OCQ_RS13570,OCQ_27780,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45454966,OCQ_RS13575,OCQ_RS13575,-,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20210201,-
1138383,45454967,OCQ_RS13580,OCQ_RS13580,OCQ_27800,-,-,-,phosphotransferase,protein-coding,-,-,-,phosphotransferase,20210201,-
1138383,45454968,OCQ_RS13585,OCQ_RS13585,OCQ_27810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
1138383,45454969,OCQ_RS13590,OCQ_RS13590,OCQ_27820,-,-,-,OB-fold domain-containing protein,protein-coding,-,-,-,OB-fold domain-containing protein,20210201,-
1138383,45454970,OCQ_RS13595,OCQ_RS13595,OCQ_27830,-,-,-,lipid-transfer protein,protein-coding,-,-,-,lipid-transfer protein,20210201,-
1138383,45454971,OCQ_RS13600,OCQ_RS13600,OCQ_27840,-,-,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20210201,-
1138383,45454972,OCQ_RS13605,OCQ_RS13605,OCQ_27850,-,-,-,nitroreductase,protein-coding,-,-,-,nitroreductase,20210201,-
1138383,45454973,OCQ_RS13610,OCQ_RS13610,OCQ_27860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454974,OCQ_RS13615,OCQ_RS13615,OCQ_27870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45454975,OCQ_RS13620,OCQ_RS13620,OCQ_27880,-,-,-,peptidase,protein-coding,-,-,-,peptidase,20210201,-
1138383,45454976,OCQ_RS13625,OCQ_RS13625,OCQ_27890,-,-,-,TIGR03619 family F420-dependent LLM class oxidoreductase,protein-coding,-,-,-,TIGR03619 family F420-dependent LLM class oxidoreductase,20210129,-
1138383,45454977,OCQ_RS13630,OCQ_RS13630,OCQ_27900,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45454978,OCQ_RS13635,OCQ_RS13635,OCQ_27910,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210201,-
1138383,45454979,OCQ_RS13640,OCQ_RS13640,OCQ_27920,-,-,-,spirocyclase AveC family protein,protein-coding,-,-,-,spirocyclase AveC family protein,20210129,-
1138383,45454980,OCQ_RS13645,OCQ_RS13645,OCQ_27930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210605,-
1138383,45454981,OCQ_RS13650,OCQ_RS13650,OCQ_27940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45454982,OCQ_RS13655,OCQ_RS13655,OCQ_27960,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45454983,OCQ_RS13660,OCQ_RS13660,OCQ_27970,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20210201,-
1138383,45454984,OCQ_RS13670,OCQ_RS13670,OCQ_27990,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210129,-
1138383,45454985,OCQ_RS13675,OCQ_RS13675,OCQ_28000,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210129,-
1138383,45454986,OCQ_RS13680,OCQ_RS13680,OCQ_28030,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210201,-
1138383,45454987,OCQ_RS13685,OCQ_RS13685,OCQ_28040,-,-,-,thioesterase family protein,protein-coding,-,-,-,thioesterase family protein,20210129,-
1138383,45454988,OCQ_RS13690,OCQ_RS13690,OCQ_28050,-,-,-,"3-carboxyethylcatechol 2,3-dioxygenase",protein-coding,-,-,-,"3-carboxyethylcatechol 2,3-dioxygenase",20210406,-
1138383,45454989,OCQ_RS13695,OCQ_RS13695,OCQ_28060,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45454990,OCQ_RS13700,OCQ_RS13700,OCQ_28070,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,protein-coding,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,20210201,-
1138383,45454991,OCQ_RS13705,OCQ_RS13705,OCQ_28080,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,protein-coding,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,20210201,-
1138383,45454992,OCQ_RS13710,OCQ_RS13710,OCQ_28090,-,-,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210201,-
1138383,45454993,OCQ_RS13715,OCQ_RS13715,OCQ_28100,-,-,-,Zn-dependent alcohol dehydrogenase,protein-coding,-,-,-,Zn-dependent alcohol dehydrogenase,20210129,-
1138383,45454994,OCQ_RS13720,OCQ_RS13720,OCQ_28110,-,-,-,isochorismatase family protein,protein-coding,-,-,-,isochorismatase family protein,20210313,-
1138383,45454995,OCQ_RS13725,OCQ_RS13725,OCQ_28120,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20210201,-
1138383,45454996,OCQ_RS13730,OCQ_RS13730,OCQ_28130,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45454997,OCQ_RS13735,OCQ_RS13735,OCQ_28140,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210201,-
1138383,45454998,OCQ_RS13740,OCQ_RS13740,OCQ_28150,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20210129,-
1138383,45454999,OCQ_RS13745,OCQ_RS13745,OCQ_28160,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210201,-
1138383,45455000,OCQ_RS13750,OCQ_RS13750,OCQ_28170,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210201,-
1138383,45455001,OCQ_RS13755,OCQ_RS13755,OCQ_28180,-,-,-,cytochrome C oxidase subunit IV family protein,protein-coding,-,-,-,cytochrome C oxidase subunit IV family protein,20210201,-
1138383,45455002,OCQ_RS13760,OCQ_RS13760,OCQ_28190,-,-,-,cytochrome c oxidase subunit 3,protein-coding,-,-,-,cytochrome c oxidase subunit 3,20210129,-
1138383,45455003,OCQ_RS13765,OCQ_RS13765,OCQ_28200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45455004,OCQ_RS13770,OCQ_RS13770,OCQ_28210,-,-,-,TIGR03857 family LLM class F420-dependent oxidoreductase,protein-coding,-,-,-,TIGR03857 family LLM class F420-dependent oxidoreductase,20210201,-
1138383,45455005,OCQ_RS13775,OCQ_RS13775,OCQ_28220,-,-,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210201,-
1138383,45455006,OCQ_RS13780,OCQ_RS13780,OCQ_28230,-,-,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20210201,-
1138383,45455007,OCQ_RS13785,OCQ_RS13785,OCQ_28240,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210201,-
1138383,45455008,OCQ_RS13790,OCQ_RS13790,OCQ_28250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45455009,OCQ_RS13795,OCQ_RS13795,OCQ_28260,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210129,-
1138383,45455010,OCQ_RS13800,OCQ_RS13800,OCQ_28270,-,-,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210201,-
1138383,45455011,OCQ_RS13805,OCQ_RS13805,OCQ_28280,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45455012,OCQ_RS13810,OCQ_RS13810,OCQ_28290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45455013,OCQ_RS13815,OCQ_RS13815,OCQ_28300,-,-,-,OB-fold domain-containing protein,protein-coding,-,-,-,OB-fold domain-containing protein,20210201,-
1138383,45455014,OCQ_RS13820,OCQ_RS13820,OCQ_28310,-,-,-,thiolase,protein-coding,-,-,-,thiolase,20210201,-
1138383,45455015,OCQ_RS13825,OCQ_RS13825,OCQ_28320,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210201,-
1138383,45455016,OCQ_RS13830,OCQ_RS13830,OCQ_28330,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45455017,OCQ_RS13835,OCQ_RS13835,OCQ_28340,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210201,-
1138383,45455018,OCQ_RS13840,OCQ_RS13840,OCQ_28350,-,-,-,thioesterase,protein-coding,-,-,-,thioesterase,20210129,-
1138383,45455019,OCQ_RS13845,OCQ_RS13845,OCQ_28360,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45455020,OCQ_RS13850,OCQ_RS13850,OCQ_28370,-,-,-,acyl--CoA ligase,protein-coding,-,-,-,acyl--CoA ligase,20210201,-
1138383,45455021,OCQ_RS13855,OCQ_RS13855,OCQ_28380,-,-,-,thiolase,protein-coding,-,-,-,thiolase,20210201,-
1138383,45455022,OCQ_RS13860,OCQ_RS13860,OCQ_28390,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,protein-coding,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,20210129,-
1138383,45455023,OCQ_RS13865,OCQ_RS13865,OCQ_28400,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45455024,OCQ_RS13870,OCQ_RS13870,OCQ_28410,-,-,-,LLM class flavin-dependent oxidoreductase,protein-coding,-,-,-,LLM class flavin-dependent oxidoreductase,20210201,-
1138383,45455025,OCQ_RS13875,OCQ_RS13875,OCQ_28420,-,-,-,HpcH/HpaI aldolase/citrate lyase family protein,protein-coding,-,-,-,HpcH/HpaI aldolase/citrate lyase family protein,20210201,-
1138383,45455026,hpaH,OCQ_RS13880,OCQ_28430,-,-,-,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",protein-coding,-,-,-,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",20210201,-
1138383,45455027,OCQ_RS13885,OCQ_RS13885,OCQ_28440,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210129,-
1138383,45455028,OCQ_RS13890,OCQ_RS13890,OCQ_28450,-,-,-,transposase,protein-coding,-,-,-,transposase,20210201,-
1138383,45455029,OCQ_RS13895,OCQ_RS13895,OCQ_28460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45455030,OCQ_RS13900,OCQ_RS13900,OCQ_28470,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20210129,-
1138383,45455031,OCQ_RS13905,OCQ_RS13905,OCQ_28480,-,-,-,OB-fold domain-containing protein,protein-coding,-,-,-,OB-fold domain-containing protein,20210201,-
